# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=192.1911 deg DEC=35.3327 deg PA=220.0 INC=58.3}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 58.83 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=36.15 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 0 times NGC4711.co.smo7_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.5,0.428,0.041,14,14,4.599,0.24248001,122.535,122.53502,5.195,9.9676e+06,19.777,4.2861e+07
4.5,1.283,0.124,43,43,3.806,0.3781842,311.476,434.01123,2.932,3.5304e+07,16.367,1.5181e+08
7.5,2.139,0.207,78,78,2.950,0.6754688,437.859,871.8707,2.085,7.0922e+07,12.684,3.0496e+08
10.5,2.995,0.290,103,103,2.511,0.9022396,492.117,1363.9873,1.753,1.1095e+08,10.796,4.7710e+08
13.5,3.850,0.373,130,130,2.496,1.0244766,617.423,1981.4102,1.544,1.6118e+08,10.731,6.9306e+08
16.5,4.706,0.456,165,165,2.212,0.9820683,694.690,2676.1,1.362,2.1769e+08,9.513,9.3605e+08
19.5,5.562,0.539,198,198,1.608,0.8701219,606.069,3282.1692,1.243,2.6699e+08,6.916,1.1480e+09
22.5,6.417,0.622,220,220,0.963,0.740946,403.124,3685.2935,1.196,2.9978e+08,4.140,1.2890e+09
25.5,7.273,0.705,244,244,0.495,0.76188457,230.075,3915.3687,1.160,3.1849e+08,2.131,1.3695e+09
28.5,8.128,0.788,295,286,0.231,0.7967197,129.500,4044.8687,1.082,3.2903e+08,0.992,1.4148e+09
31.5,8.984,0.871,310,231,0.144,0.5895824,84.863,4129.7314,1.087,3.3593e+08,0.619,1.4445e+09
34.5,9.840,0.954,341,111,0.042,0.3445188,27.046,4156.7773,1.075,3.3813e+08,0.179,1.4540e+09
37.5,10.695,1.037,366,78,0.026,0.2960214,18.122,4174.8994,1.080,3.3961e+08,0.112,1.4603e+09
40.5,11.551,1.120,407,72,0.063,0.31184518,48.856,4223.7554,1.069,3.4358e+08,0.271,1.4774e+09
43.5,12.407,1.203,431,55,0.052,0.27019358,42.328,4266.0835,1.086,3.4702e+08,0.222,1.4922e+09
46.5,13.262,1.286,461,45,nan,nan,0.000,4266.0835,1.114,3.4702e+08,nan,1.4922e+09
49.5,14.118,1.369,485,39,nan,nan,0.000,4266.0835,1.154,3.4702e+08,nan,1.4922e+09
52.5,14.974,1.452,522,30,nan,nan,0.000,4266.0835,1.183,3.4702e+08,nan,1.4922e+09
55.5,15.829,1.535,549,23,nan,nan,0.000,4266.0835,1.226,3.4702e+08,nan,1.4922e+09
