# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=222.1115 deg DEC=34.9980 deg PA=135.7 INC=72.0}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 130.07 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=67.01 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 0 times UGC09537.co.de20_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.0,0.631,0.015,5,5,6.026,0.46269757,97.506,97.50572,6.371,3.8772e+07,25.913,1.6672e+08
3.0,1.892,0.045,11,11,4.582,1.1654618,163.109,260.615,4.357,1.0363e+08,19.703,4.4562e+08
5.0,3.153,0.075,19,19,3.624,1.0749593,222.818,483.4333,3.203,1.9223e+08,15.583,8.2661e+08
7.0,4.414,0.104,27,27,3.233,0.9121158,282.465,765.8979,2.610,3.0455e+08,13.901,1.3096e+09
9.0,5.675,0.134,35,35,3.806,1.4214426,431.084,1196.9817,2.181,4.7597e+08,16.366,2.0467e+09
11.0,6.936,0.164,40,40,3.769,1.6922587,487.821,1684.8031,2.012,6.6995e+08,16.205,2.8808e+09
13.0,8.198,0.194,52,52,3.229,1.363919,543.403,2228.2065,1.744,8.8603e+08,13.886,3.8099e+09
15.0,9.459,0.224,58,58,2.304,0.9868635,432.532,2660.739,1.615,1.0580e+09,9.909,4.5495e+09
17.0,10.720,0.254,69,69,1.660,0.7505373,370.720,3031.459,1.433,1.2054e+09,7.139,5.1834e+09
19.0,11.981,0.284,69,69,1.125,0.6752821,251.249,3282.708,1.387,1.3053e+09,4.838,5.6130e+09
21.0,13.242,0.313,85,85,0.650,0.7385457,178.803,3461.5112,1.230,1.3764e+09,2.795,5.9187e+09
23.0,14.504,0.343,90,90,0.521,0.84438556,151.805,3613.3164,1.161,1.4368e+09,2.241,6.1783e+09
25.0,15.765,0.373,98,98,0.748,1.0611653,237.116,3850.4324,1.077,1.5311e+09,3.215,6.5837e+09
27.0,17.026,0.403,98,95,0.706,0.91505075,224.035,4074.467,1.058,1.6202e+09,3.038,6.9668e+09
29.0,18.287,0.433,120,115,0.536,0.68888205,207.969,4282.4355,0.945,1.7029e+09,2.303,7.3224e+09
31.0,19.548,0.463,117,83,0.277,0.5052802,104.840,4387.276,0.957,1.7446e+09,1.191,7.5017e+09
33.0,20.809,0.492,130,83,0.232,0.50448126,97.391,4484.667,0.920,1.7833e+09,0.995,7.6682e+09
35.0,22.071,0.522,134,72,0.226,0.5607825,97.943,4582.6104,0.920,1.8222e+09,0.971,7.8356e+09
37.0,23.332,0.552,146,65,0.290,0.69845676,136.867,4719.477,0.905,1.8767e+09,1.246,8.0697e+09
39.0,24.593,0.582,150,62,0.280,0.79316956,135.845,4855.322,0.905,1.9307e+09,1.203,8.3019e+09
41.0,25.854,0.612,161,59,0.309,0.96652144,161.026,5016.3477,0.910,1.9947e+09,1.329,8.5773e+09
43.0,27.115,0.642,159,55,0.208,0.98227096,107.150,5123.498,0.928,2.0373e+09,0.895,8.7605e+09
45.0,28.377,0.672,182,56,0.189,0.86535865,111.070,5234.5684,0.908,2.0815e+09,0.811,8.9504e+09
47.0,29.638,0.701,177,39,0.073,0.45349485,41.877,5276.4453,0.941,2.0981e+09,0.314,9.0220e+09
49.0,30.899,0.731,196,24,0.067,0.3643547,42.251,5318.6963,0.936,2.1149e+09,0.286,9.0943e+09
51.0,32.160,0.761,195,17,nan,nan,0.000,5318.6963,0.974,2.1149e+09,nan,9.0943e+09
53.0,33.421,0.791,212,18,nan,nan,0.000,5318.6963,0.997,2.1149e+09,nan,9.0943e+09
55.0,34.682,0.821,210,16,nan,nan,0.000,5318.6963,1.009,2.1149e+09,nan,9.0943e+09
57.0,35.944,0.851,227,10,nan,nan,0.000,5318.6963,1.019,2.1149e+09,nan,9.0943e+09
59.0,37.205,0.881,217,3,nan,nan,0.000,5318.6963,1.072,2.1149e+09,nan,9.0943e+09
61.0,38.466,0.910,248,0,nan,nan,0.000,5318.6963,1.033,2.1149e+09,nan,9.0943e+09
63.0,39.727,0.940,240,0,nan,nan,0.000,5318.6963,1.060,2.1149e+09,nan,9.0943e+09
65.0,40.988,0.970,254,0,nan,nan,0.000,5318.6963,1.077,2.1149e+09,nan,9.0943e+09
67.0,42.249,1.000,252,0,nan,nan,0.000,5318.6963,1.092,2.1149e+09,nan,9.0943e+09
69.0,43.511,1.030,251,0,nan,nan,0.000,5318.6963,1.084,2.1149e+09,nan,9.0943e+09
71.0,44.772,1.060,190,0,nan,nan,0.000,5318.6963,1.101,2.1149e+09,nan,9.0943e+09
73.0,46.033,1.089,170,0,nan,nan,0.000,5318.6963,1.125,2.1149e+09,nan,9.0943e+09
75.0,47.294,1.119,157,0,nan,nan,0.000,5318.6963,1.147,2.1149e+09,nan,9.0943e+09
77.0,48.555,1.149,156,0,nan,nan,0.000,5318.6963,1.122,2.1149e+09,nan,9.0943e+09
79.0,49.817,1.179,151,0,nan,nan,0.000,5318.6963,1.138,2.1149e+09,nan,9.0943e+09
81.0,51.078,1.209,144,0,nan,nan,0.000,5318.6963,1.153,2.1149e+09,nan,9.0943e+09
83.0,52.339,1.239,137,0,nan,nan,0.000,5318.6963,1.195,2.1149e+09,nan,9.0943e+09
