# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=227.6704 deg DEC=55.3504 deg PA=49.7 INC=66.8}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 49.25 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=40.01 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 0 times UGC09759.co.smo7_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.5,0.358,0.037,12,12,14.635,2.0787723,445.808,445.80804,4.790,2.5416e+07,62.931,1.0929e+08
4.5,1.074,0.112,34,34,11.411,4.151485,984.825,1430.633,2.837,8.1562e+07,49.066,3.5072e+08
7.5,1.791,0.187,56,56,7.336,4.4114184,1042.808,2473.4412,2.173,1.4101e+08,31.544,6.0636e+08
10.5,2.507,0.262,76,76,4.405,3.6314683,849.756,3323.1973,1.798,1.8946e+08,18.940,8.1467e+08
13.5,3.223,0.337,102,102,2.357,2.4425838,610.404,3933.6016,1.458,2.2426e+08,10.137,9.6431e+08
16.5,3.940,0.412,118,118,1.222,1.5095365,366.128,4299.7295,1.290,2.4513e+08,5.256,1.0541e+09
19.5,4.656,0.487,150,150,0.449,0.8672781,170.828,4470.5576,1.098,2.5487e+08,1.929,1.0959e+09
22.5,5.372,0.562,164,164,0.030,0.64788294,12.600,4483.1577,1.021,2.5559e+08,0.130,1.0990e+09
25.5,6.089,0.637,187,179,-0.186,0.47883877,-88.255,4394.9023,0.948,2.5056e+08,-0.799,1.0774e+09
28.5,6.805,0.712,219,125,-0.154,0.4259269,-85.529,4309.373,0.880,2.4568e+08,-0.662,1.0564e+09
31.5,7.521,0.787,230,79,-0.082,0.30298045,-48.039,4261.334,0.867,2.4294e+08,-0.354,1.0447e+09
34.5,8.238,0.862,254,49,0.004,0.14069617,2.476,4263.8096,0.846,2.4308e+08,0.017,1.0453e+09
37.5,8.954,0.937,280,29,-0.003,0.076244615,-2.164,4261.6455,0.834,2.4296e+08,-0.013,1.0447e+09
40.5,9.670,1.012,299,19,nan,nan,0.000,4261.6455,0.839,2.4296e+08,nan,1.0447e+09
43.5,10.386,1.087,320,16,nan,nan,0.000,4261.6455,0.853,2.4296e+08,nan,1.0447e+09
46.5,11.103,1.162,348,25,nan,nan,0.000,4261.6455,0.863,2.4296e+08,nan,1.0447e+09
49.5,11.819,1.237,372,23,nan,nan,0.000,4261.6455,0.878,2.4296e+08,nan,1.0447e+09
52.5,12.535,1.312,386,16,nan,nan,0.000,4261.6455,0.928,2.4296e+08,nan,1.0447e+09
55.5,13.252,1.387,408,26,nan,nan,0.000,4261.6455,0.958,2.4296e+08,nan,1.0447e+09
58.5,13.968,1.462,443,23,nan,nan,0.000,4261.6455,0.979,2.4296e+08,nan,1.0447e+09
61.5,14.684,1.537,449,21,nan,nan,0.000,4261.6455,1.026,2.4296e+08,nan,1.0447e+09
64.5,15.401,1.612,483,18,nan,nan,0.000,4261.6455,1.040,2.4296e+08,nan,1.0447e+09
67.5,16.117,1.687,503,22,nan,nan,0.000,4261.6455,1.061,2.4296e+08,nan,1.0447e+09
70.5,16.833,1.762,530,17,nan,nan,0.000,4261.6455,1.073,2.4296e+08,nan,1.0447e+09
73.5,17.550,1.837,540,11,nan,nan,0.000,4261.6455,1.124,2.4296e+08,nan,1.0447e+09
76.5,18.266,1.912,559,13,nan,nan,0.000,4261.6455,1.133,2.4296e+08,nan,1.0447e+09
79.5,18.982,1.987,598,6,nan,nan,0.000,4261.6455,1.139,2.4296e+08,nan,1.0447e+09
