# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=233.6350 deg DEC=15.1938 deg PA=48.3 INC=26.0}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 28.43 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=44.17 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 0 times NGC5953.co.de20_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.0,0.138,0.023,11,11,116.172,5.224527,1421.784,1421.7844,13.484,2.7008e+07,499.539,1.1613e+08
3.0,0.413,0.068,34,34,107.483,10.472193,4065.923,5487.7075,7.665,1.0424e+08,462.178,4.4825e+08
5.0,0.689,0.113,57,57,89.145,12.496293,5653.397,11141.1045,5.860,2.1163e+08,383.322,9.1003e+08
7.0,0.965,0.158,76,76,63.275,13.399685,5350.435,16491.54,5.023,3.1327e+08,272.085,1.3471e+09
9.0,1.240,0.204,104,104,34.826,12.223169,4029.711,20521.25,4.163,3.8982e+08,149.751,1.6762e+09
11.0,1.516,0.249,124,124,14.339,8.386969,1978.281,22499.531,3.623,4.2740e+08,61.659,1.8378e+09
13.0,1.792,0.294,152,152,3.355,4.6629705,567.361,23066.893,3.143,4.3817e+08,14.426,1.8842e+09
15.0,2.067,0.340,165,165,-0.326,2.8222878,-59.922,23006.97,2.925,4.3704e+08,-1.403,1.8793e+09
17.0,2.343,0.385,198,198,-0.298,3.1650774,-65.688,22941.283,2.644,4.3579e+08,-1.282,1.8739e+09
19.0,2.619,0.430,210,162,0.180,2.781673,42.105,22983.389,2.602,4.3659e+08,0.775,1.8773e+09
21.0,2.894,0.475,237,97,0.472,1.6074165,124.562,23107.951,2.452,4.3895e+08,2.031,1.8875e+09
23.0,3.170,0.521,253,61,0.534,1.5869812,150.295,23258.246,2.391,4.4181e+08,2.296,1.8998e+09
