# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=142.5428 deg DEC=7.9026 deg PA=350.0 INC=68.3}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 29.91 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=32.15 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 0 times IC0540.co.smo7_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.5,0.217,0.047,10,10,9.966,1.0112743,269.529,269.52917,5.799,5.6664e+06,42.853,2.4366e+07
4.5,0.652,0.140,31,31,7.087,1.9533089,594.212,863.74133,3.263,1.8159e+07,30.476,7.8083e+07
7.5,1.087,0.233,53,53,4.149,2.2130105,594.670,1458.4113,2.444,3.0661e+07,17.839,1.3184e+08
10.5,1.522,0.327,75,75,2.116,1.8030106,429.253,1887.6642,1.962,3.9685e+07,9.100,1.7065e+08
13.5,1.957,0.420,96,86,0.738,1.3343072,191.555,2079.2192,1.684,4.3712e+07,3.172,1.8796e+08
16.5,2.392,0.513,107,83,0.346,0.9692186,100.037,2179.2559,1.568,4.5816e+07,1.486,1.9701e+08
19.5,2.827,0.607,142,78,0.035,0.73224515,13.387,2192.6426,1.370,4.6097e+07,0.150,1.9822e+08
22.5,3.262,0.700,154,63,-0.041,0.47183058,-16.973,2175.6692,1.330,4.5740e+07,-0.175,1.9668e+08
25.5,3.697,0.793,182,56,-0.026,0.3404289,-12.989,2162.6807,1.248,4.5467e+07,-0.113,1.9551e+08
28.5,4.132,0.887,197,44,0.023,0.19723849,12.058,2174.7388,1.232,4.5721e+07,0.097,1.9660e+08
31.5,4.567,0.980,216,45,0.023,0.20892897,13.333,2188.0715,1.208,4.6001e+07,0.098,1.9780e+08
34.5,5.002,1.073,242,51,0.025,0.23644143,16.548,2204.6196,1.178,4.6349e+07,0.109,1.9930e+08
37.5,5.437,1.167,262,45,0.032,0.2577241,22.350,2226.9695,1.176,4.6819e+07,0.136,2.0132e+08
40.5,5.872,1.260,283,38,0.045,0.31465217,34.189,2261.1582,1.180,4.7537e+07,0.192,2.0441e+08
43.5,6.307,1.353,299,32,0.034,0.2844118,27.294,2288.4521,1.207,4.8111e+07,0.145,2.0688e+08
46.5,6.742,1.447,326,32,nan,nan,0.000,2288.4521,1.212,4.8111e+07,nan,2.0688e+08
49.5,7.177,1.540,342,20,nan,nan,0.000,2288.4521,1.258,4.8111e+07,nan,2.0688e+08
52.5,7.612,1.633,374,17,nan,nan,0.000,2288.4521,1.280,4.8111e+07,nan,2.0688e+08
55.5,8.047,1.727,385,16,nan,nan,0.000,2288.4521,1.350,4.8111e+07,nan,2.0688e+08
58.5,8.482,1.820,408,16,nan,nan,0.000,2288.4521,1.406,4.8111e+07,nan,2.0688e+08
61.5,8.917,1.913,422,14,nan,nan,0.000,2288.4521,1.434,4.8111e+07,nan,2.0688e+08
64.5,9.352,2.006,454,0,nan,nan,0.000,2288.4521,1.462,4.8111e+07,nan,2.0688e+08
67.5,9.787,2.100,474,0,nan,nan,0.000,2288.4521,1.466,4.8111e+07,nan,2.0688e+08
70.5,10.222,2.193,491,0,nan,nan,0.000,2288.4521,1.513,4.8111e+07,nan,2.0688e+08
73.5,10.657,2.286,502,0,nan,nan,0.000,2288.4521,1.578,4.8111e+07,nan,2.0688e+08
76.5,11.092,2.380,544,0,nan,nan,0.000,2288.4521,1.548,4.8111e+07,nan,2.0688e+08
79.5,11.527,2.473,551,0,nan,nan,0.000,2288.4521,1.613,4.8111e+07,nan,2.0688e+08
82.5,11.962,2.566,515,0,nan,nan,0.000,2288.4521,1.596,4.8111e+07,nan,2.0688e+08
85.5,12.397,2.660,471,0,nan,nan,0.000,2288.4521,1.688,4.8111e+07,nan,2.0688e+08
88.5,12.832,2.753,446,0,nan,nan,0.000,2288.4521,1.720,4.8111e+07,nan,2.0688e+08
91.5,13.267,2.846,450,0,nan,nan,0.000,2288.4521,1.724,4.8111e+07,nan,2.0688e+08
94.5,13.702,2.940,434,0,nan,nan,0.000,2288.4521,1.764,4.8111e+07,nan,2.0688e+08
97.5,14.137,3.033,424,0,nan,nan,0.000,2288.4521,1.839,4.8111e+07,nan,2.0688e+08
100.5,14.572,3.126,414,0,nan,nan,0.000,2288.4521,1.873,4.8111e+07,nan,2.0688e+08
103.5,15.007,3.220,416,0,nan,nan,0.000,2288.4521,1.908,4.8111e+07,nan,2.0688e+08
106.5,15.442,3.313,407,0,nan,nan,0.000,2288.4521,1.983,4.8111e+07,nan,2.0688e+08
109.5,15.877,3.406,409,0,nan,nan,0.000,2288.4521,2.041,4.8111e+07,nan,2.0688e+08
112.5,16.312,3.500,403,0,nan,nan,0.000,2288.4521,2.096,4.8111e+07,nan,2.0688e+08
115.5,16.747,3.593,393,0,nan,nan,0.000,2288.4521,2.164,4.8111e+07,nan,2.0688e+08
118.5,17.182,3.686,397,0,nan,nan,0.000,2288.4521,2.245,4.8111e+07,nan,2.0688e+08
121.5,17.617,3.780,392,0,nan,nan,0.000,2288.4521,2.329,4.8111e+07,nan,2.0688e+08
124.5,18.052,3.873,399,0,nan,nan,0.000,2288.4521,2.458,4.8111e+07,nan,2.0688e+08
127.5,18.487,3.966,390,0,nan,nan,0.000,2288.4521,2.524,4.8111e+07,nan,2.0688e+08
130.5,18.922,4.060,376,0,nan,nan,0.000,2288.4521,2.642,4.8111e+07,nan,2.0688e+08
133.5,19.357,4.153,393,0,nan,nan,0.000,2288.4521,2.838,4.8111e+07,nan,2.0688e+08
136.5,19.792,4.246,381,0,nan,nan,0.000,2288.4521,2.995,4.8111e+07,nan,2.0688e+08
139.5,20.227,4.340,396,0,nan,nan,0.000,2288.4521,3.158,4.8111e+07,nan,2.0688e+08
142.5,20.662,4.433,372,0,nan,nan,0.000,2288.4521,3.479,4.8111e+07,nan,2.0688e+08
145.5,21.097,4.526,379,0,nan,nan,0.000,2288.4521,3.763,4.8111e+07,nan,2.0688e+08
148.5,21.532,4.620,388,0,nan,nan,0.000,2288.4521,4.399,4.8111e+07,nan,2.0688e+08
151.5,21.967,4.713,381,0,nan,nan,0.000,2288.4521,5.756,4.8111e+07,nan,2.0688e+08
154.5,22.402,4.806,379,0,nan,nan,0.000,2288.4521,10.131,4.8111e+07,nan,2.0688e+08
157.5,22.837,4.900,374,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
160.5,23.272,4.993,376,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
163.5,23.707,5.086,376,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
166.5,24.142,5.180,380,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
169.5,24.577,5.273,378,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
172.5,25.012,5.366,365,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
175.5,25.447,5.460,378,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
178.5,25.882,5.553,366,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
181.5,26.317,5.646,387,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
184.5,26.752,5.740,367,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
187.5,27.187,5.833,359,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
190.5,27.622,5.926,386,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
193.5,28.056,6.019,363,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
196.5,28.491,6.113,360,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
199.5,28.926,6.206,317,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
202.5,29.361,6.299,268,0,nan,nan,0.000,2288.4521,nan,4.8111e+07,nan,2.0688e+08
