# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=239.6348 deg DEC=17.4415 deg PA=203.9 INC=68.0}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 30.80 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=67.01 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 1 times IC1151.co.de20_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.0,0.149,0.015,4,4,1.101,0.001176311,11.759,11.759338,10.175,2.6229e+05,4.736,1.1278e+06
3.0,0.448,0.045,16,16,1.526,0.5627245,65.175,76.934586,5.093,1.7160e+06,6.562,7.3787e+06
5.0,0.747,0.075,21,16,1.791,0.6966007,100.390,177.32426,4.456,3.9551e+06,7.700,1.7007e+07
7.0,1.045,0.104,35,24,1.503,0.43891317,140.405,317.72958,3.462,7.0868e+06,6.462,3.0473e+07
9.0,1.344,0.134,42,26,1.325,0.17717402,148.573,466.30243,3.175,1.0401e+07,5.698,4.4723e+07
11.0,1.643,0.164,48,30,1.335,0.19834486,171.056,637.35846,2.984,1.4216e+07,5.740,6.1128e+07
13.0,1.942,0.194,64,38,1.383,0.29955584,236.223,873.58154,2.604,1.9485e+07,5.945,8.3784e+07
15.0,2.240,0.224,69,42,1.430,0.355796,263.352,1136.9333,2.525,2.5359e+07,6.148,1.0904e+08
17.0,2.539,0.254,84,43,1.446,0.3809224,324.299,1461.2327,2.311,3.2592e+07,6.219,1.4015e+08
19.0,2.838,0.284,84,28,1.553,0.45953596,348.224,1809.4564,2.337,4.0359e+07,6.678,1.7354e+08
21.0,3.136,0.313,105,28,1.540,0.39406502,431.726,2241.1826,2.113,4.9988e+07,6.623,2.1495e+08
23.0,3.435,0.343,111,24,1.527,0.3167969,452.582,2693.7644,2.085,6.0083e+07,6.568,2.5836e+08
25.0,3.734,0.373,108,22,1.557,0.29025665,448.951,3142.7158,2.143,7.0096e+07,6.696,3.0141e+08
27.0,4.032,0.403,135,23,1.558,0.24170166,561.512,3704.2275,1.948,8.2621e+07,6.700,3.5527e+08
29.0,4.331,0.433,135,22,1.571,0.2475149,566.187,4270.414,1.980,9.5249e+07,6.756,4.0957e+08
31.0,4.630,0.463,150,16,1.597,0.21013185,639.276,4909.69,1.922,1.0951e+08,6.865,4.7088e+08
33.0,4.928,0.492,152,16,1.631,0.23307052,661.597,5571.2866,1.952,1.2426e+08,7.011,5.3434e+08
35.0,5.227,0.522,163,16,nan,nan,0.000,5571.2866,1.923,1.2426e+08,nan,5.3434e+08
37.0,5.526,0.552,176,13,nan,nan,0.000,5571.2866,1.898,1.2426e+08,nan,5.3434e+08
39.0,5.825,0.582,173,13,nan,nan,0.000,5571.2866,1.969,1.2426e+08,nan,5.3434e+08
41.0,6.123,0.612,200,13,nan,nan,0.000,5571.2866,1.877,1.2426e+08,nan,5.3434e+08
43.0,6.422,0.642,197,9,nan,nan,0.000,5571.2866,1.966,1.2426e+08,nan,5.3434e+08
45.0,6.721,0.672,212,8,nan,nan,0.000,5571.2866,1.953,1.2426e+08,nan,5.3434e+08
47.0,7.019,0.701,230,8,nan,nan,0.000,5571.2866,1.947,1.2426e+08,nan,5.3434e+08
49.0,7.318,0.731,229,9,nan,nan,0.000,5571.2866,2.024,1.2426e+08,nan,5.3434e+08
51.0,7.617,0.761,235,7,nan,nan,0.000,5571.2866,2.123,1.2426e+08,nan,5.3434e+08
53.0,7.915,0.791,249,9,nan,nan,0.000,5571.2866,2.110,1.2426e+08,nan,5.3434e+08
55.0,8.214,0.821,226,7,nan,nan,0.000,5571.2866,2.146,1.2426e+08,nan,5.3434e+08
57.0,8.513,0.851,201,5,nan,nan,0.000,5571.2866,2.289,1.2426e+08,nan,5.3434e+08
59.0,8.811,0.881,207,6,nan,nan,0.000,5571.2866,2.201,1.2426e+08,nan,5.3434e+08
61.0,9.110,0.910,194,3,nan,nan,0.000,5571.2866,2.295,1.2426e+08,nan,5.3434e+08
63.0,9.409,0.940,186,0,nan,nan,0.000,5571.2866,2.349,1.2426e+08,nan,5.3434e+08
65.0,9.708,0.970,193,0,nan,nan,0.000,5571.2866,2.330,1.2426e+08,nan,5.3434e+08
67.0,10.006,1.000,185,0,nan,nan,0.000,5571.2866,2.371,1.2426e+08,nan,5.3434e+08
69.0,10.305,1.030,173,0,nan,nan,0.000,5571.2866,2.496,1.2426e+08,nan,5.3434e+08
71.0,10.604,1.060,183,0,nan,nan,0.000,5571.2866,2.423,1.2426e+08,nan,5.3434e+08
73.0,10.902,1.089,181,0,nan,nan,0.000,5571.2866,2.455,1.2426e+08,nan,5.3434e+08
