# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=175.4137 deg DEC=24.8004 deg PA=67.8 INC=59.9}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 53.59 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=43.16 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 1 times NGC3815.co.de20_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.0,0.260,0.023,6,6,5.398,0.6837631,64.577,64.577484,10.871,4.3598e+06,23.210,1.8747e+07
3.0,0.779,0.070,20,20,5.855,1.2171078,233.510,298.08722,5.913,2.0125e+07,25.178,8.6537e+07
5.0,1.299,0.116,30,30,6.160,1.4822428,368.497,666.58374,4.762,4.5003e+07,26.489,1.9351e+08
7.0,1.819,0.162,44,44,6.366,1.7083693,558.548,1225.1313,3.739,8.2713e+07,27.375,3.5566e+08
9.0,2.338,0.209,58,58,6.297,2.0698397,728.278,1953.4094,3.096,1.3188e+08,27.078,5.6709e+08
11.0,2.858,0.255,69,69,5.962,2.5534518,820.287,2773.6968,2.699,1.8726e+08,25.637,8.0522e+08
13.0,3.378,0.301,80,80,5.022,2.4577143,801.026,3574.7231,2.427,2.4134e+08,21.593,1.0378e+09
15.0,3.897,0.348,93,93,3.513,1.7413926,651.408,4226.131,2.201,2.8532e+08,15.105,1.2269e+09
17.0,4.417,0.394,114,114,2.124,1.0613885,482.868,4708.9985,1.957,3.1792e+08,9.134,1.3671e+09
19.0,4.937,0.440,119,119,1.542,0.5147636,365.893,5074.891,1.894,3.4262e+08,6.631,1.4733e+09
21.0,5.456,0.487,127,127,1.415,0.39141566,358.314,5433.205,1.817,3.6681e+08,6.084,1.5773e+09
23.0,5.976,0.533,149,142,1.464,0.53956574,435.067,5868.2725,1.693,3.9619e+08,6.297,1.7036e+09
25.0,6.496,0.579,155,126,1.447,0.5962902,447.197,6315.469,1.680,4.2638e+08,6.222,1.8334e+09
27.0,7.015,0.626,169,125,1.354,0.42150924,456.288,6771.7573,1.635,4.5718e+08,5.822,1.9659e+09
29.0,7.535,0.672,188,86,1.380,0.25445008,517.386,7289.143,1.579,4.9211e+08,5.935,2.1161e+09
31.0,8.055,0.718,191,64,1.446,0.20463578,550.846,7839.9893,1.603,5.2930e+08,6.219,2.2760e+09
33.0,8.574,0.765,206,39,1.582,0.21841797,649.829,8489.818,1.575,5.7318e+08,6.803,2.4647e+09
35.0,9.094,0.811,221,27,1.630,0.21069926,718.381,9208.199,1.562,6.2168e+08,7.010,2.6732e+09
37.0,9.614,0.857,239,10,nan,nan,0.000,9208.199,1.536,6.2168e+08,nan,2.6732e+09
