# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=207.8786 deg DEC=14.0920 deg PA=105.7 INC=75.0}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 100.81 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=45.83 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 1 times IC0944.co.smo7_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.5,0.733,0.033,7,7,11.754,0.5307015,317.896,317.89636,4.402,7.5931e+07,50.542,3.2650e+08
4.5,2.199,0.098,23,23,9.417,1.6012394,836.876,1154.7727,2.465,2.7582e+08,40.495,1.1860e+09
7.5,3.665,0.164,38,38,6.944,2.0423763,1019.475,2174.2476,1.927,5.1933e+08,29.858,2.2331e+09
10.5,5.132,0.229,51,51,5.281,1.7567108,1040.690,3214.9373,1.630,7.6790e+08,22.710,3.3020e+09
13.5,6.598,0.295,66,66,4.249,1.3704332,1083.589,4298.526,1.369,1.0267e+09,18.272,4.4149e+09
16.5,8.064,0.360,75,75,3.249,0.86390215,941.579,5240.105,1.221,1.2516e+09,13.972,5.3820e+09
19.5,9.530,0.426,98,98,2.462,0.72261244,932.158,6172.2627,1.029,1.4743e+09,10.586,6.3393e+09
22.5,10.996,0.491,105,105,1.904,0.542506,772.330,6944.593,0.956,1.6587e+09,8.186,7.1326e+09
25.5,12.463,0.556,126,126,1.512,0.52617276,736.077,7680.6694,0.856,1.8346e+09,6.502,7.8886e+09
28.5,13.929,0.622,142,142,1.113,0.52646697,610.439,8291.108,0.781,1.9804e+09,4.784,8.5155e+09
31.5,15.395,0.687,158,158,0.800,0.3970538,488.498,8779.606,0.731,2.0970e+09,3.441,9.0173e+09
34.5,16.861,0.753,167,167,0.588,0.2795366,379.701,9159.308,0.706,2.1877e+09,2.530,9.4072e+09
37.5,18.327,0.818,183,183,0.439,0.14454891,310.649,9469.957,0.681,2.2619e+09,1.889,9.7263e+09
40.5,19.793,0.884,194,184,0.401,0.08924532,300.455,9770.412,0.668,2.3337e+09,1.724,1.0035e+10
43.5,21.260,0.949,213,183,0.392,0.08444841,322.771,10093.183,0.645,2.4108e+09,1.686,1.0366e+10
46.5,22.726,1.015,224,174,0.397,0.09499954,343.906,10437.089,0.650,2.4929e+09,1.709,1.0720e+10
49.5,24.192,1.080,245,155,0.407,0.114789605,384.840,10821.929,0.638,2.5849e+09,1.748,1.1115e+10
52.5,25.658,1.146,247,122,0.428,0.139219,407.998,11229.927,0.672,2.6823e+09,1.838,1.1534e+10
55.5,27.124,1.211,284,103,0.453,0.16266842,497.325,11727.252,0.656,2.8011e+09,1.949,1.2045e+10
58.5,28.590,1.277,279,65,0.422,0.2080795,454.803,12182.055,0.715,2.9097e+09,1.814,1.2512e+10
61.5,30.057,1.342,308,39,0.360,0.22834788,428.933,12610.987,0.701,3.0122e+09,1.550,1.2952e+10
64.5,31.523,1.407,309,19,nan,nan,0.000,12610.987,0.731,3.0122e+09,nan,1.2952e+10
67.5,32.989,1.473,331,12,nan,nan,0.000,12610.987,0.723,3.0122e+09,nan,1.2952e+10
70.5,34.455,1.538,346,0,nan,nan,0.000,12610.987,0.736,3.0122e+09,nan,1.2952e+10
73.5,35.921,1.604,356,0,nan,nan,0.000,12610.987,0.732,3.0122e+09,nan,1.2952e+10
76.5,37.388,1.669,368,0,nan,nan,0.000,12610.987,0.769,3.0122e+09,nan,1.2952e+10
79.5,38.854,1.735,389,0,nan,nan,0.000,12610.987,0.749,3.0122e+09,nan,1.2952e+10
82.5,40.320,1.800,388,0,nan,nan,0.000,12610.987,0.764,3.0122e+09,nan,1.2952e+10
