# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=244.3380 deg DEC=59.3201 deg PA=140.8 INC=76.2}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 64.79 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=43.66 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 1 times UGC10331.co.smo7_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.5,0.471,0.034,6,6,1.309,0.10690748,32.937,32.937164,4.038,3.2502e+06,5.631,1.3976e+07
4.5,1.414,0.103,22,22,1.127,0.19959007,103.937,136.87439,2.112,1.3506e+07,4.846,5.8078e+07
7.5,2.356,0.172,35,35,0.902,0.2505309,132.290,269.16476,1.682,2.6561e+07,3.877,1.1421e+08
10.5,3.298,0.240,45,42,0.666,0.25554278,125.652,394.8164,1.494,3.8960e+07,2.864,1.6753e+08
13.5,4.241,0.309,60,45,0.541,0.25545064,136.022,530.83844,1.304,5.2382e+07,2.325,2.2524e+08
16.5,5.183,0.378,75,34,0.502,0.18469463,157.820,688.6584,1.182,6.7955e+07,2.158,2.9221e+08
19.5,6.126,0.447,85,31,0.475,0.12931319,169.125,857.78375,1.125,8.4644e+07,2.041,3.6397e+08
22.5,7.068,0.515,99,31,0.468,0.11057396,194.050,1051.8336,1.058,1.0379e+08,2.010,4.4631e+08
25.5,8.010,0.584,114,28,0.471,0.07975883,224.938,1276.7711,1.010,1.2599e+08,2.024,5.4175e+08
28.5,8.953,0.653,130,28,0.471,0.071893394,256.533,1533.304,0.965,1.5130e+08,2.024,6.5060e+08
31.5,9.895,0.721,141,23,0.486,0.07295546,287.420,1820.7241,0.951,1.7967e+08,2.091,7.7256e+08
34.5,10.837,0.790,158,23,0.502,0.08154388,332.365,2153.0894,0.927,2.1246e+08,2.158,9.1359e+08
37.5,11.780,0.859,172,21,0.518,0.088358924,373.528,2526.6174,0.914,2.4932e+08,2.227,1.0721e+09
40.5,12.722,0.928,184,16,nan,nan,0.000,2526.6174,0.925,2.4932e+08,nan,1.0721e+09
43.5,13.665,0.996,195,13,nan,nan,0.000,2526.6174,0.941,2.4932e+08,nan,1.0721e+09
46.5,14.607,1.065,206,12,nan,nan,0.000,2526.6174,0.952,2.4932e+08,nan,1.0721e+09
49.5,15.549,1.134,224,10,nan,nan,0.000,2526.6174,0.971,2.4932e+08,nan,1.0721e+09
52.5,16.492,1.202,230,6,nan,nan,0.000,2526.6174,1.009,2.4932e+08,nan,1.0721e+09
55.5,17.434,1.271,249,5,nan,nan,0.000,2526.6174,1.037,2.4932e+08,nan,1.0721e+09
58.5,18.377,1.340,267,2,nan,nan,0.000,2526.6174,1.077,2.4932e+08,nan,1.0721e+09
61.5,19.319,1.408,276,0,nan,nan,0.000,2526.6174,1.080,2.4932e+08,nan,1.0721e+09
64.5,20.261,1.477,293,0,nan,nan,0.000,2526.6174,1.090,2.4932e+08,nan,1.0721e+09
