# %ECSV 0.9
# ---
# datatype:
# - {name: radius, unit: arcsec, datatype: float64, description: Adopting RA=207.8786 deg DEC=14.0920 deg PA=105.7 INC=75.0}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: Adopting distance of 100.81 Mpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: Adopting R25=45.83 arcsec}
# - {name: npix, datatype: int64}
# - {name: ngood, datatype: int64, description: Requiring fill fraction of 0.1 npix}
# - {name: wtmean, unit: K km / s, datatype: float64, format: 10.3f, description: Replaced blanks with 0 times IC0944.co.de20_smo.emom0max.fits}
# - {name: rms, unit: K km / s, datatype: float32}
# - {name: annsum, unit: K km pix / s, datatype: float32, format: 10.3f}
# - {name: cumsum, unit: K km pix / s, datatype: float32}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e}
# delimiter: ','
# schema: astropy-2.0
radius,r_kpc,r_r25,npix,ngood,wtmean,rms,annsum,cumsum,detlim,cumlum,sigmol,cummass
1.0,0.489,0.022,3,3,18.654,0.64945513,216.216,216.21559,8.037,5.1644e+07,80.210,2.2207e+08
3.0,1.466,0.065,11,11,14.954,2.7614608,635.556,851.7711,4.227,2.0345e+08,64.302,8.7483e+08
5.0,2.444,0.109,16,16,10.664,3.2499804,659.255,1511.0264,3.538,3.6091e+08,45.856,1.5519e+09
7.0,3.421,0.153,21,21,8.563,3.3841555,694.785,2205.8118,3.081,5.2687e+08,36.821,2.2655e+09
9.0,4.399,0.196,29,29,6.563,2.8307567,735.401,2941.2124,2.531,7.0252e+08,28.222,3.0208e+09
11.0,5.376,0.240,39,39,5.254,1.9457899,791.655,3732.8674,2.104,8.9161e+08,22.591,3.8339e+09
13.0,6.353,0.284,41,41,4.567,1.6916647,723.452,4456.32,1.989,1.0644e+09,19.638,4.5769e+09
15.0,7.331,0.327,47,47,3.762,1.0395447,683.218,5139.538,1.827,1.2276e+09,16.178,5.2787e+09
17.0,8.308,0.371,53,53,3.117,0.8627595,638.300,5777.838,1.625,1.3801e+09,13.403,5.9342e+09
19.0,9.286,0.415,66,66,2.508,0.8951135,639.428,6417.266,1.456,1.5328e+09,10.782,6.5910e+09
21.0,10.263,0.458,66,66,2.041,0.7808143,520.572,6937.838,1.398,1.6571e+09,8.778,7.1256e+09
23.0,11.241,0.502,71,71,1.884,0.8260178,516.731,7454.5693,1.303,1.7805e+09,8.100,7.6564e+09
25.0,12.218,0.546,88,88,1.581,0.81158656,537.652,7992.2217,1.164,1.9090e+09,6.800,8.2086e+09
27.0,13.196,0.589,89,89,1.338,0.9870395,460.118,8452.34,1.129,2.0189e+09,5.754,8.6811e+09
29.0,14.173,0.633,91,91,1.054,0.932794,370.553,8822.893,1.108,2.1074e+09,4.532,9.0617e+09
31.0,15.151,0.676,103,103,0.721,0.8442162,286.787,9109.68,1.022,2.1759e+09,3.099,9.3563e+09
33.0,16.128,0.720,109,109,0.540,0.78555185,227.355,9337.035,0.995,2.2302e+09,2.321,9.5898e+09
35.0,17.105,0.764,113,113,0.379,0.76053643,165.566,9502.602,0.979,2.2697e+09,1.631,9.7598e+09
37.0,18.083,0.807,115,115,0.128,0.6121456,56.711,9559.3125,0.971,2.2833e+09,0.549,9.8181e+09
39.0,19.060,0.851,132,124,0.155,0.5731457,79.081,9638.394,0.907,2.3022e+09,0.667,9.8993e+09
41.0,20.038,0.895,130,111,0.112,0.50059813,56.327,9694.721,0.932,2.3156e+09,0.482,9.9572e+09
43.0,21.015,0.938,141,109,0.035,0.5073346,19.223,9713.943,0.908,2.3202e+09,0.152,9.9769e+09
45.0,21.993,0.982,144,99,0.087,0.49883893,48.137,9762.08,0.912,2.3317e+09,0.372,1.0026e+10
47.0,22.970,1.026,152,88,0.066,0.36669564,38.991,9801.071,0.924,2.3410e+09,0.285,1.0066e+10
49.0,23.948,1.069,167,61,0.057,0.31075162,36.639,9837.71,0.901,2.3498e+09,0.244,1.0104e+10
51.0,24.925,1.113,161,50,0.025,0.26398084,15.377,9853.087,0.972,2.3534e+09,0.106,1.0120e+10
53.0,25.902,1.157,153,26,0.037,0.21050455,21.886,9874.973,1.003,2.3587e+09,0.159,1.0142e+10
55.0,26.880,1.200,161,28,0.059,0.23238152,36.604,9911.577,0.937,2.3674e+09,0.253,1.0180e+10
57.0,27.857,1.244,145,19,0.048,0.2459944,26.889,9938.466,0.985,2.3738e+09,0.206,1.0207e+10
59.0,28.835,1.287,123,21,0.061,0.23716475,29.112,9967.578,1.049,2.3808e+09,0.263,1.0237e+10
61.0,29.812,1.331,132,7,nan,nan,0.000,9967.578,1.010,2.3808e+09,nan,1.0237e+10
63.0,30.790,1.375,138,12,nan,nan,0.000,9967.578,1.008,2.3808e+09,nan,1.0237e+10
65.0,31.767,1.418,125,9,nan,nan,0.000,9967.578,1.062,2.3808e+09,nan,1.0237e+10
67.0,32.745,1.462,123,4,nan,nan,0.000,9967.578,1.022,2.3808e+09,nan,1.0237e+10
69.0,33.722,1.506,126,6,nan,nan,0.000,9967.578,1.032,2.3808e+09,nan,1.0237e+10
71.0,34.700,1.549,126,6,nan,nan,0.000,9967.578,1.073,2.3808e+09,nan,1.0237e+10
73.0,35.677,1.593,129,3,nan,nan,0.000,9967.578,1.039,2.3808e+09,nan,1.0237e+10
75.0,36.654,1.637,111,5,nan,nan,0.000,9967.578,1.080,2.3808e+09,nan,1.0237e+10
77.0,37.632,1.680,119,0,nan,nan,0.000,9967.578,1.109,2.3808e+09,nan,1.0237e+10
79.0,38.609,1.724,124,0,nan,nan,0.000,9967.578,1.074,2.3808e+09,nan,1.0237e+10
81.0,39.587,1.768,117,0,nan,nan,0.000,9967.578,1.085,2.3808e+09,nan,1.0237e+10
83.0,40.564,1.811,120,0,nan,nan,0.000,9967.578,1.093,2.3808e+09,nan,1.0237e+10
85.0,41.542,1.855,120,0,nan,nan,0.000,9967.578,1.106,2.3808e+09,nan,1.0237e+10
87.0,42.519,1.898,118,0,nan,nan,0.000,9967.578,1.103,2.3808e+09,nan,1.0237e+10
89.0,43.497,1.942,114,0,nan,nan,0.000,9967.578,1.147,2.3808e+09,nan,1.0237e+10
91.0,44.474,1.986,120,0,nan,nan,0.000,9967.578,1.116,2.3808e+09,nan,1.0237e+10
93.0,45.452,2.029,111,0,nan,nan,0.000,9967.578,1.156,2.3808e+09,nan,1.0237e+10
95.0,46.429,2.073,115,0,nan,nan,0.000,9967.578,1.172,2.3808e+09,nan,1.0237e+10
97.0,47.406,2.117,125,0,nan,nan,0.000,9967.578,1.105,2.3808e+09,nan,1.0237e+10
99.0,48.384,2.160,113,0,nan,nan,0.000,9967.578,1.166,2.3808e+09,nan,1.0237e+10
101.0,49.361,2.204,115,0,nan,nan,0.000,9967.578,1.194,2.3808e+09,nan,1.0237e+10
103.0,50.339,2.248,113,0,nan,nan,0.000,9967.578,1.196,2.3808e+09,nan,1.0237e+10
105.0,51.316,2.291,114,0,nan,nan,0.000,9967.578,1.192,2.3808e+09,nan,1.0237e+10
107.0,52.294,2.335,112,0,nan,nan,0.000,9967.578,1.234,2.3808e+09,nan,1.0237e+10
109.0,53.271,2.379,117,0,nan,nan,0.000,9967.578,1.190,2.3808e+09,nan,1.0237e+10
111.0,54.249,2.422,114,0,nan,nan,0.000,9967.578,1.220,2.3808e+09,nan,1.0237e+10
113.0,55.226,2.466,114,0,nan,nan,0.000,9967.578,1.258,2.3808e+09,nan,1.0237e+10
115.0,56.204,2.509,116,0,nan,nan,0.000,9967.578,1.222,2.3808e+09,nan,1.0237e+10
117.0,57.181,2.553,114,0,nan,nan,0.000,9967.578,1.277,2.3808e+09,nan,1.0237e+10
119.0,58.158,2.597,107,0,nan,nan,0.000,9967.578,1.317,2.3808e+09,nan,1.0237e+10
121.0,59.136,2.640,117,0,nan,nan,0.000,9967.578,1.269,2.3808e+09,nan,1.0237e+10
123.0,60.113,2.684,113,0,nan,nan,0.000,9967.578,1.299,2.3808e+09,nan,1.0237e+10
125.0,61.091,2.728,111,0,nan,nan,0.000,9967.578,1.317,2.3808e+09,nan,1.0237e+10
127.0,62.068,2.771,118,0,nan,nan,0.000,9967.578,1.313,2.3808e+09,nan,1.0237e+10
129.0,63.046,2.815,109,0,nan,nan,0.000,9967.578,1.379,2.3808e+09,nan,1.0237e+10
131.0,64.023,2.859,110,0,nan,nan,0.000,9967.578,1.371,2.3808e+09,nan,1.0237e+10
133.0,65.001,2.902,115,0,nan,nan,0.000,9967.578,1.366,2.3808e+09,nan,1.0237e+10
135.0,65.978,2.946,110,0,nan,nan,0.000,9967.578,1.418,2.3808e+09,nan,1.0237e+10
137.0,66.955,2.990,116,0,nan,nan,0.000,9967.578,1.380,2.3808e+09,nan,1.0237e+10
139.0,67.933,3.033,113,0,nan,nan,0.000,9967.578,1.412,2.3808e+09,nan,1.0237e+10
141.0,68.910,3.077,110,0,nan,nan,0.000,9967.578,1.483,2.3808e+09,nan,1.0237e+10
143.0,69.888,3.120,114,0,nan,nan,0.000,9967.578,1.458,2.3808e+09,nan,1.0237e+10
145.0,70.865,3.164,113,0,nan,nan,0.000,9967.578,1.499,2.3808e+09,nan,1.0237e+10
147.0,71.843,3.208,104,0,nan,nan,0.000,9967.578,1.593,2.3808e+09,nan,1.0237e+10
149.0,72.820,3.251,116,0,nan,nan,0.000,9967.578,1.502,2.3808e+09,nan,1.0237e+10
151.0,73.798,3.295,115,0,nan,nan,0.000,9967.578,1.509,2.3808e+09,nan,1.0237e+10
153.0,74.775,3.339,100,0,nan,nan,0.000,9967.578,1.634,2.3808e+09,nan,1.0237e+10
155.0,75.753,3.382,103,0,nan,nan,0.000,9967.578,1.635,2.3808e+09,nan,1.0237e+10
157.0,76.730,3.426,102,0,nan,nan,0.000,9967.578,1.631,2.3808e+09,nan,1.0237e+10
159.0,77.707,3.470,91,0,nan,nan,0.000,9967.578,1.708,2.3808e+09,nan,1.0237e+10
161.0,78.685,3.513,93,0,nan,nan,0.000,9967.578,1.721,2.3808e+09,nan,1.0237e+10
163.0,79.662,3.557,90,0,nan,nan,0.000,9967.578,1.778,2.3808e+09,nan,1.0237e+10
165.0,80.640,3.600,86,0,nan,nan,0.000,9967.578,1.747,2.3808e+09,nan,1.0237e+10
167.0,81.617,3.644,85,0,nan,nan,0.000,9967.578,1.801,2.3808e+09,nan,1.0237e+10
169.0,82.595,3.688,85,0,nan,nan,0.000,9967.578,1.853,2.3808e+09,nan,1.0237e+10
171.0,83.572,3.731,72,0,nan,nan,0.000,9967.578,1.981,2.3808e+09,nan,1.0237e+10
173.0,84.550,3.775,76,0,nan,nan,0.000,9967.578,1.993,2.3808e+09,nan,1.0237e+10
175.0,85.527,3.819,76,0,nan,nan,0.000,9967.578,2.024,2.3808e+09,nan,1.0237e+10
177.0,86.505,3.862,69,0,nan,nan,0.000,9967.578,2.045,2.3808e+09,nan,1.0237e+10
179.0,87.482,3.906,73,0,nan,nan,0.000,9967.578,2.123,2.3808e+09,nan,1.0237e+10
181.0,88.459,3.950,65,0,nan,nan,0.000,9967.578,2.347,2.3808e+09,nan,1.0237e+10
183.0,89.437,3.993,61,0,nan,nan,0.000,9967.578,2.240,2.3808e+09,nan,1.0237e+10
185.0,90.414,4.037,63,0,nan,nan,0.000,9967.578,2.422,2.3808e+09,nan,1.0237e+10
187.0,91.392,4.081,61,0,nan,nan,0.000,9967.578,2.581,2.3808e+09,nan,1.0237e+10
189.0,92.369,4.124,51,0,nan,nan,0.000,9967.578,2.766,2.3808e+09,nan,1.0237e+10
191.0,93.347,4.168,56,0,nan,nan,0.000,9967.578,2.991,2.3808e+09,nan,1.0237e+10
193.0,94.324,4.211,56,0,nan,nan,0.000,9967.578,3.201,2.3808e+09,nan,1.0237e+10
195.0,95.302,4.255,45,0,nan,nan,0.000,9967.578,3.730,2.3808e+09,nan,1.0237e+10
197.0,96.279,4.299,52,0,nan,nan,0.000,9967.578,5.300,2.3808e+09,nan,1.0237e+10
199.0,97.257,4.342,45,0,nan,nan,0.000,9967.578,9.265,2.3808e+09,nan,1.0237e+10
201.0,98.234,4.386,41,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
203.0,99.211,4.430,45,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
205.0,100.189,4.473,41,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
207.0,101.166,4.517,33,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
209.0,102.144,4.561,39,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
211.0,103.121,4.604,34,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
213.0,104.099,4.648,29,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
215.0,105.076,4.692,31,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
217.0,106.054,4.735,28,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
219.0,107.031,4.779,23,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
221.0,108.008,4.822,25,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
223.0,108.986,4.866,22,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
225.0,109.963,4.910,18,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
227.0,110.941,4.953,20,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
229.0,111.918,4.997,14,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
231.0,112.896,5.041,14,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
233.0,113.873,5.084,13,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
235.0,114.851,5.128,9,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
237.0,115.828,5.172,8,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
239.0,116.806,5.215,7,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
241.0,117.783,5.259,4,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
243.0,118.760,5.303,2,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
245.0,119.738,5.346,2,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
247.0,120.715,5.390,0,0,nan,nan,0.000,9967.578,nan,2.3808e+09,nan,1.0237e+10
