# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: r_arcs, unit: arcsec, datatype: float64, description: outer radius of ring in arcsec}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: outer radius of ring in kpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: outer radius of ring as frac of opt radius}
# - {name: npix, datatype: int64, description: number of available pixels in the ring}
# - {name: ngood, datatype: int64, description: number of unmasked pixels in the ring}
# - {name: ico_avg, unit: K km / s, datatype: float64, format: 10.3f, description: average face-on intensity in ring if ngood/npix > 0.1
#     and setting blanks to zero}
# - {name: ico_rms, unit: K km / s, datatype: float32, description: rms face-on intensity in ring for unmasked pixels}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f, description: 3 sigma detection limit based on emom0max}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f, description: average face-on surface density including He with
#     alphaco=4.3}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e, description: total CO luminosity within the given radius}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e, description: total molecular gas mass within the given radius}
# delimiter: ','
# schema: astropy-2.0
Name,r_arcs,r_kpc,r_r25,npix,ngood,ico_avg,ico_rms,detlim,sigmol,cumlum,cummass
NGC3303,55.0,23.950,1.672,289,19,nan,nan,1.639,nan,8.2818e+08,3.5612e+09
NGC3303,57.0,24.820,1.733,258,17,nan,nan,1.719,nan,8.2818e+08,3.5612e+09
NGC3303,59.0,25.691,1.794,259,17,nan,nan,1.744,nan,8.2818e+08,3.5612e+09
NGC3303,61.0,26.562,1.854,254,18,nan,nan,1.769,nan,8.2818e+08,3.5612e+09
NGC3303,63.0,27.433,1.915,250,18,nan,nan,1.813,nan,8.2818e+08,3.5612e+09
NGC3303,65.0,28.304,1.976,244,13,nan,nan,1.871,nan,8.2818e+08,3.5612e+09
NGC3303,67.0,29.175,2.037,249,9,nan,nan,1.871,nan,8.2818e+08,3.5612e+09
NGC3381,1.0,0.113,0.017,9,9,12.785,1.6011281,13.548,54.975,1.7245e+06,7.4153e+06
NGC3381,3.0,0.340,0.050,33,33,9.265,3.0123944,7.086,39.841,6.3069e+06,2.7120e+07
NGC3381,5.0,0.567,0.083,55,55,4.448,3.3454494,5.508,19.128,9.9737e+06,4.2887e+07
NGC3381,7.0,0.794,0.116,75,75,1.768,3.3420603,4.740,7.602,1.1961e+07,5.1432e+07
NGC3381,9.0,1.021,0.149,99,83,0.101,3.236129,4.152,0.436,1.2111e+07,5.2079e+07
NGC3381,11.0,1.248,0.182,118,94,0.116,2.835549,3.835,0.500,1.2317e+07,5.2962e+07
NGC3381,13.0,1.475,0.215,143,110,0.681,2.3981168,3.518,2.927,1.3776e+07,5.9235e+07
NGC3381,15.0,1.702,0.248,161,119,0.960,2.4754114,3.356,4.126,1.6091e+07,6.9191e+07
NGC3381,17.0,1.929,0.281,182,132,1.097,2.2944925,3.199,4.715,1.9082e+07,8.2052e+07
NGC3381,19.0,2.156,0.314,205,122,1.149,2.1007974,3.061,4.941,2.2612e+07,9.7233e+07
NGC3381,21.0,2.383,0.347,226,116,0.932,2.0295699,2.965,4.009,2.5770e+07,1.1081e+08
NGC3381,23.0,2.610,0.380,249,101,0.802,1.9457802,2.881,3.450,2.8764e+07,1.2368e+08
NGC3381,25.0,2.837,0.413,269,104,0.473,1.5821629,2.832,2.034,3.0671e+07,1.3188e+08
NGC3381,27.0,3.063,0.446,295,93,-0.011,1.4140188,2.768,-0.047,3.0623e+07,1.3168e+08
NGC3381,29.0,3.290,0.479,312,76,-0.040,0.93440753,2.764,-0.174,3.0434e+07,1.3087e+08
NGC3381,31.0,3.517,0.512,334,33,nan,nan,2.745,nan,3.0434e+07,1.3087e+08
NGC3381,33.0,3.744,0.545,352,6,nan,nan,2.757,nan,3.0434e+07,1.3087e+08
NGC3811,1.0,0.215,0.016,8,8,71.862,4.1007,14.283,309.008,3.4491e+07,1.4831e+08
NGC3811,3.0,0.644,0.049,31,31,48.516,10.452155,7.229,208.620,1.2473e+08,5.3632e+08
NGC3811,5.0,1.073,0.082,48,48,24.244,8.512514,5.773,104.251,1.9454e+08,8.3654e+08
NGC3811,7.0,1.502,0.115,67,67,8.696,5.757744,4.714,37.394,2.2950e+08,9.8686e+08
NGC3811,9.0,1.931,0.148,88,88,3.245,4.821336,3.865,13.953,2.4663e+08,1.0605e+09
NGC3811,11.0,2.360,0.181,101,101,0.861,2.9599633,3.315,3.704,2.5185e+08,1.0830e+09
NGC3811,13.0,2.789,0.214,130,130,0.657,2.7416162,2.788,2.827,2.5698e+08,1.1050e+09
NGC3811,15.0,3.218,0.247,139,139,0.753,2.7121348,2.612,3.240,2.6326e+08,1.1320e+09
NGC3811,17.0,3.647,0.279,170,170,2.074,2.3871067,2.373,8.917,2.8441e+08,1.2230e+09
NGC3811,19.0,4.076,0.312,178,177,3.082,3.1036775,2.354,13.252,3.1733e+08,1.3645e+09
NGC3811,21.0,4.505,0.345,205,202,3.080,2.701468,2.227,13.244,3.5521e+08,1.5274e+09
NGC3811,23.0,4.934,0.378,221,215,2.354,2.300409,2.184,10.123,3.8642e+08,1.6616e+09
NGC3811,25.0,5.363,0.411,242,235,1.035,2.0020864,2.128,4.451,4.0145e+08,1.7262e+09
NGC3811,27.0,5.793,0.444,261,243,0.642,1.8735015,2.093,2.758,4.1149e+08,1.7694e+09
NGC3811,29.0,6.222,0.477,275,233,0.504,1.8250837,2.089,2.167,4.1981e+08,1.8052e+09
NGC3811,31.0,6.651,0.510,307,224,0.379,1.8966168,2.028,1.628,4.2678e+08,1.8352e+09
NGC3811,33.0,7.080,0.542,308,172,0.349,1.659165,2.082,1.501,4.3323e+08,1.8629e+09
NGC3811,35.0,7.509,0.575,346,145,0.629,1.7254927,2.022,2.703,4.4628e+08,1.9190e+09
NGC3811,37.0,7.938,0.608,353,101,0.314,1.0281187,2.071,1.348,4.5292e+08,1.9476e+09
NGC3811,39.0,8.367,0.641,373,66,0.099,0.85921645,2.078,0.424,4.5513e+08,1.9570e+09
NGC3811,41.0,8.796,0.674,396,27,nan,nan,2.099,nan,4.5513e+08,1.9570e+09
NGC3811,43.0,9.225,0.707,415,27,nan,nan,2.129,nan,4.5513e+08,1.9570e+09
NGC3811,45.0,9.654,0.740,434,21,nan,nan,2.168,nan,4.5513e+08,1.9570e+09
NGC3811,47.0,10.083,0.773,456,22,nan,nan,2.209,nan,4.5513e+08,1.9570e+09
NGC3811,49.0,10.512,0.806,474,16,nan,nan,2.271,nan,4.5513e+08,1.9570e+09
NGC3811,51.0,10.941,0.838,465,15,nan,nan,2.467,nan,4.5513e+08,1.9570e+09
NGC3811,53.0,11.371,0.871,412,2,nan,nan,2.732,nan,4.5513e+08,1.9570e+09
NGC3815,1.0,0.260,0.023,6,6,5.398,0.6837631,10.871,23.210,4.3598e+06,1.8747e+07
NGC3815,3.0,0.779,0.070,20,20,5.855,1.2171078,5.913,25.178,2.0125e+07,8.6537e+07
NGC3815,5.0,1.299,0.116,30,30,6.160,1.4822428,4.762,26.489,4.5003e+07,1.9351e+08
NGC3815,7.0,1.819,0.162,44,44,6.366,1.7083693,3.739,27.375,8.2713e+07,3.5566e+08
NGC3815,9.0,2.338,0.209,58,58,6.250,2.1901498,3.096,26.874,1.3151e+08,5.6549e+08
NGC3815,11.0,2.858,0.255,69,69,5.828,2.8269107,2.699,25.061,1.8565e+08,7.9828e+08
NGC3815,13.0,3.378,0.301,80,80,4.805,2.857127,2.427,20.663,2.3740e+08,1.0208e+09
NGC3815,15.0,3.897,0.348,93,93,3.190,2.2624695,2.201,13.718,2.7734e+08,1.1926e+09
NGC3815,17.0,4.417,0.394,114,114,1.345,1.8530284,1.957,5.784,2.9798e+08,1.2813e+09
NGC3815,19.0,4.937,0.440,119,119,0.349,1.3610429,1.894,1.500,3.0357e+08,1.3054e+09
NGC3815,21.0,5.456,0.487,127,127,0.295,1.2266419,1.817,1.268,3.0861e+08,1.3270e+09
NGC3815,23.0,5.976,0.533,149,142,0.451,1.3066356,1.693,1.939,3.1766e+08,1.3659e+09
NGC3815,25.0,6.496,0.579,155,126,0.307,1.3150136,1.680,1.319,3.2406e+08,1.3935e+09
NGC3815,27.0,7.015,0.626,169,125,0.188,1.134394,1.635,0.808,3.2833e+08,1.4118e+09
NGC3815,29.0,7.535,0.672,188,86,0.069,0.5983221,1.579,0.298,3.3009e+08,1.4194e+09
NGC3815,31.0,8.055,0.718,191,64,0.108,0.5082138,1.603,0.463,3.3286e+08,1.4313e+09
NGC3815,33.0,8.574,0.765,206,39,0.191,0.58636516,1.575,0.820,3.3815e+08,1.4540e+09
NGC3815,35.0,9.094,0.811,221,27,0.096,0.45016497,1.562,0.412,3.4100e+08,1.4663e+09
NGC3815,37.0,9.614,0.857,239,10,nan,nan,1.536,nan,3.4100e+08,1.4663e+09
NGC3815,39.0,10.133,0.904,248,3,nan,nan,1.556,nan,3.4100e+08,1.4663e+09
NGC3994,1.0,0.217,0.039,5,5,25.034,1.6728848,14.139,107.646,1.1606e+07,4.9908e+07
NGC3994,3.0,0.651,0.118,20,20,22.773,2.5722065,7.045,97.925,5.3840e+07,2.3151e+08
NGC3994,5.0,1.085,0.196,33,33,19.778,3.4022264,5.405,85.047,1.1436e+08,4.9175e+08
NGC3994,7.0,1.519,0.275,45,45,16.631,4.1211357,4.457,71.515,1.8376e+08,7.9016e+08
NGC3994,9.0,1.952,0.353,57,57,11.853,3.685524,3.835,50.969,2.4641e+08,1.0595e+09
NGC3994,11.0,2.386,0.432,73,73,7.507,3.09856,3.248,32.278,2.9722e+08,1.2780e+09
NGC3994,13.0,2.820,0.510,79,79,3.935,2.8700442,3.022,16.920,3.2604e+08,1.4020e+09
NGC3994,15.0,3.254,0.589,101,101,2.306,2.4220803,2.578,9.916,3.4764e+08,1.4949e+09
NGC3994,17.0,3.688,0.667,107,107,1.688,1.7069787,2.436,7.260,3.6439e+08,1.5669e+09
NGC3994,19.0,4.122,0.746,121,113,1.379,1.5554575,2.150,5.929,3.7986e+08,1.6334e+09
NGC3994,21.0,4.556,0.824,132,119,1.040,1.7354345,1.932,4.471,3.9259e+08,1.6881e+09
NGC3994,23.0,4.990,0.903,144,125,0.833,1.8153106,1.805,3.582,4.0371e+08,1.7360e+09
NGC3994,25.0,5.423,0.981,161,124,0.716,1.3526142,1.701,3.080,4.1440e+08,1.7819e+09
NGC3994,27.0,5.857,1.060,171,116,0.290,0.83757013,1.679,1.249,4.1901e+08,1.8017e+09
NGC3994,29.0,6.291,1.138,187,103,0.193,0.8543028,1.634,0.830,4.2236e+08,1.8161e+09
NGC3994,31.0,6.725,1.217,195,68,0.073,0.69511163,1.630,0.314,4.2368e+08,1.8218e+09
NGC3994,33.0,7.159,1.295,210,37,0.025,0.4180454,1.610,0.109,4.2417e+08,1.8239e+09
NGC3994,35.0,7.593,1.374,223,20,nan,nan,1.599,nan,4.2417e+08,1.8239e+09
NGC3994,37.0,8.027,1.452,225,16,nan,nan,1.630,nan,4.2417e+08,1.8239e+09
NGC3994,39.0,8.461,1.531,251,3,nan,nan,1.591,nan,4.2417e+08,1.8239e+09
NGC3994,41.0,8.894,1.609,266,1,nan,nan,1.594,nan,4.2417e+08,1.8239e+09
NGC4047,1.0,0.238,0.022,10,10,39.885,2.5575984,13.094,171.507,3.0410e+07,1.3076e+08
NGC4047,3.0,0.714,0.065,27,27,33.287,3.606267,7.897,143.134,9.8934e+07,4.2541e+08
NGC4047,5.0,1.189,0.109,49,49,29.609,4.775864,5.822,127.319,2.0955e+08,9.0107e+08
NGC4047,7.0,1.665,0.152,62,62,26.671,5.781965,5.079,114.686,3.3563e+08,1.4432e+09
NGC4047,9.0,2.141,0.195,86,86,22.667,4.209737,4.153,97.468,4.8425e+08,2.0823e+09
NGC4047,11.0,2.616,0.239,104,104,17.324,3.349402,3.588,74.492,6.2162e+08,2.6730e+09
NGC4047,13.0,3.092,0.282,119,119,12.227,3.284233,3.248,52.577,7.3256e+08,3.1500e+09
NGC4047,15.0,3.568,0.326,142,142,9.533,3.4175138,2.910,40.992,8.3577e+08,3.5938e+09
NGC4047,17.0,4.043,0.369,158,158,7.801,3.7858765,2.720,33.544,9.2974e+08,3.9979e+09
NGC4047,19.0,4.519,0.413,178,178,4.678,3.1663404,2.541,20.114,9.9322e+08,4.2708e+09
NGC4047,21.0,4.995,0.456,191,191,2.396,2.5034218,2.452,10.303,1.0281e+09,4.4209e+09
NGC4047,23.0,5.470,0.500,223,223,1.469,2.3341165,2.289,6.318,1.0531e+09,4.5283e+09
NGC4047,25.0,5.946,0.543,228,223,0.619,2.2499714,2.307,2.664,1.0639e+09,4.5746e+09
NGC4047,27.0,6.422,0.586,251,214,0.139,2.0217068,2.241,0.600,1.0665e+09,4.5861e+09
NGC4047,29.0,6.898,0.630,269,191,0.408,1.6181531,2.217,1.756,1.0749e+09,4.6221e+09
NGC4047,31.0,7.373,0.673,288,136,0.384,1.3767381,2.191,1.652,1.0833e+09,4.6583e+09
NGC4047,33.0,7.849,0.717,301,72,0.157,1.2367228,2.207,0.675,1.0869e+09,4.6738e+09
NGC4047,35.0,8.325,0.760,338,29,nan,nan,2.140,nan,1.0869e+09,4.6738e+09
NGC4047,37.0,8.800,0.804,334,21,nan,nan,2.224,nan,1.0869e+09,4.6738e+09
NGC4047,39.0,9.276,0.847,374,22,nan,nan,2.171,nan,1.0869e+09,4.6738e+09
NGC4047,41.0,9.752,0.891,371,17,nan,nan,2.264,nan,1.0869e+09,4.6738e+09
NGC4047,43.0,10.227,0.934,412,10,nan,nan,2.223,nan,1.0869e+09,4.6738e+09
NGC4149,1.0,0.214,0.024,6,6,38.830,6.865149,10.245,166.968,2.6356e+07,1.1333e+08
NGC4149,3.0,0.641,0.073,14,14,28.555,10.601652,6.607,122.786,7.1579e+07,3.0779e+08
NGC4149,5.0,1.068,0.122,26,26,25.317,13.42505,4.800,108.861,1.4604e+08,6.2798e+08
NGC4149,7.0,1.496,0.170,35,35,17.335,10.2572365,3.963,74.541,2.1468e+08,9.2311e+08
NGC4149,9.0,1.923,0.219,45,45,10.831,7.193045,3.286,46.571,2.6981e+08,1.1602e+09
NGC4149,11.0,2.350,0.267,58,58,5.862,5.607824,2.757,25.209,3.0828e+08,1.3256e+09
NGC4149,13.0,2.778,0.316,66,66,3.357,4.412764,2.451,14.435,3.3334e+08,1.4334e+09
NGC4149,15.0,3.205,0.365,73,73,2.261,3.3518722,2.264,9.721,3.5201e+08,1.5136e+09
NGC4149,17.0,3.632,0.413,90,90,1.447,2.642668,1.969,6.222,3.6674e+08,1.5770e+09
NGC4149,19.0,4.060,0.462,92,92,0.537,1.922289,1.905,2.310,3.7233e+08,1.6010e+09
NGC4149,21.0,4.487,0.511,111,111,0.116,1.5001228,1.664,0.500,3.7379e+08,1.6073e+09
NGC4149,23.0,4.914,0.559,117,117,0.090,1.0354778,1.582,0.386,3.7498e+08,1.6124e+09
NGC4149,25.0,5.342,0.608,122,104,0.060,0.8481262,1.550,0.257,3.7580e+08,1.6160e+09
NGC4149,27.0,5.769,0.657,142,69,-0.102,0.7241596,1.424,-0.440,3.7416e+08,1.6089e+09
NGC4149,29.0,6.196,0.705,145,42,-0.037,0.49768543,1.421,-0.160,3.7355e+08,1.6063e+09
NGC4149,31.0,6.623,0.754,157,24,-0.005,0.3891318,1.391,-0.020,3.7347e+08,1.6059e+09
NGC4149,33.0,7.051,0.802,172,12,nan,nan,1.356,nan,3.7347e+08,1.6059e+09
NGC4149,35.0,7.478,0.851,178,8,nan,nan,1.364,nan,3.7347e+08,1.6059e+09
NGC4149,37.0,7.905,0.900,181,2,nan,nan,1.391,nan,3.7347e+08,1.6059e+09
NGC4149,39.0,8.333,0.948,199,6,nan,nan,1.359,nan,3.7347e+08,1.6059e+09
NGC4185,1.0,0.271,0.018,8,8,0.173,1.6189767,10.337,0.744,1.5257e+05,6.5607e+05
NGC4185,3.0,0.813,0.054,24,24,-0.384,1.6571895,5.976,-1.653,-8.6450e+05,-3.7174e+06
NGC4185,5.0,1.355,0.090,42,41,1.065,1.1905991,4.530,4.581,4.0677e+06,1.7491e+07
NGC4185,7.0,1.897,0.126,59,57,2.103,2.3462434,3.837,9.045,1.7748e+07,7.6316e+07
NGC4185,9.0,2.440,0.162,75,70,1.972,2.3993158,3.422,8.478,3.4048e+07,1.4640e+08
NGC4185,11.0,2.982,0.198,94,83,1.698,2.2617764,3.078,7.302,5.1643e+07,2.2206e+08
NGC4185,13.0,3.524,0.234,107,89,1.519,1.8693796,2.911,6.531,6.9557e+07,2.9909e+08
NGC4185,15.0,4.066,0.270,125,102,1.100,1.7253612,2.720,4.728,8.4708e+07,3.6424e+08
NGC4185,17.0,4.608,0.306,143,108,1.252,1.8714108,2.570,5.385,1.0445e+08,4.4912e+08
NGC4185,19.0,5.150,0.342,159,120,1.517,2.1006749,2.470,6.524,1.3104e+08,5.6347e+08
NGC4185,21.0,5.692,0.378,177,121,1.046,1.9519948,2.376,4.498,1.5145e+08,6.5123e+08
NGC4185,23.0,6.234,0.414,194,124,0.300,1.8325218,2.307,1.289,1.5786e+08,6.7879e+08
NGC4185,25.0,6.776,0.450,209,140,0.396,1.9830327,2.263,1.704,1.6699e+08,7.1804e+08
NGC4185,27.0,7.319,0.486,227,148,0.635,1.8998113,2.217,2.732,1.8288e+08,7.8641e+08
NGC4185,29.0,7.861,0.522,244,162,0.841,2.305377,2.183,3.617,2.0551e+08,8.8370e+08
NGC4185,31.0,8.403,0.557,261,172,0.640,2.0746953,2.164,2.751,2.2392e+08,9.6284e+08
NGC4185,33.0,8.945,0.593,273,168,0.302,1.64458,2.169,1.298,2.3300e+08,1.0019e+09
NGC4185,35.0,9.487,0.629,295,167,0.416,1.7732934,2.145,1.787,2.4651e+08,1.0600e+09
NGC4185,37.0,10.029,0.665,315,151,0.442,1.551451,2.140,1.900,2.6185e+08,1.1260e+09
NGC4185,39.0,10.571,0.701,320,129,0.350,1.4827725,2.193,1.503,2.7418e+08,1.1790e+09
NGC4185,41.0,11.113,0.737,341,97,0.059,1.2266699,2.199,0.253,2.7640e+08,1.1885e+09
NGC4185,43.0,11.655,0.773,365,61,0.100,1.0179492,2.199,0.430,2.8042e+08,1.2058e+09
NGC4185,45.0,12.198,0.809,377,24,nan,nan,2.251,nan,2.8042e+08,1.2058e+09
NGC4185,47.0,12.740,0.845,386,5,nan,nan,2.315,nan,2.8042e+08,1.2058e+09
NGC4210,1.0,0.188,0.017,10,10,6.627,2.524105,8.327,28.496,3.1011e+06,1.3335e+07
NGC4210,3.0,0.564,0.052,28,28,1.810,3.0769386,5.061,7.785,5.4734e+06,2.3535e+07
NGC4210,5.0,0.940,0.086,44,44,0.390,3.1557295,4.040,1.678,6.2769e+06,2.6991e+07
NGC4210,7.0,1.316,0.120,69,69,0.534,3.0054188,3.186,2.294,7.9997e+06,3.4399e+07
NGC4210,9.0,1.693,0.155,85,85,1.375,2.4448314,2.866,5.912,1.3468e+07,5.7914e+07
NGC4210,11.0,2.069,0.189,106,106,2.836,2.3524022,2.554,12.195,2.7536e+07,1.1841e+08
NGC4210,13.0,2.445,0.224,125,125,2.492,2.2399476,2.359,10.715,4.2112e+07,1.8108e+08
NGC4210,15.0,2.821,0.258,138,138,2.471,2.7812304,2.269,10.625,5.8069e+07,2.4970e+08
NGC4210,17.0,3.197,0.293,162,162,2.660,2.357026,2.120,11.437,7.8233e+07,3.3640e+08
NGC4210,19.0,3.573,0.327,179,179,1.908,2.130218,2.044,8.204,9.4214e+07,4.0512e+08
NGC4210,21.0,3.949,0.361,199,199,1.718,2.0951345,1.969,7.387,1.1021e+08,4.7391e+08
NGC4210,23.0,4.326,0.396,223,223,1.398,2.17021,1.893,6.010,1.2480e+08,5.3663e+08
NGC4210,25.0,4.702,0.430,232,232,0.829,2.2308059,1.891,3.564,1.3380e+08,5.7532e+08
NGC4210,27.0,5.078,0.465,262,257,0.220,1.9478617,1.817,0.947,1.3650e+08,5.8694e+08
NGC4210,29.0,5.454,0.499,267,254,0.241,2.0841587,1.844,1.038,1.3951e+08,5.9990e+08
NGC4210,31.0,5.830,0.534,301,228,0.278,1.9105811,1.777,1.194,1.4342e+08,6.1672e+08
NGC4210,33.0,6.206,0.568,313,164,0.332,1.6484019,1.794,1.428,1.4829e+08,6.3763e+08
NGC4210,35.0,6.582,0.602,333,151,0.203,1.3072315,1.789,0.874,1.5145e+08,6.5125e+08
NGC4210,37.0,6.959,0.637,350,103,0.185,1.0640478,1.802,0.794,1.5448e+08,6.6425e+08
NGC4210,39.0,7.335,0.671,369,82,0.086,1.054195,1.811,0.369,1.5596e+08,6.7062e+08
NGC4210,41.0,7.711,0.706,389,66,0.072,1.0400224,1.830,0.309,1.5727e+08,6.7625e+08
NGC4210,43.0,8.087,0.740,410,64,0.251,1.0862797,1.852,1.080,1.6209e+08,6.9697e+08
NGC4210,45.0,8.463,0.775,427,53,0.243,0.955285,1.888,1.044,1.6694e+08,7.1784e+08
NGC4210,47.0,8.839,0.809,450,54,0.133,0.9574841,1.920,0.571,1.6973e+08,7.2986e+08
NGC4210,49.0,9.215,0.843,458,19,nan,nan,1.990,nan,1.6973e+08,7.2986e+08
NGC4210,51.0,9.592,0.878,465,18,nan,nan,2.082,nan,1.6973e+08,7.2986e+08
NGC4210,53.0,9.968,0.912,404,15,nan,nan,2.340,nan,1.6973e+08,7.2986e+08
NGC4210,55.0,10.344,0.947,389,10,nan,nan,2.532,nan,1.6973e+08,7.2986e+08
NGC4211NED02,1.0,0.470,0.032,10,10,52.359,5.643442,14.660,225.142,1.3343e+08,5.7376e+08
NGC4211NED02,3.0,1.409,0.097,32,32,25.606,9.764564,8.208,110.108,3.4225e+08,1.4717e+09
NGC4211NED02,5.0,2.349,0.162,55,55,4.808,5.1718097,6.201,20.676,4.0965e+08,1.7615e+09
NGC4211NED02,7.0,3.289,0.227,75,75,-0.156,3.309474,5.048,-0.671,4.0666e+08,1.7487e+09
NGC4211NED02,9.0,4.228,0.292,99,99,1.039,2.3172565,3.898,4.467,4.3288e+08,1.8614e+09
NGC4211NED02,11.0,5.168,0.357,119,116,1.023,2.085479,3.259,4.401,4.6391e+08,1.9948e+09
NGC4211NED02,13.0,6.107,0.422,143,55,0.041,1.3292848,2.989,0.176,4.6540e+08,2.0012e+09
NGC4211NED02,15.0,7.047,0.487,163,4,nan,nan,2.832,nan,4.6540e+08,2.0012e+09
NGC4470,1.0,0.162,0.026,7,7,3.886,0.6183593,11.580,16.708,1.0574e+06,4.5467e+06
NGC4470,3.0,0.486,0.078,27,27,3.419,1.1987522,5.878,14.703,4.6464e+06,1.9980e+07
NGC4470,5.0,0.810,0.130,43,43,3.378,1.9056463,4.610,14.526,1.0293e+07,4.4262e+07
NGC4470,7.0,1.134,0.182,56,56,3.658,2.3453116,4.028,15.730,1.8257e+07,7.8507e+07
NGC4470,9.0,1.459,0.234,79,79,3.528,2.663251,3.405,15.172,2.9094e+07,1.2510e+08
NGC4470,11.0,1.783,0.286,89,89,3.212,2.5562181,3.229,13.812,4.0207e+07,1.7289e+08
NGC4470,13.0,2.107,0.338,114,109,2.582,2.4794927,2.876,11.103,5.1651e+07,2.2210e+08
NGC4470,15.0,2.431,0.390,129,117,1.962,2.5413463,2.729,8.437,6.1490e+07,2.6441e+08
NGC4470,17.0,2.755,0.442,139,121,1.792,2.4830155,2.660,7.705,7.1172e+07,3.0604e+08
NGC4470,19.0,3.079,0.494,168,140,1.234,2.028483,2.449,5.307,7.9233e+07,3.4070e+08
NGC4470,21.0,3.403,0.546,174,132,1.055,1.8237119,2.445,4.536,8.6368e+07,3.7138e+08
NGC4470,23.0,3.727,0.598,197,132,0.376,1.397332,2.337,1.618,8.9250e+07,3.8378e+08
NGC4470,25.0,4.052,0.650,213,122,-0.066,1.1044949,2.286,-0.282,8.8707e+07,3.8144e+08
NGC4470,27.0,4.376,0.702,224,93,0.232,1.2307215,2.277,0.997,9.0726e+07,3.9012e+08
NGC4470,29.0,4.700,0.754,252,78,0.361,1.2488488,2.193,1.552,9.4262e+07,4.0532e+08
NGC4470,31.0,5.024,0.806,263,63,0.218,0.80834955,2.199,0.936,9.6487e+07,4.1489e+08
NGC4470,33.0,5.348,0.858,276,55,0.060,0.71853906,2.204,0.258,9.7129e+07,4.1766e+08
NGC4470,35.0,5.672,0.910,300,51,-0.081,0.7208184,2.172,-0.348,9.6186e+07,4.1360e+08
NGC4470,37.0,5.996,0.962,315,39,-0.039,0.71721905,2.188,-0.167,9.5710e+07,4.1155e+08
NGC4470,39.0,6.320,1.014,328,38,-0.132,0.7951246,2.213,-0.568,9.4024e+07,4.0430e+08
NGC4470,41.0,6.645,1.066,357,29,nan,nan,2.193,nan,9.4024e+07,4.0430e+08
NGC4470,43.0,6.969,1.118,355,7,nan,nan,2.289,nan,9.4024e+07,4.0430e+08
NGC4644,1.0,0.347,0.022,5,5,1.800,0.2857179,4.619,7.740,3.6928e+06,1.5879e+07
NGC4644,3.0,1.042,0.066,10,10,1.627,0.34003034,3.280,6.996,1.0369e+07,4.4586e+07
NGC4644,5.0,1.737,0.110,20,20,1.454,0.58600897,2.343,6.254,2.2303e+07,9.5904e+07
NGC4644,7.0,2.431,0.154,24,24,1.687,0.57471085,2.067,7.255,3.8917e+07,1.6734e+08
NGC4644,9.0,3.126,0.198,33,33,1.814,0.7838402,1.681,7.798,6.3473e+07,2.7294e+08
NGC4644,11.0,3.821,0.242,42,42,1.867,0.747863,1.458,8.030,9.5654e+07,4.1131e+08
NGC4644,13.0,4.515,0.286,47,47,1.933,0.8731008,1.352,8.313,1.3294e+08,5.7162e+08
NGC4644,15.0,5.210,0.330,57,57,1.653,1.0313305,1.221,7.108,1.7159e+08,7.3785e+08
NGC4644,17.0,5.905,0.374,61,61,1.470,0.9800005,1.182,6.323,2.0840e+08,8.9610e+08
NGC4644,19.0,6.600,0.418,70,70,1.130,0.99505454,1.098,4.861,2.4086e+08,1.0357e+09
NGC4644,21.0,7.294,0.462,81,81,0.892,1.0827091,1.028,3.838,2.7052e+08,1.1633e+09
NGC4644,23.0,7.989,0.507,80,80,0.603,1.054109,1.036,2.594,2.9033e+08,1.2484e+09
NGC4644,25.0,8.684,0.551,98,87,0.580,0.82211345,0.945,2.494,3.1365e+08,1.3487e+09
NGC4644,27.0,9.378,0.595,95,72,0.429,0.6782619,0.974,1.845,3.3038e+08,1.4206e+09
NGC4644,29.0,10.073,0.639,106,73,0.254,0.6155018,0.931,1.091,3.4141e+08,1.4681e+09
NGC4644,31.0,10.768,0.683,114,80,0.207,0.58201087,0.910,0.891,3.5110e+08,1.5098e+09
NGC4644,33.0,11.462,0.727,126,64,0.073,0.38857603,0.891,0.316,3.5490e+08,1.5261e+09
NGC4644,35.0,12.157,0.771,134,66,0.058,0.28826743,0.877,0.248,3.5808e+08,1.5397e+09
NGC4644,37.0,12.852,0.815,130,57,0.027,0.27953663,0.910,0.117,3.5953e+08,1.5460e+09
NGC4644,39.0,13.546,0.859,141,53,0.017,0.26551408,0.902,0.072,3.6051e+08,1.5502e+09
NGC4644,41.0,14.241,0.903,156,55,-0.011,0.32337812,0.883,-0.045,3.5983e+08,1.5473e+09
NGC4644,43.0,14.936,0.947,158,43,0.002,0.30759293,0.910,0.009,3.5996e+08,1.5478e+09
NGC4644,45.0,15.631,0.991,172,45,0.012,0.2993023,0.892,0.050,3.6077e+08,1.5513e+09
NGC4644,47.0,16.325,1.035,169,32,0.005,0.26291087,0.944,0.020,3.6109e+08,1.5527e+09
NGC4644,49.0,17.020,1.079,177,26,0.038,0.21496996,0.962,0.162,3.6384e+08,1.5645e+09
