# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: r_arcs, unit: arcsec, datatype: float64, description: outer radius of ring in arcsec}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: outer radius of ring in kpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: outer radius of ring as frac of opt radius}
# - {name: npix, datatype: int64, description: number of available pixels in the ring}
# - {name: ngood, datatype: int64, description: number of unmasked pixels in the ring}
# - {name: ico_avg, unit: K km / s, datatype: float64, format: 10.3f, description: average face-on intensity in ring if ngood/npix > 0.1
#     and setting blanks to zero}
# - {name: ico_rms, unit: K km / s, datatype: float32, description: rms face-on intensity in ring for unmasked pixels}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f, description: 3 sigma detection limit based on emom0max}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f, description: average face-on surface density including He with
#     alphaco=4.3}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e, description: total CO luminosity within the given radius}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e, description: total molecular gas mass within the given radius}
# delimiter: ','
# schema: astropy-2.0
Name,r_arcs,r_kpc,r_r25,npix,ngood,ico_avg,ico_rms,detlim,sigmol,cumlum,cummass
NGC5784,31.0,11.936,0.697,270,9,nan,nan,1.467,nan,5.9141e+08,2.5431e+09
NGC5908,1.0,0.229,0.010,2,2,13.178,0.42132843,7.884,56.665,6.1182e+06,2.6308e+07
NGC5908,3.0,0.686,0.030,8,8,12.852,0.4865491,3.945,55.265,2.9986e+07,1.2894e+08
NGC5908,5.0,1.143,0.049,14,14,12.839,0.67005765,2.948,55.208,7.1712e+07,3.0836e+08
NGC5908,7.0,1.600,0.069,20,20,12.615,0.8893662,2.426,54.246,1.3028e+08,5.6021e+08
NGC5908,9.0,2.057,0.089,24,24,13.395,1.8105693,2.207,57.596,2.0490e+08,8.8109e+08
NGC5908,11.0,2.514,0.109,31,31,14.627,2.7598627,1.908,62.895,3.1016e+08,1.3337e+09
NGC5908,13.0,2.971,0.128,38,38,15.125,3.5284894,1.701,65.039,4.4358e+08,1.9074e+09
NGC5908,15.0,3.428,0.148,40,40,15.182,4.2177877,1.650,65.282,5.8455e+08,2.5136e+09
NGC5908,17.0,3.885,0.168,49,49,14.929,4.4791675,1.471,64.194,7.5436e+08,3.2438e+09
NGC5908,19.0,4.342,0.188,55,55,13.557,4.3794394,1.375,58.294,9.2744e+08,3.9880e+09
NGC5908,21.0,4.799,0.208,60,60,11.836,3.6843805,1.320,50.893,1.0923e+09,4.6969e+09
NGC5908,23.0,5.256,0.227,64,64,10.001,3.407184,1.267,43.006,1.2409e+09,5.3358e+09
NGC5908,25.0,5.713,0.247,73,73,8.628,3.5487885,1.181,37.099,1.3871e+09,5.9644e+09
NGC5908,27.0,6.170,0.267,77,77,8.085,4.3677764,1.150,34.767,1.5316e+09,6.5859e+09
NGC5908,29.0,6.627,0.287,79,79,7.052,4.4589143,1.132,30.324,1.6609e+09,7.1420e+09
NGC5908,31.0,7.084,0.306,88,88,5.595,3.834144,1.074,24.059,1.7752e+09,7.6335e+09
NGC5908,33.0,7.541,0.326,95,95,3.942,2.9242811,1.038,16.952,1.8622e+09,8.0073e+09
NGC5908,35.0,7.998,0.346,95,95,2.842,2.2200916,1.043,12.222,1.9248e+09,8.2768e+09
NGC5908,37.0,8.455,0.366,105,105,2.067,1.9469415,0.992,8.887,1.9752e+09,8.4935e+09
NGC5908,39.0,8.912,0.385,113,113,1.357,1.7343919,0.966,5.837,2.0108e+09,8.6466e+09
NGC5908,41.0,9.369,0.405,112,112,0.762,1.781858,0.952,3.278,2.0307e+09,8.7318e+09
NGC5908,43.0,9.826,0.425,120,120,0.409,1.8404524,0.917,1.758,2.0420e+09,8.7808e+09
NGC5908,45.0,10.283,0.445,130,130,0.571,2.258219,0.887,2.454,2.0593e+09,8.8548e+09
NGC5908,47.0,10.740,0.464,135,135,0.394,2.271609,0.881,1.696,2.0716e+09,8.9080e+09
NGC5908,49.0,11.197,0.484,137,137,0.137,1.8078983,0.890,0.590,2.0760e+09,8.9267e+09
NGC5908,51.0,11.654,0.504,145,145,-0.065,1.4350036,0.888,-0.280,2.0738e+09,8.9173e+09
NGC5908,53.0,12.111,0.524,152,143,-0.031,1.2463472,0.882,-0.132,2.0727e+09,8.9126e+09
NGC5908,55.0,12.568,0.544,152,134,-0.034,1.1612157,0.927,-0.144,2.0715e+09,8.9075e+09
NGC5908,57.0,13.025,0.563,166,130,-0.102,0.9559309,0.916,-0.437,2.0676e+09,8.8907e+09
NGC5908,59.0,13.482,0.583,166,86,-0.191,0.5867765,0.943,-0.819,2.0603e+09,8.8591e+09
NGC5908,61.0,13.939,0.603,170,51,-0.138,0.39540452,0.951,-0.592,2.0548e+09,8.8357e+09
NGC5908,63.0,14.396,0.623,176,30,-0.088,0.28498086,0.968,-0.377,2.0512e+09,8.8203e+09
NGC5908,65.0,14.853,0.642,167,20,-0.059,0.2092786,0.953,-0.253,2.0490e+09,8.8105e+09
NGC5908,67.0,15.310,0.662,153,12,nan,nan,0.975,nan,2.0490e+09,8.8105e+09
NGC5908,69.0,15.768,0.682,148,3,nan,nan,0.962,nan,2.0490e+09,8.8105e+09
NGC5908,71.0,16.225,0.702,147,2,nan,nan,0.971,nan,2.0490e+09,8.8105e+09
NGC5908,73.0,16.682,0.721,139,2,nan,nan,0.998,nan,2.0490e+09,8.8105e+09
NGC5908,75.0,17.139,0.741,139,1,nan,nan,0.981,nan,2.0490e+09,8.8105e+09
NGC5930,1.0,0.181,0.018,8,8,194.691,11.0689535,16.211,837.170,7.1770e+07,3.0861e+08
NGC5930,3.0,0.542,0.054,26,26,131.738,26.881912,8.964,566.472,2.2960e+08,9.8728e+08
NGC5930,5.0,0.903,0.090,45,45,59.699,24.404581,6.795,256.706,3.5339e+08,1.5196e+09
NGC5930,7.0,1.264,0.126,63,63,22.119,13.799981,5.710,95.113,4.1760e+08,1.7957e+09
NGC5930,9.0,1.625,0.162,81,81,8.033,7.143953,4.966,34.540,4.4758e+08,1.9246e+09
NGC5930,11.0,1.986,0.198,96,96,3.187,3.6630797,4.386,13.706,4.6169e+08,1.9852e+09
NGC5930,13.0,2.347,0.234,117,117,0.635,3.1844432,3.659,2.731,4.6511e+08,2.0000e+09
NGC5930,15.0,2.708,0.270,134,127,-0.982,2.9734726,2.885,-4.221,4.5905e+08,1.9739e+09
NGC5930,17.0,3.069,0.306,152,107,-0.015,1.7325875,2.440,-0.063,4.5895e+08,1.9735e+09
NGC5930,19.0,3.430,0.342,168,36,-0.067,0.8027353,2.295,-0.289,4.5842e+08,1.9712e+09
NGC5930,21.0,3.791,0.379,181,9,nan,nan,2.234,nan,4.5842e+08,1.9712e+09
NGC5930,23.0,4.152,0.415,204,0,nan,nan,2.142,nan,4.5842e+08,1.9712e+09
NGC5930,25.0,4.513,0.451,226,0,nan,nan,2.072,nan,4.5842e+08,1.9712e+09
NGC5930,27.0,4.874,0.487,237,2,nan,nan,2.066,nan,4.5842e+08,1.9712e+09
NGC5930,29.0,5.235,0.523,264,9,nan,nan,2.002,nan,4.5842e+08,1.9712e+09
NGC5930,31.0,5.596,0.559,277,15,nan,nan,2.003,nan,4.5842e+08,1.9712e+09
NGC5930,33.0,5.957,0.595,292,19,nan,nan,2.001,nan,4.5842e+08,1.9712e+09
NGC5930,35.0,6.318,0.631,309,21,nan,nan,2.003,nan,4.5842e+08,1.9712e+09
NGC5930,37.0,6.679,0.667,330,25,nan,nan,1.997,nan,4.5842e+08,1.9712e+09
NGC5930,39.0,7.040,0.703,345,28,nan,nan,2.018,nan,4.5842e+08,1.9712e+09
NGC5930,41.0,7.401,0.739,362,29,nan,nan,2.037,nan,4.5842e+08,1.9712e+09
NGC5930,43.0,7.762,0.775,377,27,nan,nan,2.068,nan,4.5842e+08,1.9712e+09
NGC5930,45.0,8.123,0.811,399,28,nan,nan,2.098,nan,4.5842e+08,1.9712e+09
NGC5930,47.0,8.484,0.847,426,25,nan,nan,2.111,nan,4.5842e+08,1.9712e+09
NGC5930,49.0,8.845,0.883,434,27,nan,nan,2.190,nan,4.5842e+08,1.9712e+09
NGC5930,51.0,9.206,0.919,458,26,nan,nan,2.327,nan,4.5842e+08,1.9712e+09
NGC5930,53.0,9.567,0.955,443,27,nan,nan,2.545,nan,4.5842e+08,1.9712e+09
NGC5930,55.0,9.928,0.991,404,25,nan,nan,2.698,nan,4.5842e+08,1.9712e+09
NGC5930,57.0,10.289,1.027,385,26,nan,nan,2.868,nan,4.5842e+08,1.9712e+09
NGC5930,59.0,10.650,1.063,370,18,nan,nan,3.064,nan,4.5842e+08,1.9712e+09
NGC5930,61.0,11.011,1.100,363,15,nan,nan,3.297,nan,4.5842e+08,1.9712e+09
NGC5930,63.0,11.372,1.136,354,10,nan,nan,3.591,nan,4.5842e+08,1.9712e+09
NGC5930,65.0,11.733,1.172,352,9,nan,nan,3.889,nan,4.5842e+08,1.9712e+09
NGC5930,67.0,12.094,1.208,276,5,nan,nan,4.421,nan,4.5842e+08,1.9712e+09
NGC5934,1.0,0.401,0.055,7,7,51.972,2.0529854,12.158,223.479,1.0199e+08,4.3855e+08
NGC5934,3.0,1.203,0.164,19,19,44.142,3.59586,7.425,189.811,3.3711e+08,1.4496e+09
NGC5934,5.0,2.005,0.273,37,37,34.102,6.773614,5.261,146.641,6.9084e+08,2.9706e+09
NGC5934,7.0,2.807,0.382,53,53,22.229,8.609247,4.230,95.585,1.0211e+09,4.3908e+09
NGC5934,9.0,3.609,0.491,67,67,13.016,9.080745,3.604,55.968,1.2656e+09,5.4420e+09
NGC5934,11.0,4.411,0.600,78,78,6.471,7.44451,3.206,27.824,1.4071e+09,6.0504e+09
NGC5934,13.0,5.213,0.709,92,92,2.479,5.2840843,2.771,10.660,1.4710e+09,6.3254e+09
NGC5934,15.0,6.015,0.818,108,108,1.329,3.4371636,2.332,5.713,1.5112e+09,6.4983e+09
NGC5934,17.0,6.817,0.928,120,120,0.452,2.0703385,2.010,1.943,1.5264e+09,6.5637e+09
NGC5934,19.0,7.619,1.037,138,133,0.052,1.3397424,1.698,0.223,1.5284e+09,6.5723e+09
NGC5934,21.0,8.421,1.146,154,123,0.264,1.2289194,1.528,1.133,1.5398e+09,6.6212e+09
NGC5934,23.0,9.223,1.255,165,84,0.044,0.908663,1.469,0.191,1.5419e+09,6.6301e+09
NGC5934,25.0,10.025,1.364,183,53,-0.012,0.54937196,1.410,-0.050,1.5413e+09,6.6275e+09
NGC5934,27.0,10.827,1.473,191,25,0.019,0.37934747,1.406,0.083,1.5423e+09,6.6320e+09
NGC5934,29.0,11.629,1.582,203,3,nan,nan,1.392,nan,1.5423e+09,6.6320e+09
NGC5947,1.0,0.417,0.029,11,11,8.948,1.4532566,8.646,38.478,2.0254e+07,8.7091e+07
NGC5947,3.0,1.252,0.086,33,33,4.892,2.4121904,5.173,21.037,5.3473e+07,2.2993e+08
NGC5947,5.0,2.086,0.143,54,54,2.653,1.8687353,3.998,11.408,8.2951e+07,3.5669e+08
NGC5947,7.0,2.921,0.200,75,75,2.295,1.691519,3.273,9.869,1.1837e+08,5.0899e+08
NGC5947,9.0,3.755,0.257,92,92,3.225,2.2683938,2.858,13.869,1.7943e+08,7.7154e+08
NGC5947,11.0,4.590,0.314,118,118,3.128,1.8070157,2.490,13.449,2.5537e+08,1.0981e+09
NGC5947,13.0,5.425,0.371,139,139,1.896,1.6158736,2.296,8.152,3.0959e+08,1.3312e+09
NGC5947,15.0,6.259,0.429,160,160,0.719,1.9883808,2.144,3.093,3.3327e+08,1.4331e+09
NGC5947,17.0,7.094,0.486,181,176,0.489,1.711593,2.028,2.103,3.5149e+08,1.5114e+09
NGC5947,19.0,7.928,0.543,200,167,0.522,1.509778,1.958,2.245,3.7298e+08,1.6038e+09
NGC5947,21.0,8.763,0.600,222,163,0.359,1.3232149,1.884,1.546,3.8940e+08,1.6744e+09
NGC5947,23.0,9.597,0.657,247,119,0.174,1.1197227,1.834,0.746,3.9821e+08,1.7123e+09
NGC5947,25.0,10.432,0.714,264,76,0.200,0.8671158,1.813,0.861,4.0910e+08,1.7591e+09
NGC5947,27.0,11.266,0.771,284,36,0.124,0.5458144,1.805,0.533,4.1635e+08,1.7903e+09
NGC5947,29.0,12.101,0.828,310,31,0.042,0.41779923,1.779,0.180,4.1902e+08,1.8018e+09
NGC5947,31.0,12.935,0.886,328,23,nan,nan,1.794,nan,4.1902e+08,1.8018e+09
NGC5947,33.0,13.770,0.943,355,25,nan,nan,1.779,nan,4.1902e+08,1.8018e+09
NGC5947,35.0,14.605,1.000,368,20,nan,nan,1.816,nan,4.1902e+08,1.8018e+09
NGC5947,37.0,15.439,1.057,399,21,nan,nan,1.819,nan,4.1902e+08,1.8018e+09
NGC5947,39.0,16.274,1.114,412,13,nan,nan,1.870,nan,4.1902e+08,1.8018e+09
NGC5947,41.0,17.108,1.171,440,6,nan,nan,1.900,nan,4.1902e+08,1.8018e+09
NGC5953,1.0,0.138,0.023,11,11,116.172,5.224527,13.484,499.539,2.7008e+07,1.1613e+08
NGC5953,3.0,0.413,0.068,34,34,107.483,10.472193,7.665,462.178,1.0424e+08,4.4825e+08
NGC5953,5.0,0.689,0.113,57,57,89.145,12.496293,5.860,383.322,2.1163e+08,9.1003e+08
NGC5953,7.0,0.965,0.158,76,76,63.275,13.399685,5.023,272.085,3.1327e+08,1.3471e+09
NGC5953,9.0,1.240,0.204,104,104,34.826,12.223169,4.163,149.751,3.8982e+08,1.6762e+09
NGC5953,11.0,1.516,0.249,124,124,14.339,8.386969,3.623,61.659,4.2740e+08,1.8378e+09
NGC5953,13.0,1.792,0.294,152,152,3.355,4.6629705,3.143,14.426,4.3817e+08,1.8842e+09
NGC5953,15.0,2.067,0.340,165,165,-0.326,2.8222878,2.925,-1.403,4.3704e+08,1.8793e+09
NGC5953,17.0,2.343,0.385,198,198,-0.298,3.1650774,2.644,-1.282,4.3579e+08,1.8739e+09
NGC5953,19.0,2.619,0.430,210,162,0.180,2.781673,2.602,0.775,4.3659e+08,1.8773e+09
NGC5953,21.0,2.894,0.475,237,97,0.472,1.6074165,2.452,2.031,4.3895e+08,1.8875e+09
NGC5953,23.0,3.170,0.521,253,61,0.534,1.5869812,2.391,2.296,4.4181e+08,1.8998e+09
NGC5953,25.0,3.446,0.566,284,48,0.482,1.5045714,2.301,2.071,4.4470e+08,1.9122e+09
NGC5953,27.0,3.721,0.611,307,40,0.273,1.4519936,2.264,1.175,4.4647e+08,1.9198e+09
NGC5953,29.0,3.997,0.657,324,55,0.275,1.9775134,2.255,1.183,4.4836e+08,1.9279e+09
NGC5953,31.0,4.273,0.702,354,64,0.489,2.3413918,2.227,2.102,4.5201e+08,1.9437e+09
NGC5953,33.0,4.548,0.747,371,76,0.883,2.8187299,2.269,3.797,4.5894e+08,1.9734e+09
NGC5953,35.0,4.824,0.792,407,78,0.925,3.254051,2.244,3.977,4.6689e+08,2.0076e+09
NGC5953,37.0,5.100,0.838,413,87,1.200,3.5838325,2.298,5.159,4.7737e+08,2.0527e+09
NGC5953,39.0,5.375,0.883,446,96,1.700,4.5864115,2.286,7.308,4.9339e+08,2.1216e+09
NGC5953,41.0,5.651,0.928,456,97,2.470,6.88507,2.348,10.620,5.1719e+08,2.2239e+09
NGC5953,43.0,5.926,0.974,485,105,3.446,11.027889,2.359,14.819,5.5251e+08,2.3758e+09
NGC5953,45.0,6.202,1.019,499,105,3.835,13.793067,2.423,16.492,5.9296e+08,2.5497e+09
NGC5953,47.0,6.478,1.064,530,116,3.943,14.850953,2.444,16.956,6.3713e+08,2.7397e+09
NGC5953,49.0,6.753,1.109,556,108,2.539,11.29125,2.502,10.916,6.6696e+08,2.8679e+09
NGC5953,51.0,7.029,1.155,583,101,2.154,9.405105,2.700,9.263,6.9350e+08,2.9821e+09
NGC5953,53.0,7.305,1.200,548,89,1.385,6.378789,2.939,5.955,7.0955e+08,3.0510e+09
NGC5953,55.0,7.580,1.245,499,89,0.959,4.5092688,3.299,4.125,7.1966e+08,3.0945e+09
NGC5953,57.0,7.856,1.290,487,91,0.489,2.6310885,3.768,2.104,7.2470e+08,3.1162e+09
NGC5953,59.0,8.132,1.336,446,80,-0.048,1.1006062,4.216,-0.204,7.2425e+08,3.1143e+09
NGC5953,61.0,8.407,1.381,405,52,-0.359,1.6012423,4.599,-1.543,7.2118e+08,3.1011e+09
NGC5953,63.0,8.683,1.426,358,8,nan,nan,5.562,nan,7.2118e+08,3.1011e+09
NGC5980,1.0,0.288,0.020,4,4,28.087,3.4907112,10.196,120.775,2.3054e+07,9.9134e+07
NGC5980,3.0,0.863,0.061,15,15,22.512,4.949435,5.270,96.802,9.2348e+07,3.9710e+08
NGC5980,5.0,1.439,0.102,26,26,16.280,4.0542746,3.976,70.004,1.7921e+08,7.7059e+08
NGC5980,7.0,2.014,0.143,36,36,13.332,3.1777928,3.333,57.326,2.7769e+08,1.1941e+09
NGC5980,9.0,2.590,0.184,45,45,11.359,4.1664653,2.873,48.842,3.8258e+08,1.6451e+09
NGC5980,11.0,3.165,0.225,57,57,9.214,4.1459246,2.406,39.621,4.9035e+08,2.1085e+09
NGC5980,13.0,3.741,0.265,68,68,7.419,3.6155708,2.116,31.901,5.9387e+08,2.5537e+09
NGC5980,15.0,4.316,0.306,77,77,6.308,3.0036972,1.909,27.125,6.9354e+08,2.9822e+09
NGC5980,17.0,4.892,0.347,84,84,5.621,3.1090877,1.767,24.168,7.9043e+08,3.3988e+09
NGC5980,19.0,5.468,0.388,98,98,4.611,2.6941915,1.599,19.826,8.8315e+08,3.7975e+09
NGC5980,21.0,6.043,0.429,108,108,3.523,2.2149303,1.472,15.150,9.6123e+08,4.1333e+09
NGC5980,23.0,6.619,0.469,113,113,2.578,1.7051975,1.395,11.085,1.0210e+09,4.3903e+09
NGC5980,25.0,7.194,0.510,128,128,1.934,1.5312778,1.286,8.318,1.0718e+09,4.6088e+09
NGC5980,27.0,7.770,0.551,134,134,1.392,1.3864858,1.241,5.984,1.1101e+09,4.7733e+09
NGC5980,29.0,8.345,0.592,147,147,0.858,1.011084,1.175,3.689,1.1360e+09,4.8846e+09
NGC5980,31.0,8.921,0.633,154,154,0.383,0.963418,1.155,1.648,1.1481e+09,4.9367e+09
NGC5980,33.0,9.496,0.674,162,162,0.239,0.9852244,1.141,1.028,1.1560e+09,4.9708e+09
NGC5980,35.0,10.072,0.714,184,176,0.201,0.8646276,1.092,0.866,1.1636e+09,5.0036e+09
NGC5980,37.0,10.647,0.755,191,165,0.226,0.80641043,1.097,0.971,1.1725e+09,5.0416e+09
NGC5980,39.0,11.223,0.796,198,135,0.027,0.75705,1.096,0.117,1.1736e+09,5.0463e+09
NGC5980,41.0,11.798,0.837,206,101,0.070,0.6289283,1.114,0.299,1.1765e+09,5.0590e+09
NGC5980,43.0,12.374,0.878,225,73,0.047,0.48283744,1.094,0.201,1.1787e+09,5.0683e+09
NGC5980,45.0,12.949,0.919,228,35,-0.016,0.236408,1.131,-0.069,1.1779e+09,5.0650e+09
NGC5980,47.0,13.525,0.959,233,11,nan,nan,1.150,nan,1.1779e+09,5.0650e+09
NGC5980,49.0,14.101,1.000,249,7,nan,nan,1.159,nan,1.1779e+09,5.0650e+09
NGC6004,1.0,0.268,0.018,10,10,34.182,4.0861483,12.036,146.984,3.0781e+07,1.3236e+08
NGC6004,3.0,0.803,0.053,30,30,18.685,7.7210484,6.816,80.346,8.1259e+07,3.4942e+08
NGC6004,5.0,1.338,0.088,48,48,6.924,7.0050983,5.320,29.773,1.1119e+08,4.7811e+08
NGC6004,7.0,1.873,0.123,71,71,2.456,5.1175723,4.195,10.561,1.2689e+08,5.4563e+08
NGC6004,9.0,2.409,0.159,93,93,1.793,4.218977,3.539,7.710,1.4191e+08,6.1020e+08
NGC6004,11.0,2.944,0.194,111,111,2.626,3.9526093,3.181,11.291,1.6815e+08,7.2306e+08
NGC6004,13.0,3.479,0.229,126,126,4.097,3.6073806,2.949,17.619,2.1464e+08,9.2296e+08
NGC6004,15.0,4.015,0.264,151,151,4.798,3.1646397,2.696,20.632,2.7989e+08,1.2035e+09
NGC6004,17.0,4.550,0.299,171,171,3.848,2.369274,2.539,16.545,3.3913e+08,1.4583e+09
NGC6004,19.0,5.085,0.335,190,190,1.350,2.2252626,2.442,5.806,3.6224e+08,1.5576e+09
NGC6004,21.0,5.620,0.370,206,206,-0.117,1.787583,2.382,-0.503,3.6007e+08,1.5483e+09
NGC6004,23.0,6.156,0.405,237,232,0.066,1.8435435,2.263,0.285,3.6148e+08,1.5544e+09
NGC6004,25.0,6.691,0.440,239,233,0.897,1.8004405,2.300,3.858,3.8079e+08,1.6374e+09
NGC6004,27.0,7.226,0.476,280,275,1.249,1.6804892,2.172,5.370,4.1228e+08,1.7728e+09
NGC6004,29.0,7.762,0.511,287,266,0.836,1.7480321,2.200,3.597,4.3390e+08,1.8658e+09
NGC6004,31.0,8.297,0.546,311,277,0.162,1.7636801,2.168,0.697,4.3844e+08,1.8853e+09
NGC6004,33.0,8.832,0.581,327,239,-0.090,1.9133481,2.177,-0.387,4.3579e+08,1.8739e+09
NGC6004,35.0,9.367,0.617,348,165,0.182,1.6185604,2.177,0.784,4.4151e+08,1.8985e+09
NGC6004,37.0,9.903,0.652,375,140,0.572,1.7115916,2.164,2.461,4.6083e+08,1.9816e+09
NGC6004,39.0,10.438,0.687,390,93,0.328,1.0968423,2.200,1.409,4.7234e+08,2.0311e+09
NGC6004,41.0,10.973,0.722,409,73,0.132,1.0333729,2.232,0.567,4.7720e+08,2.0519e+09
NGC6004,43.0,11.509,0.757,428,72,0.293,1.1963553,2.271,1.260,4.8849e+08,2.1005e+09
NGC6004,45.0,12.044,0.793,451,60,0.294,1.0854601,2.309,1.266,5.0044e+08,2.1519e+09
NGC6004,47.0,12.579,0.828,466,61,0.250,0.92434734,2.373,1.073,5.1091e+08,2.1969e+09
NGC6004,49.0,13.114,0.863,491,43,nan,nan,2.419,nan,5.1091e+08,2.1969e+09
NGC6004,51.0,13.650,0.898,450,36,nan,nan,2.664,nan,5.1091e+08,2.1969e+09
NGC6004,53.0,14.185,0.934,420,24,nan,nan,3.001,nan,5.1091e+08,2.1969e+09
NGC6004,55.0,14.720,0.969,394,14,nan,nan,3.285,nan,5.1091e+08,2.1969e+09
NGC6004,57.0,15.256,1.004,393,7,nan,nan,3.713,nan,5.1091e+08,2.1969e+09
NGC6027,1.0,0.305,0.015,10,10,5.276,1.2994803,11.177,22.689,5.7116e+06,2.4560e+07
NGC6027,3.0,0.914,0.044,31,31,3.038,1.2081181,6.358,13.065,1.5907e+07,6.8402e+07
NGC6027,5.0,1.524,0.073,57,57,1.021,1.1424658,4.704,4.391,2.2208e+07,9.5493e+07
NGC6027,7.0,2.133,0.103,77,77,-0.005,1.6207002,4.068,-0.021,2.2167e+07,9.5320e+07
NGC6027,9.0,2.743,0.132,96,64,0.009,1.431304,3.667,0.041,2.2266e+07,9.5744e+07
NGC6027,11.0,3.352,0.161,118,41,0.148,0.67691237,3.335,0.637,2.4157e+07,1.0387e+08
NGC6027,13.0,3.962,0.190,139,17,0.006,0.33921608,3.103,0.024,2.4240e+07,1.0423e+08
NGC6027,15.0,4.571,0.220,162,1,nan,nan,2.908,nan,2.4240e+07,1.0423e+08
NGC6060,1.0,0.307,0.018,5,5,9.627,0.8039523,10.210,41.397,1.0434e+07,4.4866e+07
NGC6060,3.0,0.920,0.053,15,15,11.235,1.1697569,5.833,48.309,4.6962e+07,2.0194e+08
NGC6060,5.0,1.533,0.088,28,28,11.623,1.8570797,4.112,49.981,1.1751e+08,5.0528e+08
NGC6060,7.0,2.146,0.123,40,40,10.127,2.2907088,3.264,43.546,2.0531e+08,8.8285e+08
NGC6060,9.0,2.759,0.159,46,46,7.332,3.0319192,2.920,31.527,2.7842e+08,1.1972e+09
NGC6060,11.0,3.373,0.194,62,62,4.284,3.2787933,2.416,18.422,3.3599e+08,1.4448e+09
NGC6060,13.0,3.986,0.229,71,71,2.671,2.6295671,2.172,11.485,3.7710e+08,1.6215e+09
NGC6060,15.0,4.599,0.264,83,83,2.259,2.2159567,1.949,9.713,4.1774e+08,1.7963e+09
NGC6060,17.0,5.212,0.299,93,93,2.311,2.203674,1.806,9.938,4.6433e+08,1.9966e+09
NGC6060,19.0,5.825,0.335,103,103,2.511,2.1734178,1.695,10.798,5.2039e+08,2.2377e+09
NGC6060,21.0,6.438,0.370,118,118,2.600,2.290213,1.567,11.179,5.8689e+08,2.5236e+09
NGC6060,23.0,7.052,0.405,124,124,2.504,1.8064599,1.496,10.765,6.5418e+08,2.8130e+09
NGC6060,25.0,7.665,0.440,136,136,2.194,1.3796074,1.423,9.435,7.1886e+08,3.0911e+09
NGC6060,27.0,8.278,0.476,149,149,1.768,1.4091777,1.362,7.602,7.7596e+08,3.3366e+09
NGC6060,29.0,8.891,0.511,154,154,2.013,2.0423295,1.359,8.658,8.4317e+08,3.6256e+09
NGC6060,31.0,9.504,0.546,167,167,2.164,2.587795,1.330,9.306,9.2152e+08,3.9625e+09
NGC6060,33.0,10.118,0.581,182,182,1.588,1.7926615,1.302,6.829,9.8417e+08,4.2319e+09
NGC6060,35.0,10.731,0.617,190,190,0.950,1.4492223,1.299,4.086,1.0233e+09,4.4002e+09
NGC6060,37.0,11.344,0.652,203,201,0.522,1.3581343,1.296,2.245,1.0463e+09,4.4989e+09
NGC6060,39.0,11.957,0.687,205,199,0.312,1.2459563,1.322,1.341,1.0601e+09,4.5585e+09
NGC6060,41.0,12.570,0.722,222,202,0.041,1.0303726,1.309,0.176,1.0621e+09,4.5670e+09
NGC6060,43.0,13.184,0.757,235,194,0.137,1.0402365,1.312,0.588,1.0691e+09,4.5969e+09
NGC6060,45.0,13.797,0.793,251,172,0.388,1.3538991,1.314,1.670,1.0902e+09,4.6878e+09
NGC6060,47.0,14.410,0.828,255,147,0.349,1.11235,1.351,1.501,1.1095e+09,4.7708e+09
NGC6060,49.0,15.023,0.863,272,121,0.264,0.8037927,1.361,1.137,1.1251e+09,4.8378e+09
NGC6060,51.0,15.636,0.898,267,84,0.112,0.5650234,1.437,0.482,1.1316e+09,4.8657e+09
NGC6060,53.0,16.250,0.934,249,59,0.084,0.5579465,1.458,0.361,1.1361e+09,4.8852e+09
NGC6060,55.0,16.863,0.969,233,42,0.012,0.4400293,1.494,0.052,1.1367e+09,4.8878e+09
NGC6060,57.0,17.476,1.004,223,35,-0.075,0.38805938,1.529,-0.325,1.1331e+09,4.8721e+09
NGC6060,59.0,18.089,1.039,216,18,nan,nan,1.568,nan,1.1331e+09,4.8721e+09
NGC6060,61.0,18.702,1.075,209,2,nan,nan,1.602,nan,1.1331e+09,4.8721e+09
NGC6155,1.0,0.168,0.025,8,8,10.223,1.4757106,10.443,43.959,3.2371e+06,1.3919e+07
NGC6155,3.0,0.503,0.075,29,29,8.038,1.869253,5.500,34.562,1.2463e+07,5.3591e+07
NGC6155,5.0,0.839,0.126,43,43,7.284,2.4682395,4.416,31.323,2.4861e+07,1.0690e+08
NGC6155,7.0,1.174,0.176,61,61,6.134,2.375163,3.694,26.376,3.9671e+07,1.7058e+08
NGC6155,9.0,1.510,0.226,81,81,4.374,1.9022053,3.175,18.809,5.3694e+07,2.3088e+08
NGC6155,11.0,1.845,0.276,97,97,4.586,2.643436,2.899,19.720,7.1302e+07,3.0660e+08
NGC6155,13.0,2.181,0.326,118,118,4.642,2.6030393,2.644,19.959,9.2981e+07,3.9982e+08
NGC6155,15.0,2.516,0.377,135,135,3.933,2.1490312,2.494,16.910,1.1399e+08,4.9018e+08
