Name, ledaRA, ledaDE, ledaA_Bgal, ledaType, ledaMorph, ledaD25, ledaAxRatio, ledaPA, ledaIncl, ledaVrad, ledaVmaxg, ledaVrot, ledaBar, ledaRing, ledaMultiple, ledaBt, ledaIt, ledaMfir, ledaM21, ledaVvir, ledaModz, ledaDistMpc, W1, eW1, W2, eW2, W3, eW3, W4, eW4, coNomask, coeNomask, coDilated, coeDilated, coSmooth, coeSmooth, coMask2d, coeMask2d, coNomaskDv, coSmoothDv, coBmaj, coBmin, coBpa, coDvhel, nsaZdist, nsaAu, nsaAg, nsaAr, nsaAi, nsaAz, caMass, caeMass, caSFR, caeSFR, caOH, caeOH, caAvgas, caeAvgas, caAvstars, caeAvstars, Su, Sg, Sr, Si, caB, caV, caR, caRe, caeRe, caEllipticity, caPA, caR50, caeR50, caR90, caeR90, caOH_O3N2, caZgas, caZstars, caAge, caeAge, caFHa, caFHacorr, caLHacorr, caMstars, caDistMpc, coMmol, coeMmol, W1lum, W2lum, W3lum, W4lum, W4SFR, coVsys, coVsysFlag, coVrotmax, coeVrotmax, coRflat, coPA, coPAFlag, coInc, coIncFlag, coKinXoff, coKinYoff, coScaleMol, coeScaleMol, coScaleMolHi, coScaleMolLo, coNormMol, coeNormMol, coScaleSt, coeScaleSt, coNormSt, coeNormSt, coR50Mol, coeR50Mol, coR50St, coeR50St, coScaleSFR, coeScaleSFR, coObstime, coNptng, coRMS10mJybm, coRMS10mK, coTpeakmK, coNbeamsDet5, coNbeamsDet3
IC5376, 0.02215560, 34.52572220, 0.31000000, 2.00000000, Sab, 1.64058977, 3.71535229, 4, 90.00000000, 5030.6, 201.46, 201.46, , , , 14.76200000, NaN, NaN, 15.589, 5176.20000000, 34.38700000, 75.40497495, 10.15800000, 15.33800000, 10.12600000, 14.82300000, 7.45200000, 12.66300000, 6.53300000, 9.76100000, 7.00000000, 13.98000000, NaN, NaN, 30.86, 3.69, 20.68, 8.34, 860.00000000, 520, 4.61000022, 4.07000030, 35.70000076, -5.81860018, 0.0168594, 0.597476, 0.589548, 0.371531, 0.273369, 0.19827, 10.659, 0.108351, 0.00627771, 0.105699, 8.53339, 0.0453083, 1.24311, 0.039926, 0.571509, 1.17008, 16.18514711, 14.51483866, 13.77469962, 13.41524231, 14.84333113, 14.10978656, 13.69561336, 12.23677893, 12.23677893, 0.90926088, 4.43364442, 14.03181364, 0.27960174, 39.85035075, 0.23295481, 8.511, 0.01678927, 0.01674878, 8.98919585, 0.57627114, 2.96985881, 3.15850501, 40.90019921, 10.84891797, 72.91224253, 1.69416e+09, 2.02575e+08, 1.51141e+43, 6.29459e+42, 5.64742e+42, 1.74975e+42, 0.36744708, 4979.00000000, 0.00000000, 218.7, 16, 17.5, 3.40000000, 2.00000000, 71.60000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3.72, 0.06, NaN, NaN, 4.08000000, 7.00000000, 10.40000000, 51.10000000, 232.00000000, 0.04703707, 4.32741008
NGC0444, 1.26378970, 31.08021320, 0.27200000, 6.40000000, Sc, 1.56675107, 4.54988060, 160.33, 81.93000000, 4836.1, 117.64, 118.81, , , , 15.00700000, 13.166, NaN, 15.024, 4944.50000000, 34.28100000, 71.81249239, 11.44400000, 15.98300000, 11.52100000, 15.52100000, 8.40000000, 13.15800000, 6.66800000, 9.84200000, -17.32000000, 16.60000000, NaN, NaN, NaN, NaN, NaN, NaN, 860.00000000, NaN, 5.03000063, 4.09999997, 29.50000000, -0.57315803, 0.0158235, 0.532891, 0.52582, 0.33137, 0.243819, 0.176838, 10.2537, 0.115396, -0.176138, 0.0880183, 8.40832, 0.0494942, 0.539394, 0.0212309, 0.179457, 0.992421, 15.98600730, 15.14641704, 14.70845898, 14.47906041, 15.32472901, 14.91399756, 14.67096083, 19.41306411, 19.41306411, 0.97405294, -19.93364712, 21.32835674, 0.31951666, 42.65671348, 0.21415625, 8.40535, 0.01614517, 0.01599008, 8.77784661, 0.34305493, 3.06035259, 3.14945069, 40.89085471, 10.18838614, 70.07987865, NaN, 8.42419e+08, 4.27138e+42, 1.60899e+42, 2.17889e+42, 1.42745e+42, 0.29976475, 4776.00000000, 1.00000000, NaN, NaN, NaN, 158.70000000, 2.00000000, 74.90000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 5.69, 0.05, NaN, NaN, 3.14000000, 7.00000000, 12.90000000, 57.50000000, 265.00000000, 0.00000000, 0.00000000
NGC0447, 1.26044440, 33.06763890, 0.26900000, 0.20000000, S0-a, 2.21309471, 1.02801630, NaN, 14.59000000, 5598, 94.03, 373.28, B, , , 15.08900000, 11.414, NaN, 15.831, 5709.70000000, 34.60100000, 83.21469007, 9.57600000, 15.05000000, 9.59100000, 14.56300000, 7.59800000, 12.76600000, 5.75700000, 9.39200000, 11.40000000, 11.36000000, 31.39, 1.38, 32.47, 3.57, 29.32, 8.71, 860.00000000, 320, 4.52000038, 3.67000038, 54.90000153, -0.97601002, 0.0194855, 0.51461, 0.507782, 0.320002, 0.235454, 0.170771, 11.4315, 0.0954315, -0.0320782, 0.278027, 8.54255, 0.0693075, 0.616394, 0.0374761, 0.0836326, 0.741902, 15.57495077, 13.88332949, 13.21181771, 12.90414848, 14.20600578, 13.50524210, 13.15066652, 16.65191297, 16.65191297, 0.93762305, 31.13392991, 27.67874337, 3.68472611, 46.31952972, 0.46494822, 8.55015, 0.01833792, 0.01846847, 9.47765819, 0.26286365, 2.99747613, 3.35503444, 41.19940200, 11.44918480, 79.73369285, 2.12845e+09, 2.34018e+08, 3.08934e+43, 1.23211e+43, 5.90381e+42, 4.2762e+42, 0.89800270, 5552.00000000, 0.00000000, 192.1, 11.8, 6.2, 227.00000000, 0.00000000, 29.10000000, 2.00000000, 0.80000000, 0.80000000, NaN, NaN, NaN, NaN, NaN, NaN, 3.46, 5.44, 1938.79, 3.94, NaN, NaN, 1.97, 0.13, NaN, NaN, 5.09000000, 13.00000000, 8.20000000, 45.40000000, 556.00000000, 4.09658299, 6.27788043
NGC0477, 1.35565440, 40.48821480, 0.23200000, 5.00000000, Sc, 1.55238701, 2.81838293, 135.56, 72.67000000, 5858.4, 150.18, 157.33, B, , , 14.26400000, 12.162, NaN, 15.001, 6012.50000000, 34.70800000, 87.41782564, 10.26200000, 15.39500000, 10.21800000, 14.87500000, 6.88000000, 12.41800000, 5.23300000, 9.13000000, 5.81000000, 14.17000000, 21.39, 1.82, 46.28, 5.22, 16.15, 12.68, 860.00000000, 400, 5.11000045, 3.93000031, 59.00000000, -2.10861993, 0.0204347, 0.444099, 0.438206, 0.276156, 0.203193, 0.147372, 10.8997, 0.116879, 0.492345, 0.0848282, 8.49148, 0.0644811, 0.917227, 0.0251339, 0.0943416, 0.491084, 15.46105090, 14.26217414, 13.76009969, 13.51033065, 14.47739293, 13.99080606, 13.71585218, 17.90602978, 17.90602978, 0.71863954, -15.93472952, 26.19774409, 0.38537735, 48.49369651, 0.00709192, 8.48912, 0.01962673, 0.01969016, 8.93073685, 0.37392273, 3.40359646, 3.57177188, 41.46344984, 10.86470173, 85.42287314, 3.47768e+09, 3.92254e+08, 1.88508e+43, 7.93807e+42, 1.3128e+43, 7.95285e+42, 1.67009907, 5796.00000000, 0.00000000, 14.3, 20.6, 35.4, 140.00000000, 0.00000000, 60.00000000, 2.00000000, 0.00000000, 0.00000000, 13.12, 8.77, 19.37, 8.38, 12.97, 1.5, 5.28, 0.4, 322.03, 1.15, 9.07, 0.08, 6.39, 0.04, 7.95, 35.13, 4.33000000, 7.00000000, 11.00000000, 50.50000000, 325.00000000, 0.00000000, 5.22960698
NGC0496, 1.38653580, 33.52887200, 0.31300000, 4.00000000, Sbc, 0.89125094, 2.69153480, 38.49, 72.45000000, 6004.4, 136.53, 143.19, , , , 14.31200000, 12.539, 13.321, 15.502, 6121.50000000, 34.75200000, 89.20721887, 10.53200000, 15.52900000, 10.39700000, 14.96300000, 6.79700000, 12.36900000, 5.12900000, 9.07600000, 25.51000000, 12.57000000, 44.04, 2.07, 38.68, 3.57, 32.75, 8.66, 860.00000000, 320, 4.90000066, 3.76000023, 51.40000153, -0.61509597, 0.0208876, 0.602278, 0.594286, 0.374517, 0.275566, 0.199863, 10.8486, 0.128898, 0.659618, 0.0720208, 8.45981, 0.0557284, 0.996325, 0.0343421, 0.271604, 1.03922, 15.45184682, 14.49353390, 14.02907221, 13.78514344, 14.66846294, 14.26718986, 13.98237871, 21.61280952, 21.61280952, 0.84725494, 39.96791363, 22.29595242, 0.60695748, 42.36230960, 0.01485396, 8.47933, 0.02008877, 0.02010203, 8.71525463, 0.37788089, 3.50205326, 3.76981148, 41.70605228, 10.84788210, 87.46515003, 3.04585e+09, 2.81119e+08, 1.54117e+43, 7.05727e+42, 1.48566e+43, 9.17582e+42, 1.92692129, 5958.00000000, 0.00000000, 152.5, 7.8, 14.4, 36.50000000, 0.00000000, 57.00000000, 2.00000000, -0.40000000, 1.60000000, 3.31, 0.65, 4.42, 2.33, 55.17, 1.35, 4.3, 0.11, 479.79, 1.05, 3.74, 0.07, 6.16, 0.05, 2.32, 0.23, 3.99000000, 7.00000000, 9.30000000, 46.50000000, 362.00000000, 3.88004374, 8.57441766
NGC0523, 1.42244100, 34.02499070, 0.23400000, 4.20000000, Sbc, 2.51767693, 3.53997341, 101.5, 79.74000000, 4759.4, 223.66, 227.3, , , M, 13.49600000, NaN, 12.25, 15.2, 4879.00000000, 34.26300000, 71.21967705, 9.44000000, 14.98000000, 9.33800000, 14.43100000, 6.09400000, 12.02000000, 3.97600000, 8.50100000, 48.20000000, 14.70000000, 103.89, 3.21, 94.35, 5.51, 60.29, 11.47, 860.00000000, 560, 4.63999989, 3.77000025, 54.20000076, -0.58818102, 0.0156029, 0.447082, 0.44115, 0.278011, 0.204558, 0.148362, 10.8862, 0.0944389, 0.580419, 0.0648796, 8.49906, 0.0545372, 1.38418, 0.114678, 0.198176, 0.885921, 15.38654789, 14.09798821, 13.51623841, 13.21275507, 14.34933136, 13.78918474, 13.45491134, 14.17500953, 14.17500953, 0.99047950, -3.64123870, 28.24361568, 0.22000321, 52.53312517, 0.05272088, 8.47913, 0.01564687, 0.01548378, 9.02612723, 0.38794768, 3.55777777, 3.61375336, 41.29904604, 10.90460428, 67.89061060, 4.49581e+09, 2.62553e+08, 2.53864e+43, 1.12768e+43, 1.71028e+43, 1.5988e+43, 3.35747907, 4760.00000000, 0.00000000, 260.9, 12.7, 28.6, 277.20000000, 0.00000000, 71.60000000, 2.00000000, 0.00000000, 0.00000000, 13.46, 12.49, 18.24, 9.63, 18.47, 1.55, 3.9, 0.13, 572.18, 1.12, 6.99, 0.06, 6.84, 0.04, -8.87, 1.54, 4.30000000, 7.00000000, 11.10000000, 58.50000000, 640.00000000, 9.93899538, 17.30495135
NGC0528, 1.42599320, 33.67147220, 0.28000000, -2.00000000, S0, 1.77010896, 1.70215851, 57.5, 66.76000000, NaN, NaN, NaN, , , , 13.63200000, 11.765, 13.582, NaN, 4867.90000000, 34.24500000, 70.63175543, 10.13300000, 14.45591197, 10.17000000, 14.56159027, 8.54300000, 12.73929595, 6.74100000, 9.85478167, -13.34000000, 13.84000000, NaN, NaN, 4.71, 1.63, 7.8, 4.58, 860.00000000, 100, 4.92000030, 3.98000004, 54.70000076, -0.50381398, 0.0157702, 0.540972, 0.533794, 0.336394, 0.247516, 0.179519, 11.0553, 0.100023, -0.1575, 0.328883, NaN, NaN, 2.70557, 1.60734, 0.0241207, 0.365278, 15.17075349, 13.51030178, 12.82499219, 12.49010067, 13.84236713, 13.12815821, 12.75518413, 11.93268129, 11.93268129, 0.72899100, -32.60621076, 11.78672346, 0.40133206, 34.79889784, 0.44691057, 8.47889, 0.01586353, 0.01580466, 9.61058879, 0.21524409, 2.43917427, 3.05195357, 40.73737048, 11.10588423, 68.84230719, 2.3072e+08, 7.98459e+07, 1.37877e+43, 5.38862e+42, 1.84315e+42, 1.28791e+42, 0.27046104, 4638.00000000, 1.00000000, NaN, NaN, NaN, 57.70000000, 2.00000000, 61.10000000, 2.00000000, -3.00000000, 1.80000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3.29, 0.07, NaN, NaN, 3.99000000, 7.00000000, 10.40000000, 49.10000000, 247.00000000, 0.00000000, 0.18027994
NGC0551, 1.46129440, 37.18288890, 0.24700000, 4.00000000, SBbc, 1.48593564, 2.50610925, 136.8, 70.32000000, 5190.7, 169.99, 180.53, B, , , 13.75500000, 12.137, 13.481, 15.93, 5321.20000000, 34.43800000, 77.19692476, 10.02200000, 15.27400000, 9.98100000, 14.75600000, 6.87600000, 12.40700000, 5.25100000, 9.13800000, 11.57000000, 12.21000000, 35.09, 2.12, 42.64, 4.44, 40.05, 10.73, 860.00000000, 460, 4.80000037, 3.79000031, 60.09999847, -1.09572005, 0.0178769, 0.475471, 0.469162, 0.295664, 0.217547, 0.157783, 10.9541, 0.112553, 0.309515, 0.0707058, 8.58807, 0.043767, 0.842653, 0.0244335, 0.104899, 0.598536, 15.49933054, 14.18098565, 13.60743376, 13.33044425, 14.43223632, 13.87232404, 13.55359736, 19.41386359, 19.41386359, 0.92095426, -35.11159559, 20.76708419, 0.86500301, 39.85035075, 0.62055025, 8.55022, 0.01714927, 0.01717746, 9.08473513, 0.40811088, 3.34056267, 3.52670165, 41.32106197, 10.89500659, 74.49650907, 2.44283e+09, 2.54366e+08, 1.78835e+43, 7.50997e+42, 1.00212e+43, 5.94903e+42, 1.24929709, 5141.00000000, 0.00000000, 184.9, 11.3, 18.4, 315.00000000, 0.00000000, 64.20000000, 2.00000000, 0.00000000, 0.00000000, 10.22, 67.78, 20.92, 4.63, 13.17, 38.64, 3.75, 0.07, 711.31, 1.04, 6.74, 0.07, 5.23, 0.05, -4.64, 75.05, 3.94000000, 7.00000000, 9.10000000, 46.10000000, 329.00000000, 0.29107597, 5.62746866
NGC1167, 3.02843510, 35.20573020, 0.78400000, -2.40000000, S0, 1.81970086, 1.32129563, 70, 49.05000000, 4956.8, 213.96, 283.28, , , , 13.45500000, NaN, NaN, 15.595, 5058.90000000, 34.33500000, 73.62070975, 8.53500000, 14.52800000, 8.55700000, 14.04300000, 6.88200000, 12.33300000, 5.62600000, 9.29900000, 3.47000000, 13.83000000, NaN, NaN, 36.29, 5.55, 15.23, 14.85, 860.00000000, 560, 4.80000037, 3.64000029, 62.00000000, 4.16563988, 0.0174952, 1.50906, 1.48904, 0.938387, 0.690456, 0.500776, 11.4806, 0.0884428, 0.462321, 0.211402, 8.54532, 0.0611908, 1.97698, 0.469181, 0.126929, 0.550363, 14.65734746, 13.04284919, 12.38177616, 12.10562168, 13.36499609, 12.66941564, 12.32868197, 15.37805281, 15.37805281, 0.87402687, -15.98210278, 21.32835674, 1.20885419, 45.46307621, 1.44034351, 8.55293, 0.01633156, 0.01635112, 9.51305700, 0.60539850, 3.13980253, 3.45889021, 41.20041241, 11.46941632, 70.89924843, 1.88462e+09, 2.88224e+08, 6.37184e+43, 2.52493e+43, 9.02677e+42, 3.81468e+42, 0.80108232, 4797.00000000, 0.00000000, 466.7, 60.5, 45.2, 87.50000000, 0.00000000, 39.50000000, 2.00000000, -6.50000000, 3.50000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3.93, 0.06, NaN, NaN, 4.29000000, 7.00000000, 10.00000000, 52.80000000, 281.00000000, 0.00000000, 4.14196835
NGC2253, 6.72828060, 65.20625000, 0.29400000, 5.80000000, Sc, 1.42560759, 1.35207256, 128.4, 43.26000000, 3565.8, 146.53, 213.8, , , , 13.17800000, 11.504, 11.692, 14.86, 3788.50000000, 33.70900000, 55.18232568, 9.27100000, 14.90100000, 9.13200000, 14.33400000, 5.42700000, 11.69500000, 3.48200000, 8.25500000, 124.45000000, 13.94000000, 172.69, 4.05, 153.86, 6.57, 126.14, 15.95, 860.00000000, 360, 5.65000037, 4.15000012, -32.20000076, -1.87910998, 0.0124605, 0.563819, 0.556338, 0.350602, 0.257969, 0.187101, 10.8061, 0.107818, 0.495491, 0.0611134, 8.59105, 0.0378037, 1.13428, 0.0401005, 0.302639, 0.749395, 14.67966876, 13.45704302, 12.88167753, 12.57613298, 13.69304614, 13.15830770, 12.81861809, 17.58700184, 17.58700184, 0.65031686, 16.23580891, 21.73855361, 2.46943270, 41.80491078, 1.19037336, 8.5518, 0.01182514, 0.01179166, 8.80746008, 0.37768731, 3.80516370, 4.14721085, 41.56222139, 10.81862267, 51.15530197, 4.17822e+09, 1.78415e+08, 1.68408e+43, 7.74012e+42, 1.79486e+43, 1.43072e+43, 3.00452063, 3545.00000000, 0.00000000, 183.2, 7.5, 20.1, 300.00000000, 0.00000000, 47.40000000, 2.00000000, 0.00000000, 0.00000000, 2.83, 0.3, 3.84, 2.13, 107.54, 1.26, 2.48, 0.18, 1282.9, 1.18, 3.64, 0.09, 3.53, 0.07, 1.82, 0.52, 3.99000000, 7.00000000, 11.70000000, 45.80000000, 671.00000000, 13.17367884, 28.04111639
NGC2347, 7.26775410, 64.71078580, 0.34900000, 3.10000000, Sb, 1.64437172, 1.38038426, 8.33, 45.43000000, 4424.1, 202.18, 283.78, , R, , 13.31400000, 11.502, 12.141, 14.939, 4648.10000000, 34.15100000, 67.63943948, 9.23500000, 14.88000000, 9.16300000, 14.34600000, 5.86600000, 11.90700000, 4.25700000, 8.64100000, 49.98000000, 11.29000000, 85.6, 2.84, 86.33, 4.65, 51.18, 9.46, 860.00000000, 540, 4.85000052, 4.79000034, 11.69999981, -1.96064997, 0.0151047, 0.669221, 0.660341, 0.416144, 0.306195, 0.222078, 11.0407, 0.104507, 0.542058, 0.066141, 8.56882, 0.04055, 0.684347, 0.0239577, 0.256082, 0.662026, 14.62379285, 13.41637017, 12.83244083, 12.53244240, 13.65204932, 13.11087851, 12.77097664, 15.23997413, 15.23997413, 0.81185002, 5.36144014, 17.51104172, 2.65188759, 40.10593427, 0.01095653, 8.50162, 0.01470321, 0.01462833, 8.65700980, 0.55341667, 3.72630379, 3.91792860, 41.54310533, 10.97244583, 63.74914437, 3.63045e+09, 1.95547e+08, 2.70352e+43, 1.1682e+43, 1.86036e+43, 1.08824e+43, 2.28529677, 4387.00000000, 0.00000000, 282, 11.5, 9, 189.10000000, 2.00000000, 50.20000000, 2.00000000, 2.50000000, 1.90000000, 2.45, 0.36, 3.15, 1.78, 117.33, 1.37, 2.16, 0.06, 2986.48, 1.09, 3.23, 0.09, 3.17, 0.08, 1.37, 0.35, 4.60000000, 7.00000000, 10.20000000, 40.30000000, 457.00000000, 7.78775257, 14.51181211
NGC2410, 7.58396320, 32.82213900, 0.19000000, 3.00000000, Sb, 2.16770410, 3.34965439, 33.28, 80.89000000, 4678, 230.23, 233.17, B, , , 13.74700000, 12.005, 12.519, 14.731, 4774.70000000, 34.20800000, 69.43844712, 9.22900000, 14.87800000, 8.93500000, 14.23300000, 5.65600000, 11.78400000, 3.50700000, 8.26600000, 37.56000000, 18.88000000, 85.77, 3.36, 91.78, 6.13, 63.28, 12.98, 860.00000000, 580, 4.92000030, 4.05999986, 42.29999924, 8.03660965, 0.0168196, 0.363784, 0.358957, 0.226213, 0.166446, 0.12072, 11.0322, 0.0952107, 0.54997, 0.112863, 8.51689, 0.0491276, 1.563, 0.104528, 0.345015, 1.04001, 15.26953764, 13.83333647, 13.14975010, 12.83697911, 14.12192152, 13.48305407, 13.08179677, 14.32451292, 14.32451292, 0.86135352, 25.63555208, 16.94616941, 1.35484809, 42.36542353, 0.24360845, 8.4983, 0.01555937, 0.01557562, 9.21327516, 0.30937452, 3.39797221, 3.80958460, 41.49490127, 10.96639407, 67.50634515, 4.32435e+09, 2.88824e+08, 3.04839e+43, 1.61605e+43, 2.53127e+43, 2.4348e+43, 5.11308575, 4642.00000000, 0.00000000, 224.7, 11.7, 16.1, 216.60000000, 0.00000000, 71.60000000, 2.00000000, 0.00000000, 0.00000000, 4.09, 0.42, 5.37, 2.79, 49.24, 1.16, 3.22, 0.13, 1641.15, 1.11, 5.27, 0.06, 4.53, 0.05, 3.43, 0.19, 7.35000000, 13.00000000, 11.80000000, 54.50000000, 344.00000000, 4.81582795, 13.51966379
NGC2480, 7.95289600, 23.77975880, 0.28000000, 8.00000000, SBd, 1.31825674, 2.57039578, 164.02, 90.00000000, 2316, 39.62, 39.62, B, , M, 14.97800000, 13.828, 13.504, 16.771, 2396.70000000, 32.73400000, 35.22086356, 11.24700000, 15.87200000, 11.16400000, 15.31700000, 7.83200000, 12.84400000, 5.30500000, 9.16000000, -7.66000000, 16.01000000, 14.95, 1.55, 15.97, 2.9, 14.65, 7.6, 860.00000000, 140, 5.16000018, 4.04000022, 44.40000153, 9.95456028, 0.00837781, 0.537805, 0.530669, 0.334425, 0.246067, 0.178468, 9.61935, 0.129606, -0.354485, 0.0784412, 8.41516, 0.0443234, 0.951032, 0.10423, 0.355749, 1.3777, 15.25735987, 14.64827040, 14.29623561, 14.14090376, 14.75266889, 14.52280526, 14.26706965, 15.28993115, 15.28993115, 0.95182029, -21.71394683, 19.64453910, 0.31256185, 44.34053112, 0.06536462, 8.41842, 0.00766965, 0.00761393, 8.48118761, 0.43477057, 3.43011410, 3.63708249, 40.65841266, 9.63865707, 33.07046783, 1.81994e+08, 3.30484e+07, 1.14041e+42, 4.97791e+41, 8.18709e+41, 1.11546e+42, 0.23424728, 2287.00000000, 0.00000000, 0.7, 3.9, 5.3, 343.10000000, 0.00000000, 55.40000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 4.66000000, 7.00000000, 12.80000000, 56.80000000, 388.00000000, 1.10072253, 3.17516115
NGC2486, 7.96568600, 25.16077590, 0.23100000, 1.20000000, Sa, 1.48593564, 1.75388050, 90.28, 60.27000000, 4649.3, 191.67, 220.73, , , , 14.32100000, 12.769, NaN, 16.35, 4700.30000000, 34.17000000, 68.23386941, 10.11400000, 15.31800000, 10.12100000, 14.81800000, 8.08700000, 12.91300000, 6.71900000, 9.84300000, -7.76000000, 23.87000000, NaN, NaN, NaN, NaN, NaN, NaN, 860.00000000, NaN, 4.60000020, 3.89000019, 47.00000000, 9.55875015, 0.0167835, 0.43589, 0.430106, 0.271051, 0.199437, 0.144648, 10.7927, 0.0922277, -0.0479639, 0.259379, 8.47148, 0.072061, 1.40744, 0.054638, 0.177371, 0.954049, 12.74864423, 11.90619380, 11.14497774, 11.19680735, 12.26766648, 11.55627070, 11.15533953, 10.46126828, 10.46126828, 0.75370053, -24.57418549, 32.19772188, 9.47770561, 11.29744627, 1.06161716, NaN, 0.01556021, 0.01562737, 9.09769938, 0.65878648, 3.42099504, 3.42099504, 41.10634160, 11.70002607, 67.51002746, NaN, 1.12479e+09, 1.34933e+43, 5.4213e+42, 2.69765e+42, 1.2639e+42, 0.26541805, 4569.00000000, 1.00000000, NaN, NaN, NaN, 92.90000000, 2.00000000, 55.60000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 3.33, 0.07, NaN, NaN, 1.30000000, 7.00000000, 17.20000000, 88.60000000, 451.00000000, 0.00000000, 0.00000000
NGC2487, 7.97235520, 25.14920230, 0.21900000, 3.10000000, Sb, 1.72981636, 1.24451461, NaN, 37.91000000, 4841.4, 119.44, 194.38, B, R, , 13.38100000, 12.152, 13.46, 15.46, 4893.70000000, 34.26300000, 71.21967705, 9.62200000, 15.07300000, 9.59700000, 14.56200000, 6.79900000, 12.35500000, 5.38800000, 9.20200000, 33.86000000, 16.74000000, 36.31, 2.47, 57.63, 6.35, 28.39, 15.7, 860.00000000, 320, 4.92000030, 3.91000025, 41.40000153, 9.54883003, 0.0172676, 0.407898, 0.402486, 0.253645, 0.18663, 0.135359, 11.065, 0.0988165, 0.247578, 0.131233, 8.54433, 0.0667549, 0.808576, 0.0212387, 0.0963412, 0.922448, 15.67125335, 14.17099920, 13.49445128, 13.18648099, 14.47478109, 13.80186718, 13.43083204, 18.45984930, 18.45984930, 0.84435016, 11.55672895, 28.06362729, 1.57498989, 46.58562130, 0.11459687, 8.54814, 0.01624402, 0.01616700, 9.19163653, 0.31720693, 3.34830143, 3.49219137, 41.23365268, 11.05992142, 70.51441421, 2.96071e+09, 3.26228e+08, 2.31599e+43, 9.58346e+42, 9.6384e+42, 4.69819e+42, 0.98661949, 4795.00000000, 0.00000000, 113.1, 37, 23.2, 117.50000000, 0.00000000, 31.40000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 3.91, 0.42, 981.47, 1.19, NaN, NaN, 4.45, 0.05, -2.37, 0.95, 4.62000000, 7.00000000, 12.70000000, 60.80000000, 481.00000000, 2.01858190, 5.04645475
NGC2623, 8.63999930, 25.75409810, 0.17800000, 2.70000000, Sb, 0.74989421, 3.43557948, 28.36, 82.99000000, 5542.9, 35.02, 35.28, , , M, 14.23400000, NaN, 9.847, 16.795, 5614.00000000, 34.55300000, 81.39542591, 10.15200000, 15.32400000, 9.54300000, 14.53100000, 5.53900000, 11.72500000, 2.18000000, 7.60400000, 106.46000000, 8.56000000, 125.15, 1.62, 125.81, 3.06, 117.68, 5.38, 860.00000000, 600, 5.18000023, 3.84000004, 38.90000153, 7.87852001, 0.018669, 0.340135, 0.335622, 0.211507, 0.155625, 0.112872, 10.6569, 0.105073, 0.741403, 0.127472, NaN, NaN, 3.59849, 0.582394, 0.271639, 1.14037, 15.17204960, 14.03422311, 13.58281964, 13.29443310, 14.21874505, 13.80065711, 13.53029570, 13.64585567, 13.64585567, 0.57267673, -13.49784826, 12.34799601, 0.62836482, 31.99253511, 0.36042303, NaN, 0.01844607, 0.01827764, 8.82352792, 0.34232620, 2.82387506, 4.13433692, 41.97863959, 10.75504047, 80.21065276, 8.34508e+09, 2.02972e+08, 1.83927e+43, 1.30326e+43, 3.98027e+43, 1.16691e+44, 24.50518503, 5454.00000000, 0.00000000, 138.2, 10.2, 7.8, 255.00000000, 0.00000000, 45.60000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.75, 0.22, 1602.36, 1.47, NaN, NaN, 2.22, 0.13, 1.41, 0.11, 6.23000000, 14.00000000, 6.60000000, 30.60000000, 1148.00000000, 5.90100857, 8.60748618
