Name, ledaRA, ledaDE, ledaA_Bgal, ledaType, ledaMorph, ledaD25, ledaAxRatio, ledaPA, ledaIncl, ledaVrad, ledaVmaxg, ledaVrot, ledaBar, ledaRing, ledaMultiple, ledaBt, ledaIt, ledaMfir, ledaM21, ledaVvir, ledaModz, ledaDistMpc, W1, eW1, W2, eW2, W3, eW3, W4, eW4, coNomask, coeNomask, coDilated, coeDilated, coSmooth, coeSmooth, coMask2d, coeMask2d, coNomaskDv, coSmoothDv, coBmaj, coBmin, coBpa, coDvhel, nsaZdist, nsaAu, nsaAg, nsaAr, nsaAi, nsaAz, caMass, caeMass, caSFR, caeSFR, caOH, caeOH, caAvgas, caeAvgas, caAvstars, caeAvstars, Su, Sg, Sr, Si, caB, caV, caR, caRe, caeRe, caEllipticity, caPA, caR50, caeR50, caR90, caeR90, caOH_O3N2, caZgas, caZstars, caAge, caeAge, caFHa, caFHacorr, caLHacorr, caMstars, caDistMpc, coMmol, coeMmol, W1lum, W2lum, W3lum, W4lum, W4SFR, coVsys, coVsysFlag, coVrotmax, coeVrotmax, coRflat, coPA, coPAFlag, coInc, coIncFlag, coKinXoff, coKinYoff, coScaleMol, coeScaleMol, coScaleMolHi, coScaleMolLo, coNormMol, coeNormMol, coScaleSt, coeScaleSt, coNormSt, coeNormSt, coR50Mol, coeR50Mol, coR50St, coeR50St, coScaleSFR, coeScaleSFR, coObstime, coNptng, coRMS10mJybm, coRMS10mK, coTpeakmK, coNbeamsDet5, coNbeamsDet3
NGC2639, 8.72722810, 50.20541290, 0.10200000, 0.80000000, Sa, 1.61064564, 1.33352143, 140, 44.65000000, 3226, 269.76, 383.84, , R, , 12.59700000, NaN, 12.034, NaN, 3409.40000000, 33.49000000, 49.88844875, 8.34300000, 14.43700000, 8.33900000, 13.93800000, 5.99000000, 11.96300000, 4.34300000, 8.68200000, 37.50000000, 15.42000000, 106.15, 3.8, 104.2, 6.14, 65.25, 12.4, 860.00000000, 720, 5.36999996, 4.03000019, 15.10000038, 0.86295301, 0.0113739, 0.195994, 0.193393, 0.121875, 0.0896748, 0.0650396, 11.1652, 0.0865269, 0.416232, 0.104462, 8.57528, 0.0398105, 2.05324, 0.325641, 0.0914589, 0.456473, 14.45446011, 12.81603108, 12.15094754, 11.83282433, 13.12821398, 12.44955983, 12.08440350, 14.42902816, 14.42902816, 0.79444299, -41.82949489, 16.38129710, 4.23619796, 40.10593427, 1.00773601, 8.56645, 0.01058386, 0.01051233, 9.45266884, 0.35754167, 3.42448853, 4.30575409, 41.63761765, 11.01661248, 45.74097209, 2.26514e+09, 1.33474e+08, 3.16513e+43, 1.28463e+43, 8.54397e+42, 5.17589e+42, 1.08693773, 3168.00000000, 0.00000000, 351.7, 14.9, 13.8, 314.30000000, 0.00000000, 49.50000000, 2.00000000, 0.90000000, 0.90000000, 1.96, 1.22, 2.75, 1.31, 161.85, 2.51, 1.71, 0.07, 5648.81, 1.12, 3.05, 0.16, 2.71, 0.09, 1.62, 9.97, 4.01000000, 7.00000000, 12.30000000, 52.30000000, 647.00000000, 6.23946992, 18.79997145
NGC2730, 9.03772380, 16.83826330, 0.11800000, 8.00000000, Sd, 1.44543977, 1.51356125, 69.37, 55.72000000, 3830.7, 83.35, 100.88, B, , , 13.94100000, 13.222, 13.209, 15.216, 3864.70000000, 33.75500000, 56.36376558, 10.56300000, 15.54600000, 10.44700000, 14.98900000, 6.90100000, 12.42100000, 5.05500000, 9.03900000, 13.57000000, 14.24000000, 13.17, 1.62, 32.16, 5.04, 24.87, 13.65, 860.00000000, 240, 5.55000049, 4.05999986, 38.29999924, 8.94093990, 0.0132494, 0.225923, 0.222925, 0.140487, 0.103369, 0.0749716, 10.135, 0.0871216, 0.232938, 0.0626452, 8.44969, 0.0448242, 0.540922, 0.0181538, 0.952782, 0.174365, 15.55201604, 14.64332178, 14.19591960, 13.92405970, 14.81513029, 14.42811147, 14.14248040, 25.10351542, 25.10351542, 0.86210581, -38.23061025, 27.50235474, 0.56061756, 44.90180366, 0.65078881, 8.45699, 0.01265520, 0.01254138, 8.58347029, 0.41906647, 3.66543747, 3.76245910, 41.25320905, 10.30615005, 54.78173107, 1.00073e+09, 1.5683e+08, 5.87561e+42, 2.64386e+42, 5.29566e+42, 3.85342e+42, 0.80921773, 3727.00000000, 0.00000000, 7.3, 26.6, 20, 260.80000000, 2.00000000, 27.70000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 3.38, 5.04, 166.34, 3.04, NaN, NaN, 3.09, 0.11, 11.61, 4.11, 4.31000000, 7.00000000, 11.80000000, 48.40000000, 271.00000000, 0.00000000, 2.66333310
NGC2880, 9.49293910, 62.49064150, 0.14300000, -2.70000000, E-S0, 2.33345806, 1.66341265, 142.5, 68.71000000, NaN, NaN, NaN, B, , , 12.52400000, 11.148, NaN, NaN, 119331.00000000, 31.71000000, 21.97859873, 8.64600000, 14.58600000, 8.68500000, 14.11000000, 8.28200000, 13.00700000, 8.43000000, 10.64400000, 2.77000000, 15.80000000, NaN, NaN, NaN, NaN, NaN, NaN, 720.00000000, NaN, 4.60000020, 4.43000011, 13.69999981, -3.83199000, 0.00624611, 0.276005, 0.272343, 0.171629, 0.126283, 0.0915911, 10.5561, 0.0838236, -2.27501, 0.655485, NaN, NaN, 0, 0, -0.00900344, 0.177082, 14.55453810, 12.74881280, 12.06765875, 11.74499223, 13.08436023, 12.36503186, 12.00133170, 12.63773919, 12.63773919, 0.59668745, 22.07971862, 14.49236907, 2.66248784, 41.24751197, 0.27893673, NaN, 0.00527773, 0.00517207, 9.75023364, 0.17112850, 2.23221499, 2.23221499, 38.96057867, 10.45753965, 22.71389861, NaN, 8.5142e+07, 5.90425e+42, 2.3033e+42, 2.55172e+41, 2.95909e+40, 0.00621409, 1530.00000000, 1.00000000, NaN, NaN, NaN, 322.90000000, 2.00000000, 49.90000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1.34, 0.19, NaN, NaN, 5.60000000, 7.00000000, 14.10000000, 63.50000000, 261.00000000, 0.00000000, 0.00000000
NGC2906, 9.53507000, 8.44159000, 0.20500000, 5.90000000, Sc, 1.35518941, 1.68267406, 66.79, 54.90000000, 2141.7, 156.6, 191.4, , , , 13.20300000, 11.785, 12.376, 15.68, 2302.80000000, 32.62300000, 33.46570666, 8.94500000, 14.73800000, 8.83400000, 14.18500000, 5.95700000, 11.94700000, 4.43400000, 8.72600000, 28.93000000, 16.06000000, 95.28, 3.91, 87.66, 6.32, 50.89, 14.59, 860.00000000, 440, 6.36999998, 4.13000006, 30.89999962, 9.09496975, 0.00778406, 0.391673, 0.386476, 0.243555, 0.179206, 0.129975, 10.5882, 0.0878112, -0.0954447, 0.0606621, 8.60414, 0.040376, 0.813703, 0.026319, 0.121002, 0.761348, 14.86973007, 13.37563824, 12.73421630, 12.39997003, 13.65711164, 13.03592552, 12.66236532, 18.13408269, 18.13408269, 0.68891877, 4.24503899, 21.88962928, 1.97045483, 40.97289584, 1.43829325, 8.58245, 0.00874281, 0.00713974, 9.45898110, 0.24683103, 3.71310819, 3.97408458, 40.99520315, 10.45554637, 37.72968303, 1.2989e+09, 9.36466e+07, 1.23694e+43, 5.5403e+42, 5.9926e+42, 3.23848e+42, 0.68008031, 2133.00000000, 0.00000000, 185.2, 11.5, 15.6, 262.00000000, 0.00000000, 55.70000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.75, 1.48, 1485.08, 5.7, NaN, NaN, 2.09, 0.13, 0.87, 0.34, 3.98000000, 7.00000000, 14.30000000, 50.10000000, 437.00000000, 2.71725967, 13.35147342
NGC2916, 9.58266390, 21.70523820, 0.11500000, 3.10000000, Sb, 2.40436280, 1.51008015, 14.48, 50.72000000, 3693.7, 173.84, 224.59, , , , 12.74700000, 12.306, 12.551, 14.32, 3783.90000000, 33.70900000, 55.18232568, 9.04800000, 14.78900000, 9.01700000, 14.27500000, 6.04200000, 11.98900000, 4.46000000, 8.74100000, 7.36000000, 15.53000000, 6.03, 1.14, 38.44, 5.34, 7.85, 14.17, 860.00000000, 460, 4.76000025, 3.69000044, 39.50000000, 6.07448006, 0.0131862, 0.219455, 0.216543, 0.136465, 0.100409, 0.0728253, 10.9637, 0.0828486, 0.348118, 0.0745739, 8.55027, 0.055414, 0.644416, 0.0371383, 0.107764, 0.687907, 14.84477350, 13.37324507, 12.85318963, 12.56949121, 13.63172151, 13.08126628, 12.80066719, 22.03160790, 22.03160790, 0.83371297, 5.61182262, 25.81853711, 0.51561563, 45.46307621, 0.79016958, 8.54044, 0.01230016, 0.01224612, 8.84803288, 0.37383167, 3.73577121, 3.73931503, 41.22993246, 10.70804953, 53.23001566, 1.12973e+09, 1.5694e+08, 2.23921e+43, 9.31708e+42, 1.10297e+43, 6.29344e+42, 1.32162143, 3620.00000000, 0.00000000, 365.7, 21.9, 38.9, 199.90000000, 2.00000000, 49.90000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 5.11, 0.1, NaN, NaN, 4.35000000, 7.00000000, 11.20000000, 58.70000000, 355.00000000, 0.25123042, 3.81870238
NGC2918, 9.59556900, 31.70547260, 0.08300000, -4.80000000, E, 1.55596563, 1.46892628, 66.26, 80.12000000, NaN, NaN, NaN, , , , 13.67100000, NaN, NaN, NaN, 6880.90000000, 35.00300000, 100.13825058, 9.44000000, 14.98400000, 9.45300000, 14.49100000, 8.71100000, 13.17100000, 7.66400000, 10.30000000, -0.52000000, 14.88000000, NaN, NaN, NaN, NaN, NaN, NaN, 820.00000000, NaN, 5.21000032, 4.30000057, 50.79999924, 3.66178989, 0.0224493, 0.156465, 0.154389, 0.0972952, 0.0715889, 0.0519222, 11.3208, 0.0962452, -0.788097, 0.58842, NaN, NaN, 0.482063, 0.301948, 0.0724788, 0.550723, 15.15089441, 13.49592348, 12.89631332, 12.62064994, 13.80153521, 13.15292591, 12.84465025, 13.00515156, 13.00515156, 0.63017947, -27.30933576, 13.47054110, 2.39810299, 36.48271547, 0.66431199, NaN, 0.02215958, 0.02240657, 9.39415943, 0.21183223, 2.29076182, 2.29194140, 40.31159945, 11.31664543, 96.63603374, NaN, 1.42742e+09, 5.14351e+43, 2.05516e+43, 3.11119e+42, 1.08456e+42, 0.22775718, 6569.00000000, 1.00000000, NaN, NaN, NaN, 75.10000000, 2.00000000, 46.10000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 4.15, 0.04, NaN, NaN, 3.33000000, 7.00000000, 12.40000000, 51.20000000, 257.00000000, 0.00000000, 0.00000000
NGC3303, 10.61669140, 18.13569090, 0.11900000, 0.50000000, Sa, 1.09647820, 1.49623566, 157, 52.53000000, 6281, 153.41, 193.31, , , M, 14.43700000, NaN, NaN, 16.29, 6340.30000000, 34.82500000, 92.25714272, 9.83700000, 15.17800000, 9.87000000, 14.69300000, 8.15200000, 12.93500000, 7.28300000, 10.10500000, 7.34000000, 13.80000000, 33.34, 2.06, 44.8, 4.2, 36.8, 9.09, 860.00000000, 480, 5.32999984, 3.94000034, 47.70000076, 3.01343989, 0.0203678, 0.229009, 0.22597, 0.142405, 0.10478, 0.0759955, 11.1693, 0.0997335, 0.414771, 0.136293, 8.52698, 0.0523387, 1.42652, 0.140454, 0.103764, 0.822867, 15.55894523, 14.08017805, 13.35071093, 13.01995636, 14.41407695, 13.69237422, 13.27756296, 13.54999641, 13.54999641, 0.85770179, 41.71306966, 14.59308619, 1.57722546, 38.16653311, 0.14811082, 8.52437, 0.02062046, 0.02058929, 9.55685621, 0.20650277, 3.10817867, 3.41986137, 41.35631188, 11.24072339, 89.81707956, 3.7181e+09, 3.48572e+08, 3.08247e+43, 1.20916e+43, 4.49745e+42, 1.33074e+42, 0.27945491, 6040.00000000, 1.00000000, NaN, NaN, NaN, 159.60000000, 2.00000000, 60.50000000, 2.00000000, 0.00000000, 0.00000000, 2.46, 0.68, 3.25, 1.72, 85.59, 1.7, 3.13, 0.14, 1649.68, 1.15, 2.89, 0.09, 4.17, 0.05, NaN, NaN, 3.33000000, 7.00000000, 11.00000000, 48.20000000, 251.00000000, 2.68962747, 6.21976352
NGC3381, 10.80689370, 34.71139840, 0.08900000, 3.20000000, SBb, 2.01836636, 1.10662378, NaN, 26.35000000, 1629.3, 43.29, 97.55, B, , , 12.91500000, 12.372, 12.551, 14.823, 1782.40000000, 32.06700000, 25.90597845, 9.92400000, 15.22600000, 9.87200000, 14.70000000, 6.28400000, 12.10700000, 4.44500000, 8.73400000, 14.58000000, 18.06000000, 13.14, 1.66, 22.47, 4.55, 14.51, 12.15, 800.00000000, 160, 4.99000009, 3.83000001, 53.29999924, -1.04716003, 0.00633144, 0.169767, 0.167515, 0.105567, 0.0776752, 0.0563365, 9.88051, 0.0908265, -0.407184, 0.0558221, 8.52431, 0.0373736, 0.370589, 0.0298495, 0.0574758, 0.592926, 14.65734485, 13.92628087, 13.56459387, 13.38017779, 14.05395672, 13.76642792, 13.53168976, 21.42359665, 21.42359665, 0.96252170, -10.69632679, 26.15092945, 1.04366961, 46.61687424, 0.19597106, 8.50753, 0.00543718, 0.00544402, 8.83012581, 0.25761523, 3.83116563, 3.85056797, 40.57904751, 9.72974224, 23.40307802, 1.28524e+08, 2.60251e+07, 1.93165e+42, 8.19431e+41, 1.70606e+42, 1.23345e+42, 0.25902390, 1625.00000000, 1.00000000, NaN, NaN, NaN, 333.10000000, 0.00000000, 30.80000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 4.00000000, 7.00000000, 14.60000000, 70.10000000, 465.00000000, 0.27706874, 2.90922180
NGC3687, 11.46682650, 29.51096710, 0.09600000, 3.80000000, Sbc, 1.40281370, 2.85101827, 176.97, 74.42000000, 2503.7, 75.08, 77.95, B, R, , 13.61400000, 12.104, NaN, 15.079, 2616.80000000, 32.90700000, 38.14169597, 9.55200000, 15.04000000, 9.57500000, 14.55300000, 6.78800000, 12.34800000, 5.38400000, 9.19700000, 19.33000000, 19.26000000, NaN, NaN, NaN, NaN, NaN, NaN, 860.00000000, NaN, 5.04000024, 4.19000024, 31.60000038, -2.53615999, 0.00852306, 0.184494, 0.182046, 0.114725, 0.0844133, 0.0612236, 10.5148, 0.107951, -0.333828, 0.0720356, 8.53982, 0.0476294, 0.322597, 0.00929198, 0.050181, 0.498256, 15.09712717, 13.69541704, 13.12137959, 12.83222080, 13.95994492, 13.38318655, 13.06417899, 16.32352647, 16.32352647, 0.67565126, -3.04155807, 22.29595242, 1.98430013, 42.91970841, 0.44191621, 8.52055, 0.00835396, 0.00832439, 9.13102230, 0.28402097, 3.51838562, 3.58357834, 40.72102353, 10.41418730, 36.04059154, NaN, 2.60505e+08, 6.45305e+42, 2.55476e+42, 2.54351e+42, 1.23185e+42, 0.25868885, 2497.00000000, 1.00000000, NaN, NaN, NaN, 326.00000000, 0.00000000, 19.60000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 2.13, 0.14, NaN, NaN, 4.18000000, 7.00000000, 15.50000000, 67.60000000, 327.00000000, 0.00000000, 0.00000000
NGC3811, 11.68795680, 47.69084050, 0.08200000, 5.80000000, SBc, 2.02768272, 1.33967669, 175.1, 42.52000000, 3085.9, 127.68, 188.91, B, R, , 12.93800000, 11.929, 12.04, 14.555, 3369.20000000, 33.46400000, 49.29467413, 9.45900000, 14.99400000, 9.35100000, 14.44300000, 5.81000000, 11.88200000, 3.98100000, 8.50400000, 58.80000000, 15.10000000, 98.79, 3.62, 93.71, 6.47, 50.17, 15.96, 860.00000000, 380, 5.11000045, 3.93000031, 57.09999847, -6.20075989, 0.0105404, 0.158419, 0.156317, 0.0985101, 0.0724828, 0.0525706, 10.6406, 0.109333, 0.351876, 0.0723371, 8.55916, 0.037884, 0.941658, 0.0498489, 0.130293, 0.721851, 15.07278976, 13.74376744, 13.12330620, 12.80578990, 14.00218204, 13.42298001, 13.05545028, 16.18833299, 16.18833299, 0.65598736, 34.09576681, 23.57344692, 0.82075964, 43.21798602, 1.30183070, 8.52504, 0.01024202, 0.01032007, 8.91342012, 0.31626266, 3.80920042, 4.07108159, 41.40283181, 10.65513084, 44.25172300, 1.90726e+09, 1.31683e+08, 1.05984e+43, 4.73399e+42, 9.43864e+42, 6.76137e+42, 1.41988854, 3073.00000000, 0.00000000, 186.8, 12.4, 18.8, 351.50000000, 2.00000000, 39.90000000, 2.00000000, -2.60000000, 0.10000000, 14.79, 546.35, 6.8, -0.99, 13.66, 8168.88, 2.1, 0.13, 955.02, 1.15, 3.1, 0.04, 2.49, 0.08, 2.96, 1.8, 4.65000000, 7.00000000, 11.60000000, 53.30000000, 849.00000000, 4.43857399, 11.46997833
NGC3815, 11.69424350, 24.80042140, 0.12900000, 2.00000000, Sab, 1.43879858, 1.87931682, 69.88, 62.24000000, 3713.2, 156.58, 176.93, , , , 14.05200000, 12.691, NaN, 15.031, 3832.70000000, 33.73200000, 55.76991724, 10.04000000, 15.28300000, 10.00500000, 14.76500000, 6.75900000, 12.33800000, 5.09300000, 9.05700000, 16.96000000, 15.03000000, 46.39, 2.35, 48.57, 4.59, 21.21, 10.22, 860.00000000, 420, 4.70000007, 4.09999997, 50.40000153, -2.63479996, 0.0133315, 0.250854, 0.247525, 0.155989, 0.114775, 0.0832446, 10.5287, 0.0933588, 0.0486261, 0.0720703, 8.54739, 0.0320988, 0.751805, 0.0305007, 0.417582, 1.08827, 15.10944104, 13.94019892, 13.37074929, 13.08574794, 14.16343113, 13.64849417, 13.31345248, 15.89689774, 15.89689774, 0.89834252, -19.43751130, 17.51104172, 0.22059492, 46.88440204, 0.05733172, 8.48662, 0.01238356, 0.01234895, 8.84624542, 0.60489812, 3.47274374, 3.64895078, 41.13960194, 10.61108557, 53.59444526, 1.44694e+09, 1.3674e+08, 9.10376e+42, 3.80195e+42, 5.77682e+42, 3.56135e+42, 0.74788263, 3686.00000000, 0.00000000, 184.1, 9.5, 12, 67.80000000, 2.00000000, 59.90000000, 2.00000000, 3.00000000, 0.10000000, 1.68, 6.98, 2.47, 1.14, 131.01, 5382.37, 1.36, 0.05, 2197.35, 1.13, 2.61, 0.17, 2.33, 0.13, 1.39, 0.14, 4.07000000, 7.00000000, 11.40000000, 54.40000000, 433.00000000, 2.83952426, 10.48792026
NGC3994, 11.96022890, 32.27733400, 0.09500000, 4.90000000, Sc, 0.84918048, 1.85780446, 10.21, 59.48000000, 3206, 82.98, 96.33, , R, M, 13.34800000, 12.309, NaN, NaN, 3117.60000000, 33.27500000, 45.18559444, 9.38200000, 14.95700000, 9.22100000, 14.37700000, 5.41000000, 11.68200000, 3.45900000, 8.24300000, 33.63000000, 15.28000000, 74.52, 2.83, 86.88, 5.25, 67.63, 10.25, 860.00000000, 540, 5.45000019, 4.02000016, 44.00000000, -4.89934015, 0.0101056, 0.180722, 0.178324, 0.112379, 0.0826873, 0.0599717, 10.5916, 0.113145, 0.565596, 0.0528791, 8.49859, 0.0258415, 0.995446, 0.063559, 0.186235, 0.905738, 14.19986440, 13.24709078, 12.68942468, 12.40819428, 13.44388533, 13.00262388, 12.62536324, 12.12822494, 12.12822494, 0.84161206, 13.29886665, 11.14797621, 1.48541628, 31.21433339, 0.10767870, 8.49631, 0.01035560, 0.01042881, 8.99463449, 0.32870507, 4.02342627, 4.31917806, 41.65097278, 10.69932833, 44.74647228, 1.80781e+09, 1.09243e+08, 1.16332e+43, 5.45612e+42, 1.39498e+43, 1.11813e+43, 2.34807243, 3097.00000000, 0.00000000, 217.4, 11.4, 8.1, 188.10000000, 2.00000000, 59.50000000, 2.00000000, 2.40000000, 1.60000000, 1.31, 1.03, 1.8, 0.89, 207.14, 8.64, 1.31, 0.08, 2138.93, 1.22, 1.8, 0.16, 1.7, 0.12, 0.73, 1.6, 4.32000000, 7.00000000, 12.50000000, 52.40000000, 698.00000000, 6.48543187, 11.19844757
NGC4047, 12.04740480, 48.63622460, 0.10000000, 3.20000000, Sb, 1.53461698, 1.31522483, 97.77, 42.06000000, 3419.1, 139.32, 207.95, , , , 12.89500000, 11.762, 11.485, 15.584, 3652.80000000, 33.63800000, 53.40722341, 9.00500000, 14.76900000, 8.89800000, 14.21800000, 5.27700000, 11.61800000, 3.55100000, 8.28900000, 151.04000000, 16.45000000, 204.58, 4.17, 184.6, 6.56, 163.32, 14.78, 860.00000000, 380, 5.19999987, 3.80999995, 59.00000000, -7.40746021, 0.0113082, 0.192013, 0.189465, 0.1194, 0.0878535, 0.0637187, 10.8702, 0.0994639, 0.560749, 0.0561497, 8.56955, 0.0403007, 1.06986, 0.0316383, 0.200921, 0.925046, 14.24802509, 13.18095292, 12.65307329, 12.37350416, 13.38366503, 12.91631697, 12.59659775, 18.53776511, 18.53776511, 0.53966844, -0.52303482, 19.50895837, 0.92538494, 40.69011316, 0.51981557, 8.5252, 0.01134489, 0.01127876, 9.06806771, 0.26425274, 3.87891593, 4.21640820, 41.63120626, 10.84980628, 49.05927324, 4.61279e+09, 1.63922e+08, 1.9789e+43, 8.83098e+42, 1.89536e+43, 1.23486e+43, 2.59320055, 3419.00000000, 0.00000000, 211.7, 8.1, 11, 104.00000000, 0.00000000, 42.10000000, 2.00000000, 0.50000000, 0.00000000, 1.57, 2.42, 1.77, 1.39, 403.78, 31.5, 2.11, 0.04, 1994.66, 1.06, 2.27, 0.16, 3.1, 0.08, 1.05, 0.13, 4.00000000, 7.00000000, 12.70000000, 58.90000000, 1089.00000000, 19.86745179, 31.13755337
NGC4149, 12.17579850, 58.30405850, 0.08500000, 7.00000000, SABc, 1.37088177, 5.03500609, 85.66, 83.01000000, 3076, 207.66, 209.22, B, , , 13.93300000, 12.62, 12.422, NaN, 3328.50000000, 33.43800000, 48.70796665, 10.59100000, 15.55700000, 10.47800000, 15.00300000, 7.36900000, 12.62900000, 5.76700000, 9.38900000, 66.63000000, 14.77000000, 85.15, 2.52, 78.72, 4.43, 81.54, 8.36, 860.00000000, 540, 5.18000023, 3.73000014, 65.50000000, -8.72558975, 0.010376, 0.165644, 0.163446, 0.103003, 0.0757887, 0.0549683, 10.4502, 0.106836, -0.355071, 0.120472, 8.52536, 0.0362148, 1.56179, 0.119445, 0.232414, 0.961997, 15.44003086, 14.02634941, 13.37186115, 13.02191981, 14.31478215, 13.67493119, 13.29652568, 14.89871413, 14.89871413, 0.98888871, -4.00473353, 16.94616941, 0.65764012, 38.97618965, 0.34697787, 8.52259, 0.01020045, 0.01018424, 9.18890831, 0.48632286, 2.95087575, 3.16803704, 40.49973934, 10.57754136, 44.07066400, 1.58915e+09, 8.94303e+07, 3.70579e+42, 1.6629e+42, 2.22714e+42, 1.29442e+42, 0.27182730, 3050.00000000, 0.00000000, 237.2, 10.7, 12.5, 85.00000000, 0.00000000, 66.20000000, 2.00000000, -0.50000000, -0.90000000, NaN, NaN, NaN, NaN, NaN, NaN, 1.55, 1.01, 1430.3, 4.37, NaN, NaN, 2.1, 0.12, 1.05, 0.27, 3.97000000, 7.00000000, 11.30000000, 54.00000000, 723.00000000, 7.26263319, 9.40944929
NGC4185, 12.22283910, 28.51096890, 0.09200000, 3.70000000, SBbc, 1.85353162, 1.46554784, 165.35, 48.84000000, 3901.6, 167.52, 222.51, B, R, , 13.45400000, 12.09, NaN, 14.71, 4049.00000000, 33.84500000, 58.74893525, 9.42100000, 14.97200000, 9.41000000, 14.46900000, 6.62300000, 12.25600000, 5.03300000, 9.02200000, 13.72000000, 17.25000000, 13.68, 1.7, 37.37, 6.4, 13.75, 17.2, 860.00000000, 420, 4.69000004, 3.79000031, 67.69999695, -5.36507988, 0.0144683, 0.176488, 0.174146, 0.109746, 0.0807502, 0.0585668, 10.8586, 0.111281, 0.0468625, 0.0911881, 8.55707, 0.0574498, 0.871104, 0.0157766, 0.0311704, 0.558871, 15.55768117, 14.16404068, 13.55575455, 13.25549558, 14.43897272, 13.82696078, 13.49653886, 27.21954465, 27.21954465, 0.66069757, -15.43999063, 28.06362729, 0.79255394, 48.83071148, 0.37688234, 8.54873, 0.01291308, 0.01284359, 9.41685206, 0.21701628, 3.36719233, 3.57540034, 41.06627552, 10.78803055, 55.90934495, 1.2109e+09, 2.0738e+08, 1.75207e+43, 7.15707e+42, 7.12554e+42, 4.09584e+42, 0.86012722, 3874.00000000, 0.00000000, 0.4, 20.6, 9.4, 344.40000000, 2.00000000, 48.20000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 4.76, 0.06, NaN, NaN, 4.64000000, 7.00000000, 12.80000000, 66.30000000, 408.00000000, 0.00000000, 2.18462147
NGC4210, 12.25440120, 65.98537660, 0.08000000, 3.00000000, Sb, 1.93642196, 1.39636836, 99.91, 46.20000000, 2731.5, 118.64, 164.38, B, R, , 13.51200000, 12.258, 13.11, 16.01, 2981.40000000, 33.18800000, 43.41102097, 9.59800000, 15.06300000, 9.57900000, 14.55600000, 6.56600000, 12.25700000, 5.05100000, 9.03700000, 4.74000000, 13.01000000, 20.09, 1.6, 46.46, 5.59, 16.08, 14.23, 800.00000000, 340, 3.33000000, 2.94000010, 77.30000305, -9.43653965, 0.00944596, 0.152483, 0.15046, 0.0948192, 0.0697671, 0.0506009, 10.5089, 0.0966567, -0.205543, 0.0731958, 8.5741, 0.0408219, 0.574053, 0.0140501, 0.0834739, 0.731611, 15.28319799, 13.97564015, 13.41577689, 13.11980367, 14.22658273, 13.67335664, 13.35723858, 22.29079333, 22.29079333, 0.91322622, -33.05622346, 26.37980965, 0.07234340, 44.90180366, 1.60674968, 8.54384, 0.00898727, 0.00894490, 9.11564039, 0.28704604, 3.56864465, 3.69704187, 40.83475439, 10.41547647, 38.79213804, 7.27562e+08, 8.75393e+07, 7.16587e+42, 2.94886e+42, 3.61523e+42, 1.93938e+42, 0.40726897, 2714.00000000, 0.00000000, 180.1, 17.3, 16, 277.70000000, 2.00000000, 40.90000000, 2.00000000, 0.00000000, 0.00000000, NaN, NaN, NaN, NaN, NaN, NaN, 2.5, 0.11, 554.38, 1.08, NaN, NaN, 3.18, 0.1, 11.13, 84.25, 18.77000000, 11.00000000, 7.30000000, 68.90000000, 465.00000000, 0.00000000, 3.24523786
