# %ECSV 0.9
# ---
# datatype:
# - {name: GAL_NAME, datatype: string}
# - {name: RADIUS, unit: arcsec, datatype: float64}
# - {name: NPIX, datatype: int64, description: '# of pixels in ring'}
# - {name: SURFDENS, unit: Jy km / (arcsec2 s), datatype: float64, description: 'average intensity in ring, not corrected for inclination'}
# - {name: ERR_SD, unit: Jy km / (arcsec2 s), datatype: float64, description: standard deviation of intensity in ring}
# delimiter: ','
# schema: astropy-2.0
GAL_NAME,RADIUS,NPIX,SURFDENS,ERR_SD
UGC04280,7.5,32,0.08829,0.05249
UGC04280,10.5,38,0.04923,0.02977
UGC04280,13.5,24,0.03605,0.01645
UGC04280,16.5,18,0.02026,0.01009
UGC04280,19.5,11,0.01379,0.008288
UGC04280,22.5,10,0.01232,0.009019
UGC04461,1.5,9,0.3751,0.0642
UGC04461,4.5,28,0.2337,0.09176
UGC04461,7.5,48,0.1298,0.06936
UGC04461,10.5,67,0.07855,0.04531
UGC04461,13.5,79,0.05355,0.03393
UGC04461,16.5,73,0.03715,0.02241
UGC04461,19.5,48,0.02689,0.01563
UGC04461,22.5,38,0.01815,0.01302
UGC05108,1.5,11,0.5182,0.1161
UGC05108,4.5,34,0.2439,0.1634
UGC05108,7.5,51,0.1013,0.1052
UGC05108,10.5,54,0.05291,0.04886
UGC05108,13.5,49,0.02631,0.02047
UGC05108,16.5,21,0.01639,0.009682
UGC05108,19.5,6,0.02016,0.009888
UGC05108,22.5,4,0.01463,0.009307
UGC05111,1.5,8,0.3086,0.007818
UGC05111,4.5,23,0.2961,0.01211
UGC05111,7.5,43,0.2756,0.01916
UGC05111,10.5,56,0.2328,0.02965
UGC05111,13.5,75,0.1862,0.04127
UGC05111,16.5,91,0.1427,0.04645
UGC05111,19.5,110,0.09157,0.04056
UGC05111,22.5,119,0.05482,0.02895
UGC05359,1.5,7,0.006255,0.002194
UGC05359,4.5,21,0.01455,0.01477
UGC05359,7.5,28,0.02898,0.0225
UGC05359,10.5,34,0.033,0.02165
UGC05359,13.5,40,0.02925,0.01695
UGC05359,16.5,47,0.02723,0.01506
UGC05359,19.5,46,0.01716,0.0111
UGC05359,22.5,29,0.01337,0.005351
UGC05598,1.5,7,0.2052,0.01769
UGC05598,4.5,21,0.1603,0.02801
UGC05598,7.5,38,0.1073,0.03563
UGC05598,10.5,49,0.06136,0.03118
UGC05598,13.5,49,0.04061,0.02105
UGC05598,16.5,43,0.02981,0.01281
UGC05598,19.5,41,0.02302,0.01269
UGC05598,22.5,30,0.02063,0.01444
UGC07012,1.5,14,0.08584,0.01621
UGC07012,4.5,41,0.05338,0.01584
UGC07012,7.5,59,0.03561,0.01517
UGC07012,10.5,57,0.0295,0.01452
UGC07012,13.5,44,0.02459,0.009959
UGC07012,16.5,20,0.01568,0.008233
UGC07012,19.5,8,0.0128,0.00468
UGC07012,22.5,1,0.01929,0.001139
UGC08107,1.5,9,0.6013,0.09694
UGC08107,4.5,27,0.435,0.1533
UGC08107,7.5,44,0.2884,0.1581
UGC08107,10.5,64,0.1917,0.1227
UGC08107,13.5,79,0.1258,0.08913
UGC08107,16.5,94,0.0868,0.06661
UGC08107,19.5,101,0.05118,0.04512
UGC08107,22.5,84,0.03498,0.02436
UGC08267,1.5,7,0.5052,0.04439
UGC08267,4.5,21,0.3961,0.09557
UGC08267,7.5,36,0.2868,0.1006
UGC08267,10.5,48,0.1923,0.08784
UGC08267,13.5,60,0.1233,0.07275
UGC08267,16.5,70,0.07671,0.05606
UGC08267,19.5,52,0.06144,0.04264
UGC08267,22.5,42,0.04052,0.03272
UGC09067,1.5,12,0.2359,0.02786
UGC09067,4.5,39,0.2011,0.03374
UGC09067,7.5,65,0.1543,0.03134
UGC09067,10.5,91,0.1071,0.03384
UGC09067,13.5,116,0.05977,0.02546
UGC09067,16.5,124,0.02961,0.0156
UGC09067,19.5,84,0.01512,0.007773
UGC09067,22.5,11,0.01118,0.007483
UGC09476,1.5,15,0.04137,0.019
UGC09476,4.5,34,0.04648,0.02561
UGC09476,7.5,48,0.04291,0.02313
UGC09476,10.5,57,0.03228,0.01263
UGC09476,13.5,46,0.03331,0.01639
UGC09476,16.5,54,0.02772,0.02013
UGC09476,19.5,90,0.02983,0.01239
UGC09476,22.5,94,0.02829,0.0122
UGC09537,1.5,8,0.09125,0.02065
UGC09537,4.5,26,0.07417,0.03467
UGC09537,7.5,43,0.06965,0.03948
UGC09537,10.5,61,0.08234,0.05095
UGC09537,13.5,75,0.07067,0.04159
UGC09537,16.5,86,0.03509,0.02139
UGC09537,19.5,69,0.01974,0.01302
UGC09537,22.5,62,0.0184,0.01164
UGC09542,1.5,8,0.2125,0.04487
UGC09542,4.5,25,0.1186,0.05712
UGC09542,7.5,42,0.07393,0.03888
UGC09542,10.5,58,0.05444,0.02328
UGC09542,13.5,70,0.04386,0.0216
UGC09542,16.5,70,0.03992,0.01944
UGC09542,19.5,73,0.0316,0.01813
UGC09542,22.5,62,0.02654,0.0162
UGC09665,1.5,8,0.365,0.03439
UGC09665,4.5,21,0.2862,0.04254
UGC09665,7.5,39,0.2228,0.04243
UGC09665,10.5,54,0.1734,0.04027
UGC09665,13.5,70,0.128,0.0422
UGC09665,16.5,86,0.08347,0.04176
UGC09665,19.5,91,0.05956,0.03225
UGC09665,22.5,89,0.04375,0.02384
UGC09759,1.5,11,0.8512,0.1136
UGC09759,4.5,32,0.4676,0.1517
UGC09759,7.5,56,0.1777,0.0822
UGC09759,10.5,74,0.06544,0.04505
UGC09759,13.5,73,0.04879,0.03914
UGC09759,16.5,66,0.03783,0.02786
UGC09759,19.5,46,0.02232,0.01447
UGC09759,22.5,27,0.01936,0.007986
UGC09873,1.5,6,0.2198,0.04303
UGC09873,4.5,21,0.1296,0.0647
UGC09873,7.5,26,0.07325,0.05844
UGC09873,10.5,22,0.0567,0.04251
UGC09873,13.5,19,0.04182,0.02838
UGC09873,16.5,18,0.02451,0.01724
UGC09873,19.5,16,0.01684,0.01158
UGC09873,22.5,15,0.01326,0.008784
UGC09892,1.5,8,0.09877,0.01675
UGC09892,4.5,26,0.07241,0.02725
UGC09892,7.5,33,0.05207,0.02256
UGC09892,10.5,43,0.03958,0.01876
UGC09892,13.5,48,0.03049,0.01346
UGC09892,16.5,52,0.02804,0.01266
UGC09892,19.5,56,0.03002,0.01798
UGC09892,22.5,43,0.02205,0.01414
UGC10043,1.5,1,0.5215,0.03456
UGC10043,4.5,3,0.4653,0.04698
UGC10043,7.5,4,0.4474,0.05508
UGC10043,10.5,8,0.3938,0.08907
UGC10043,13.5,7,0.3008,0.1232
UGC10043,16.5,11,0.2823,0.1532
UGC10043,19.5,11,0.1748,0.1418
UGC10043,22.5,16,0.2141,0.1666
UGC10123,1.5,9,0.5064,0.03
UGC10123,4.5,29,0.428,0.04315
UGC10123,7.5,49,0.3519,0.07536
UGC10123,10.5,68,0.2694,0.1028
UGC10123,13.5,87,0.1774,0.0939
UGC10123,16.5,103,0.1019,0.07004
UGC10123,19.5,102,0.05594,0.04451
UGC10123,22.5,69,0.05231,0.03716
UGC10205,1.5,17,0.2046,0.02629
UGC10205,4.5,52,0.1245,0.03723
UGC10205,7.5,80,0.08097,0.04784
UGC10205,10.5,83,0.05066,0.03308
UGC10205,13.5,75,0.0414,0.02922
UGC10205,16.5,51,0.0364,0.02681
UGC10205,19.5,30,0.05108,0.03181
UGC10205,22.5,25,0.02689,0.01494
UGC10380,1.5,5,0.2796,0.08234
UGC10380,4.5,14,0.1573,0.1114
UGC10380,7.5,11,0.1219,0.09206
UGC10380,10.5,10,0.09397,0.07062
UGC10380,13.5,8,0.06866,0.03869
UGC10380,16.5,8,0.04325,0.03202
UGC10380,19.5,7,0.04036,0.02732
UGC10380,22.5,6,0.03091,0.01984
UGC10384,1.5,9,0.4929,0.03817
UGC10384,4.5,28,0.4085,0.0533
UGC10384,7.5,50,0.3209,0.06969
UGC10384,10.5,68,0.2094,0.07173
UGC10384,13.5,86,0.1044,0.05469
UGC10384,16.5,94,0.05411,0.03365
UGC10384,19.5,93,0.02999,0.01876
UGC10384,22.5,69,0.01792,0.01042
UGC10710,1.5,10,0.2783,0.02295
UGC10710,4.5,29,0.2089,0.03745
UGC10710,7.5,50,0.1217,0.04392
UGC10710,10.5,68,0.07206,0.03303
UGC10710,13.5,85,0.04218,0.02531
UGC10710,16.5,86,0.02239,0.01249
UGC10710,19.5,62,0.01817,0.01078
UGC10710,22.5,18,0.01658,0.01005
