# %ECSV 0.9
# ---
# datatype:
# - {name: bbName, datatype: string}
# - {name: RADIUS, unit: arcsec, datatype: float64}
# - {name: NPIX, datatype: int64, description: number of pixels in ring}
# - {name: SURFDENS, unit: (Jy*km/s)/arcsec**2, datatype: float64, description: 'average intensity in ring, not corrected for inclination'}
# - {name: ERR_SD, unit: (Jy*km/s)/arcsec**2, datatype: float64, description: standard deviation of intensity in ring}
# delimiter: ','
# meta: !!omap
# - {comments: ''}
# schema: astropy-2.0
bbName,RADIUS,NPIX,SURFDENS,ERR_SD
NGC6394,13.5,118,0.04731,0.03522
NGC6394,16.5,123,0.04256,0.03981
NGC6394,19.5,114,0.03786,0.03868
NGC6394,22.5,88,0.03285,0.02998
NGC6478,1.5,8,0.3444,0.01189
NGC6478,4.5,23,0.3201,0.02289
NGC6478,7.5,40,0.2787,0.04139
NGC6478,10.5,57,0.2428,0.04957
NGC6478,13.5,72,0.2161,0.05135
NGC6478,16.5,89,0.1891,0.05148
NGC6478,19.5,105,0.1553,0.05107
NGC6478,22.5,120,0.1187,0.04954
NGC7738,1.5,11,1.092,0.102
NGC7738,4.5,34,0.7753,0.2106
NGC7738,7.5,59,0.4163,0.2205
NGC7738,10.5,82,0.1971,0.1587
NGC7738,13.5,104,0.08562,0.08742
NGC7738,16.5,118,0.03941,0.04327
NGC7738,19.5,102,0.01975,0.01886
NGC7738,22.5,90,0.008396,0.007113
NGC7819,1.5,16,0.2663,0.02716
NGC7819,4.5,51,0.1718,0.06086
NGC7819,7.5,80,0.08485,0.06079
NGC7819,10.5,103,0.0438,0.04032
NGC7819,13.5,115,0.02446,0.0217
NGC7819,16.5,110,0.01874,0.01246
NGC7819,19.5,120,0.01376,0.009809
NGC7819,22.5,121,0.01302,0.006102
UGC00809,1.5,5,0.01211,0.006379
UGC00809,4.5,10,0.01684,0.00831
UGC00809,7.5,15,0.01828,0.005803
UGC00809,10.5,14,0.01508,0.006636
UGC00809,13.5,13,0.01433,0.007725
UGC00809,16.5,10,0.01501,0.007507
UGC00809,19.5,9,0.01607,0.005543
UGC00809,22.5,8,0.01548,0.004352
UGC03253,1.5,15,0.1025,0.01198
UGC03253,4.5,45,0.06351,0.02535
UGC03253,7.5,65,0.02923,0.02129
UGC03253,10.5,55,0.01915,0.01409
UGC03253,13.5,46,0.01468,0.01084
UGC03253,16.5,35,0.01572,0.009814
UGC03253,19.5,33,0.01468,0.007369
UGC03253,22.5,31,0.01239,0.004779
UGC03539,1.5,9,0.2641,0.01036
UGC03539,4.5,26,0.2337,0.02089
UGC03539,7.5,42,0.1975,0.02562
UGC03539,10.5,61,0.1553,0.03667
UGC03539,13.5,76,0.1116,0.03948
UGC03539,16.5,95,0.06989,0.03674
UGC03539,19.5,114,0.04014,0.03168
UGC03539,22.5,106,0.02603,0.02291
UGC03969,1.5,9,0.2026,0.00509
UGC03969,4.5,28,0.1834,0.01106
UGC03969,7.5,48,0.1514,0.01657
UGC03969,10.5,67,0.117,0.02308
UGC03969,13.5,88,0.08469,0.02331
UGC03969,16.5,105,0.05649,0.01881
UGC03969,19.5,126,0.03242,0.01425
UGC03969,22.5,134,0.01672,0.009259
UGC03973,1.5,22,0.1217,0.01445
UGC03973,4.5,65,0.08448,0.0291
UGC03973,7.5,109,0.05207,0.02708
UGC03973,10.5,153,0.03466,0.02077
UGC03973,13.5,199,0.02527,0.01653
UGC03973,16.5,212,0.02067,0.01735
UGC03973,19.5,169,0.02163,0.01706
UGC03973,22.5,139,0.01935,0.0151
UGC04029,1.5,5,0.3274,0.02639
UGC04029,4.5,18,0.2466,0.06789
UGC04029,7.5,30,0.172,0.08277
UGC04029,10.5,42,0.1255,0.07429
UGC04029,13.5,55,0.1036,0.05766
UGC04029,16.5,66,0.08646,0.04364
UGC04029,19.5,79,0.07072,0.03529
UGC04029,22.5,90,0.05493,0.02821
UGC04132,1.5,8,0.6595,0.02238
UGC04132,4.5,26,0.577,0.05496
UGC04132,7.5,43,0.4689,0.07638
UGC04132,10.5,61,0.3691,0.08158
UGC04132,13.5,78,0.2794,0.08259
UGC04132,16.5,96,0.2056,0.07523
UGC04132,19.5,114,0.1539,0.06262
UGC04132,22.5,130,0.1159,0.05239
UGC04280,1.5,8,0.09935,0.01267
UGC04280,4.5,27,0.06671,0.02672
UGC04280,7.5,37,0.04248,0.03054
UGC04280,10.5,35,0.03534,0.02644
UGC04280,13.5,33,0.02828,0.02052
UGC04280,16.5,28,0.02153,0.01432
UGC04280,19.5,21,0.01407,0.007537
UGC04280,22.5,16,0.009447,0.004618
UGC04461,1.5,10,0.2391,0.02275
UGC04461,4.5,28,0.1776,0.04548
UGC04461,7.5,48,0.121,0.04857
UGC04461,10.5,67,0.08542,0.03904
UGC04461,13.5,86,0.0597,0.02954
UGC04461,16.5,106,0.03685,0.02291
UGC04461,19.5,96,0.02378,0.01647
UGC04461,22.5,70,0.017,0.01083
UGC05108,1.5,11,0.31,0.03239
UGC05108,4.5,33,0.2083,0.06617
UGC05108,7.5,56,0.1048,0.06441
UGC05108,10.5,82,0.04849,0.04456
UGC05108,13.5,101,0.02094,0.02267
UGC05108,16.5,118,0.01042,0.01067
UGC05108,19.5,89,0.008174,0.006859
UGC05108,22.5,57,0.009796,0.005031
UGC05111,1.5,8,0.2796,0.006814
UGC05111,4.5,24,0.2652,0.009007
UGC05111,7.5,40,0.2441,0.01319
UGC05111,10.5,60,0.2114,0.01862
UGC05111,13.5,73,0.1744,0.02293
UGC05111,16.5,90,0.1346,0.02593
UGC05111,19.5,109,0.09462,0.02373
UGC05111,22.5,124,0.06028,0.0191
UGC05359,1.5,8,0.006292,0.004398
UGC05359,4.5,23,0.01265,0.0133
UGC05359,7.5,26,0.02738,0.01992
UGC05359,10.5,43,0.02802,0.01974
UGC05359,13.5,57,0.02409,0.0158
UGC05359,16.5,65,0.0211,0.01192
UGC05359,19.5,69,0.01589,0.007991
UGC05359,22.5,75,0.009486,0.004932
UGC05598,1.5,7,0.1521,0.00548
UGC05598,4.5,21,0.1278,0.01732
UGC05598,7.5,38,0.09854,0.02672
UGC05598,10.5,52,0.06591,0.03028
UGC05598,13.5,58,0.04488,0.02896
UGC05598,16.5,52,0.03447,0.02444
UGC05598,19.5,50,0.02772,0.01896
UGC05598,22.5,48,0.02035,0.01353
UGC07012,1.5,14,0.03632,0.009635
UGC07012,4.5,41,0.02941,0.0153
UGC07012,7.5,50,0.02958,0.01075
UGC07012,10.5,62,0.02272,0.00697
UGC07012,13.5,77,0.01378,0.006979
UGC07012,16.5,56,0.009039,0.005885
UGC07012,19.5,29,0.008637,0.003369
UGC07012,22.5,12,0.007783,0.002028
UGC08107,1.5,9,0.4346,0.04077
UGC08107,4.5,26,0.3545,0.07232
UGC08107,7.5,44,0.2667,0.09228
UGC08107,10.5,63,0.1954,0.08786
UGC08107,13.5,81,0.1379,0.07488
UGC08107,16.5,100,0.09396,0.05823
UGC08107,19.5,116,0.05993,0.04465
UGC08107,22.5,125,0.0388,0.03235
UGC08267,1.5,7,0.3022,0.017
UGC08267,4.5,21,0.2677,0.03708
UGC08267,7.5,36,0.2151,0.04949
UGC08267,10.5,47,0.1622,0.05647
UGC08267,13.5,65,0.1158,0.0568
UGC08267,16.5,77,0.07497,0.05015
UGC08267,19.5,73,0.05373,0.04166
UGC08267,22.5,62,0.04259,0.03299
UGC09067,1.5,12,0.2132,0.01161
UGC09067,4.5,39,0.1782,0.02367
UGC09067,7.5,65,0.1384,0.02205
UGC09067,10.5,91,0.1018,0.02026
UGC09067,13.5,118,0.06618,0.01801
UGC09067,16.5,142,0.03634,0.01441
UGC09067,19.5,152,0.0177,0.01126
UGC09067,22.5,93,0.01219,0.006316
UGC09476,1.5,19,0.05698,0.008188
UGC09476,4.5,56,0.05017,0.01738
UGC09476,7.5,92,0.04043,0.01769
UGC09476,10.5,118,0.03472,0.01393
UGC09476,13.5,152,0.02682,0.01065
UGC09476,16.5,200,0.02345,0.009816
UGC09476,19.5,235,0.02288,0.009581
UGC09476,22.5,251,0.02301,0.007804
UGC09537,1.5,9,0.09172,0.01055
UGC09537,4.5,25,0.08955,0.01702
UGC09537,7.5,44,0.08522,0.02141
UGC09537,10.5,60,0.08125,0.02491
UGC09537,13.5,79,0.06959,0.02349
UGC09537,16.5,95,0.04955,0.01912
UGC09537,19.5,115,0.03162,0.01477
UGC09537,22.5,113,0.02107,0.01117
UGC09542,1.5,8,0.1332,0.00945
UGC09542,4.5,25,0.1023,0.02207
UGC09542,7.5,41,0.07582,0.02364
UGC09542,10.5,59,0.05702,0.01926
UGC09542,13.5,75,0.04328,0.01913
UGC09542,16.5,88,0.03292,0.01798
UGC09542,19.5,99,0.02726,0.01744
UGC09542,22.5,97,0.02344,0.01624
UGC09665,1.5,8,0.2451,0.006924
UGC09665,4.5,23,0.2154,0.01642
UGC09665,7.5,39,0.1817,0.02311
UGC09665,10.5,55,0.1478,0.02514
UGC09665,13.5,69,0.1158,0.02484
UGC09665,16.5,85,0.08617,0.02484
UGC09665,19.5,102,0.0608,0.02349
UGC09665,22.5,114,0.04334,0.02093
UGC09759,1.5,10,0.4294,0.03109
UGC09759,4.5,34,0.3095,0.07075
UGC09759,7.5,55,0.1802,0.07572
UGC09759,10.5,77,0.09486,0.05601
UGC09759,13.5,94,0.05443,0.0354
UGC09759,16.5,94,0.03531,0.02233
UGC09759,19.5,90,0.02437,0.01335
UGC09759,22.5,69,0.01576,0.007167
UGC09873,1.5,6,0.1168,0.01073
UGC09873,4.5,21,0.08796,0.0238
UGC09873,7.5,33,0.05957,0.02987
UGC09873,10.5,36,0.04323,0.0269
UGC09873,13.5,34,0.03617,0.02201
UGC09873,16.5,33,0.02572,0.01663
UGC09873,19.5,29,0.01998,0.01171
UGC09873,22.5,26,0.01437,0.007016
UGC09892,1.5,8,0.07614,0.003113
UGC09892,4.5,26,0.06382,0.008212
UGC09892,7.5,42,0.05057,0.009843
UGC09892,10.5,59,0.0386,0.009927
UGC09892,13.5,78,0.03002,0.009492
UGC09892,16.5,90,0.02432,0.009273
UGC09892,19.5,100,0.02015,0.008862
UGC09892,22.5,116,0.01376,0.007429
UGC10043,1.5,0,0.3089,0.01066
UGC10043,4.5,2,0.3027,0.01529
UGC10043,7.5,5,0.2663,0.02156
UGC10043,10.5,6,0.2454,0.04976
UGC10043,13.5,8,0.2107,0.06247
UGC10043,16.5,11,0.1815,0.08087
UGC10043,19.5,12,0.1575,0.08763
UGC10043,22.5,16,0.1331,0.08822
UGC10123,1.5,10,0.3297,0.007539
UGC10123,4.5,28,0.3087,0.01713
UGC10123,7.5,47,0.2778,0.03326
UGC10123,10.5,69,0.2355,0.04449
UGC10123,13.5,86,0.1801,0.04155
UGC10123,16.5,106,0.1222,0.03241
UGC10123,19.5,126,0.07613,0.02436
UGC10123,22.5,144,0.04393,0.01807
UGC10205,1.5,18,0.1643,0.01091
UGC10205,4.5,52,0.1284,0.02503
UGC10205,7.5,87,0.08296,0.03298
UGC10205,10.5,110,0.04975,0.02805
UGC10205,13.5,119,0.03431,0.02189
UGC10205,16.5,130,0.02545,0.01884
UGC10205,19.5,121,0.01904,0.01675
UGC10205,22.5,94,0.0145,0.01095
UGC10380,1.5,5,0.1157,0.01767
UGC10380,4.5,17,0.08135,0.03478
UGC10380,7.5,23,0.06057,0.03432
UGC10380,10.5,29,0.04763,0.02831
UGC10380,13.5,32,0.03338,0.02675
UGC10380,16.5,28,0.02946,0.02143
UGC10380,19.5,25,0.02665,0.01693
UGC10380,22.5,24,0.02331,0.01272
UGC10384,1.5,9,0.3749,0.01537
UGC10384,4.5,27,0.3356,0.03227
UGC10384,7.5,50,0.2744,0.04028
UGC10384,10.5,67,0.1979,0.04244
UGC10384,13.5,87,0.1254,0.04184
UGC10384,16.5,106,0.0718,0.03481
UGC10384,19.5,123,0.0372,0.02579
UGC10384,22.5,124,0.02217,0.01598
UGC10710,1.5,10,0.207,0.01508
UGC10710,4.5,29,0.1718,0.02244
UGC10710,7.5,49,0.1286,0.02227
UGC10710,10.5,68,0.08929,0.02077
UGC10710,13.5,89,0.05472,0.01803
UGC10710,16.5,108,0.0294,0.0111
UGC10710,19.5,121,0.0159,0.00715
UGC10710,22.5,111,0.01107,0.004442
