# %ECSV 0.9
# ---
# datatype:
# - {name: GAL_NAME, datatype: string}
# - {name: RADIUS, unit: arcsec, datatype: float64}
# - {name: NPIX, datatype: int64, description: '# of pixels in ring'}
# - {name: SURFDENS, unit: Jy km / (arcsec2 s), datatype: float64, description: 'average intensity in ring, not corrected for inclination'}
# - {name: ERR_SD, unit: Jy km / (arcsec2 s), datatype: float64, description: standard deviation of intensity in ring}
# delimiter: ','
# schema: astropy-2.0
GAL_NAME,RADIUS,NPIX,SURFDENS,ERR_SD
UGC04029,10.5,43,0.1389,0.1133
UGC04029,13.5,53,0.1138,0.07298
UGC04029,16.5,68,0.09511,0.0532
UGC04029,19.5,78,0.07657,0.04324
UGC04029,22.5,88,0.05666,0.03344
UGC04132,1.5,9,0.8859,0.04433
UGC04132,4.5,26,0.7251,0.09788
UGC04132,7.5,43,0.5409,0.1032
UGC04132,10.5,61,0.4154,0.08561
UGC04132,13.5,77,0.2983,0.07768
UGC04132,16.5,95,0.2203,0.06238
UGC04132,19.5,115,0.172,0.05064
UGC04132,22.5,131,0.1242,0.04295
UGC04280,1.5,8,0.2516,0.05476
UGC04280,4.5,24,0.1395,0.0719
UGC04280,7.5,31,0.0908,0.05125
UGC04280,10.5,38,0.0496,0.02681
UGC04280,13.5,27,0.03307,0.017
UGC04280,16.5,17,0.02061,0.01096
UGC04280,19.5,13,0.01515,0.0062
UGC04280,22.5,11,0.011,0.009823
UGC04461,1.5,9,0.3751,0.0642
UGC04461,4.5,28,0.2337,0.09176
UGC04461,7.5,48,0.1302,0.06937
UGC04461,10.5,67,0.07848,0.04524
UGC04461,13.5,79,0.05355,0.03393
UGC04461,16.5,73,0.03715,0.02241
UGC04461,19.5,48,0.02702,0.01569
UGC04461,22.5,38,0.01797,0.01282
UGC05108,1.5,11,0.5159,0.1159
UGC05108,4.5,34,0.2426,0.1634
UGC05108,7.5,50,0.1017,0.1053
UGC05108,10.5,53,0.05302,0.04893
UGC05108,13.5,49,0.0264,0.02052
UGC05108,16.5,22,0.01646,0.009638
UGC05108,19.5,6,0.02016,0.009888
UGC05108,22.5,4,0.01463,0.009307
UGC05111,1.5,8,0.3086,0.007818
UGC05111,4.5,24,0.2956,0.0126
UGC05111,7.5,42,0.2758,0.01891
UGC05111,10.5,56,0.2335,0.02907
UGC05111,13.5,75,0.1864,0.04074
UGC05111,16.5,92,0.1431,0.04544
UGC05111,19.5,107,0.09178,0.03881
UGC05111,22.5,121,0.05421,0.02813
UGC05359,1.5,7,0.006043,0.002459
UGC05359,4.5,21,0.01521,0.01514
UGC05359,7.5,28,0.02911,0.02286
UGC05359,10.5,34,0.03317,0.02168
UGC05359,13.5,40,0.0295,0.01696
UGC05359,16.5,47,0.02742,0.01434
UGC05359,19.5,48,0.01648,0.009909
UGC05359,22.5,30,0.01223,0.005018
UGC05598,1.5,7,0.2052,0.01769
UGC05598,4.5,21,0.1585,0.02972
UGC05598,7.5,38,0.1083,0.03658
UGC05598,10.5,50,0.06032,0.03111
UGC05598,13.5,48,0.04068,0.02266
UGC05598,16.5,42,0.03107,0.01337
UGC05598,19.5,40,0.02307,0.01216
UGC05598,22.5,29,0.02142,0.01474
UGC07012,1.5,14,0.0862,0.016
UGC07012,4.5,42,0.05296,0.01625
UGC07012,7.5,59,0.03561,0.01516
UGC07012,10.5,56,0.02993,0.01453
UGC07012,13.5,43,0.0245,0.01027
UGC07012,16.5,21,0.0161,0.007945
UGC07012,19.5,9,0.01257,0.004543
UGC07012,22.5,2,0.01914,0.001139
UGC08107,1.5,9,0.6055,0.09891
UGC08107,4.5,26,0.4368,0.1502
UGC08107,7.5,45,0.2894,0.1557
UGC08107,10.5,63,0.1913,0.1216
UGC08107,13.5,81,0.1262,0.08907
UGC08107,16.5,94,0.0851,0.06561
UGC08107,19.5,100,0.05134,0.04478
UGC08107,22.5,85,0.03427,0.02406
UGC08267,1.5,7,0.511,0.03982
UGC08267,4.5,21,0.3989,0.08873
UGC08267,7.5,36,0.2904,0.09188
UGC08267,10.5,49,0.1906,0.08201
UGC08267,13.5,61,0.1231,0.07102
UGC08267,16.5,71,0.07715,0.05115
UGC08267,19.5,57,0.05391,0.03589
UGC08267,22.5,46,0.03158,0.0262
UGC09067,1.5,12,0.2359,0.02786
UGC09067,4.5,40,0.2003,0.03426
UGC09067,7.5,65,0.1545,0.03145
UGC09067,10.5,91,0.1071,0.03405
UGC09067,13.5,116,0.05955,0.02601
UGC09067,16.5,125,0.03007,0.01598
UGC09067,19.5,83,0.01506,0.007804
UGC09067,22.5,10,0.01118,0.007289
UGC09476,1.5,15,0.04137,0.019
UGC09476,4.5,36,0.04479,0.02495
UGC09476,7.5,47,0.04307,0.02379
UGC09476,10.5,56,0.03325,0.01303
UGC09476,13.5,42,0.03289,0.01541
UGC09476,16.5,58,0.02717,0.02031
UGC09476,19.5,90,0.03054,0.01303
UGC09476,22.5,97,0.02837,0.01109
UGC09537,1.5,8,0.09035,0.02055
UGC09537,4.5,26,0.07496,0.03366
UGC09537,7.5,44,0.06779,0.03829
UGC09537,10.5,60,0.08054,0.05134
UGC09537,13.5,75,0.07096,0.04257
UGC09537,16.5,84,0.03539,0.02408
UGC09537,19.5,63,0.0207,0.01563
UGC09537,22.5,60,0.01809,0.01066
UGC09542,1.5,8,0.2075,0.04898
UGC09542,4.5,25,0.1196,0.0586
UGC09542,7.5,42,0.07484,0.03927
UGC09542,10.5,58,0.05622,0.0219
UGC09542,13.5,73,0.04444,0.02127
UGC09542,16.5,77,0.03989,0.01947
UGC09542,19.5,77,0.02996,0.01657
UGC09542,22.5,62,0.02664,0.01447
UGC09665,1.5,8,0.3646,0.03502
UGC09665,4.5,23,0.2859,0.04274
UGC09665,7.5,38,0.223,0.03852
UGC09665,10.5,55,0.1754,0.03664
UGC09665,13.5,70,0.1287,0.03939
UGC09665,16.5,84,0.08538,0.03559
UGC09665,19.5,96,0.05695,0.02989
UGC09665,22.5,91,0.04083,0.02463
UGC09759,1.5,11,0.8547,0.1124
UGC09759,4.5,33,0.4674,0.1549
UGC09759,7.5,55,0.1737,0.08474
UGC09759,10.5,76,0.06585,0.04893
UGC09759,13.5,72,0.04971,0.04066
UGC09759,16.5,60,0.04085,0.02846
UGC09759,19.5,44,0.02643,0.0176
UGC09759,22.5,30,0.01832,0.009056
UGC09873,1.5,6,0.2198,0.04303
UGC09873,4.5,21,0.1296,0.0645
UGC09873,7.5,26,0.07412,0.05884
UGC09873,10.5,21,0.05754,0.04187
UGC09873,13.5,19,0.04145,0.02834
UGC09873,16.5,17,0.0252,0.01716
UGC09873,19.5,18,0.01577,0.01143
UGC09873,22.5,14,0.01318,0.008842
UGC09892,1.5,8,0.09918,0.01668
UGC09892,4.5,26,0.07202,0.02709
UGC09892,7.5,33,0.05202,0.02271
UGC09892,10.5,43,0.04009,0.01852
UGC09892,13.5,48,0.03034,0.01363
UGC09892,16.5,52,0.0278,0.01249
UGC09892,19.5,56,0.03024,0.01799
UGC09892,22.5,44,0.02196,0.01407
UGC10043,1.5,1,0.5026,0.04902
UGC10043,4.5,3,0.4787,0.04081
UGC10043,7.5,4,0.4117,0.05138
UGC10043,10.5,7,0.3948,0.09236
UGC10043,13.5,8,0.29,0.1244
UGC10043,16.5,12,0.2721,0.1678
UGC10043,19.5,11,0.1768,0.1455
UGC10043,22.5,15,0.1979,0.158
UGC10123,1.5,9,0.5047,0.03136
UGC10123,4.5,29,0.4273,0.04378
UGC10123,7.5,49,0.3541,0.07632
UGC10123,10.5,66,0.2751,0.1014
UGC10123,13.5,87,0.1808,0.08719
UGC10123,16.5,103,0.1024,0.06622
UGC10123,19.5,107,0.0543,0.04182
UGC10123,22.5,76,0.04828,0.03506
UGC10205,1.5,17,0.2046,0.02629
UGC10205,4.5,52,0.124,0.0378
UGC10205,7.5,80,0.08111,0.0479
UGC10205,10.5,82,0.05089,0.03313
UGC10205,13.5,75,0.04181,0.02931
UGC10205,16.5,52,0.0362,0.02693
UGC10205,19.5,31,0.04962,0.03184
UGC10205,22.5,24,0.0273,0.01498
UGC10380,1.5,5,0.2816,0.0837
UGC10380,4.5,14,0.1595,0.1101
UGC10380,7.5,11,0.1209,0.09273
UGC10380,10.5,10,0.09397,0.07062
UGC10380,13.5,8,0.06866,0.03869
UGC10380,16.5,8,0.04239,0.03195
UGC10380,19.5,7,0.04126,0.02731
UGC10380,22.5,6,0.03091,0.01984
UGC10384,1.5,9,0.4942,0.03784
UGC10384,4.5,29,0.4036,0.05627
UGC10384,7.5,49,0.3152,0.07371
UGC10384,10.5,66,0.2072,0.08027
UGC10384,13.5,85,0.1063,0.06382
UGC10384,16.5,93,0.05688,0.03862
UGC10384,19.5,89,0.03352,0.02204
UGC10384,22.5,68,0.02034,0.01172
UGC10710,1.5,10,0.2783,0.02295
UGC10710,4.5,30,0.2084,0.03782
UGC10710,7.5,48,0.1219,0.04318
UGC10710,10.5,68,0.07269,0.03266
UGC10710,13.5,85,0.04221,0.02516
UGC10710,16.5,87,0.02215,0.01251
UGC10710,19.5,61,0.01826,0.01079
UGC10710,22.5,19,0.01671,0.01023
