# %ECSV 0.9
# ---
# datatype:
# - {name: bbName, datatype: string}
# - {name: RADIUS, unit: arcsec, datatype: float64}
# - {name: NPIX, datatype: int64, description: number of pixels in ring}
# - {name: SURFDENS, unit: (Jy*km/s)/arcsec**2, datatype: float64, description: 'average intensity in ring, not corrected for inclination'}
# - {name: ERR_SD, unit: (Jy*km/s)/arcsec**2, datatype: float64, description: standard deviation of intensity in ring}
# delimiter: ','
# meta: !!omap
# - {comments: ''}
# schema: astropy-2.0
bbName,RADIUS,NPIX,SURFDENS,ERR_SD
NGC6478,4.5,23,0.3118,0.02287
NGC6478,7.5,40,0.2691,0.04155
NGC6478,10.5,56,0.2371,0.04877
NGC6478,13.5,72,0.2124,0.04898
NGC6478,16.5,89,0.1834,0.0489
NGC6478,19.5,103,0.151,0.05007
NGC6478,22.5,122,0.1126,0.0492
NGC7738,1.5,11,1.083,0.09623
NGC7738,4.5,35,0.7625,0.2029
NGC7738,7.5,59,0.4079,0.2149
NGC7738,10.5,80,0.1935,0.1539
NGC7738,13.5,106,0.08389,0.0857
NGC7738,16.5,120,0.03532,0.04226
NGC7738,19.5,99,0.01731,0.02083
NGC7738,22.5,71,0.009424,0.01208
NGC7819,1.5,16,0.1992,0.02021
NGC7819,4.5,51,0.1228,0.04676
NGC7819,7.5,80,0.05276,0.04385
NGC7819,10.5,80,0.02693,0.02409
NGC7819,13.5,68,0.01209,0.007753
NGC7819,16.5,44,0.00743,0.004078
NGC7819,19.5,32,0.005314,0.002808
NGC7819,22.5,56,0.007415,0.001728
UGC00809,1.5,0,0.0,0.0
UGC00809,4.5,3,0.01,0.0007987
UGC00809,7.5,1,0.01,0.0006509
UGC00809,10.5,5,0.008969,0.001036
UGC00809,13.5,4,0.009832,0.0005808
UGC00809,16.5,4,0.009734,0.0005852
UGC00809,19.5,2,0.009262,0.0006317
UGC00809,22.5,0,0.0,0.0
UGC03253,1.5,14,0.03343,0.008289
UGC03253,4.5,38,0.01951,0.009761
UGC03253,7.5,40,0.01141,0.007336
UGC03253,10.5,47,0.007792,0.003336
UGC03253,13.5,47,0.0102,0.004333
UGC03253,16.5,52,0.01078,0.003841
UGC03253,19.5,45,0.007831,0.003075
UGC03253,22.5,27,0.006504,0.001313
UGC03539,1.5,9,0.2403,0.01343
UGC03539,4.5,26,0.216,0.01878
UGC03539,7.5,42,0.1801,0.02896
UGC03539,10.5,62,0.1371,0.03927
UGC03539,13.5,78,0.09298,0.04373
UGC03539,16.5,95,0.05366,0.03883
UGC03539,19.5,102,0.0298,0.02922
UGC03539,22.5,88,0.02099,0.02076
UGC03969,1.5,9,0.1125,0.01065
UGC03969,4.5,28,0.1007,0.0157
UGC03969,7.5,49,0.08199,0.0249
UGC03969,10.5,67,0.05965,0.02368
UGC03969,13.5,88,0.03611,0.01698
UGC03969,16.5,101,0.01997,0.01083
UGC03969,19.5,91,0.01147,0.006912
UGC03969,22.5,63,0.006265,0.003444
UGC03973,1.5,22,0.03143,0.005948
UGC03973,4.5,64,0.02616,0.01004
UGC03973,7.5,103,0.02178,0.00953
UGC03973,10.5,131,0.01769,0.009431
UGC03973,13.5,148,0.01312,0.01083
UGC03973,16.5,95,0.01521,0.01463
UGC03973,19.5,69,0.01582,0.01617
UGC03973,22.5,36,0.01617,0.01317
UGC04029,1.5,5,0.2601,0.02517
UGC04029,4.5,17,0.1981,0.0519
UGC04029,7.5,30,0.139,0.06695
UGC04029,10.5,43,0.1032,0.06081
UGC04029,13.5,54,0.08313,0.05
UGC04029,16.5,68,0.06833,0.04101
UGC04029,19.5,78,0.05409,0.0328
UGC04029,22.5,87,0.04294,0.02635
UGC04132,1.5,8,0.6425,0.02151
UGC04132,4.5,26,0.5636,0.05045
UGC04132,7.5,43,0.4653,0.06947
UGC04132,10.5,61,0.3674,0.07489
UGC04132,13.5,77,0.28,0.07567
UGC04132,16.5,96,0.2071,0.06891
UGC04132,19.5,114,0.1548,0.05594
UGC04132,22.5,131,0.1139,0.04517
UGC04280,1.5,7,0.01585,0.005574
UGC04280,4.5,15,0.01534,0.004681
UGC04280,7.5,21,0.01194,0.003924
UGC04280,10.5,25,0.008394,0.001817
UGC04280,13.5,17,0.008394,0.002144
UGC04280,16.5,15,0.008116,0.002541
UGC04280,19.5,13,0.00737,0.001381
UGC04280,22.5,9,0.008231,0.001534
UGC04461,1.5,9,0.17,0.01976
UGC04461,4.5,28,0.1149,0.04211
UGC04461,7.5,48,0.06618,0.04142
UGC04461,10.5,68,0.04,0.03127
UGC04461,13.5,65,0.02897,0.02064
UGC04461,16.5,63,0.01845,0.01253
UGC04461,19.5,46,0.0127,0.007981
UGC04461,22.5,30,0.00951,0.005315
UGC05108,1.5,11,0.1071,0.01333
UGC05108,4.5,34,0.06565,0.02835
UGC05108,7.5,57,0.03124,0.02353
UGC05108,10.5,76,0.01575,0.01296
UGC05108,13.5,69,0.008617,0.005493
UGC05108,16.5,33,0.006088,0.002882
UGC05108,19.5,13,0.004263,0.001325
UGC05108,22.5,1,0.004221,0.0007929
UGC05111,1.5,8,0.259,0.003607
UGC05111,4.5,24,0.2517,0.01001
UGC05111,7.5,41,0.2335,0.0155
UGC05111,10.5,57,0.2017,0.02026
UGC05111,13.5,75,0.1657,0.02559
UGC05111,16.5,92,0.1259,0.02735
UGC05111,19.5,108,0.08499,0.02534
UGC05111,22.5,123,0.05144,0.01981
UGC05359,1.5,8,0.01176,0.003129
UGC05359,4.5,25,0.01116,0.003886
UGC05359,7.5,41,0.01193,0.006287
UGC05359,10.5,52,0.01103,0.006569
UGC05359,13.5,50,0.01179,0.006473
UGC05359,16.5,61,0.01057,0.005827
UGC05359,19.5,54,0.009846,0.00504
UGC05359,22.5,39,0.007924,0.004294
UGC05598,1.5,7,0.03991,0.009008
UGC05598,4.5,21,0.03117,0.01104
UGC05598,7.5,35,0.02396,0.0118
UGC05598,10.5,37,0.0168,0.009681
UGC05598,13.5,31,0.01304,0.006783
UGC05598,16.5,28,0.01062,0.004999
UGC05598,19.5,24,0.00844,0.002817
UGC05598,22.5,26,0.008433,0.002403
UGC07012,1.5,5,0.004744,0.001376
UGC07012,4.5,16,0.009357,0.003464
UGC07012,7.5,26,0.01331,0.004459
UGC07012,10.5,30,0.01198,0.003365
UGC07012,13.5,16,0.007483,0.001984
UGC07012,16.5,0,0.004351,0.0
UGC07012,19.5,0,0.0,0.0
UGC07012,22.5,0,0.0,0.0
UGC08107,1.5,9,0.3582,0.03832
UGC08107,4.5,27,0.2918,0.06396
UGC08107,7.5,44,0.2156,0.07474
UGC08107,10.5,63,0.152,0.0749
UGC08107,13.5,81,0.105,0.06502
UGC08107,16.5,99,0.0682,0.04848
UGC08107,19.5,108,0.03952,0.03279
UGC08107,22.5,96,0.02284,0.02094
UGC08267,1.5,7,0.2055,0.01738
UGC08267,4.5,21,0.1819,0.02657
UGC08267,7.5,34,0.1518,0.03972
UGC08267,10.5,50,0.1149,0.04529
UGC08267,13.5,63,0.07543,0.04207
UGC08267,16.5,64,0.05126,0.03506
UGC08267,19.5,61,0.03421,0.03043
UGC08267,22.5,55,0.02529,0.02323
UGC09067,1.5,12,0.08013,0.01398
UGC09067,4.5,39,0.0862,0.02061
UGC09067,7.5,65,0.07641,0.02374
UGC09067,10.5,90,0.05164,0.02273
UGC09067,13.5,114,0.03045,0.01664
UGC09067,16.5,116,0.01331,0.008733
UGC09067,19.5,64,0.006378,0.002318
UGC09067,22.5,16,0.005154,0.001517
UGC09476,1.5,15,0.01374,0.00808
UGC09476,4.5,32,0.02351,0.01209
UGC09476,7.5,55,0.0245,0.01359
UGC09476,10.5,84,0.02089,0.01354
UGC09476,13.5,103,0.01912,0.01116
UGC09476,16.5,121,0.01772,0.009962
UGC09476,19.5,132,0.0138,0.008158
UGC09476,22.5,101,0.01115,0.005289
UGC09537,1.5,3,0.01172,0.006499
UGC09537,4.5,19,0.01503,0.005164
UGC09537,7.5,34,0.01688,0.00552
UGC09537,10.5,49,0.01227,0.005729
UGC09537,13.5,39,0.008358,0.004754
UGC09537,16.5,14,0.007734,0.002837
UGC09537,19.5,10,0.006104,0.001078
UGC09537,22.5,18,0.006215,0.001263
UGC09542,1.5,8,0.04936,0.00456
UGC09542,4.5,25,0.04202,0.008889
UGC09542,7.5,42,0.03009,0.01198
UGC09542,10.5,45,0.02348,0.01105
UGC09542,13.5,46,0.01942,0.01036
UGC09542,16.5,53,0.01813,0.009285
UGC09542,19.5,51,0.01788,0.009312
UGC09542,22.5,45,0.01526,0.008796
UGC09665,1.5,8,0.2142,0.003746
UGC09665,4.5,23,0.19,0.01944
UGC09665,7.5,39,0.1578,0.02235
UGC09665,10.5,54,0.1298,0.02477
UGC09665,13.5,69,0.09816,0.02593
UGC09665,16.5,86,0.06751,0.02598
UGC09665,19.5,100,0.04352,0.02253
UGC09665,22.5,101,0.02991,0.015
UGC09759,1.5,11,0.3196,0.03024
UGC09759,4.5,33,0.2171,0.0601
UGC09759,7.5,56,0.1129,0.05866
UGC09759,10.5,69,0.05417,0.0407
UGC09759,13.5,72,0.02814,0.02185
UGC09759,16.5,51,0.01274,0.01041
UGC09759,19.5,38,0.006298,0.00532
UGC09759,22.5,13,0.005679,0.002945
UGC09873,1.5,7,0.0319,0.01343
UGC09873,4.5,18,0.02722,0.01367
UGC09873,7.5,22,0.02273,0.01122
UGC09873,10.5,19,0.01786,0.009601
UGC09873,13.5,17,0.0128,0.008191
UGC09873,16.5,15,0.009395,0.006433
UGC09873,19.5,12,0.006802,0.004022
UGC09873,22.5,7,0.006428,0.003097
UGC09892,1.5,8,0.01553,0.005814
UGC09892,4.5,24,0.01493,0.00574
UGC09892,7.5,31,0.01247,0.005024
UGC09892,10.5,33,0.01325,0.004663
UGC09892,13.5,40,0.01225,0.003778
UGC09892,16.5,47,0.01055,0.003706
UGC09892,19.5,44,0.007614,0.001777
UGC09892,22.5,24,0.007091,0.0009313
UGC10043,1.5,0,0.2411,0.01965
UGC10043,4.5,2,0.2389,0.01274
UGC10043,7.5,5,0.2441,0.01707
UGC10043,10.5,6,0.217,0.03522
UGC10043,13.5,8,0.1835,0.05879
UGC10043,16.5,12,0.1524,0.06861
UGC10043,19.5,12,0.1332,0.08234
UGC10043,22.5,15,0.1073,0.085
UGC10123,1.5,9,0.301,0.01171
UGC10123,4.5,29,0.2926,0.02424
UGC10123,7.5,47,0.2686,0.03789
UGC10123,10.5,68,0.226,0.0457
UGC10123,13.5,86,0.1669,0.04165
UGC10123,16.5,106,0.1098,0.03356
UGC10123,19.5,125,0.06293,0.02415
UGC10123,22.5,143,0.03334,0.01705
UGC10205,1.5,17,0.02568,0.007242
UGC10205,4.5,50,0.02051,0.009274
UGC10205,7.5,58,0.01951,0.01158
UGC10205,10.5,62,0.01863,0.01117
UGC10205,13.5,73,0.01338,0.007676
UGC10205,16.5,75,0.01205,0.007951
UGC10205,19.5,46,0.01216,0.007644
UGC10205,22.5,20,0.01017,0.004038
UGC10380,1.5,6,0.01476,0.005634
UGC10380,4.5,16,0.01145,0.005549
UGC10380,7.5,25,0.008368,0.004832
UGC10380,10.5,26,0.008066,0.004888
UGC10380,13.5,23,0.007949,0.004324
UGC10380,16.5,20,0.007658,0.002728
UGC10380,19.5,17,0.00732,0.001753
UGC10380,22.5,14,0.007253,0.001559
UGC10384,1.5,9,0.3577,0.01606
UGC10384,4.5,30,0.3181,0.03375
UGC10384,7.5,48,0.2543,0.04389
UGC10384,10.5,66,0.1796,0.04997
UGC10384,13.5,87,0.108,0.04851
UGC10384,16.5,108,0.05745,0.0393
UGC10384,19.5,106,0.03111,0.02605
UGC10384,22.5,96,0.01847,0.01426
UGC10710,1.5,10,0.02846,0.007616
UGC10710,4.5,30,0.03605,0.01125
UGC10710,7.5,48,0.03393,0.01106
UGC10710,10.5,70,0.028,0.01112
UGC10710,13.5,88,0.01879,0.008857
UGC10710,16.5,97,0.01163,0.00529
UGC10710,19.5,74,0.007125,0.002913
UGC10710,22.5,33,0.005979,0.001287
