# %ECSV 0.9
# ---
# datatype:
# - {name: bbName, datatype: string}
# - {name: RADIUS, unit: arcsec, datatype: float64}
# - {name: NPIX, datatype: int64, description: number of pixels in ring}
# - {name: SURFDENS, unit: (Jy*km/s)/arcsec**2, datatype: float64, description: 'average intensity in ring, not corrected for inclination'}
# - {name: ERR_SD, unit: (Jy*km/s)/arcsec**2, datatype: float64, description: standard deviation of intensity in ring}
# delimiter: ','
# meta: !!omap
# - {comments: ''}
# schema: astropy-2.0
bbName,RADIUS,NPIX,SURFDENS,ERR_SD
UGC00809,13.5,12,0.01411,0.007899
UGC00809,16.5,9,0.01639,0.007526
UGC00809,19.5,8,0.01702,0.005219
UGC00809,22.5,8,0.01618,0.004322
UGC03253,1.5,14,0.1026,0.01208
UGC03253,4.5,45,0.06387,0.02562
UGC03253,7.5,65,0.02914,0.02131
UGC03253,10.5,57,0.01868,0.01425
UGC03253,13.5,44,0.0153,0.01105
UGC03253,16.5,35,0.01596,0.009793
UGC03253,19.5,33,0.01442,0.007334
UGC03253,22.5,30,0.01265,0.005001
UGC03539,1.5,9,0.2641,0.01036
UGC03539,4.5,26,0.2325,0.02193
UGC03539,7.5,42,0.1932,0.03059
UGC03539,10.5,62,0.1519,0.04136
UGC03539,13.5,80,0.1083,0.04557
UGC03539,16.5,95,0.06749,0.04277
UGC03539,19.5,107,0.03916,0.03615
UGC03539,22.5,96,0.03046,0.02767
UGC03969,1.5,9,0.2031,0.003933
UGC03969,4.5,28,0.183,0.01196
UGC03969,7.5,49,0.1501,0.01877
UGC03969,10.5,68,0.1162,0.02491
UGC03969,13.5,87,0.08442,0.02551
UGC03969,16.5,107,0.05665,0.02057
UGC03969,19.5,123,0.03341,0.01552
UGC03969,22.5,138,0.01765,0.009715
UGC03973,1.5,22,0.1217,0.01445
UGC03973,4.5,65,0.08363,0.02952
UGC03973,7.5,109,0.05156,0.02756
UGC03973,10.5,155,0.03495,0.02109
UGC03973,13.5,195,0.02561,0.01674
UGC03973,16.5,214,0.02055,0.01722
UGC03973,19.5,164,0.02187,0.01706
UGC03973,22.5,147,0.01878,0.01495
UGC04029,1.5,5,0.3263,0.02699
UGC04029,4.5,18,0.2476,0.06719
UGC04029,7.5,29,0.1738,0.08222
UGC04029,10.5,43,0.1268,0.07333
UGC04029,13.5,53,0.1072,0.05714
UGC04029,16.5,68,0.08962,0.04234
UGC04029,19.5,79,0.0737,0.03184
UGC04029,22.5,91,0.05613,0.02502
UGC04132,1.5,9,0.6589,0.02092
UGC04132,4.5,26,0.5765,0.05163
UGC04132,7.5,43,0.4713,0.07127
UGC04132,10.5,60,0.3761,0.0743
UGC04132,13.5,78,0.2857,0.07234
UGC04132,16.5,97,0.2114,0.06184
UGC04132,19.5,112,0.1604,0.04574
UGC04132,22.5,130,0.1199,0.03559
UGC04280,1.5,9,0.0988,0.01404
UGC04280,4.5,26,0.0659,0.02785
UGC04280,7.5,38,0.04244,0.0304
UGC04280,10.5,39,0.03361,0.02536
UGC04280,13.5,33,0.02858,0.01999
UGC04280,16.5,27,0.02111,0.01347
UGC04280,19.5,21,0.01294,0.006557
UGC04280,22.5,15,0.008387,0.003306
UGC04461,1.5,9,0.242,0.0211
UGC04461,4.5,29,0.1792,0.04506
UGC04461,7.5,48,0.1191,0.04821
UGC04461,10.5,67,0.08371,0.04039
UGC04461,13.5,86,0.05929,0.03172
UGC04461,16.5,102,0.03677,0.02504
UGC04461,19.5,91,0.0255,0.01831
UGC04461,22.5,71,0.01892,0.0122
UGC05108,1.5,11,0.31,0.03239
UGC05108,4.5,33,0.2093,0.06544
UGC05108,7.5,57,0.1051,0.06413
UGC05108,10.5,82,0.04821,0.04437
UGC05108,13.5,101,0.02091,0.02265
UGC05108,16.5,118,0.01044,0.01068
UGC05108,19.5,89,0.008169,0.006862
UGC05108,22.5,57,0.009771,0.005034
UGC05111,1.5,8,0.2798,0.006862
UGC05111,4.5,25,0.2647,0.01032
UGC05111,7.5,41,0.2433,0.01459
UGC05111,10.5,59,0.2087,0.02278
UGC05111,13.5,75,0.1711,0.02961
UGC05111,16.5,91,0.1319,0.03424
UGC05111,19.5,107,0.09283,0.03236
UGC05111,22.5,123,0.0605,0.02679
UGC05359,1.5,9,0.006523,0.004306
UGC05359,4.5,24,0.0125,0.01328
UGC05359,7.5,28,0.02638,0.01983
UGC05359,10.5,40,0.0287,0.01963
UGC05359,13.5,58,0.0238,0.01571
UGC05359,16.5,66,0.02133,0.01205
UGC05359,19.5,69,0.01599,0.007885
UGC05359,22.5,75,0.009466,0.004561
UGC05598,1.5,7,0.1515,0.006063
UGC05598,4.5,20,0.1289,0.01598
UGC05598,7.5,39,0.09831,0.02601
UGC05598,10.5,51,0.06639,0.02952
UGC05598,13.5,56,0.04559,0.02765
UGC05598,16.5,55,0.03358,0.02363
UGC05598,19.5,53,0.02731,0.0188
UGC05598,22.5,48,0.01921,0.01353
UGC07012,1.5,13,0.03586,0.008989
UGC07012,4.5,41,0.02943,0.01537
UGC07012,7.5,51,0.02943,0.01117
UGC07012,10.5,63,0.02278,0.007298
UGC07012,13.5,74,0.01432,0.006809
UGC07012,16.5,59,0.008718,0.005309
UGC07012,19.5,28,0.008446,0.003604
UGC07012,22.5,10,0.00789,0.002041
UGC08107,1.5,9,0.4352,0.04119
UGC08107,4.5,27,0.3586,0.07448
UGC08107,7.5,44,0.2628,0.08787
UGC08107,10.5,63,0.1945,0.0887
UGC08107,13.5,81,0.1397,0.07391
UGC08107,16.5,98,0.09596,0.05899
UGC08107,19.5,117,0.06004,0.04352
UGC08107,22.5,128,0.03747,0.0309
UGC08267,1.5,7,0.3017,0.01734
UGC08267,4.5,21,0.2672,0.0376
UGC08267,7.5,35,0.2146,0.05033
UGC08267,10.5,50,0.1623,0.05802
UGC08267,13.5,66,0.1121,0.05688
UGC08267,16.5,74,0.07464,0.05166
UGC08267,19.5,69,0.0558,0.04204
UGC08267,22.5,63,0.04328,0.03361
UGC09067,1.5,13,0.2128,0.01166
UGC09067,4.5,38,0.1793,0.02299
UGC09067,7.5,66,0.1389,0.02129
UGC09067,10.5,91,0.1024,0.01906
UGC09067,13.5,118,0.06605,0.01649
UGC09067,16.5,144,0.03644,0.01347
UGC09067,19.5,151,0.01791,0.009504
UGC09067,22.5,104,0.01049,0.005646
UGC09476,1.5,19,0.05698,0.008188
UGC09476,4.5,56,0.05008,0.01744
UGC09476,7.5,92,0.04037,0.01769
UGC09476,10.5,117,0.03475,0.01398
UGC09476,13.5,152,0.02659,0.01065
UGC09476,16.5,198,0.0233,0.009855
UGC09476,19.5,235,0.02299,0.009593
UGC09476,22.5,253,0.02315,0.007789
UGC09537,1.5,8,0.09215,0.009931
UGC09537,4.5,26,0.08957,0.01691
UGC09537,7.5,43,0.08444,0.02093
UGC09537,10.5,61,0.08114,0.02469
UGC09537,13.5,77,0.06883,0.0239
UGC09537,16.5,97,0.04937,0.02027
UGC09537,19.5,111,0.03185,0.01617
UGC09537,22.5,110,0.02132,0.01181
UGC09542,1.5,8,0.1326,0.009913
UGC09542,4.5,25,0.1028,0.02183
UGC09542,7.5,42,0.07529,0.02343
UGC09542,10.5,59,0.05725,0.01919
UGC09542,13.5,74,0.0438,0.01883
UGC09542,16.5,90,0.03326,0.0179
UGC09542,19.5,99,0.02754,0.01719
UGC09542,22.5,101,0.02299,0.01606
UGC09665,1.5,7,0.2462,0.004938
UGC09665,4.5,23,0.2154,0.01616
UGC09665,7.5,38,0.1813,0.02476
UGC09665,10.5,55,0.1472,0.02657
UGC09665,13.5,68,0.1145,0.02637
UGC09665,16.5,86,0.08535,0.02714
UGC09665,19.5,100,0.05978,0.02536
UGC09665,22.5,113,0.04356,0.02252
UGC09759,1.5,11,0.4273,0.03231
UGC09759,4.5,33,0.3115,0.06747
UGC09759,7.5,54,0.1827,0.06915
UGC09759,10.5,79,0.09834,0.05109
UGC09759,13.5,97,0.05301,0.03178
UGC09759,16.5,104,0.0324,0.01968
UGC09759,19.5,94,0.02117,0.01079
UGC09759,22.5,68,0.01207,0.005725
UGC09873,1.5,6,0.1168,0.01073
UGC09873,4.5,21,0.0877,0.02379
UGC09873,7.5,33,0.05933,0.02995
UGC09873,10.5,36,0.044,0.02687
UGC09873,13.5,35,0.03498,0.02184
UGC09873,16.5,32,0.02595,0.01674
UGC09873,19.5,30,0.01988,0.01156
UGC09873,22.5,25,0.01436,0.006972
UGC09892,1.5,8,0.07633,0.003116
UGC09892,4.5,26,0.06419,0.008054
UGC09892,7.5,43,0.05093,0.009775
UGC09892,10.5,60,0.03874,0.009544
UGC09892,13.5,80,0.03017,0.008856
UGC09892,16.5,88,0.02415,0.009277
UGC09892,19.5,105,0.02018,0.008865
UGC09892,22.5,116,0.01346,0.007078
UGC10043,1.5,1,0.3072,0.01378
UGC10043,4.5,2,0.2955,0.01447
UGC10043,7.5,4,0.2819,0.02534
UGC10043,10.5,7,0.2548,0.03976
UGC10043,13.5,9,0.2124,0.05973
UGC10043,16.5,10,0.1941,0.0774
UGC10043,19.5,13,0.1577,0.08394
UGC10043,22.5,14,0.138,0.08934
UGC10123,1.5,9,0.3298,0.007637
UGC10123,4.5,29,0.3087,0.01722
UGC10123,7.5,47,0.279,0.03356
UGC10123,10.5,68,0.235,0.04285
UGC10123,13.5,87,0.1804,0.04171
UGC10123,16.5,106,0.1226,0.03169
UGC10123,19.5,125,0.07633,0.02242
UGC10123,22.5,143,0.04357,0.01693
UGC10205,1.5,17,0.1647,0.01074
UGC10205,4.5,52,0.1295,0.02437
UGC10205,7.5,87,0.08275,0.0327
UGC10205,10.5,110,0.04976,0.02802
UGC10205,13.5,120,0.03385,0.02187
UGC10205,16.5,131,0.02501,0.01903
UGC10205,19.5,119,0.02009,0.01683
UGC10205,22.5,97,0.01424,0.01066
UGC10380,1.5,5,0.1157,0.01767
UGC10380,4.5,17,0.08102,0.03529
UGC10380,7.5,23,0.05957,0.03404
UGC10380,10.5,28,0.04799,0.02903
UGC10380,13.5,32,0.03348,0.02644
UGC10380,16.5,29,0.02883,0.02222
UGC10380,19.5,25,0.02734,0.01666
UGC10380,22.5,22,0.02317,0.01278
UGC10384,1.5,9,0.3743,0.01554
UGC10384,4.5,29,0.334,0.03319
UGC10384,7.5,49,0.271,0.04283
UGC10384,10.5,67,0.196,0.04731
UGC10384,13.5,85,0.1244,0.04705
UGC10384,16.5,109,0.07143,0.03939
UGC10384,19.5,125,0.03807,0.02935
UGC10384,22.5,116,0.02448,0.01802
UGC10710,1.5,10,0.207,0.01508
UGC10710,4.5,29,0.1717,0.02233
UGC10710,7.5,49,0.1289,0.02175
UGC10710,10.5,69,0.08892,0.02085
UGC10710,13.5,88,0.05482,0.01792
UGC10710,16.5,107,0.02933,0.01114
UGC10710,19.5,125,0.01605,0.007503
UGC10710,22.5,108,0.01115,0.00447
