# %ECSV 1.0
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: ledaName, datatype: string, description: Galaxy name as known by LEDA}
# - {name: ledaRA, unit: hourangle, datatype: float64, description: RA J2000 from LEDA /al2000/}
# - {name: ledaDE, unit: deg, datatype: float64, description: DEC J2000 from LEDA /de2000/}
# - {name: ledaMorph, datatype: string, description: Hubble type from LEDA /type/}
# - {name: ledaBar, datatype: string, description: B = bar present from LEDA /bar/}
# - {name: ledaRing, datatype: string, description: R = ring present from LEDA /ring/}
# - {name: ledaMultiple, datatype: string, description: M = multiple system from LEDA /multiple/}
# - {name: ledaType, datatype: float64, description: Morphological type from LEDA /t/}
# - {name: ledaPA, unit: deg, datatype: float64, description: 'PA from LEDA /pa/, N to E'}
# - {name: ledaBt, unit: mag, datatype: float64, description: Apparent B total magnitude from LEDA /bt/}
# - {name: ledaIt, unit: mag, datatype: float64, description: Apparent I total magnitude from LEDA /it/}
# - {name: ledaVmaxg, unit: km / s, datatype: float64, description: HI max v_rot uncorrected for incl from LEDA /vmaxg/}
# - {name: ledaFIR, unit: mag, datatype: float64, description: FIR flux as magnitude from LEDA /mfir/}
# - {name: ledaVrad, unit: km / s, datatype: float64, description: cz from mean data from LEDA /v/}
# - {name: ledaA_Bgal, unit: mag, datatype: float64, description: Galactic A_B from LEDA /ag/}
# - {name: ledaIncl, unit: deg, datatype: float64, description: Morph inclination from LEDA /incl/}
# - {name: ledaVrot, unit: km / s, datatype: float64, description: HI max v_rot corrected for incl from LEDA /vrot/}
# - {name: ledaVvir, unit: km / s, datatype: float64, description: Virgo infall corrected cz from LEDA /vvir/}
# - {name: ledaModz, unit: mag, datatype: float64, description: Dist modulus from LEDA /modz/ based on /vvir/}
# - {name: ledaD25, unit: arcmin, datatype: float64, format: .2f, description: Apparent B diameter from LEDA /logd25/ linearized}
# - {name: ledaAxrat, datatype: float64, format: .4f, description: Minor to major axis ratio from LEDA /logr25/ linearized}
# - {name: ledaAxIncl, unit: deg, datatype: float64, format: .1f, description: Inclination estimated from LEDA axratio using Bottinelli+83}
# - {name: ledaDistMpc, unit: Mpc, datatype: float64, format: .2f, description: Luminosity distance in Mpc corresponding to ledaModz}
# - {name: ledaHIflux, unit: Jy km / s, datatype: float64, format: .2f, description: 21cm flux from LEDA /m21/ linearized}
# - {name: ID, datatype: int64, description: CALIFA ID}
# delimiter: ','
# meta: !!omap
# - {comments: Galaxy Parameters from HyperLEDA}
# - {date: '2022-02-08'}
# schema: astropy-2.0
Name,ledaName,ledaRA,ledaDE,ledaMorph,ledaBar,ledaRing,ledaMultiple,ledaType,ledaPA,ledaBt,ledaIt,ledaVmaxg,ledaFIR,ledaVrad,ledaA_Bgal,ledaIncl,ledaVrot,ledaVvir,ledaModz,ledaD25,ledaAxrat,ledaAxIncl,ledaDistMpc,ledaHIflux,ID
NGC1167,NGC1167,3.0284351,35.2057302,S0,,,,-2.4,70.0,13.461,,212.8,,4949.9,0.784,49.05,281.75,5005.2,34.317,1.8197008586099834,0.7568328950209744,43.662153472449695,73.0129674945966,5.272298614228218,119
NGC1211,NGC1211,3.1145596,-0.7944535,S0-a,B,R,M,0.0,162.65,13.266,11.816,83.49,,3209.5,0.307,55.92,100.8,3077.9,33.246,1.492794409578996,0.6397348354826481,52.566046521216826,44.586152794807106,11.846771175814842,121
NGC1270,NGC1270,3.3161565,41.4699989,E,,,,-4.9,0.0,14.218,,,14.845,4971.5,0.713,31.0,,5054.1,34.335,1.0543868963912588,0.9246981739382225,24.76705792278186,73.62070974947365,,9001
NGC1271,NGC1271,3.3198001,41.3532645,S0,B,,,-2.0,123.08,15.103,13.199,,,5959.7,0.716,61.79,,6041.7,34.723,0.8128305161640994,0.6309573444801932,54.66122289451467,88.0237770591344,,9002
NGC1281,NGC1281,3.3350304,41.629998,E,,,,-4.9,68.29,14.521,12.986,,,4219.7,0.721,90.0,,4302.9,33.972,0.7798301105232588,0.5420008904016238,67.63317875296589,62.28737089440294,,9004
NGC1324,NGC1324,3.4171325,-5.7458323,Sb,,,,3.0,140.68,13.401,11.799,292.06,12.789,5668.3,0.201,82.0,294.92,5507.4,34.521,2.371373705661655,0.28973435877013226,76.84216567010431,80.20473348006661,8.757900363063667,126
NGC1349,NGC1349,3.5243167,4.3808611,S0,,,,-2.0,40.0,14.218,,169.37,,6600.0,0.945,0.0,,6485.2,34.881,0.9099132726322514,1.0,0.0,94.66730200346974,2.3420706947938243,127
NGC1361,NGC1361,3.5715929,-6.2649599,E-S0,B,,,-3.0,43.75,14.676,12.799,,,5254.2,0.174,61.03,,5088.1,34.352,1.2387965865303692,0.674528027697922,51.799943605890526,74.19933277899425,,128
NGC1542,NGC1542,4.287275,4.7815833,Sab,,,,2.0,127.75,15.033,,186.85,13.637,3728.6,0.913,80.78,189.3,3604.6,33.59,1.2161860006463678,0.32885163087598307,74.73173136674177,52.23961889991208,1.0413578615284316,131
NGC1590,NGC1590,4.5195,7.6309167,Sc,,,,5.0,110.0,14.488,,133.64,12.038,3913.3,0.872,27.86,285.97,3801.4,33.709,0.8974287945007484,0.8892011178579484,27.56311356505891,55.18232567565663,4.808393484497278,5006
NGC1645,NGC1645,4.7351111,-5.46575,S0-a,B,R,,-0.9,89.2,14.0,11.719,117.01,,4890.8,0.231,90.0,117.01,4714.1,34.189,2.1827299118430012,0.3784425847170933,74.35614628388292,68.83352332539906,4.285485203974389,134
NGC1656,NGC1656,4.764834,-5.1367548,S0-a,B,,,-1.3,109.34,14.5,11.43,,,3770.1,0.235,68.06,,3594.7,33.59,1.7378008287493754,0.5508076964054034,60.62152786116768,52.23961889991208,,136
NGC1659,NGC1659,4.7749861,-4.7887361,Sbc,,R,,4.0,51.45,13.205,11.712,151.88,12.059,4662.0,0.158,53.24,189.58,4488.1,34.073,1.4996848355023733,0.6251726927756859,52.32233788171453,65.25292741192514,4.134281080471341,137
NGC1665,NGC1665,4.8047403,-5.427625,S0,B,,,-1.8,55.83,14.06,11.347,,,2751.7,0.265,64.96,,2574.7,32.873,1.7906058540352938,0.5956621435290105,57.433855916749614,37.5491404609842,,138
NGC1666,NGC1666,4.8091236,-6.5700972,S0-a,B,R,,-1.0,160.0,13.666,11.34,,,2756.9,0.374,22.77,,2574.9,32.873,1.3458603540559484,0.9354056741475519,21.60180613238016,37.5491404609842,,139
NGC1667,NGC1667,4.8103277,-6.319777,SABc,B,R,,5.0,0.83,12.766,10.825,170.54,11.062,4566.6,0.329,39.81,266.34,4385.7,34.033,1.8749945080674184,0.7780365510398041,39.447533284207964,64.06192726268989,4.397440784473682,140
NGC1677,NGC1677,4.7749861,-4.7887361,Sbc,,R,,4.0,51.45,13.205,11.712,151.88,12.059,4662.0,0.158,53.24,189.58,4488.1,34.073,1.4996848355023733,0.6251726927756859,52.32233788171453,65.25292741192514,4.134281080471341,143
NGC2253,NGC2253,6.7282806,65.20625,Sc,,,,5.8,129.5,12.921,11.504,146.53,11.692,3565.0,0.294,43.26,213.8,3753.9,33.686,1.4256075936021881,0.7396052750582378,42.80582907912169,54.60092497542736,10.37528415818012,147
NGC2347,NGC2347,7.2677541,64.7107858,Sb,,R,,3.1,5.2,13.314,11.502,202.18,12.141,4423.8,0.349,45.43,283.78,4614.4,34.132,1.6443717232149315,0.72443596007499,44.51326779873144,67.0501880162841,9.647171518961665,149
NGC2410,NGC2410,7.5839628,32.8221293,Sb,B,,,3.1,32.83,13.791,12.005,229.63,12.519,4678.4,0.19,80.61,232.75,4719.8,34.189,2.167704104819695,0.29853826189179594,76.08203284324492,68.83352332539906,7.008095316467929,151
NGC2449,NGC2449,7.7889734,26.9301937,SBab,B,,,2.0,135.47,14.111,12.401,101.13,,4880.6,0.191,73.74,105.34,4895.2,34.263,1.435489433353656,0.3953666200681279,69.76613610683194,71.2196770487378,2.1066869257394103,156
NGC2476,NGC2476,7.9458829,39.9278061,E,,,,-4.9,143.24,13.555,,,,3729.2,0.229,90.0,,3813.9,33.709,1.2647363474711517,0.5382697825162883,68.03334264294807,55.18232567565663,,160
NGC2480,NGC2480,7.9528982,23.7797771,SBm,B,,M,9.3,163.08,14.997,13.807,39.62,13.504,2343.2,0.28,90.0,39.62,2345.0,32.661,1.3182567385564075,0.3890451449942806,67.7405401312453,34.056498956736135,1.6657123280688078,161
NGC2481,NGC2481,7.9538157,23.7677168,S0-a,B,,M,-0.3,18.5,13.322,11.296,63.29,,2180.4,0.28,81.47,64.0,2182.2,32.507,1.3995873225726179,0.41114972110452225,70.70038227556829,31.72488087350879,1.5545331940607845,162
NGC2484,NGC2484,7.9744696,37.7866546,S0,,,,-2.1,140.69,14.181,12.597,,,12238.9,0.201,64.43,,12313.5,36.288,1.6943378004473288,0.610942024905572,56.443586863380084,180.96725547887894,,3011
NGC2487,NGC2487,7.972353,25.1492118,Sb,B,R,,3.1,173.0,13.38,12.169,119.43,13.46,4830.7,0.219,35.97,203.31,4840.1,34.245,1.7298163592151015,0.8222426499470711,35.367840202533586,70.63175542629612,5.964856499193773,164
NGC2507,NGC2507,8.0270046,15.709759,S0-a,,,M,0.1,162.0,13.916,,,,4574.1,0.158,21.15,,4535.8,34.093,1.517050367459337,0.9418895965228413,20.292337126898346,65.85670531543794,,170
NGC2513,NGC2513,8.0401849,9.413523,E,,,,-4.9,152.69,12.625,,63.18,,4702.2,0.1,63.66,70.5,4632.0,34.151,1.9054607179632475,0.7481695005111544,46.89774773124275,67.63943948096029,0.6344537957757145,171
NGC2522,NGC2522,8.1037337,17.7065828,S0-a,,,,0.0,33.07,14.101,12.105,,,4706.8,0.268,90.0,,4680.7,34.17,1.1534532578210923,0.28444611074479154,82.0742580540294,68.23386941416705,,177
NGC2526,NGC2526,8.1162841,8.0039028,Sab,,,M,2.4,136.68,14.584,13.311,155.42,13.385,4544.8,0.105,64.07,172.81,4469.4,34.073,0.9141132414702503,0.5035006087879048,61.77094861862583,65.25292741192514,8.798324994418657,5009
NGC2530,NGC2530,8.1321111,17.8183889,Scd,B,,M,6.6,170.54,14.622,12.43,67.04,13.135,5028.0,0.204,48.29,89.8,5003.2,34.317,1.4028137045619582,0.6760829753919817,47.97202166845274,73.0129674945966,5.733238386538403,179
NGC2540,NGC2540,8.2128998,26.361597,Sc,B,,,5.5,123.3,14.397,12.707,153.19,12.94,6288.8,0.148,60.43,176.14,6310.2,34.81,1.2416523075924113,0.519995996533516,59.64621391175703,91.62204901220011,3.241902878227866,183
NGC2543,NGC2543,8.2160906,36.2546197,Sb,B,R,M,3.0,52.42,13.08,11.765,138.03,11.939,2470.7,0.298,66.38,150.66,2542.6,32.839,2.426610095082416,0.4645152752227494,64.2846644582019,36.965790681932724,16.56532649318016,184
NGC2553,NGC2553,8.2930547,20.9031599,Sa,,R,,1.0,56.58,14.695,12.643,,,4670.7,0.161,57.68,,4666.0,34.151,1.1066237839776665,0.6025595860743578,55.02091520572736,67.63943948096029,,188
NGC2554,NGC2554,8.2981892,23.4722394,S0-a,,R,M,-0.1,153.75,12.946,,241.28,13.386,4128.9,0.246,55.75,291.9,4137.6,33.888,2.0417379446695296,0.6426877173170197,52.37882028562331,59.92389025834776,1.7362009919014185,189
NGC2558,NGC2558,8.3202106,20.5106997,Sab,B,,,2.0,158.76,13.875,12.219,184.46,,4980.3,0.215,53.16,230.48,4974.3,34.299,1.428893958511103,0.6426877173170197,51.50056454421278,72.41024217924128,7.965260797837773,191
NGC2565,NGC2565,8.3300917,22.0314167,Sbc,B,R,M,3.7,165.67,13.295,11.52,185.34,13.241,3581.0,0.206,67.71,200.3,3583.1,33.59,1.6672472125510627,0.4385306977749857,65.80881572506851,52.23961889991208,9.9265880687103,192
NGC2572,NGC2572,8.3568397,19.1477711,SBa,B,R,,1.0,134.64,14.723,13.245,244.91,,7970.3,0.218,72.82,256.35,7958.3,35.322,1.2161860006463678,0.43151907682776525,67.84485947275331,115.98451211901681,3.959132167281654,194
NGC2577,NGC2577,8.3787382,22.5530479,E-S0,,,,-2.9,105.0,13.428,,222.76,,2112.1,0.233,76.31,229.28,2118.1,32.466,1.5523870099580825,0.5675446054085471,61.07374086006056,31.13149665447025,0.20720488977589976,195
NGC2592,NGC2592,8.4522375,25.97031,E,,,,-4.8,47.17,13.555,,,,2043.7,0.255,51.27,,2069.2,32.384,1.4655478409559113,0.8128305161640993,39.76285622869199,29.97781671582383,,201
NGC2595,NGC2595,8.4616721,21.4791171,Sc,B,R,M,5.0,30.57,13.165,11.431,159.24,12.852,4326.2,0.172,48.78,211.71,4328.9,33.993,1.6595869074375607,0.6760829753919817,48.17751303923611,62.89266531604166,9.65606098541548,204
NGC2596,NGC2596,8.4573682,17.2841269,Sb,,,,3.1,63.92,14.211,12.466,203.17,13.141,5935.3,0.177,74.22,211.13,5916.4,34.678,1.3835663789717811,0.3664375746478333,71.13417024168551,86.21840810727005,6.194410750767807,203
NGC2604,NGC2604,8.5564206,29.5387746,SBc,B,,M,6.0,36.0,13.624,13.264,60.28,12.758,2083.4,0.178,22.44,157.9,2129.7,32.467,1.4791083881682072,0.9268298233793493,22.268369084857255,31.145836540121316,19.696996148999215,209
NGC2623,NGC2623,8.6400187,25.7545702,Sb,,,M,2.7,36.46,13.984,13.277,34.14,9.847,5496.6,0.178,82.99,34.39,5526.0,34.521,2.3933157564053875,0.2910717118066605,77.01539319931717,80.20473348006661,1.9248637777825293,213
NGC2638,NGC2638,8.7071583,37.2210462,S0-a,B,R,,0.1,69.88,13.722,12.507,228.59,,3853.3,0.169,90.0,228.59,3941.5,33.8,1.6557699634695286,0.35399734108343467,74.91896257226436,57.54399373371564,1.900203002577231,216
NGC2639,NGC2639,8.7272387,50.2055329,Sa,,R,,0.8,140.0,12.596,,269.76,12.034,3225.0,0.102,44.64,383.91,3373.7,33.464,1.6106456351782708,0.7498942093324559,42.84224265990379,49.29467413122059,,219
NGC2691,NGC2691,8.9128642,39.5388353,Sa,,,,1.1,166.04,13.932,12.754,182.38,12.651,4012.9,0.105,47.92,245.72,4117.3,33.888,1.2589254117941675,0.7128530301265196,46.02321073161076,59.92389025834776,5.915616341754729,3018
NGC2730,NGC2730,9.037727,16.8382614,Sd,B,,,8.0,71.99,13.78,13.252,83.79,13.209,3826.2,0.118,55.72,101.4,3822.3,33.732,1.4454397707459272,0.660693448007596,49.04366651600431,55.76991723756762,6.228737089440282,232
NGC2767,NGC2767,9.1699684,50.4013434,E-S0,B,R,,-3.3,166.74,14.511,12.911,,,4925.7,0.081,36.12,,5084.3,34.352,0.7211074791828996,0.8709635899560806,31.687122354009247,74.19933277899425,,9005
NGC2780,NGC2780,9.2123272,34.9255443,Sb,B,R,,2.7,147.31,14.208,13.088,109.97,,1955.2,0.103,45.91,153.12,2045.7,32.384,1.0592537251772887,0.7227698036021702,44.7404109640252,29.97781671582383,1.1956387999881204,3021
NGC2805,NGC2805,9.3389935,64.1029681,SABc,B,R,M,6.9,153.98,11.787,10.766,41.4,,1733.0,0.219,36.01,70.41,1946.1,32.254,3.3884415613920256,0.8147042840208396,35.75391866129573,28.235793691102966,56.91149576288402,260
NGC2880,NGC2880,9.4929378,62.4906177,E-S0,B,R,,-2.6,141.66,12.525,11.148,,,1481.0,0.143,68.45,,1691.3,31.968,2.3334580622810033,0.6011737374832781,57.79875839563649,24.75141318074314,,272
NGC2906,NGC2906,9.5350625,8.4418092,Sc,,,M,5.7,70.71,13.173,11.785,156.66,12.376,2279.0,0.205,54.96,191.34,2250.1,32.585,1.3551894123510357,0.5942921586155726,54.30662636220196,32.88516308759833,5.062907583460215,275
NGC2916,NGC2916,9.5826648,21.7052457,Sb,,,,3.1,15.65,12.745,12.306,172.33,12.551,3716.2,0.115,47.92,232.18,3754.2,33.686,2.387811282913177,0.6966265141107687,46.85658982954264,54.60092497542736,9.471090794701595,277
NGC2918,NGC2918,9.5955682,31.7054665,E,,,,-4.7,65.83,13.519,11.992,,,6756.3,0.083,77.27,,6842.8,34.989,1.5559656316050743,0.6807693586937414,53.381435661772066,99.49471217509914,,279
NGC3057,NGC3057,10.0942421,80.2856861,Sd,B,,,7.8,7.96,13.589,,55.12,13.707,1525.1,0.103,58.32,64.77,1787.1,32.115,1.4454397707459272,0.6338697112569269,51.10810906236238,26.485001386067037,8.598050666611734,312
NGC3106,NGC3106,10.0681263,31.1854293,S0,,R,,-1.8,123.7,13.31,12.128,102.34,,6193.7,0.104,90.0,102.34,6292.7,34.81,0.8912509381337455,0.2754228703338166,75.97848567899044,91.62204901220011,5.335805618460324,311
NGC3158,NGC3158,10.230702,38.764939,E,,,,-4.8,151.58,12.894,11.611,,,6921.1,0.057,47.39,,7058.5,35.055,2.3173946499684788,0.8375292821268826,36.86728312722043,102.5651926251408,,318
NGC3160,NGC3160,10.2319672,38.8429692,Sab,B,,,2.0,140.09,15.02,13.234,,,6861.1,0.059,90.0,,6998.8,35.042,1.2473835142429435,0.20276827195212824,81.21702831790995,101.95299775626034,,319
NGC3182,NGC3182,10.3258397,58.2057721,S0-a,,R,,0.3,145.05,12.947,11.798,126.7,,2098.7,0.053,36.64,212.29,2310.5,32.623,1.9186687406702891,0.8298507675144224,35.12075206387425,33.46570666196794,1.599558028614666,323
NGC3220,NGC3220,10.395709,57.0269647,Sb,,,,3.4,95.73,13.911,13.321,80.75,,1165.1,0.065,70.36,85.74,1374.7,31.518,1.1776059735208073,0.4083193863326921,68.03556993119963,20.118703951494343,7.899507213358151,3022
NGC3300,NGC3300,10.6106743,14.1712429,S0,B,R,,-1.8,173.64,13.323,11.918,,,3017.7,0.165,75.44,,3056.5,33.246,1.5275660582380723,0.5116818355403078,64.35116401025816,44.586152794807106,,339
NGC3303,NGC3303,10.6166915,18.1358324,Sa,,,M,0.5,157.0,14.441,,153.41,,6277.3,0.119,52.53,193.31,6335.0,34.825,1.0964781961431853,0.6683439175686147,49.992226114018365,92.25714271547648,2.766941645411504,340
NGC3323,NGC3323,10.6608443,25.3227447,SBbc,B,,,3.8,171.16,14.336,13.446,132.29,12.609,5193.0,0.107,59.11,154.15,5285.6,34.421,0.9484184633008971,0.5508076964054034,57.87356839965767,76.59492583728877,7.365462114702305,5025
NGC3353,NGC3353,10.7562208,55.9603651,SABb,B,,M,4.1,75.69,13.221,12.645,41.37,11.492,941.9,0.032,45.47,58.03,1156.0,31.181,1.3583134465871542,0.7194489780036994,44.757503516153164,17.22661707380045,9.647171518961665,1013
NGC3381,NGC3381,10.8068937,34.7114023,SBbc,B,,,3.6,75.87,12.893,12.397,43.29,12.551,1628.1,0.089,26.26,97.85,1766.6,32.067,2.0183663636815607,0.9036494737223014,25.774340336151454,25.905978454758696,10.89431679659131,353
NGC3395,NGC3395,10.8305861,32.9828333,Sc,B,,M,5.8,40.45,12.395,,86.06,,1619.0,0.107,57.84,101.66,1751.0,32.067,1.599558028614669,0.5546257129579107,57.15123532684006,25.905978454758696,36.14098626396126,355
NGC3406NED01,NGC3406,10.8621233,51.0221719,E,,,M,-3.8,84.42,13.835,12.835,,,7480.2,0.056,62.31,,7681.3,35.252,1.4487718535447618,0.6982324040771714,50.47527291102002,112.30523475410853,,360
NGC3600,NGC3600,11.264445,41.5911199,SBa,B,,,1.4,3.53,12.984,12.578,86.91,12.805,703.3,0.083,87.65,86.98,883.0,30.601,1.8749945080674184,0.3147748314101316,76.50626102030256,13.18863958026113,33.11311214825908,1022
NGC3610,NGC3610,11.3070194,58.7862361,E,B,R,,-3.9,119.0,11.627,,,,1699.7,0.044,10.22,,1933.5,32.254,2.387811282913177,0.9908319448927676,8.38454755068662,28.235793691102966,,389
NGC3614,NGC3614,11.3059266,45.7482127,SABc,B,R,,5.2,87.69,13.01,11.733,131.5,12.922,2328.9,0.061,46.98,179.85,2524.3,32.839,2.500345361696431,0.6966265141107687,46.49089530156745,36.965790681932724,22.51127015912876,388
NGC3615,NGC3615,11.301849,23.3973077,E,,,,-4.9,40.05,13.887,11.936,,,6612.3,0.078,90.0,,6719.6,34.949,1.5100801541641486,0.6039486293763798,61.289520432207894,97.67872901926903,,387
NGC3619,NGC3619,11.3226594,57.7578059,S0-a,,,,-1.0,25.0,12.534,,165.11,13.615,1544.3,0.076,42.41,244.83,1775.8,32.067,3.890451449942807,0.7906786279998251,39.603643088813286,25.905978454758696,5.613064076752011,391
NGC3687,NGC3687,11.46683,29.5110084,Sbc,B,R,M,3.8,167.1,12.986,12.073,76.09,,2502.8,0.096,74.41,78.99,2642.1,32.94,1.4028137045619582,0.7925013304804716,38.229819391612814,38.72576449216169,9.078205301781841,414
NGC3773,NGC3773,11.6369255,12.1120216,S0,,,M,-2.1,161.37,13.315,13.012,38.03,12.852,987.8,0.117,44.25,54.49,1056.7,30.951,1.2274392311584073,0.7906786279998251,40.12473205924133,15.495300395827515,3.299134337888642,1028
NGC3811,NGC3811,11.6879558,47.6908329,SBc,B,R,,5.7,172.45,12.939,11.929,127.68,12.04,3152.0,0.082,42.54,188.83,3364.1,33.438,2.0276827195212817,0.7464487584100665,42.220136075079125,48.70796664925376,13.740419750125142,436
NGC3815,NGC3815,11.694251,24.8005045,Sab,,,,2.0,70.07,14.081,12.672,158.12,,3703.0,0.129,62.24,178.68,3830.7,33.732,1.4387985782558452,0.5321082592667942,59.87079194030172,55.76991723756762,9.638290236239698,437
NGC3896,NGC3896,11.8156471,48.6747715,SBab,B,,,1.5,128.44,13.183,13.305,110.57,,918.1,0.093,55.43,134.28,1136.5,31.107,1.4157937799570819,0.6223002851691595,53.276311750281835,16.649454157952754,41.7637992950973,3027
NGC3913,NGC3913,11.8441494,55.353889,Scd,,R,,6.6,151.5,13.361,12.781,18.65,13.629,951.1,0.055,32.42,34.8,1188.1,31.252,1.6443717232149315,0.8491804750363139,32.16760404721964,17.799180203953355,10.30860740062624,1032
NGC3990,NGC3990,11.959879,55.458715,E-S0,B,,,-2.7,41.39,13.457,,,,687.4,0.074,80.19,,927.2,30.694,1.4060475241299137,0.5345643593969717,63.642197113893495,13.765753865094156,,1035
NGC3991,NGC3991,11.9584622,32.3342491,I,B,,M,9.8,31.0,13.507,,98.01,12.104,3189.2,0.095,90.0,98.01,3356.6,33.438,1.18032063565173,0.24603676041476275,76.72971334616642,48.70796664925376,16.277960863937952,475
NGC3994,NGC3994,11.9602411,32.2776664,Sc,,R,M,4.8,9.65,13.348,12.293,48.48,,3070.9,0.095,59.51,56.26,3238.1,33.358,0.8491804750363139,0.5382697825162883,58.515443177365675,46.94615193825906,23.550492838960054,476
NGC4003,NGC4003,11.9664003,23.1248961,S0,B,R,,-1.6,159.7,14.592,12.777,,,6550.1,0.113,65.25,,6680.6,34.936,1.0423174293933042,0.5874893525297766,57.92238265094058,97.09570065288246,,479
NGC4047,NGC4047,12.0474071,48.6362161,Sb,,,,3.3,99.87,12.756,11.738,138.66,11.485,3428.3,0.1,42.03,207.11,3652.6,33.638,1.5346169827992941,0.7603262769401818,41.31027530927659,53.40722340937608,5.142804319487914,489
NGC4149,NGC4149,12.1757966,58.3040773,SABb,B,,,3.7,86.04,13.917,12.619,207.66,12.422,3063.3,0.085,90.0,207.66,3314.0,33.411,1.3708817661648538,0.19860949173573716,84.13468558653649,48.10608341479544,,502
NGC4185,NGC4185,12.2228368,28.5109692,SBbc,B,R,,3.7,165.44,13.412,12.078,169.65,,3893.3,0.092,48.84,225.34,4054.9,33.845,1.8535316234148116,0.6823386941416696,47.901254833643364,58.74893525297766,9.73643569798885,515
NGC4210,NGC4210,12.254401,65.9853551,Sb,B,R,,3.1,96.23,13.378,12.228,118.64,13.11,2711.1,0.08,46.18,164.43,2976.4,33.188,1.936421963946607,0.7161434102129021,45.221249847938545,43.411020970734604,3.5974933515574135,518
NGC4211NED02,NGC4211A,12.2603641,28.1696736,S0-a,B,,M,-0.3,156.54,15.849,14.562,,13.311,6680.9,0.1,54.39,,6842.4,34.989,0.4355118736855686,0.660693448007596,51.00500211486284,99.49471217509914,,520
NGC4384,NGC4384,12.4199798,54.5061989,Sa,,,M,1.2,84.92,13.519,12.931,65.98,12.26,2498.7,0.083,41.69,99.2,2746.7,33.005,1.2735030810166617,0.7762471166286917,40.28089464595218,39.90249023621427,3.590872623694506,5039
NGC4470,NGC4470,12.4938346,7.8241102,Sab,,,M,1.9,1.15,13.065,12.103,59.6,12.331,2336.8,0.105,50.58,77.15,2419.0,32.734,1.282330582656022,0.674528027697922,48.97987165396522,35.2208635618468,7.530087105475883,548
NGC4630,NGC4630,12.7086466,3.9597647,I,B,,M,9.6,10.21,13.04,12.164,58.61,12.07,735.2,0.129,49.15,77.48,807.5,30.403,1.6634126503701698,0.7261059574351547,43.67516789331286,12.03926572216007,7.634841051830958,1067
NGC4644,NGC4644,12.7118502,55.1455026,Sb,B,,M,3.1,51.06,14.6,13.236,179.79,,4927.8,0.088,69.97,191.36,5183.5,34.387,1.513561248436208,0.41783036664662176,67.51620994204075,75.40497494853079,4.265795188015924,569
NGC4676A,NGC4676A,12.7694705,30.7319684,S0-a,B,,M,-1.4,179.14,14.53,13.491,328.12,,6566.0,0.071,64.42,363.79,6754.1,34.963,2.1627185237270203,0.5847900841444807,57.964254993351254,98.310521528177,7.105587633694722,577
NGC4676B,NGC4676B,12.7697966,30.7228223,S0-a,B,,M,-0.5,45.0,14.329,13.218,318.08,12.098,6540.7,0.071,53.27,396.89,6728.8,34.963,0.9817479430199845,0.6760829753919817,49.82219051766212,98.310521528177,3.594181463147145,2999
NGC4711,NGC4711,12.8127393,35.3327152,SBb,B,,,3.2,40.93,14.268,12.847,135.69,13.408,4053.3,0.093,58.49,159.16,4258.7,33.952,1.2050359403717974,0.5649369748123025,57.02227162725605,61.71631684555834,4.848417387084457,580
NGC4816,NGC4816,12.9366946,27.7455344,E-S0,,,,-3.0,79.0,13.638,10.925,,,6934.6,0.038,90.0,,7117.1,35.08,1.3803842646028848,0.457088189614875,71.22271905834187,103.75284158180116,,588
NGC4841A,NGC4841A,12.9588724,28.4769592,E,,,M,-4.1,162.0,13.762,12.095,,,6765.6,0.047,21.76,,6951.6,35.029,1.4454397707459272,0.954992586021436,18.740427614761415,101.34445697847934,,589
NGC4874,NGC4874,12.9932486,27.9592823,E,,,,-3.6,49.33,12.777,11.658,,15.183,7168.0,0.039,38.1,,7353.2,35.155,2.28559880337543,0.8649679187756932,32.61282414813947,107.3989412341245,,592
NGC4956,NGC4956,13.0835994,35.1780854,S0,,,,-2.3,36.0,13.265,,85.98,,4678.7,0.04,15.25,326.86,4891.8,34.263,1.559552502826954,0.9727472237769651,14.160052808076834,71.2196770487378,1.0327614057613976,602
NGC4961,NGC4961,13.0965539,27.7340646,Sc,B,,,5.6,106.08,13.956,12.844,95.82,12.907,2531.7,0.049,38.71,153.23,2719.4,33.005,1.1142945335917298,0.7888601176185545,38.370144712329314,39.90249023621427,13.778438433514518,603
NGC5000,NGC5000,13.1631908,28.9068688,Sbc,B,R,M,3.8,62.96,13.98,12.668,65.85,13.042,5594.0,0.039,38.43,105.94,5788.0,34.632,1.2793813041575248,0.7961593504173188,37.87667841853699,84.4111855592768,4.613175745603788,608
NGC5016,NGC5016,13.2018565,24.0950337,SABb,B,,,4.4,57.39,13.083,12.068,112.01,12.657,2609.2,0.057,44.69,159.26,2786.4,33.036,1.5739828644662197,0.727779804536824,44.00115138204427,40.476224868787384,8.67760744991145,611
NGC5029,NGC5029,13.2104415,47.0632854,E,,,,-4.8,147.34,14.202,12.332,,,8694.1,0.04,90.0,,8943.8,35.582,1.517050367459337,0.6137620051647942,60.100001659694236,130.73744701631327,,612
NGC5145,NGC5145,13.4205309,43.2672556,S0-a,B,,,0.0,84.42,13.477,12.032,94.18,11.111,1225.8,0.052,46.73,129.34,1471.5,31.697,1.967886289706845,0.7362070974947361,44.36069901102,21.847412064790447,11.334438229710335,3029
