# %ECSV 1.0
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: ledaName, datatype: string, description: Galaxy name as known by LEDA}
# - {name: ledaRA, unit: hourangle, datatype: float64, description: RA J2000 from LEDA /al2000/}
# - {name: ledaDE, unit: deg, datatype: float64, description: DEC J2000 from LEDA /de2000/}
# - {name: ledaMorph, datatype: string, description: Hubble type from LEDA /type/}
# - {name: ledaBar, datatype: string, description: B = bar present from LEDA /bar/}
# - {name: ledaRing, datatype: string, description: R = ring present from LEDA /ring/}
# - {name: ledaMultiple, datatype: string, description: M = multiple system from LEDA /multiple/}
# - {name: ledaType, datatype: float64, description: Morphological type from LEDA /t/}
# - {name: ledaPA, unit: deg, datatype: float64, description: 'PA from LEDA /pa/, N to E'}
# - {name: ledaBt, unit: mag, datatype: float64, description: Apparent B total magnitude from LEDA /bt/}
# - {name: ledaIt, unit: mag, datatype: float64, description: Apparent I total magnitude from LEDA /it/}
# - {name: ledaVmaxg, unit: km / s, datatype: float64, description: HI max v_rot uncorrected for incl from LEDA /vmaxg/}
# - {name: ledaFIR, unit: mag, datatype: float64, description: FIR flux as magnitude from LEDA /mfir/}
# - {name: ledaVrad, unit: km / s, datatype: float64, description: cz from mean data from LEDA /v/}
# - {name: ledaA_Bgal, unit: mag, datatype: float64, description: Galactic A_B from LEDA /ag/}
# - {name: ledaIncl, unit: deg, datatype: float64, description: Morph inclination from LEDA /incl/}
# - {name: ledaVrot, unit: km / s, datatype: float64, description: HI max v_rot corrected for incl from LEDA /vrot/}
# - {name: ledaVvir, unit: km / s, datatype: float64, description: Virgo infall corrected cz from LEDA /vvir/}
# - {name: ledaModz, unit: mag, datatype: float64, description: Dist modulus from LEDA /modz/ based on /vvir/}
# - {name: ledaD25, unit: arcmin, datatype: float64, format: .2f, description: Apparent B diameter from LEDA /logd25/ linearized}
# - {name: ledaAxrat, datatype: float64, format: .4f, description: Minor to major axis ratio from LEDA /logr25/ linearized}
# - {name: ledaAxIncl, unit: deg, datatype: float64, format: .1f, description: Inclination estimated from LEDA axratio using Bottinelli+83}
# - {name: ledaDistMpc, unit: Mpc, datatype: float64, format: .2f, description: Luminosity distance in Mpc corresponding to ledaModz}
# - {name: ledaHIflux, unit: Jy km / s, datatype: float64, format: .2f, description: 21cm flux from LEDA /m21/ linearized}
# - {name: ID, datatype: int64, description: CALIFA ID}
# delimiter: ','
# meta: !!omap
# - {comments: Galaxy Parameters from HyperLEDA}
# - {date: '2022-02-08'}
# schema: astropy-2.0
Name,ledaName,ledaRA,ledaDE,ledaMorph,ledaBar,ledaRing,ledaMultiple,ledaType,ledaPA,ledaBt,ledaIt,ledaVmaxg,ledaFIR,ledaVrad,ledaA_Bgal,ledaIncl,ledaVrot,ledaVvir,ledaModz,ledaD25,ledaAxrat,ledaAxIncl,ledaDistMpc,ledaHIflux,ID
IC3918,IC3918,12.9482037,22.3735616,Sc,,,,5.1,163.85,15.624,14.981,107.06,,6655.2,0.146,44.66,152.31,6817.3,34.989,0.5508076964054034,0.72443596007499,44.188938604584976,99.49471217509914,2.4547089156850257,5042
IC4215,IC4215,13.271365,25.405678,Sab,,,,2.0,45.51,14.627,13.246,158.87,13.842,3883.6,0.071,90.0,158.87,4068.2,33.866,1.5523870099580825,0.2344228815319922,83.24282851708948,59.31984396649729,0.5100350239594458,615
IC4534,UGC09713,15.1116059,23.6419503,S0,B,,,-1.8,163.94,14.471,12.621,,,4861.4,0.217,70.25,,5088.4,34.352,1.4454397707459272,0.5495408738576245,61.233571805529266,74.19933277899425,,786
IC4566,IC4566,15.6117113,43.5393358,Sb,B,,,2.5,162.87,14.113,12.656,133.29,,5582.0,0.117,51.56,170.18,5870.7,34.662,1.3520725631942774,0.6576578373554205,50.164338690123806,85.58546212208236,1.4996848355023704,807
IC5309,IC5309,23.3198972,8.1093056,Sb,,,,3.1,25.0,14.369,12.564,127.07,13.604,4184.7,0.337,65.46,139.68,4224.4,33.951,1.2852866599436155,0.4764309868054157,63.40274360366038,61.68790197459379,2.385613039930911,906
IC5376,IC5376,0.0221556,34.5257222,Sab,,,,2.0,4.0,14.61,,202.17,,5029.2,0.31,90.0,202.17,5162.4,34.37,1.6405897731995396,0.2691534803926916,79.67976911536208,74.81695005111537,5.375266487867439,1
IC701,IC0701,11.5168529,20.4689366,Sd,B,,M,8.1,76.56,15.08,13.74,76.63,13.377,6144.0,0.097,47.04,104.72,6246.3,34.796,0.7396052750582378,0.7464487584100665,42.02046446977672,91.03323996799098,4.405548635065531,5031
KUG1349+143,KUG1349+143,13.8585742,14.0921046,Sa,,,,1.1,106.54,14.456,12.395,299.13,13.224,6995.9,0.106,67.58,323.6,7153.6,35.093,1.5275660582380723,0.48640720569146156,63.707045994216585,104.37584393235515,3.5875668303926065,2663
LSBCF560-04,PGC021757,7.7718366,18.3687015,E,,,,-4.0,176.36,14.713,12.813,,,15771.6,0.162,86.5,,15741.0,36.833,1.0423174293933042,0.6067363295885054,59.25372290185165,232.59479935361125,,3009
MCG+07-17-002,MCG+07-17-002,7.9289904,41.2038856,E,,,,-5.0,128.68,15.951,13.973,,,22262.0,0.183,90.0,,22352.8,37.621,0.8336811846196345,0.5874893525297766,63.1847662665385,334.34897797237943,,3010
MCG+08-19-17,MCG+08-19-17,10.3161078,46.4540955,Sbc,,,,4.3,68.67,15.979,14.994,,,8972.5,0.049,43.07,,9143.2,35.633,0.345939377826122,0.7464487584100665,42.394018442546326,133.844336764991,,5024
MCG+09-18-064,MCG+09-18-064,10.9961166,53.8036369,E,,,,-5.0,146.61,15.624,13.739,,,21330.5,0.057,90.0,,21543.6,37.534,0.8491804750363139,0.6683439175686147,55.121025529955624,321.21809339879854,,3023
MCG+09-22-53,MCG+09-22-53,13.375688,54.8182008,Sb,,,,3.0,113.63,15.027,14.01,72.04,,3537.3,0.133,48.71,95.88,3806.2,33.709,0.8570378452303697,0.6870684400142322,47.66541655379034,55.18232567565663,4.230580857765229,5047
MCG+10-17-007,MCG+10-17-007,11.5047995,58.1339605,Sm,,,,8.9,113.33,14.593,13.991,28.33,,1448.7,0.062,31.75,53.83,1685.0,31.968,1.0115794542598981,0.8790225168308843,28.631639789055217,24.75141318074314,4.58775270547135,1027
MCG-01-01-012,MCG-01-01-012,23.9863374,-4.1919115,Sb,,,,3.2,70.0,15.05,12.62,171.6,,5764.6,0.159,90.0,171.6,5719.1,34.601,1.5739828644662197,0.21727011788637443,82.92009048267408,83.21469006867935,1.4996848355023704,936
MCG-01-09-006,MCG-01-09-006,3.1467602,-7.0405944,S?,B,,,1.4,9.59,14.852,13.295,204.78,13.653,8674.8,0.322,90.0,204.78,8513.6,35.477,1.6595869074375607,0.3019951720402016,77.59136349434738,124.5661380113885,3.858335599053512,122
MCG-01-10-015,MCG-01-10-015,3.6442084,-5.3473282,Scd,,,,6.6,79.88,14.961,13.472,134.5,,4131.0,0.215,75.24,139.09,3967.8,33.8,1.4521116175877422,0.30060763026282306,74.05056787021934,57.54399373371564,2.6989820734720142,129
MCG-01-10-019,MCG-01-10-019,3.6786098,-6.4151264,SABc,B,R,M,5.8,6.87,14.773,13.144,120.97,,5243.2,0.241,74.23,125.71,5074.6,34.335,1.8071741260109269,0.32359365692962827,72.80402314631634,73.62070974947365,6.025595860743575,130
MCG-01-33-007,MCG-01-33-007,12.7939528,-5.8674306,E?,,,,-1.4,139.66,14.78,12.825,,,1368.0,0.119,32.76,,1396.4,31.579,1.0990058394325208,0.8749837752274361,30.394875213521267,20.691882329488976,,1069
MCG-01-52-012,MCG-01-52-012,20.6305515,-6.0907463,E,,,,-4.0,72.73,14.659,12.895,,,3859.0,0.265,60.02,,3929.3,33.778,1.1614486138403428,0.72443596007499,48.185587144311754,56.963937334118356,,3039
MCG-01-54-016,MCG-01-54-016,21.4332854,-3.8098364,Scd,,,,7.0,32.33,15.555,14.19,92.19,,2933.5,0.27,84.82,92.57,2988.6,33.188,1.4125375446227542,0.18197008586099836,82.16208377493399,43.411020970734604,6.1489363851262535,878
MCG-02-02-030,MCG-02-02-030,0.5020299,-11.1136152,Sa,B,R,,1.2,170.72,13.526,12.186,146.11,13.231,3524.2,0.143,72.08,153.56,3426.5,33.49,1.8663796908346695,0.43251383103500873,67.61755746557007,49.888448746001266,5.03037081084624,13
MCG-02-02-040,MCG-02-02-040,0.5265936,-10.5063247,SBbc,B,R,M,3.8,49.5,14.393,12.834,136.18,12.291,3580.0,0.139,69.79,145.11,3484.1,33.515,1.4655478409559113,0.4083193863326921,67.85471325130715,50.46612975635287,10.725066656157026,16
MCG-02-02-086,MCG-02-02-086,0.6973515,-9.3031528,S0,B,R,,-2.5,148.95,14.604,12.605,,,16596.3,0.163,62.55,,16499.6,36.935,1.4655478409559113,0.6412095765851616,54.2476986581679,243.7810818368755,,3001
MCG-02-06-016,MCG-02-06-016,2.015285,-8.8416113,IB,B,,,9.9,31.0,15.609,14.851,55.33,,1626.7,0.108,46.81,75.89,1487.1,31.697,1.1066237839776665,0.7481695005111544,41.775567404297476,21.847412064790447,7.297935152144471,1002
MCG-02-08-014,MCG-02-08-014,2.8731625,-8.5104302,Sab,,,,1.6,95.42,15.025,13.2,179.31,,5023.4,0.231,90.0,179.31,4862.0,34.245,1.782378767448089,0.1606941253012877,84.95319351491145,70.63175542629612,,111
MCG-02-51-004,MCG-02-51-004,20.2610806,-13.6218889,Sd,,,,8.0,159.67,13.96,12.345,208.54,13.096,5589.5,0.412,90.0,208.54,5632.5,34.569,1.5240527537972914,0.35399734108343467,70.2065866709203,81.99738454574761,2.8261811798101584,868
Mrk1418,Mrk1418,9.6741715,48.337665,Sm,,,,9.2,15.82,13.735,13.343,47.06,13.722,770.8,0.099,35.59,80.88,932.6,30.694,0.6591738952443214,0.8491804750363139,32.04572937819782,13.765753865094156,8.379150674384082,1007
NGC0001,NGC0001,0.1210722,27.7079306,Sb,,,,3.1,112.39,13.694,12.802,146.05,12.035,4550.0,0.275,48.84,194.0,4650.2,34.151,1.5667510701081495,0.6854882264526616,47.771926518583854,67.63943948096029,10.471285480508985,8
NGC0014,NGC0014,0.1461844,15.8165794,IB,B,R,,9.9,23.12,13.022,12.639,35.18,,864.7,0.336,55.65,42.61,908.8,30.694,1.5275660582380723,0.660693448007596,48.91349697837178,13.765753865094156,13.931568029453029,1000
NGC0023,NGC0023,0.1648111,25.9235991,Sa,B,,,1.2,174.16,12.839,10.805,183.95,10.749,4561.4,0.165,40.47,283.39,4651.9,34.151,1.5488166189124812,0.7888601176185545,39.070367733480424,67.63943948096029,6.1489363851262535,9
NGC0036,NGC0036,0.1895306,6.3892222,SABb,B,,,3.0,14.85,14.389,11.63,206.91,13.276,6028.5,0.288,54.59,253.88,6025.7,34.708,2.1379620895022327,0.6165950018614822,53.222602403532996,87.41782564005277,7.89223484789972,10
NGC0155,NGC0155,0.5778053,-10.7665159,S0,,,,-2.2,169.77,14.151,11.995,,,6189.8,0.118,34.84,,6090.8,34.738,1.492794409578996,0.8669618757582166,31.681625221299377,88.63392873279338,,18
NGC0160,NGC0160,0.6011178,23.9576216,S0-a,,R,,-0.4,45.67,13.612,11.311,254.76,,5252.7,0.147,76.05,262.51,5318.8,34.438,1.981527025805098,0.4487453899331322,67.81352289136757,77.19692476102523,3.7085146587568563,20
NGC0165,NGC0165,0.6080334,-10.1061221,Sbc,B,,,4.1,72.49,13.993,12.693,146.62,13.182,5889.6,0.149,51.17,188.22,5792.6,34.632,1.6292960326397221,0.6516283940608427,50.26254628382008,84.4111855592768,2.7593068558175107,21
NGC0169,NGC0169,0.6143361,23.9909167,Sab,,,M,2.5,92.51,13.42,11.45,277.77,12.84,4602.6,0.129,69.78,296.01,4668.4,34.151,1.5310874616820305,0.43151907682776525,66.86028869264406,67.63943948096029,5.802297599818732,22
NGC0171,NGC0171,0.6226475,-19.9342711,Sab,B,R,M,2.2,101.91,12.978,11.08,56.33,13.265,3883.8,0.092,54.36,69.31,3743.0,33.686,2.0558905959841414,0.6266138646723354,52.69285834287338,54.60092497542736,5.738521326746183,23
NGC0180,NGC0180,0.6326917,8.6352222,Sc,B,,,4.6,163.25,14.187,,163.98,12.739,5279.3,0.238,49.06,217.1,5270.4,34.421,2.1978598727848255,0.674528027697922,48.36516242683483,76.59492583728877,8.348337537236493,25
NGC0192,NGC0192,0.6537244,0.8641204,Sa,B,R,M,1.1,165.31,13.431,11.719,70.74,11.834,4165.2,0.088,76.16,72.86,4117.9,33.888,2.0606299132700006,0.3971915494694403,70.33786346782982,59.92389025834776,2.24491550756959,26
NGC0214,NGC0214,0.6911166,25.4993442,SABc,B,R,,5.0,42.98,12.937,11.112,163.42,12.062,4535.9,0.156,48.03,219.81,4606.3,34.132,1.8793168168032688,0.6854882264526616,47.42336366323362,67.0501880162841,6.171631684555832,28
NGC0216,NGC0216,0.6908012,-21.0480584,S0,B,,,-1.7,26.95,13.704,12.03,69.62,,1536.5,0.085,84.18,69.98,1388.6,31.579,1.3458603540559484,0.46558609352295893,68.06431365374117,20.691882329488976,18.58660202688537,27
NGC0217,NGC0217,0.6927451,-10.0214821,SBa,B,,,0.7,112.85,13.281,11.389,268.01,,3934.1,0.154,90.0,268.01,3834.3,33.732,3.1988951096913976,0.21627185237270202,80.18170717960446,55.76991723756762,4.365158322401652,29
NGC0234,NGC0234,0.7256602,14.3425582,SABc,B,,,5.2,74.06,13.428,12.198,100.88,11.655,4448.6,0.396,40.04,156.82,4464.0,34.054,1.5812480392703836,0.7762471166286917,39.591529709666425,64.68446641717226,6.160273583272368,31
NGC0237,NGC0237,0.7244008,-0.1249684,SABc,B,,,4.5,174.34,13.728,12.411,129.37,12.352,4169.7,0.076,53.78,160.37,4115.0,33.888,1.3031667784522993,0.6151768727098681,52.97412554590043,59.92389025834776,11.989470404794197,30
NGC0257,NGC0257,0.8004167,8.2970556,Sc,,,,5.8,98.59,13.308,11.492,183.1,12.115,5277.2,0.244,44.82,259.76,5260.4,34.421,1.8323144223712113,0.7211074791828996,44.38598789103036,76.59492583728877,8.879734893257655,33
NGC0309,NGC0309,0.9451801,-9.9138734,SABc,B,R,M,5.0,94.0,12.728,11.814,92.74,12.115,5653.4,0.174,29.76,186.82,5544.8,34.537,2.2284351492703043,0.8729713683881116,29.559345813959474,80.7978863683088,17.34602627879285,34
NGC0364,NGC0364,1.0780154,-0.8027232,S0,B,R,,-1.8,33.1,14.242,12.308,,,5117.3,0.137,90.0,,5046.3,34.335,1.4028137045619582,0.40738027780411273,73.37734479388973,73.62070974947365,,35
NGC0426,NGC0426,1.2135002,-0.2901797,E,,R,,-4.3,146.27,13.838,12.627,,,5259.4,0.143,60.31,,5186.1,34.387,1.2022644346174132,0.7362070974947361,47.36625769611661,75.40497494853079,,8000
NGC0429,NGC0429,1.2159472,-0.3450079,S0,B,,M,-1.8,18.78,14.453,13.258,,,5628.0,0.137,90.0,,5554.2,34.537,1.506607066186742,0.20417379446695297,81.10709385720081,80.7978863683088,,36
NGC0444,NGC0444,1.2637817,31.0801809,Sc,,,,6.4,159.85,14.999,13.166,117.5,,4836.9,0.272,81.93,118.68,4915.3,34.263,1.5667510701081495,0.21978598727848248,79.67986254446559,71.2196770487378,5.4600924975427265,39
NGC0447,NGC0447,1.2604444,33.0676389,S0-a,B,,,0.2,15.0,15.075,11.414,94.03,,5595.9,0.269,14.59,373.28,5683.9,34.585,2.2130947096056377,0.9727472237769651,13.840609349222458,82.60379495771792,3.366665743686221,38
NGC0472,NGC0472,1.3413018,32.7094486,Sb,,,,3.0,125.0,14.157,12.285,,,5279.6,0.212,42.07,,5363.5,34.455,0.8974287945007484,0.762079010025412,41.2039051364741,77.80365510398036,,9000
NGC0477,NGC0477,1.3556544,40.4882148,Sc,B,,,5.0,135.46,13.914,12.162,150.18,,5858.4,0.232,72.67,157.33,5978.0,34.693,1.5523870099580825,0.35481338923357547,71.01108051584018,86.81604556119937,9.111712330429185,42
NGC0495,NGC0495,1.3822667,33.4703116,S0-a,B,,,0.2,168.77,13.68,12.075,,,4103.5,0.311,49.23,,4189.8,33.931,1.0939563662720937,0.7079457843841379,46.774642865324736,61.12234388984107,,2044
NGC0496,NGC0496,1.3865417,33.5285441,Sbc,,,,4.0,36.39,14.299,12.539,135.47,13.321,6005.2,0.313,72.45,142.08,6091.6,34.738,0.8912509381337455,0.37153522909717257,70.30068275703337,88.63392873279338,6.020048636844582,45
NGC0499,NGC0499,1.386532,33.4603155,E-S0,,,,-2.9,77.26,13.317,10.495,,,4361.8,0.305,66.91,,4447.9,34.054,1.6826740610704674,0.6251726927756859,56.06642002451938,64.68446641717226,,44
NGC0504,NGC0504,1.3910827,33.2040527,S0,,,,-2.0,45.41,13.953,12.275,,,4240.6,0.258,90.0,,4325.4,33.993,1.5452544395384142,0.25176769277588557,77.61516185639701,62.89266531604166,,46
NGC0507,NGC0507,1.3944315,33.2557624,E-S0,,R,M,-3.3,71.0,12.574,10.075,,,4933.8,0.269,62.57,,5018.7,34.317,2.45470891568503,0.6760829753919817,51.97213548066332,73.0129674945966,,2940
NGC0508,NGC0508,1.3946351,33.2808629,E,,,M,-4.9,25.0,14.204,11.935,,,5493.5,0.273,37.26,,5578.5,34.553,1.0764652136298352,0.8953647655495938,29.34405089941298,81.39542590972674,,2941
NGC0515,NGC0515,1.4106903,33.4726809,S0,,,,-2.0,88.5,14.255,11.965,,,5100.3,0.253,54.64,,5185.7,34.387,0.9246981739382225,0.6950243175887968,49.111957973144825,75.40497494853079,,2942
NGC0517,NGC0517,1.4121832,33.4296822,S0,,,,-2.1,20.0,13.563,11.705,,,4201.1,0.246,90.0,,4286.3,33.972,1.4554590805819663,0.40926065973001086,73.82985584104324,62.28737089440294,,47
NGC0523,NGC0523,1.422441,34.0249907,Sbc,,,M,4.2,103.7,13.496,,226.18,12.25,4760.7,0.234,79.74,229.86,4848.5,34.245,2.5176769277588558,0.28248799749157066,76.45874905459482,70.63175542629612,7.585775750291834,48
NGC0528,NGC0528,1.4259932,33.6714722,S0,,,,-2.0,56.66,13.647,11.765,,13.582,4751.2,0.28,66.76,,4837.2,34.245,1.7701089583174214,0.5874893525297766,58.30755785827832,70.63175542629612,,50
NGC0529,NGC0529,1.4278611,34.7129167,E-S0,,,,-3.2,161.66,13.127,11.175,,,4795.3,0.208,34.24,,4886.2,34.263,2.2233098906514033,0.8830799004185628,30.059169766901014,71.2196770487378,,51
NGC0548,NGC0548,1.4340297,-1.2256244,E,,R,,-3.8,153.1,14.661,13.252,,,5401.2,0.157,44.45,,5315.7,34.438,0.901571137605957,0.8241381150130023,37.60997553297104,77.19692476102523,,3004
NGC0551,NGC0551,1.4612944,37.1828889,SBbc,B,,,4.0,137.34,13.418,12.137,169.99,13.481,5189.2,0.247,70.32,180.53,5290.7,34.438,1.485935642287007,0.39902490236214205,68.40901199791024,77.19692476102523,3.872576449216168,52
NGC0570,NGC0570,1.4829551,-0.9489578,Sa,B,R,,1.0,166.34,13.715,12.278,150.38,,5528.5,0.119,51.53,192.08,5442.6,34.488,1.6180800376430662,0.6729766562843178,49.41073151643634,78.99507213358163,0.4998043135782392,54
NGC0647,NGC0647,1.6656054,-9.2423635,S0,B,R,M,-2.1,19.13,14.323,12.406,,,12619.2,0.13,46.74,,12488.8,36.318,1.270574105208542,0.7691304402866096,42.27795267276211,183.48476077555392,,3005
NGC0675,NGC0675,1.81907,13.0595543,Sa,,,,1.0,101.18,15.453,13.719,95.05,13.578,5267.3,0.382,73.93,98.92,5239.3,34.404,1.0447202192207998,0.41975898399100753,68.72434329625254,75.99762143610386,,2063
NGC0677,NGC0677,1.8205647,13.0552581,E,,,,-4.9,6.0,13.258,12.228,115.51,,5143.3,0.384,0.0,,5115.2,34.352,1.8071741260109269,1.0,0.0,74.19933277899425,0.3499451670283571,63
NGC0681,NGC0681,1.8196765,-10.4265532,SABa,B,R,,2.0,66.75,12.769,11.476,172.17,11.831,1748.1,0.149,46.28,238.21,1607.5,31.863,2.5061092530321143,0.7227698036021702,44.90716556829225,23.583051532776512,14.534496779183135,61
NGC0693,NGC0693,1.8419075,6.1451551,S0-a,,,,0.2,106.0,13.245,11.18,108.58,11.039,1561.0,0.229,66.69,118.23,1497.8,31.697,2.1086281499332897,0.516416369272071,62.06698478895073,21.847412064790447,9.790390174480502,64
NGC0716,NGC0716,1.8832483,12.7084493,Sa,B,,,1.1,58.95,14.005,12.333,185.09,11.102,4559.7,0.23,75.86,190.87,4527.9,34.093,1.3121998990192036,0.39902490236214205,70.1993106725858,65.85670531543794,6.785783509504065,65
NGC0731,NGC0731,1.9156222,-9.0108717,E,,,,-4.0,155.5,13.064,11.055,,,3881.2,0.094,36.09,,3743.9,33.686,1.6982436524617446,0.8830799004185628,30.48533568898558,54.60092497542736,,67
NGC0741,NGC0741,1.9391681,5.6287675,E,,,M,-4.8,92.7,12.306,,,,5563.7,0.227,53.62,,5494.8,34.521,2.831391995799379,0.8016780633876791,41.02308343607563,80.20473348006661,,68
NGC0755,NGC0755,1.9396295,-9.0613525,SBbc,B,,,3.6,52.41,13.099,11.974,98.19,12.671,1623.3,0.101,78.06,100.37,1485.1,31.697,2.870780582024691,0.3126079367123955,74.67037227947024,21.847412064790447,22.490546058357793,69
NGC0768,NGC0768,1.9780325,0.529193,SBbc,B,R,M,3.8,28.7,14.203,12.91,179.86,13.518,6990.2,0.14,72.12,188.98,6895.3,35.016,1.559552502826954,0.37931498497368193,69.85794941282505,100.73954848112501,5.058246620031133,71
NGC0774,NGC0774,1.9929781,14.0082193,S0,,,,-2.0,163.84,14.278,12.351,95.61,,4594.8,0.263,39.31,150.92,4566.2,34.113,1.2793813041575248,0.8298507675144224,35.92339630866434,66.46606990710733,1.919552523761377,72
NGC0776,NGC0776,1.9984639,23.6444444,SABa,B,,,2.5,135.0,13.443,11.94,58.23,12.637,4916.7,0.421,18.34,185.07,4936.9,34.281,1.3489628825916533,0.9527961640236519,18.02802616486746,71.81249238834741,5.0956548060811375,73
NGC0787,NGC0787,2.0134935,-9.0027307,Sb,,R,,3.0,91.23,13.627,11.797,162.24,,4746.9,0.123,48.21,217.59,4606.7,34.132,1.8749945080674184,0.6934258060165691,47.14308939968535,67.0501880162841,,75
NGC0810,NGC0810,2.0912949,13.2512736,E,,,M,-4.4,30.83,15.043,12.592,,,7781.6,0.443,90.0,,7746.2,35.264,1.4028137045619582,0.6266138646723354,58.08382887718745,112.92757442094182,,76
NGC0825,NGC0825,2.1423222,6.32375,Sa,,,,1.1,51.75,14.392,11.94,216.75,,3395.6,0.236,90.0,216.75,3324.0,33.411,2.0606299132700006,0.3213660538640317,76.33053145254415,48.10608341479544,5.733238386538403,77
NGC0833,NGC0833,2.1557917,-10.1331376,SABa,B,R,M,0.8,85.29,13.713,12.108,95.26,,3855.4,0.11,75.75,98.28,3705.9,33.662,1.6330519478943348,0.40738027780411273,69.83317199123982,54.000775906659264,,78
NGC0835,NGC0835,2.1568434,-10.1360253,Sab,B,R,,1.9,4.58,13.158,11.335,105.0,11.202,3889.9,0.11,34.87,183.64,3740.4,33.686,0.874983775227436,0.8375292821268826,33.94552593053952,54.60092497542736,4.5708818961487445,2078
NGC0842,NGC0842,2.164116,-7.7623963,S0,B,R,,-2.1,156.83,13.635,11.34,,,3800.0,0.102,84.14,,3660.9,33.638,1.7418068733916146,0.4897788193684462,66.59686091040221,53.40722340937608,,80
NGC0873,NGC0873,2.2756569,-11.3485959,Sc,,,,4.8,146.25,12.89,11.449,59.46,11.146,4016.0,0.15,45.09,83.96,3857.7,33.755,1.4791083881682072,0.7211074791828996,44.511375293887404,56.36376558259551,7.5439708219798955,84
NGC0924,NGC0924,2.4463417,20.4974167,S0,,,,-1.9,52.0,13.741,,198.21,,4460.3,0.737,67.58,214.41,4452.2,34.054,2.032357010936222,0.5794286964268811,58.87516659513111,64.68446641717226,6.2344766110500505,85
NGC0932,NGC0932,2.4651889,20.3326389,Sa,,R,,1.0,145.0,13.88,,87.49,,4078.0,0.6,24.39,211.82,4068.6,33.866,2.0044720273651615,0.9204495717531713,23.658659813131717,59.31984396649729,1.2635720185226516,87
NGC0938,NGC0938,2.4759722,20.2836389,E,,,,-4.9,96.68,13.753,,85.5,,4104.7,0.492,66.27,93.39,4094.8,33.867,1.5523870099580825,0.7362070974947361,48.134580942960376,59.347168055305474,2.043619321084467,90
NGC0941,NGC0941,2.4744088,-1.1514899,SABc,B,,M,5.3,171.2,13.037,12.339,64.12,13.073,1599.9,0.153,45.66,89.64,1482.5,31.697,1.870682140365801,0.7128530301265196,45.13809218335047,21.847412064790447,10.587660331136965,89
NGC0955,NGC0955,2.5091989,-1.108429,Sab,,,,2.0,19.57,12.917,11.055,151.73,,1485.5,0.156,81.54,153.4,1367.4,31.518,2.7227013080779128,0.32210687912834346,75.2565592239523,20.118703951494343,6.552393940159805,91
NGC0962,NGC0962,2.5444,28.0698889,E-S0,,,,-3.5,178.01,14.155,,,,4609.4,0.4,59.34,,4638.0,34.151,1.4554590805819663,0.7063175542629619,49.383283349546815,67.63943948096029,,92
NGC0976,NGC0976,2.5666694,20.9767778,Sbc,,,,4.1,160.0,13.23,,146.26,11.689,4296.9,0.473,21.17,405.03,4288.3,33.972,1.5417004529495593,0.9354056741475519,21.00468820760579,62.28737089440294,9.053155916484844,94
NGC0991,NGC0991,2.5924142,-7.1544011,SABc,B,R,M,5.2,152.0,12.96,12.051,33.62,13.122,1531.8,0.12,28.1,71.37,1383.4,31.518,1.4791083881682072,0.8871560120379609,27.80777677231748,20.118703951494343,15.317927158934168,95
NGC1026,NGC1026,2.6553333,6.5439167,S0,,,,-2.0,85.0,14.058,,,,4179.0,0.364,27.86,,4094.3,33.867,1.8407720014689557,0.9120108393559098,25.548566098678126,59.347168055305474,,98
NGC1041,NGC1041,2.6736708,-5.4403611,E-S0,,,,-3.1,47.3,14.093,11.826,,,7067.1,0.126,46.65,,6924.4,35.016,1.3645831365889247,0.7925013304804718,40.54954196922477,100.73954848112501,,99
NGC1056,NGC1056,2.7134167,28.5740972,Sa,,,,1.0,162.46,13.399,10.536,124.2,11.232,1542.1,0.652,46.72,170.59,1569.4,31.809,1.8793168168032688,0.7261059574351547,44.90416850580934,23.00382208287022,31.24640085806107,100
NGC1060,NGC1060,2.72085,32.4249401,E-S0,,,,-3.0,76.99,13.01,,,,5146.2,0.841,52.91,,5193.2,34.387,2.360478233180577,0.7413102413009175,45.597600796860824,75.40497494853079,,101
NGC1070,NGC1070,2.72285,4.9684444,Sb,,,,3.0,178.32,12.882,,159.13,12.374,4091.5,0.243,32.52,296.02,3997.2,33.823,2.3442288153199224,0.8550667128846833,31.83889286818902,58.15673277185147,16.550076287699888,102
NGC1093,NGC1093,2.8044855,34.419778,SABa,B,,,2.0,98.75,14.237,,166.64,,5280.8,0.379,52.75,209.35,5336.4,34.455,1.1614486138403428,0.6486344335482384,51.03023503594895,77.80365510398036,8.098414473257877,108
NGC1094,NGC1094,2.7910654,-0.2851119,SABa,B,R,,2.1,88.84,13.56,12.414,165.47,12.702,6423.7,0.171,53.79,205.09,6302.2,34.81,1.324341535194665,0.6353309318517437,52.04610182499771,91.62204901220011,4.817259035591627,107
NGC1132,NGC1132,2.8810569,-1.274625,E,,,,-4.8,141.92,13.286,,,,6957.9,0.278,90.0,,6829.5,34.989,1.9054607179632475,0.3749730022454835,69.32539285314655,99.49471217509914,,112
NGC1142,NGC1142,2.9200628,-0.1835762,E,,,,-4.3,117.89,13.772,12.361,,11.243,8634.1,0.312,67.97,,8509.9,35.467,1.0764652136298352,0.6918309709189365,51.715794124218455,123.99380859509427,,114
