# AUTHOR: CALIFA collaboration
# SOURCE: Own analysis of SDSS DR7 imaging
# DATE: 2014-09-09
# VERSION: 1.0
# COLAPRV: CJW
# PUBAPRV: None
# COLUMN1: CALIFAID, int, , the ID of the CALIFA galaxy
# COLUMN2: REALNAME, string , Galaxy name
# COLUMN3: DBName, string, , Name in CALIFA database
# COLUMN4: RA, float, degrees, right ascension J2000.0
# COLUMN5: DE, float, degrees, declination J2000.0
# COLUMN6: hubtyp, int, , Hubble type (see accompanying text file)
# COLUMN7: bar, int, Barredness A (0) or AB (1) or B (2)
# COLUMN8: merg, int, , Merging (1) or Isolated (0)
310, SDSSJ100141.02+371447.4, SDSSJ100141.02+371447.4,150.42148999999998,37.247690000000006,18,1,0
311, NGC3106, NGC3106,151.02188,31.18546,11,0,0
312, NGC3057, NGC3057,151.41463000000002,80.28667,17,2,0
313, UGC05481, UGC05481,152.46438999999998,30.320870000000003,12,0,0
314, UGC05498NED01, UGC05498NED01,153.01523999999998,23.08544,10,0,1
315, UGC05499, UGC05499,153.07349,27.862059999999996,13,1,0
316, IC0598, IC0598,153.20236,43.14553,9,0,0
317, NGC3153, NGC3153,153.21046,12.66659,16,2,0
318, NGC3158, NGC3158,153.46049,38.7649,3,0,0
319, NGC3160, NGC3160,153.47964,38.842929999999996,11,1,0
320, UGC05520, UGC05520,153.7518,65.13991999999999,15,2,0
321, UGC05529, UGC05529,153.76619,21.17418,14,1,0
322, NGC3179, NGC3179,154.48836,41.1143,11,2,0
323, NGC3182, NGC3182,154.88763,58.20573,7,0,0
324, NGC3209, NGC3209,155.16008,25.50506,4,0,0
325, UGC05597, UGC05597,155.46909,23.86083,11,0,0
326, UGC05598, UGC05598,155.55835,20.58941,12,0,0
327, UGC05604, UGC05604,155.66969,46.23868,14,2,0
328, NGC3230, NGC3230,155.93317,12.56776,9,1,0
329, UGC05642, UGC05642,156.42433,11.73912,13,0,0
330, NGC3237, NGC3237,156.4304,39.646370000000005,8,2,0
331, UGC05657, UGC05657,156.71582,41.8886,13,1,0
332, NGC3251, NGC3251,157.32013999999998,26.09923,12,1,0
333, UGC05680, UGC05680,157.35841000000002,60.295559999999995,9,0,0
334, UGC05695, UGC05695,157.44493,13.01817,15,0,0
335, UGC05693, UGC05693,157.457,39.012570000000004,12,0,0
336, UGC05713, UGC05713,157.91205,25.98391,12,1,0
337, UGC05727, UGC05727,158.34517,64.50163,15,0,0
338, UGC05760, UGC05760,159.08879,13.711479999999998,14,0,0
339, NGC3300, NGC3300,159.16017,14.1711,9,2,0
340, NGC3303, NGC3303,159.25037,18.13589,9,1,1
341, UGC05771, UGC05771,159.33058,43.587590000000006,6,0,0
342, NGC3304, NGC3304,159.40796,37.45564,11,1,0
343, NGC3320, NGC3320,159.9021,47.397909999999996,15,1,0
344, NGC3332, NGC3332,160.11823,9.18255,4,0,0
345, NGC3334, NGC3334,160.37997,37.31284,1,0,0
346, UGC05820, UGC05820,160.8714,80.89114000000001,13,0,0
347, NGC3352, NGC3352,161.06221000000002,22.37118,6,0,0
348, UGC05855, UGC05855,161.15395,26.18169,13,1,0
349, UGC05859, UGC05859,161.26169,43.70473,10,2,0
350, NGC3363, NGC3363,161.2894,22.07849,13,0,0
351, UGC05894, UGC05894,161.91403,26.29482,13,2,0
352, IC0642, IC0642,162.03384,18.18869,6,0,0
353, NGC3381, NGC3381,162.10341,34.71141,16,2,0
354, UGC05924, UGC05924,162.30055,22.01598,11,1,0
355, NGC3395, NGC3395,162.45824,32.9801,15,1,1
356, UGC05957, UGC05957,162.79478,20.17043,13,1,0
357, NGC3419A, NGC3419A,162.83305,14.023439999999999,14,0,0
358, NGC3426, NGC3426,162.92395,18.48082,7,0,0
359, NGC3415, NGC3415,162.92747,43.71262,10,1,0
360, NGC3406NED01, NGC3406NED01,162.93178999999998,51.02216,8,0,1
361, UGC05990, UGC05990,163.15974,34.48314,14,0,0
362, NGC3440, NGC3440,163.45619,57.11866,16,0,0
363, NGC3462, NGC3462,163.83772,7.69675,8,1,0
364, UGC06036, UGC06036,163.98026000000002,36.86152,10,0,0
365, NGC3468, NGC3468,164.37986999999998,40.94615,8,1,0
366, UGC06062, UGC06062,164.65652,9.05045,9,2,0
367, UGC06063, UGC06063,164.69029,25.140929999999997,13,1,0
368, NGC3471, NGC3471,164.78749,61.53066999999999,12,1,0
369, NGC3488, NGC3488,165.34837,57.677640000000004,14,1,0
370, UGC06104, UGC06104,165.46233999999998,16.60695,15,0,0
371, UGC06106, UGC06106,165.54665,45.88898,12,2,0
372, UGC06136, UGC06136,166.15294,45.985279999999996,14,1,1
373, UGC06148, UGC06148,166.492,36.40712,10,0,0
374, UGC06176, UGC06176,166.85284,21.65708,10,1,0
375, NGC3540, NGC3540,167.317,36.02108,8,2,0
376, UGC06199, UGC06199,167.46565,62.29184,12,1,0
377, UGC06207, UGC06207,167.4769,24.25693,14,1,1
378, NGC3547, NGC3547,167.48309,10.720839999999999,15,1,0
379, NGC3543, NGC3543,167.73523,61.347030000000004,14,0,0
380, UGC06219, UGC06219,167.73828,19.182760000000002,11,0,0
381, IC0674, IC0674,167.7765,43.633,11,2,0
382, NGC3561, NGC3561,167.80496000000002,28.6964,5,1,1
383, UGC06256, UGC06256,168.48453,65.17755,13,0,0
384, IC0677, IC0677,168.4854,12.30107,14,0,0
385, UGC06273, UGC06273,168.71355,35.50226,12,0,0
386, UGC06312, UGC06312,169.50081,7.8448899999999995,11,0,0
387, NGC3615, NGC3615,169.52773,23.39732,5,0,0
388, NGC3614, NGC3614,169.58888000000002,45.74817,13,1,0
389, NGC3610, NGC3610,169.60529,58.78625,6,0,0
390, UGC06332, UGC06332,169.81923,20.81355,10,2,0
391, NGC3619, NGC3619,169.83981,57.75781,9,0,0
392, UGC06336, UGC06336,169.9142,24.92954,11,1,0
393, NGC3625, NGC3625,170.13055,57.78141,14,2,0
394, NGC3629, NGC3629,170.13252,26.963359999999998,15,1,0
395, UGC06355, UGC06355,170.16631,31.221970000000002,16,0,0
396, CGCG126-035, CGCG126-035,170.2513,24.30335,9,1,0
397, UGC06380, UGC06380,170.50938,50.593720000000005,12,0,0
