# (1) Name
# (2) QC_flag  0:OK;1:BAD;2:WARNING
# (3) Reason   0:OK,1:partially covered/too large,2:bad quality,3:not good quality,4:too small,5:repeated, 6:Crowded with field stars, 7:Bright single field star, 8:Scale factor is clearly wrong, 9:Wrong convolucion, 10:Integrated and resolved masses do not match, 11:pyPipe3D fitting issues
# (4) multiple 0:single,1:multiple
NGC5513,0,0,0
NGC5519,2,7,0
NGC5520,0,0,0
NGC5522,0,0,0
NGC5525,2,7,0
NGC5532,0,0,1
NGC5533,0,0,0
NGC5546,0,0,0
NGC5549,0,0,0
NGC5557,2,7,0
NGC5559,0,0,0
NGC5576,0,0,0
NGC5580,2,7,0
NGC5587,0,0,0
NGC5598,0,0,0
NGC5602,2,7,0
NGC5610,0,0,0
NGC5611,0,0,0
NGC5614,2,7,0
NGC5616,0,0,0
NGC5622,2,7,0
NGC5623,0,0,0
NGC5630,2,7,0
NGC5631,0,0,0
NGC5633,0,0,0
NGC5635,0,0,0
NGC5642,2,7,0
NGC5656,0,0,0
NGC5657,0,0,0
NGC5659,0,0,0
NGC5665,0,0,0
NGC5675,0,0,0
NGC5682,0,0,0
NGC5684,2,7,0
NGC5687,1,1,0
NGC5689,0,0,0
NGC5714,0,0,0
NGC5720,2,7,0
NGC5730,0,0,0
NGC5731,0,0,0
NGC5732,2,7,0
NGC5735,0,0,0
NGC5739,0,0,0
NGC5772,0,0,0
NGC5784,0,0,0
NGC5794,0,0,0
NGC5797,2,7,0
NGC5829,2,3,0
NGC5845,2,7,0
NGC5876,2,7,0
NGC5888,2,3,0
NGC5907f1a,1,2,0
NGC5907f2a,1,2,0
NGC5908,0,0,0
NGC5928,0,0,1
NGC5929,0,0,1
NGC5930,0,0,1
NGC5934,2,3,0
NGC5935,2,7,0
NGC5936,0,0,0
NGC5947,0,0,0
NGC5950,2,3,0
NGC5951,1,1,0
NGC5953,2,3,1
NGC5954,2,3,0
NGC5957,0,0,0
NGC5966,2,7,0
NGC5971,2,7,0
NGC5980,0,0,0
NGC5987,0,0,0
NGC6004,0,0,0
NGC6020,0,0,0
NGC6021,2,7,0
NGC6023,0,0,0
NGC6027,0,0,1
NGC6032,2,3,0
NGC6060,2,3,0
NGC6063,2,3,0
NGC6081,0,0,0
NGC6086,2,7,0
NGC6090,0,0,1
NGC6125,0,0,0
NGC6132,2,7,0
NGC6146,0,0,0
NGC6150B,0,0,0
NGC6150,0,0,0
