# %ECSV 1.0
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: bbRad, unit: arcsec, datatype: float64, description: Galactocentric radius of ring}
# - {name: bbVrot, unit: km / s, datatype: float64}
# - {name: bbVrot_e1, unit: km / s, datatype: float64}
# - {name: bbVrot_e2, unit: km / s, datatype: float64}
# - {name: bbVdisp, unit: km / s, datatype: float64}
# - {name: bbXpos, unit: pix, datatype: float64}
# - {name: bbYpos, unit: pix, datatype: float64}
# - {name: bbVmean, unit: km / s, datatype: float64, description: 'Systemic velocity in radio defn, LSR frame'}
# - {name: bbVmean_e1, unit: km / s, datatype: float64}
# - {name: bbVmean_e2, unit: km / s, datatype: float64}
# - {name: bbPA, unit: deg, datatype: float64}
# - {name: bbPA_e1, unit: deg, datatype: float64}
# - {name: bbPA_e2, unit: deg, datatype: float64}
# - {name: bbInc, unit: deg, datatype: float64}
# - {name: bbZ0, unit: arcsec, datatype: float64, description: Scale height of disk in arcsec}
# - {name: bbVrotfit, unit: km / s, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of
#     previous fit}
# - {name: bbVdispfit, unit: km / s, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of
#     previous fit}
# - {name: bbXposfit, unit: pix, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbYposfit, unit: pix, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbVsysfit, unit: km / s, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of
#     previous fit}
# - {name: bbPAfit, unit: deg, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbIncfit, unit: deg, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbFtype, datatype: int64, description: 'Function to minimize: 1=chi-squared, 2=|mod-obs|'}
# - {name: bbWfunc, datatype: int64, description: 'Weighting function: 0=uniform, 1=|cos|, 2=cos^2'}
# - {name: bbFlag, datatype: int64, description: '=1 when some ringlog exits, but Bbarolo fails to produce at least one of the plots'}
# delimiter: ','
# meta: !!omap
# - {comments: Bbarolo first round results for run smo7_fixvd_dilmsk}
# - {date: '2023-12-03'}
# schema: astropy-2.0
Name,bbRad,bbVrot,bbVrot_e1,bbVrot_e2,bbVdisp,bbXpos,bbYpos,bbVmean,bbVmean_e1,bbVmean_e2,bbPA,bbPA_e1,bbPA_e2,bbInc,bbZ0,bbVrotfit,bbVdispfit,bbXposfit,bbYposfit,bbVsysfit,bbPAfit,bbIncfit,bbFtype,bbWfunc,bbFlag
NGC0477,1.5,224.304,-12.563,13.182,8.0,65.645,64.273,5476.321,-4.188,4.394,322.457,-5.584,5.858,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,4.5,213.816,-21.713,15.389,8.0,65.645,64.273,5841.082,-228.724,245.006,318.619,-83.479,86.798,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,7.5,191.459,-22.466,16.407,8.0,65.645,64.273,5818.98,-70.025,92.946,325.0,-4.123,4.123,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,10.5,144.816,-14.53,10.646,8.0,65.645,64.273,5754.874,-4.843,3.549,325.0,-6.458,4.731,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,13.5,111.978,-9.359,8.931,8.0,65.645,64.273,5786.937,-8.992,7.456,315.0,-6.417,6.417,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,16.5,110.083,-12.547,9.511,8.0,65.645,64.273,5782.0,-5.685,4.673,323.888,-4.509,4.509,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,19.5,154.183,-16.133,15.154,8.0,65.645,64.273,5766.502,-17.811,15.146,315.372,-2.1,2.1,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0477,22.5,209.91,-18.508,23.941,8.0,65.645,64.273,5726.916,-90.908,74.79,316.139,-2.712,2.712,71.011,0.242,1,0,0,0,1,1,0,1,1,0
NGC0496,1.5,147.903,-8.199,6.476,8.0,64.01,63.612,5812.841,-4.601,4.027,221.209,-5.604,5.604,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,4.5,193.924,-13.269,14.294,8.0,64.01,63.612,5790.869,-18.675,14.995,214.184,-2.041,2.749,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,7.5,93.661,-3.285,6.066,8.0,64.01,63.612,5899.755,-1.875,2.802,219.022,-2.34,2.34,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,10.5,103.884,-2.969,3.214,8.0,64.01,63.612,5900.666,-1.924,2.006,221.5,-2.805,2.805,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,13.5,116.39,-4.762,4.501,8.0,64.01,63.612,5897.799,-2.658,2.745,216.002,-3.21,3.733,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,16.5,130.402,-7.03,5.494,8.0,64.01,63.612,5894.913,-2.343,1.831,221.5,-3.124,2.442,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,19.5,132.502,-5.309,6.869,8.0,64.01,63.612,5896.226,-2.678,3.134,215.923,-2.725,2.532,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0496,22.5,138.555,-7.424,9.727,8.0,64.01,63.612,5892.45,-2.475,3.242,221.5,-3.3,4.323,70.301,0.236,1,0,0,0,1,1,0,1,1,0
NGC0523,1.5,159.38,-8.102,9.56,8.0,63.642,63.984,4779.104,-17.513,15.469,101.292,-8.538,8.343,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,4.5,181.09,-21.822,15.978,8.0,63.642,63.984,4764.065,-18.859,21.993,92.747,-3.321,3.321,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,7.5,190.919,-22.035,22.035,8.0,63.642,63.984,4753.654,-9.614,9.614,101.716,-6.805,6.805,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,10.5,212.73,-25.566,25.566,8.0,63.642,63.984,4760.225,-22.873,18.909,102.184,-16.147,14.825,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,13.5,155.453,-10.738,8.807,8.0,63.642,63.984,4739.95,-3.579,2.936,102.2,-4.773,3.914,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,16.5,178.183,-14.017,10.631,8.0,63.642,63.984,4736.176,-6.042,4.913,102.2,-4.108,4.108,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,19.5,205.241,-16.398,12.516,8.0,63.642,63.984,4728.601,-5.466,4.172,101.354,-7.288,5.563,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0523,22.5,233.022,-12.315,11.279,8.0,63.642,63.984,4726.291,-13.362,13.44,102.2,-8.559,8.24,76.459,0.3,1,0,0,0,1,1,0,1,1,0
NGC0551,1.5,105.524,-7.522,7.522,8.0,63.285,63.7,5249.895,-223.015,149.491,139.939,-76.846,52.338,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,4.5,134.437,-13.284,10.102,8.0,63.285,63.7,5073.032,-96.695,124.042,140.0,-36.659,44.715,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,7.5,148.097,-14.299,11.319,8.0,63.285,63.7,5095.625,-5.874,4.88,136.114,-3.322,3.322,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,10.5,157.458,-5.707,4.95,8.0,63.285,63.7,5095.438,-3.323,3.071,130.001,-4.263,4.263,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,13.5,159.894,-5.446,4.146,8.0,63.285,63.7,5096.71,-3.315,2.881,130.757,-4.498,4.498,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,16.5,166.161,-4.696,3.692,8.0,63.285,63.7,5097.833,-3.999,3.665,140.0,-7.302,7.302,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,19.5,172.611,-4.727,4.817,8.0,63.285,63.7,5100.504,-3.294,3.325,139.022,-5.156,5.156,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,22.5,184.653,-6.855,5.072,8.0,63.285,63.7,5101.197,-2.932,2.337,136.4,-1.939,1.939,68.409,0.277,1,0,0,0,1,1,0,1,1,0
NGC2253,1.5,142.025,-4.881,3.613,8.0,63.936,63.6,3523.164,-1.627,1.204,118.022,-2.169,1.606,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,4.5,161.046,-8.091,5.941,8.0,63.936,63.6,3520.577,-2.697,1.98,125.0,-3.596,2.64,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,7.5,175.083,-3.872,3.097,8.0,63.936,63.6,3520.184,-2.661,2.403,117.642,-4.113,4.113,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,10.5,176.258,-3.127,2.527,8.0,63.936,63.6,3519.711,-1.852,1.709,120.132,-2.429,2.601,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,13.5,178.337,-2.019,2.12,8.0,63.936,63.6,3521.541,-1.295,1.4,120.289,-1.866,2.079,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,16.5,179.066,-3.605,4.232,8.0,63.936,63.6,3523.322,-2.108,2.049,121.973,-2.718,1.916,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,19.5,181.847,-4.332,5.393,8.0,63.936,63.6,3522.891,-2.353,2.601,119.952,-2.729,2.409,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2253,22.5,216.295,-7.642,8.523,8.0,63.936,63.6,3545.272,-3.345,3.811,119.708,-2.393,2.91,42.806,0.404,1,0,0,0,1,1,0,1,1,0
NGC2347,1.5,237.994,-13.95,10.72,8.0,63.551,62.727,4331.475,-4.65,3.573,13.673,-6.2,4.764,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,4.5,292.589,-7.852,5.657,8.0,63.551,62.727,4353.1,-2.617,1.886,10.578,-3.49,2.514,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,7.5,296.549,-5.935,6.286,8.0,63.551,62.727,4355.832,-1.978,2.095,6.787,-2.638,2.794,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,10.5,305.229,-6.754,6.157,8.0,63.551,62.727,4355.185,-3.965,3.766,6.556,-5.141,5.141,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,13.5,250.537,-9.632,10.255,8.0,63.551,62.727,4394.055,-4.302,4.563,9.088,-3.275,3.433,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,16.5,307.468,-6.808,6.427,8.0,63.551,62.727,4357.48,-3.219,3.498,8.566,-2.85,4.067,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,19.5,264.455,-12.126,13.513,8.0,63.551,62.727,4390.359,-11.715,9.595,11.133,-7.947,7.703,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,22.5,265.603,-14.672,19.35,8.0,63.551,62.727,4345.77,-30.62,28.28,14.08,-4.619,4.619,44.513,0.324,1,0,0,0,1,1,0,1,1,0
NGC2410,1.5,194.436,-12.815,9.718,8.0,64.428,64.065,4699.19,-12.62,14.885,41.6,-3.593,3.593,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,4.5,146.334,-27.659,21.864,8.0,64.428,64.065,4590.932,-18.215,15.351,41.6,-15.291,12.405,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,7.5,226.416,-16.968,13.764,8.0,64.428,64.065,4603.239,-7.225,6.157,36.854,-4.707,4.707,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,10.5,240.233,-8.039,8.337,8.0,64.428,64.065,4598.011,-3.653,3.633,37.201,-2.92,2.563,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,13.5,245.775,-7.566,6.505,8.0,64.428,64.065,4595.132,-3.54,3.186,32.106,-3.054,3.054,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,16.5,233.501,-8.331,11.596,8.0,64.428,64.065,4605.152,-3.995,4.714,37.151,-3.654,2.546,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,19.5,222.956,-8.226,10.398,8.0,64.428,64.065,4606.681,-3.137,3.973,33.61,-1.185,1.52,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,22.5,226.947,-9.469,9.71,8.0,64.428,64.065,4609.977,-3.429,3.448,34.574,-0.819,0.634,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,25.5,218.523,-5.659,7.311,8.0,64.428,64.065,4600.107,-8.638,9.06,35.906,-3.63,2.942,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,28.5,226.114,-8.366,7.155,8.0,64.428,64.065,4599.473,-3.8,3.396,36.982,-3.034,3.034,76.082,0.306,1,0,0,0,1,1,0,1,1,0
NGC2487,1.5,158.703,-6.585,4.908,8.0,64.396,63.962,4759.502,-2.195,1.636,298.576,-2.927,2.181,35.368,0.295,1,0,0,0,1,1,0,1,1,0
NGC2487,4.5,154.752,-7.508,7.874,8.0,64.396,63.962,4757.593,-2.503,2.625,300.378,-3.337,3.5,35.368,0.295,1,0,0,0,1,1,0,1,1,0
NGC2487,7.5,145.783,-23.316,18.371,8.0,64.396,63.962,4762.311,-17.237,17.237,294.294,-13.518,11.869,35.368,0.295,1,0,0,0,1,1,0,1,1,0
NGC2487,10.5,56.388,-14.795,12.057,8.0,64.396,63.962,4779.738,-6.135,5.766,294.385,-6.977,5.941,35.368,0.295,1,0,0,0,1,1,0,1,1,0
NGC2639,1.5,336.458,-34.701,26.597,8.0,64.391,64.018,3540.449,-135.007,135.007,131.958,-56.569,53.868,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,4.5,399.158,-42.949,64.885,8.0,64.391,64.018,3469.48,-76.789,69.632,129.999,-39.913,44.839,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,7.5,362.383,-12.106,9.175,8.0,64.391,64.018,3157.053,-6.48,5.502,136.684,-7.333,7.333,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,10.5,372.471,-9.876,8.43,8.0,64.391,64.018,3154.407,-4.989,4.507,136.154,-5.09,5.09,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,13.5,386.838,-8.519,8.485,8.0,64.391,64.018,3153.884,-4.379,4.368,132.432,-4.618,4.618,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,16.5,405.095,-10.11,8.47,8.0,64.391,64.018,3153.351,-5.444,4.897,130.989,-6.222,6.222,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,19.5,415.964,-5.081,4.256,8.0,64.391,64.018,3153.016,-3.13,2.855,133.473,-4.309,4.309,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2639,22.5,417.002,-8.587,8.011,8.0,64.391,64.018,3158.537,-2.862,2.67,135.097,-3.816,3.56,42.842,0.453,1,0,0,0,1,1,0,1,1,0
NGC2906,1.5,202.973,-11.134,8.892,8.0,63.629,64.113,2122.481,-41.991,47.206,81.933,-5.465,5.465,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,4.5,210.788,-10.879,9.156,8.0,63.629,64.113,2079.132,-11.475,13.927,79.629,-12.416,9.236,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,7.5,150.18,-9.341,8.215,8.0,63.629,64.113,2150.064,-4.289,4.136,74.75,-3.526,4.194,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,10.5,185.477,-7.133,6.814,8.0,63.629,64.113,2122.54,-7.138,7.031,67.0,-14.28,14.28,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,13.5,181.868,-4.345,4.626,8.0,63.629,64.113,2125.675,-3.106,2.734,80.056,-4.973,3.575,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,16.5,184.248,-3.082,3.238,8.0,63.629,64.113,2121.409,-1.962,1.867,80.503,-2.804,2.362,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,19.5,188.615,-4.278,4.434,8.0,63.629,64.113,2119.181,-2.367,2.7,80.106,-2.823,3.667,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2906,22.5,193.813,-3.668,4.785,8.0,63.629,64.113,2117.557,-2.154,2.656,82.044,-2.793,3.183,54.307,0.673,1,0,0,0,1,1,0,1,1,0
NGC2916,10.5,6.443,-1.782,1.782,8.0,64.094,63.985,3762.819,-285.921,216.348,14.952,-5.055,5.055,46.857,0.391,1,0,0,0,1,1,0,1,1,0
NGC2916,13.5,193.889,-18.856,14.625,8.0,64.094,63.985,3651.532,-19.522,20.776,24.9,-12.793,11.8,46.857,0.391,1,0,0,0,1,1,0,1,1,0
NGC2916,16.5,214.225,-8.431,7.882,8.0,64.094,63.985,3666.552,-5.394,5.211,24.9,-7.75,7.75,46.857,0.391,1,0,0,0,1,1,0,1,1,0
NGC2916,19.5,224.732,-6.344,6.234,8.0,64.094,63.985,3673.796,-3.336,3.299,19.844,-3.663,3.663,46.857,0.391,1,0,0,0,1,1,0,1,1,0
NGC2916,22.5,232.178,-4.343,4.712,8.0,64.094,63.985,3673.531,-2.386,2.509,16.579,-2.815,2.815,46.857,0.391,1,0,0,0,1,1,0,1,1,0
NGC3811,1.5,171.218,-3.933,6.095,8.0,63.587,64.098,3065.891,-1.311,2.032,176.35,-1.748,2.709,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,4.5,172.361,-4.692,3.747,8.0,63.587,64.098,3064.902,-3.7,3.385,176.5,-6.409,6.409,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,7.5,150.344,-14.28,10.625,8.0,63.587,64.098,3059.121,-5.17,3.952,167.889,-1.231,1.231,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,10.5,193.55,-13.175,14.194,8.0,63.587,64.098,3022.958,-8.238,10.5,176.5,-7.137,8.231,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,13.5,135.619,-14.375,10.667,8.0,63.587,64.098,3080.111,-6.921,5.685,166.5,-6.389,6.389,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,16.5,170.49,-6.142,6.723,8.0,63.587,64.098,3066.554,-2.047,2.241,170.533,-2.73,2.988,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,19.5,177.544,-5.342,5.986,8.0,63.587,64.098,3068.688,-2.746,2.961,174.413,-2.897,2.897,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,22.5,180.624,-6.398,7.359,8.0,63.587,64.098,3069.386,-3.153,3.474,176.5,-3.062,3.062,42.22,0.466,1,0,0,0,1,1,0,1,1,0
NGC3815,1.5,158.293,-13.896,8.707,8.0,63.951,64.016,3639.784,-39.874,42.343,245.776,-17.923,17.017,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,4.5,129.628,-6.528,6.086,8.0,63.951,64.016,3670.973,-2.92,2.773,245.426,-2.232,2.232,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,7.5,152.534,-8.106,9.489,8.0,63.951,64.016,3671.327,-3.577,4.038,247.328,-2.625,2.625,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,10.5,178.668,-4.65,5.595,8.0,63.951,64.016,3662.561,-1.55,1.865,249.719,-2.067,2.487,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,13.5,187.39,-4.388,4.732,8.0,63.951,64.016,3661.345,-3.192,3.307,252.292,-5.188,5.188,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,16.5,192.333,-6.681,7.223,8.0,63.951,64.016,3666.056,-3.026,3.207,248.762,-2.398,2.398,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,19.5,180.673,-16.323,12.366,8.0,63.951,64.016,3666.285,-15.141,15.371,252.8,-10.488,9.246,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,22.5,189.073,-16.669,13.095,8.0,63.951,64.016,3665.562,-14.363,13.619,245.899,-3.851,3.851,59.871,0.385,1,0,0,0,1,1,0,1,1,0
NGC3994,1.5,199.62,-9.308,7.357,8.0,64.406,64.199,3056.47,-3.103,2.452,13.1,-4.137,3.27,58.515,0.462,1,0,0,0,1,1,0,1,1,0
NGC3994,4.5,224.743,-4.857,6.632,8.0,64.406,64.199,3081.979,-1.619,2.211,3.1,-2.158,2.948,58.515,0.462,1,0,0,0,1,1,0,1,1,0
NGC3994,7.5,230.514,-6.873,3.617,8.0,64.406,64.199,3085.533,-3.436,2.351,10.547,-3.436,3.436,58.515,0.462,1,0,0,0,1,1,0,1,1,0
NGC3994,10.5,230.429,-5.203,4.896,8.0,64.406,64.199,3085.46,-4.003,3.901,12.687,-6.807,6.807,58.515,0.462,1,0,0,0,1,1,0,1,1,0
NGC3994,13.5,228.261,-7.452,6.182,8.0,64.406,64.199,3084.628,-5.371,4.948,3.792,-8.662,8.662,58.515,0.462,1,0,0,0,1,1,0,1,1,0
NGC3994,16.5,231.613,-18.828,15.317,8.0,64.406,64.199,3088.77,-7.571,6.401,13.1,-3.885,3.885,58.515,0.462,1,0,0,0,1,1,0,1,1,0
NGC4047,1.5,143.177,-4.383,4.592,8.0,64.341,64.078,3401.114,-1.461,1.531,283.677,-1.948,2.041,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,4.5,170.953,-6.342,5.304,8.0,64.341,64.078,3404.133,-3.647,3.301,280.173,-4.599,4.599,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,7.5,191.181,-3.448,2.798,8.0,64.341,64.078,3405.431,-2.629,2.412,279.865,-4.438,4.438,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,10.5,203.235,-2.243,1.71,8.0,64.341,64.078,3404.075,-1.411,1.174,282.338,-1.991,1.811,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,13.5,212.551,-2.46,3.251,8.0,64.341,64.078,3402.603,-1.531,1.721,283.833,-2.133,1.912,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,16.5,218.224,-4.585,4.84,8.0,64.341,64.078,3402.101,-2.315,2.307,285.487,-2.359,2.081,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,19.5,224.147,-3.592,3.183,8.0,64.341,64.078,3401.79,-2.06,1.862,285.662,-2.589,2.404,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,22.5,221.097,-5.638,7.083,8.0,64.341,64.078,3406.443,-3.114,3.493,285.293,-3.704,3.396,41.31,0.42,1,0,0,0,1,1,0,1,1,0
NGC4149,4.5,185.706,-10.053,8.5,8.0,63.261,62.681,3048.883,-19.198,17.46,270.0,-9.75,8.653,84.135,0.47,1,0,0,0,1,1,0,1,1,0
NGC4149,7.5,207.413,-3.761,3.328,8.0,63.261,62.681,3036.912,-2.12,1.976,269.472,-2.6,2.6,84.135,0.47,1,0,0,0,1,1,0,1,1,0
NGC4149,10.5,214.623,-3.466,3.475,8.0,63.261,62.681,3037.893,-3.338,3.341,260.505,-6.547,6.547,84.135,0.47,1,0,0,0,1,1,0,1,1,0
NGC4149,13.5,220.909,-3.2,2.308,8.0,63.261,62.681,3038.423,-1.746,1.304,267.369,-2.04,1.604,84.135,0.47,1,0,0,0,1,1,0,1,1,0
NGC4149,16.5,226.366,-6.69,5.006,8.0,63.261,62.681,3039.34,-2.563,2.091,266.278,-0.998,1.268,84.135,0.47,1,0,0,0,1,1,0,1,1,0
NGC4149,19.5,231.384,-9.392,12.153,8.0,63.261,62.681,3038.457,-3.338,4.261,261.49,-0.623,0.63,84.135,0.47,1,0,0,0,1,1,0,1,1,0
NGC4185,7.5,163.352,-14.5,13.671,8.0,63.836,63.989,3859.108,-52.54,61.259,164.977,-22.347,24.976,47.901,0.37,1,0,0,0,1,1,0,1,1,0
NGC4185,10.5,191.042,-10.494,8.055,8.0,63.836,63.989,3849.926,-3.498,2.685,169.4,-4.664,3.58,47.901,0.37,1,0,0,0,1,1,0,1,1,0
NGC4185,13.5,201.672,-8.33,6.107,8.0,63.836,63.989,3850.059,-2.777,2.036,169.114,-3.702,2.714,47.901,0.37,1,0,0,0,1,1,0,1,1,0
NGC4185,16.5,203.723,-7.264,5.927,8.0,63.836,63.989,3851.847,-2.421,1.976,167.41,-3.229,2.634,47.901,0.37,1,0,0,0,1,1,0,1,1,0
NGC4185,19.5,204.027,-7.177,9.354,8.0,63.836,63.989,3851.679,-5.016,5.741,169.4,-7.87,7.87,47.901,0.37,1,0,0,0,1,1,0,1,1,0
NGC4185,22.5,214.843,-12.03,11.332,8.0,63.836,63.989,3853.297,-5.314,5.081,169.361,-3.911,3.911,47.901,0.37,1,0,0,0,1,1,0,1,1,0
NGC4210,1.5,129.888,-12.896,9.844,8.0,63.917,64.078,2753.377,-17.591,15.841,102.7,-10.162,8.562,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,4.5,0.062,0.0,0.0,8.0,63.917,64.078,2675.356,0.0,0.0,92.703,0.0,0.0,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,7.5,122.374,-14.358,10.892,8.0,63.917,64.078,2714.825,-13.577,14.07,102.281,-9.311,8.321,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,10.5,135.004,-3.649,4.868,8.0,63.917,64.078,2706.848,-2.862,3.269,96.25,-4.939,4.939,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,13.5,148.968,-4.233,4.456,8.0,63.917,64.078,2714.331,-1.755,2.028,100.088,-1.033,1.629,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,16.5,156.944,-4.102,4.578,8.0,63.917,64.078,2711.596,-1.367,1.526,100.848,-1.823,2.035,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,19.5,164.541,-5.123,4.167,8.0,63.917,64.078,2711.9,-3.133,2.405,98.406,-4.275,3.048,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,22.5,168.607,-5.33,5.119,8.0,63.917,64.078,2712.791,-4.282,4.212,94.408,-7.517,7.517,45.221,0.532,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,1.5,147.37,-4.967,3.895,8.0,63.858,64.225,6548.037,-1.656,1.298,200.071,-2.207,1.731,51.005,0.214,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,4.5,207.149,-17.381,11.014,8.0,63.858,64.225,6508.929,-10.545,11.813,204.604,-4.562,4.562,51.005,0.214,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,7.5,150.672,-19.255,15.765,8.0,63.858,64.225,6545.788,-23.995,18.047,207.855,-7.518,7.518,51.005,0.214,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,10.5,28.306,-4.898,5.337,8.0,63.858,64.225,6444.435,-108.864,134.326,205.053,-2.726,2.726,51.005,0.214,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,13.5,2.702,-52.181,38.939,8.0,63.858,64.225,6620.308,-154.113,113.643,202.583,-2.43,3.172,51.005,0.214,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,16.5,1.543,-0.504,0.504,8.0,63.858,64.225,6378.271,-255.995,255.995,200.0,-2.998,2.998,51.005,0.214,1,0,0,0,1,1,0,1,1,0
