# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: bbRad, unit: arcsec, datatype: float64, description: Galactocentric radius of ring}
# - {name: bbVrot, unit: km / s, datatype: float64}
# - {name: bbVrot_e1, unit: km / s, datatype: float64}
# - {name: bbVrot_e2, unit: km / s, datatype: float64}
# - {name: bbVdisp, unit: km / s, datatype: float64}
# - {name: bbXpos, unit: pix, datatype: float64}
# - {name: bbYpos, unit: pix, datatype: float64}
# - {name: bbVmean, unit: km / s, datatype: float64, description: 'Systemic velocity in radio defn, LSR frame'}
# - {name: bbVmean_e1, unit: km / s, datatype: float64}
# - {name: bbVmean_e2, unit: km / s, datatype: float64}
# - {name: bbPA, unit: deg, datatype: float64}
# - {name: bbPA_e1, unit: deg, datatype: float64}
# - {name: bbPA_e2, unit: deg, datatype: float64}
# - {name: bbInc, unit: deg, datatype: float64}
# - {name: bbZ0, unit: arcsec, datatype: float64, description: Scale height of disk in arcsec}
# - {name: bbVrotfit, unit: km / s, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of
#     previous fit}
# - {name: bbVdispfit, unit: km / s, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of
#     previous fit}
# - {name: bbXposfit, unit: pix, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbYposfit, unit: pix, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbVsysfit, unit: km / s, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of
#     previous fit}
# - {name: bbPAfit, unit: deg, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbIncfit, unit: deg, datatype: int64, description: 0=fixed to input value; 1=fitted per ring; -1=fixed to mean value of previous
#     fit}
# - {name: bbFtype, datatype: int64, description: 'Function to minimize: 1=chi-squared, 2=|mod-obs|'}
# - {name: bbWfunc, datatype: int64, description: 'Weighting function: 0=uniform, 1=|cos|, 2=cos^2'}
# - {name: bbFlag, datatype: int64, description: '=1 when some ringlog exits, but Bbarolo fails to produce at least one of the plots'}
# delimiter: ','
# meta: !!omap
# - {comments: Bbarolo first round results for run natv_fixvd_dilmsk}
# - {date: '2020-07-15'}
# schema: astropy-2.0
Name,bbRad,bbVrot,bbVrot_e1,bbVrot_e2,bbVdisp,bbXpos,bbYpos,bbVmean,bbVmean_e1,bbVmean_e2,bbPA,bbPA_e1,bbPA_e2,bbInc,bbZ0,bbVrotfit,bbVdispfit,bbXposfit,bbYposfit,bbVsysfit,bbPAfit,bbIncfit,bbFtype,bbWfunc,bbFlag
NGC0551,19.5,180.122,-4.266,3.974,8.0,63.285,63.7,5098.988,-1.422,1.325,139.499,-1.896,1.766,68.4,0.277,1,0,0,0,1,1,0,1,1,0
NGC0551,22.5,187.4,-5.243,5.237,8.0,63.285,63.7,5103.775,-2.365,2.585,137.188,-1.852,2.519,68.4,0.277,1,0,0,0,1,1,0,1,1,0
NGC2253,1.5,140.823,-5.734,5.144,8.0,63.936,63.6,3522.415,-1.911,1.715,125.0,-2.549,2.286,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,4.5,163.195,-10.101,7.513,8.0,63.936,63.6,3521.771,-3.367,2.504,125.0,-4.489,3.339,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,7.5,178.968,-4.315,2.855,8.0,63.936,63.6,3521.259,-2.389,1.592,122.213,-2.852,1.922,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,10.5,177.521,-3.966,3.53,8.0,63.936,63.6,3519.642,-1.904,1.825,119.478,-1.747,1.946,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,13.5,178.738,-3.12,2.81,8.0,63.936,63.6,3521.618,-1.538,1.409,121.356,-1.492,1.417,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,16.5,181.294,-2.817,2.364,8.0,63.936,63.6,3523.452,-1.448,1.359,120.929,-1.526,1.713,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,19.5,181.127,-4.356,4.996,8.0,63.936,63.6,3524.704,-4.168,4.381,125.0,-8.148,8.148,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2253,22.5,183.401,-5.722,5.148,8.0,63.936,63.6,3522.572,-2.553,2.238,119.573,-1.938,1.565,42.8,0.403,1,0,0,0,1,1,0,1,1,0
NGC2347,1.5,225.147,-14.085,11.696,8.0,63.551,62.727,4330.392,-4.695,3.899,13.939,-6.26,5.198,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,4.5,251.591,-9.126,9.067,8.0,63.551,62.727,4326.76,-5.838,5.625,15.735,-8.387,7.807,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,7.5,297.386,-6.903,6.526,8.0,63.551,62.727,4354.877,-3.205,3.311,7.458,-2.713,3.408,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,10.5,306.574,-6.468,6.062,8.0,63.551,62.727,4354.252,-3.071,2.927,7.312,-2.745,2.72,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,13.5,232.859,-11.612,13.138,8.0,63.551,62.727,4402.198,-10.925,9.476,8.736,-5.309,3.742,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,16.5,232.702,-8.437,11.126,8.0,63.551,62.727,4406.381,-4.392,5.55,9.703,-4.738,5.523,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,19.5,232.749,-9.356,9.845,8.0,63.551,62.727,4432.069,-3.119,3.282,24.1,-4.158,4.376,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2347,22.5,253.828,-10.31,13.796,8.0,63.551,62.727,4344.859,-6.394,7.588,-3.516,-16.649,16.649,44.5,0.324,1,0,0,0,1,1,0,1,1,0
NGC2410,1.5,173.951,-7.357,6.022,8.0,64.428,64.065,4551.836,-3.795,3.349,39.42,-4.027,4.027,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,4.5,192.145,-7.907,6.631,8.0,64.428,64.065,4576.69,-3.637,2.95,38.078,-3.004,2.218,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,7.5,228.744,-9.221,8.246,8.0,64.428,64.065,4601.201,-3.074,2.749,41.467,-4.098,3.665,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,10.5,242.363,-5.652,4.959,8.0,64.428,64.065,4597.553,-2.47,2.146,36.408,-1.757,1.48,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,13.5,244.493,-6.895,5.401,8.0,64.428,64.065,4599.604,-3.374,2.576,38.771,-3.227,2.329,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,16.5,241.824,-5.773,6.565,8.0,64.428,64.065,4597.79,-2.42,2.572,36.296,-1.486,1.152,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,19.5,230.575,-8.699,7.881,8.0,64.428,64.065,4612.973,-3.3,2.938,38.545,-1.201,0.934,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,22.5,226.456,-6.691,6.724,8.0,64.428,64.065,4608.921,-2.471,2.44,34.588,-0.721,0.595,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,25.5,230.828,-7.32,7.26,8.0,64.428,64.065,4603.757,-2.682,2.725,32.667,-0.727,0.914,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2410,28.5,231.394,-5.685,5.784,8.0,64.428,64.065,4597.889,-2.556,2.589,32.193,-1.983,1.983,76.1,0.306,1,0,0,0,1,1,0,1,1,0
NGC2487,1.5,153.719,-5.363,6.157,8.0,64.396,63.962,4756.609,-3.23,3.494,299.7,-4.326,4.326,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,4.5,156.701,-7.999,6.628,8.0,64.396,63.962,4754.821,-5.473,5.016,302.07,-8.419,8.419,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,7.5,161.034,-16.071,13.823,8.0,64.396,63.962,4754.901,-5.931,5.049,300.155,-1.722,1.326,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,10.5,132.888,-11.647,8.651,8.0,64.396,63.962,4752.744,-4.902,3.904,302.5,-3.06,3.06,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,13.5,187.293,-34.241,23.003,8.0,64.396,63.962,4735.242,-11.414,7.668,302.5,-15.218,10.223,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,16.5,0.101,0.0,0.0,8.0,64.396,63.962,4792.875,0.0,0.0,302.5,0.0,0.0,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,19.5,47.791,0.0,0.0,8.0,64.396,63.962,4768.086,0.0,0.0,302.5,0.0,0.0,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2487,22.5,197.417,-42.113,47.135,8.0,64.396,63.962,4755.509,-14.784,16.458,302.5,-2.238,2.238,35.4,0.293,1,0,0,0,1,1,0,1,1,0
NGC2639,1.5,380.786,-21.425,27.331,8.0,64.391,64.018,3570.724,-7.142,9.11,139.25,-9.522,12.147,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,4.5,402.056,-16.512,23.637,8.0,64.391,64.018,3107.508,-27.533,27.505,131.578,-6.597,6.597,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,7.5,410.08,-9.232,9.409,8.0,64.391,64.018,3098.703,-4.698,4.757,139.3,-4.862,4.862,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,10.5,359.249,-9.451,9.0,8.0,64.391,64.018,3154.709,-6.041,5.891,129.318,-8.672,8.672,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,13.5,382.224,-8.136,7.535,8.0,64.391,64.018,3151.167,-3.551,3.304,132.798,-2.516,2.377,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,16.5,401.127,-7.203,7.98,8.0,64.391,64.018,3150.464,-3.672,3.931,129.3,-3.814,3.814,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,19.5,412.269,-5.894,7.195,8.0,64.391,64.018,3152.535,-2.852,3.349,132.942,-2.663,2.851,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2639,22.5,421.419,-7.18,6.878,8.0,64.391,64.018,3159.502,-3.129,3.029,129.3,-2.208,2.208,42.8,0.451,1,0,0,0,1,1,0,1,1,0
NGC2906,1.5,192.695,-14.634,10.868,8.0,63.629,64.113,2120.01,-4.878,3.623,86.964,-6.504,4.83,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,4.5,194.436,-8.179,6.876,8.0,63.629,64.113,2129.865,-30.119,31.589,78.778,-4.778,4.778,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,7.5,187.575,-6.402,7.39,8.0,63.629,64.113,2120.387,-3.011,3.34,77.0,-2.631,2.631,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,10.5,181.718,-5.46,5.636,8.0,63.629,64.113,2124.178,-2.514,2.573,77.0,-2.082,2.082,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,13.5,178.504,-4.718,4.05,8.0,63.629,64.113,2126.781,-2.342,2.185,80.118,-2.307,2.505,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,16.5,181.446,-2.328,1.869,8.0,63.629,64.113,2121.255,-1.155,1.073,81.313,-1.136,1.35,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,19.5,187.943,-3.593,3.451,8.0,63.629,64.113,2118.824,-1.91,1.694,82.635,-2.138,1.631,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2906,22.5,196.808,-5.448,4.354,8.0,63.629,64.113,2116.331,-2.305,2.171,83.564,-1.467,2.159,54.3,0.547,1,0,0,0,1,1,0,1,1,0
NGC2916,10.5,204.203,-5.044,5.794,8.0,64.094,63.985,3677.348,-82.977,102.293,24.9,-3.765,3.765,46.9,0.387,1,0,0,0,1,1,0,1,1,0
NGC2916,13.5,214.087,-4.412,4.256,8.0,64.094,63.985,3664.958,-3.848,3.796,24.9,-7.132,7.132,46.9,0.387,1,0,0,0,1,1,0,1,1,0
NGC2916,16.5,218.497,-3.78,2.406,8.0,64.094,63.985,3668.278,-1.787,1.329,19.826,-1.581,1.581,46.9,0.387,1,0,0,0,1,1,0,1,1,0
NGC2916,19.5,227.999,-4.085,3.912,8.0,64.094,63.985,3673.082,-2.385,1.988,18.631,-3.071,2.052,46.9,0.387,1,0,0,0,1,1,0,1,1,0
NGC2916,22.5,232.016,-2.238,2.759,8.0,64.094,63.985,3673.542,-1.27,1.522,17.967,-1.57,1.808,46.9,0.387,1,0,0,0,1,1,0,1,1,0
NGC3811,1.5,174.722,-3.682,3.058,8.0,63.587,64.098,3068.248,-3.47,3.262,176.352,-6.727,6.727,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,4.5,171.567,-5.052,5.091,8.0,63.587,64.098,3064.119,-1.684,1.697,176.5,-2.245,2.262,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,7.5,120.024,-6.811,7.129,8.0,63.587,64.098,3073.231,-2.27,2.376,173.432,-3.027,3.168,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,10.5,187.671,-8.202,6.549,8.0,63.587,64.098,3018.819,-3.894,3.343,176.486,-3.48,3.48,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,13.5,239.112,-10.381,8.287,8.0,63.587,64.098,3011.318,-4.397,3.699,170.157,-2.809,2.809,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,16.5,254.072,-8.933,10.161,8.0,63.587,64.098,3014.94,-4.941,5.35,166.5,-5.889,5.889,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,19.5,180.834,-4.389,4.706,8.0,63.587,64.098,3068.397,-1.463,1.569,174.937,-1.951,2.092,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3811,22.5,205.448,-10.472,8.645,8.0,63.587,64.098,3072.526,-5.148,4.539,166.501,-4.972,4.972,42.2,0.466,1,0,0,0,1,1,0,1,1,0
NGC3815,1.5,196.378,-10.49,13.169,8.0,63.951,64.016,3550.535,-19.251,25.324,252.052,-9.913,12.831,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,4.5,177.075,-8.872,7.579,8.0,63.951,64.016,3634.119,-3.54,3.109,250.34,-1.748,1.748,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,7.5,151.563,-5.612,4.656,8.0,63.951,64.016,3671.883,-3.904,3.585,252.361,-6.1,6.1,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,10.5,174.266,-4.425,4.418,8.0,63.951,64.016,3662.363,-1.844,1.842,242.883,-1.109,1.109,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,13.5,188.714,-4.269,4.0,8.0,63.951,64.016,3665.174,-2.09,2.031,250.166,-2.002,2.092,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,16.5,195.672,-8.398,9.062,8.0,63.951,64.016,3663.049,-3.707,4.054,247.072,-2.721,3.1,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,19.5,168.25,-12.514,13.259,8.0,63.951,64.016,3679.754,-4.171,4.42,252.168,-5.562,5.893,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3815,22.5,176.437,-10.712,11.942,8.0,63.951,64.016,3684.305,-4.206,4.609,247.855,-1.906,1.885,59.9,0.385,1,0,0,0,1,1,0,1,1,0
NGC3994,1.5,129.606,-9.493,8.34,8.0,64.406,64.199,3115.366,-7.282,6.639,12.955,-4.466,4.466,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC3994,4.5,223.555,-7.858,7.792,8.0,64.406,64.199,3081.432,-3.288,3.465,5.239,-2.007,2.602,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC3994,7.5,227.381,-4.738,5.497,8.0,64.406,64.199,3086.017,-2.636,2.95,7.747,-3.172,3.353,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC3994,10.5,227.878,-6.686,7.102,8.0,64.406,64.199,3082.427,-5.274,5.413,3.19,-9.136,9.136,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC3994,13.5,225.141,-8.613,7.417,8.0,64.406,64.199,3087.28,-3.974,3.796,8.499,-3.308,3.971,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC3994,16.5,196.982,-10.481,8.41,8.0,64.406,64.199,3065.929,-5.421,4.731,13.1,-5.783,5.783,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC3994,19.5,211.895,-24.211,18.78,8.0,64.406,64.199,3079.267,-110.378,143.85,12.029,-44.863,54.21,58.5,0.461,1,0,0,0,1,1,0,1,1,0
NGC4047,1.5,215.656,-11.143,13.893,8.0,64.341,64.078,3345.982,-9.88,10.392,287.757,-7.008,8.095,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,4.5,164.871,-4.339,4.532,8.0,64.341,64.078,3403.933,-2.218,2.493,282.662,-2.314,2.946,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,7.5,189.529,-2.834,1.743,8.0,64.341,64.078,3406.304,-1.87,1.506,280.908,-2.776,2.776,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,10.5,205.786,-3.614,3.037,8.0,64.341,64.078,3404.536,-1.696,1.483,282.876,-1.475,1.413,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,13.5,213.15,-2.994,2.975,8.0,64.341,64.078,3402.562,-1.591,1.521,283.831,-1.78,1.588,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,16.5,219.426,-2.978,2.688,8.0,64.341,64.078,3400.882,-1.485,1.505,285.904,-1.476,1.826,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,19.5,225.268,-5.621,4.797,8.0,64.341,64.078,3401.745,-2.476,2.165,286.404,-1.807,1.698,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4047,22.5,225.493,-7.099,7.81,8.0,64.341,64.078,3404.569,-2.944,3.184,285.445,-1.733,1.742,41.3,0.42,1,0,0,0,1,1,0,1,1,0
NGC4149,4.5,183.699,-8.01,8.057,8.0,63.261,62.681,3050.647,-2.67,2.686,270.0,-3.56,3.581,84.1,0.468,1,0,0,0,1,1,0,1,1,0
NGC4149,7.5,206.153,-3.618,3.683,8.0,63.261,62.681,3037.798,-1.206,1.228,270.0,-1.608,1.637,84.1,0.468,1,0,0,0,1,1,0,1,1,0
NGC4149,10.5,214.829,-0.658,0.559,8.0,63.261,62.681,3037.229,-0.493,0.419,262.17,-1.48,1.257,84.1,0.468,1,0,0,0,1,1,0,1,1,0
NGC4149,13.5,222.491,-4.127,4.322,8.0,63.261,62.681,3039.207,-1.93,2.216,262.89,-1.661,2.326,84.1,0.468,1,0,0,0,1,1,0,1,1,0
NGC4149,16.5,228.446,-6.152,7.721,8.0,63.261,62.681,3045.229,-2.703,2.942,268.268,-1.957,1.105,84.1,0.468,1,0,0,0,1,1,0,1,1,0
NGC4149,19.5,233.794,-6.542,7.819,8.0,63.261,62.681,3035.0,-2.313,2.736,261.883,-0.396,0.388,84.1,0.468,1,0,0,0,1,1,0,1,1,0
NGC4185,4.5,200.141,-13.929,13.929,8.0,63.836,63.989,3821.354,-12.393,12.012,169.4,-4.421,4.421,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4185,7.5,177.741,-4.082,4.69,8.0,63.836,63.989,3850.085,-1.361,1.563,168.012,-1.814,2.084,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4185,10.5,191.742,-4.231,4.007,8.0,63.836,63.989,3851.054,-4.37,4.296,169.4,-8.88,8.88,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4185,13.5,216.216,-4.888,4.681,8.0,63.836,63.989,3862.222,-2.513,2.444,159.935,-2.651,2.651,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4185,16.5,198.086,-3.185,3.001,8.0,63.836,63.989,3848.78,-2.081,1.727,165.489,-3.058,2.18,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4185,19.5,205.301,-3.82,3.988,8.0,63.836,63.989,3848.76,-1.578,1.658,167.674,-0.913,0.987,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4185,22.5,203.042,-6.223,8.431,8.0,63.836,63.989,3845.969,-2.074,2.81,169.4,-2.766,3.747,47.9,0.369,1,0,0,0,1,1,0,1,1,0
NGC4210,7.5,125.788,-3.804,3.151,8.0,63.917,64.078,2707.731,-1.268,1.05,97.84,-1.691,1.401,45.2,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,10.5,133.482,-3.518,3.632,8.0,63.917,64.078,2708.216,-3.059,2.396,99.356,-5.658,3.556,45.2,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,13.5,149.213,-3.735,3.979,8.0,63.917,64.078,2713.944,-1.973,1.887,98.424,-2.183,1.682,45.2,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,16.5,161.978,-4.211,3.699,8.0,63.917,64.078,2715.892,-2.4,2.135,97.553,-2.988,2.705,45.2,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,19.5,164.635,-4.122,3.482,8.0,63.917,64.078,2711.146,-2.037,1.952,98.616,-1.989,2.375,45.2,0.532,1,0,0,0,1,1,0,1,1,0
NGC4210,22.5,170.416,-3.167,4.082,8.0,63.917,64.078,2711.663,-1.804,2.37,97.927,-2.243,3.028,45.2,0.532,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,1.5,193.702,-10.515,8.767,8.0,63.858,64.225,6511.105,-3.803,3.22,208.402,-0.894,0.894,51.0,0.213,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,4.5,148.941,-8.788,10.169,8.0,63.858,64.225,6545.513,-4.107,4.568,209.142,-3.535,3.535,51.0,0.213,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,7.5,176.095,-11.142,12.725,8.0,63.858,64.225,6534.994,-14.852,12.517,210.0,-8.665,8.414,51.0,0.213,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,10.5,194.178,-56.973,56.973,8.0,63.858,64.225,6848.307,-20.727,20.727,200.746,-5.208,5.208,51.0,0.213,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,13.5,173.821,-23.383,32.946,8.0,63.858,64.225,6864.066,-120.021,120.021,200.0,-1.687,1.687,51.0,0.213,1,0,0,0,1,1,0,1,1,0
NGC4211NED02,16.5,192.574,-28.213,23.287,8.0,63.858,64.225,6564.009,-84.908,111.66,200.351,-2.075,2.075,51.0,0.213,1,0,0,0,1,1,0,1,1,0
NGC4644,1.5,224.912,-14.535,11.998,8.0,64.337,63.909,4769.884,-32.203,36.668,236.545,-13.646,8.697,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,4.5,216.633,-14.07,17.654,8.0,64.337,63.909,4762.583,-156.399,148.763,235.437,-10.047,13.531,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,7.5,203.569,-8.279,6.986,8.0,64.337,63.909,4908.745,-8.641,9.184,232.452,-2.054,2.665,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,10.5,166.111,-5.613,5.229,8.0,64.337,63.909,4879.278,-2.668,2.45,243.046,-2.39,2.121,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,13.5,190.237,-6.547,5.998,8.0,64.337,63.909,4886.532,-5.764,5.581,243.265,-10.744,10.744,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,16.5,208.107,-9.312,11.695,8.0,64.337,63.909,4870.811,-7.51,8.828,244.65,-1.631,2.176,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,19.5,194.916,-10.598,8.121,8.0,64.337,63.909,4866.639,-4.183,3.599,239.854,-1.952,2.676,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4644,22.5,199.393,-9.087,11.353,8.0,64.337,63.909,4866.775,-3.273,3.986,241.369,-0.731,0.605,67.5,0.288,1,0,0,0,1,1,0,1,1,0
NGC4676A,1.5,198.135,-8.778,7.706,8.0,64.08,64.186,6476.547,-10.227,11.117,10.049,-6.335,6.274,58.0,0.214,1,0,0,0,1,1,0,1,1,0
NGC4676A,4.5,244.042,-14.535,11.452,8.0,64.08,64.186,6486.464,-4.845,3.817,10.044,-6.46,5.09,58.0,0.214,1,0,0,0,1,1,0,1,1,0
NGC4676A,7.5,245.363,-12.776,15.41,8.0,64.08,64.186,6490.853,-13.749,11.276,5.224,-1.52,1.168,58.0,0.214,1,0,0,0,1,1,0,1,1,0
NGC4676A,10.5,190.21,-11.697,8.759,8.0,64.08,64.186,6466.821,-13.446,22.515,7.619,-2.369,1.815,58.0,0.214,1,0,0,0,1,1,0,1,1,0
NGC4676A,13.5,242.365,-47.076,65.065,8.0,64.08,64.186,6421.557,-36.718,48.443,10.3,-27.931,37.836,58.0,0.214,1,0,0,0,1,1,0,1,1,0
NGC4711,1.5,262.514,-23.715,18.204,8.0,64.471,64.075,3846.884,-23.541,18.655,41.472,-15.752,12.286,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,4.5,237.065,-13.534,10.949,8.0,64.471,64.075,3903.402,-13.483,12.683,35.958,-9.006,7.877,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,7.5,247.348,-14.212,19.558,8.0,64.471,64.075,3912.839,-14.57,16.436,35.0,-1.166,1.166,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,10.5,209.593,-13.373,17.665,8.0,64.471,64.075,4079.586,-10.689,9.781,35.405,-2.593,2.593,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,13.5,139.072,-3.676,3.526,8.0,64.471,64.075,4019.866,-2.95,2.9,35.0,-5.173,5.173,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,16.5,198.181,-7.235,8.311,8.0,64.471,64.075,4060.704,-6.848,6.705,43.726,-4.694,5.006,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,19.5,203.493,-5.83,5.766,8.0,64.471,64.075,4057.411,-1.943,1.922,45.0,-2.591,2.563,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4711,22.5,243.118,-5.105,6.007,8.0,64.471,64.075,3957.18,-2.398,2.957,38.101,-2.088,2.864,57.0,0.351,1,0,0,0,1,1,0,1,1,0
NGC4961,1.5,57.333,-5.666,4.822,8.0,64.079,63.733,2527.283,-2.213,1.932,284.148,-0.974,0.974,38.4,0.564,1,0,0,0,1,1,0,1,1,0
NGC4961,4.5,75.252,-4.828,4.542,8.0,64.079,63.733,2517.794,-2.587,2.491,275.392,-2.931,2.931,38.4,0.564,1,0,0,0,1,1,0,1,1,0
NGC4961,7.5,113.326,-7.093,5.07,8.0,64.079,63.733,2515.155,-2.364,1.69,282.564,-3.153,2.253,38.4,0.564,1,0,0,0,1,1,0,1,1,0
NGC4961,10.5,123.389,-3.841,3.679,8.0,64.079,63.733,2517.917,-1.876,2.047,279.821,-1.788,2.461,38.4,0.564,1,0,0,0,1,1,0,1,1,0
NGC4961,13.5,129.428,-4.822,3.728,8.0,64.079,63.733,2520.255,-2.451,1.955,280.392,-2.532,2.136,38.4,0.564,1,0,0,0,1,1,0,1,1,0
