# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coRactr_natv, unit: deg, datatype: float64, format: .4f, description: Reference R.A. of natv CARMA cube}
# - {name: coDectr_natv, unit: deg, datatype: float64, format: .4f, description: Reference Dec. of natv CARMA cube}
# - {name: coCtrint_natv, unit: K km / s, datatype: float64, format: .3f, description: Unmasked CO intensity at reference pixel}
# - {name: coDvhel, unit: km / s, datatype: float64, format: .3f, description: Add this to go from LSR to Barycentric frame}
# - {name: coBmaj_natv, unit: arcsec, datatype: float64, format: .3f, description: Beam major axis of natv co cube}
# - {name: coBmin_natv, unit: arcsec, datatype: float64, format: .3f, description: Beam minor axis of natv co cube}
# - {name: coBpa_natv, unit: deg, datatype: float64, format: .3f, description: Beam pos ang (deg E of N) of natv co cube}
# - {name: coNomask_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux from unmasked natv cube}
# - {name: coeNomask_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux uncertainty from unmasked natv cube}
# - {name: coNomaskDv_natv, unit: km / s, datatype: float64, format: .3f, description: co velocity width for unmasked natv cube}
# - {name: coDilated_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux from dilated-masked natv cube}
# - {name: coeDilated_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux uncertainty from dilated-masked natv
#     cube}
# - {name: coSmooth_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux from smoothed-masked natv cube}
# - {name: coeSmooth_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux uncertainty from smoothed-masked natv
#     cube}
# - {name: coSmoothDv_natv, unit: km / s, datatype: float64, format: .3f, description: co velocity width for smooth-masked natv cube}
# - {name: coMask2d_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux from 2D masked natv cube}
# - {name: coeMask2d_natv, unit: Jy km / s, datatype: float64, format: .3f, description: co flux uncertainty from 2D masked natv cube}
# - {name: coSNRmax_natv, datatype: float64, format: .3f, description: Maximum SNR of co in natv cube}
# - {name: coSNR4pix_natv, datatype: float64, format: .3f, description: Number of XY pixels with co peak Tb > 4 sigma}
# - {name: coSNR5pix_natv, datatype: float64, format: .3f, description: Number of XY pixels with co peak Tb > 5 sigma}
# - {name: cottBmaj_natv, unit: arcsec, datatype: float64, format: .3f, description: Beam major axis of natv 13co cube}
# - {name: cottBmin_natv, unit: arcsec, datatype: float64, format: .3f, description: Beam minor axis of natv 13co cube}
# - {name: cottBpa_natv, unit: deg, datatype: float64, format: .3f, description: Beam pos ang (deg E of N) of natv 13co cube}
# - {name: cottNomask_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux from unmasked natv cube}
# - {name: cotteNomask_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux uncertainty from unmasked natv cube}
# - {name: cottNomaskDv_natv, unit: km / s, datatype: float64, format: .3f, description: 13co velocity width for unmasked natv cube}
# - {name: cottDilated_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux from dilated-masked natv cube}
# - {name: cotteDilated_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux uncertainty from dilated-masked
#     natv cube}
# - {name: cottSmooth_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux from smoothed-masked natv cube}
# - {name: cotteSmooth_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux uncertainty from smoothed-masked
#     natv cube}
# - {name: cottSmoothDv_natv, unit: km / s, datatype: float64, format: .3f, description: 13co velocity width for smooth-masked natv cube}
# - {name: cottMask2d_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux from 2D masked natv cube}
# - {name: cotteMask2d_natv, unit: Jy km / s, datatype: float64, format: .3f, description: 13co flux uncertainty from 2D masked natv cube}
# - {name: cottSNRmax_natv, datatype: float64, format: .3f, description: Maximum SNR of 13co in natv cube}
# - {name: cottSNR4pix_natv, datatype: float64, format: .3f, description: Number of XY pixels with 13co peak Tb > 4 sigma}
# - {name: cottSNR5pix_natv, datatype: float64, format: .3f, description: Number of XY pixels with 13co peak Tb > 5 sigma}
# delimiter: ','
# schema: astropy-2.0
Name,coRactr_natv,coDectr_natv,coCtrint_natv,coDvhel,coBmaj_natv,coBmin_natv,coBpa_natv,coNomask_natv,coeNomask_natv,coNomaskDv_natv,coDilated_natv,coeDilated_natv,coSmooth_natv,coeSmooth_natv,coSmoothDv_natv,coMask2d_natv,coeMask2d_natv,coSNRmax_natv,coSNR4pix_natv,coSNR5pix_natv,cottBmaj_natv,cottBmin_natv,cottBpa_natv,cottNomask_natv,cotteNomask_natv,cottNomaskDv_natv,cottDilated_natv,cotteDilated_natv,cottSmooth_natv,cotteSmooth_natv,cottSmoothDv_natv,cottMask2d_natv,cotteMask2d_natv,cottSNRmax_natv,cottSNR4pix_natv,cottSNR5pix_natv
NGC3303,159.2504,18.1359,55.704,3.013,5.330,3.940,47.700,7.336,13.798,860.000,33.342,2.059,44.795,4.201,480.000,36.805,9.092,6.176,44.000,12.000,5.340,4.000,52.100,2.442,8.932,860.000,1.900,0.544,nan,nan,nan,nan,nan,5.075,35.000,2.000
NGC3381,162.1033,34.7114,15.408,-1.047,4.990,3.830,53.300,14.575,18.062,800.000,13.142,1.658,22.473,4.549,160.000,14.506,12.150,7.865,75.000,31.000,4.970,3.980,55.900,0.328,8.032,860.000,nan,nan,nan,nan,nan,nan,nan,4.626,10.000,0.000
NGC3687,172.0025,29.5111,11.254,-2.536,5.040,4.190,31.600,19.328,19.257,860.000,nan,nan,nan,nan,nan,nan,nan,4.495,21.000,0.000,5.100,4.360,35.900,5.679,8.724,860.000,3.138,0.672,nan,nan,nan,nan,nan,4.587,35.000,0.000
NGC3811,175.3192,47.6908,104.288,-6.201,5.110,3.930,57.100,58.799,15.096,860.000,98.786,3.622,93.712,6.467,380.000,50.174,15.959,19.483,359.000,204.000,5.170,4.060,60.800,2.758,7.615,860.000,1.934,0.431,nan,nan,nan,nan,nan,5.135,33.000,1.000
NGC3815,175.4137,24.8005,6.219,-2.635,4.700,4.100,50.400,16.957,15.033,860.000,46.386,2.348,48.567,4.587,420.000,21.209,10.221,9.214,202.000,115.000,4.700,4.300,56.700,-4.961,7.894,860.000,1.607,0.453,3.584,1.056,120.000,5.070,2.934,5.081,47.000,2.000
NGC3994,179.4038,32.2776,55.195,-4.899,5.450,4.020,44.000,33.630,15.279,860.000,74.517,2.828,86.884,5.246,540.000,67.629,10.249,15.432,214.000,155.000,5.580,4.200,43.300,-5.360,8.012,860.000,3.690,0.767,nan,nan,nan,nan,nan,5.051,24.000,1.000
NGC4047,180.7113,48.6362,56.138,-7.407,5.200,3.810,59.000,151.039,16.446,860.000,204.584,4.167,184.602,6.564,380.000,163.319,14.780,21.620,865.000,763.000,5.230,3.940,61.100,1.863,9.155,860.000,13.335,1.078,19.161,2.461,380.000,16.082,5.692,5.555,63.000,7.000
NGC4149,182.6367,58.3041,80.310,-8.726,5.180,3.730,65.500,66.628,14.765,860.000,85.146,2.521,78.717,4.425,540.000,81.539,8.361,16.764,225.000,165.000,5.170,3.880,68.200,2.589,7.702,860.000,5.111,0.632,6.045,1.488,520.000,8.147,3.315,5.803,38.000,7.000
NGC4185,183.3425,28.5110,1.177,-5.365,4.690,3.790,67.700,13.720,17.251,860.000,13.680,1.700,37.372,6.395,420.000,13.751,17.205,5.485,70.000,5.000,4.750,3.850,75.700,1.079,9.850,860.000,nan,nan,nan,nan,nan,nan,nan,5.133,35.000,1.000
NGC4210,183.8160,65.9853,22.575,-9.437,3.330,2.940,77.300,4.745,13.007,800.000,20.091,1.596,46.460,5.589,340.000,16.079,14.235,7.510,104.000,21.000,3.310,2.950,85.600,0.637,7.071,820.000,nan,nan,nan,nan,nan,nan,nan,4.621,9.000,0.000
NGC4211NED02,183.9054,28.1696,68.657,-5.465,5.070,4.180,46.800,3.378,15.058,760.000,19.836,1.550,20.274,2.911,340.000,23.134,5.409,8.888,39.000,27.000,5.220,4.270,55.300,-2.380,9.085,860.000,nan,nan,nan,nan,nan,nan,nan,4.570,8.000,0.000
NGC4470,187.4075,7.8242,11.534,-3.260,4.950,4.650,-74.800,18.956,17.354,860.000,37.870,2.915,33.537,4.972,200.000,44.126,13.350,9.186,194.000,103.000,5.180,4.600,-64.000,-3.637,8.017,860.000,2.262,0.649,nan,nan,nan,nan,nan,4.707,26.000,0.000
NGC4644,190.6779,55.1455,0.698,-9.829,5.020,4.210,62.300,14.508,10.497,860.000,32.033,1.919,29.706,3.293,460.000,13.778,7.546,7.313,184.000,51.000,5.080,4.320,67.700,1.742,5.644,860.000,nan,nan,nan,nan,nan,nan,nan,4.991,34.000,0.000
NGC4676A,191.5421,30.7319,140.771,-7.804,5.330,4.400,33.200,50.853,14.048,780.000,89.792,2.826,78.931,4.456,560.000,68.961,7.944,17.379,125.000,89.000,5.460,4.610,36.300,0.753,8.051,860.000,nan,nan,nan,nan,nan,nan,nan,4.455,12.000,0.000
NGC4711,192.1912,35.3327,13.979,-8.493,5.030,4.250,52.400,21.850,14.325,720.000,43.888,2.654,41.809,4.593,360.000,33.726,10.217,7.628,241.000,90.000,5.100,4.430,54.400,1.656,8.006,860.000,nan,nan,nan,nan,nan,nan,nan,5.074,13.000,1.000
NGC4961,196.4483,27.7341,14.554,-8.710,4.770,4.060,68.600,2.179,16.617,860.000,24.578,2.076,18.471,3.548,240.000,19.764,8.792,6.237,92.000,12.000,4.850,4.170,77.100,-2.002,7.503,860.000,nan,nan,3.175,1.126,120.000,7.496,3.033,5.737,46.000,5.000
NGC5000,197.4479,28.9069,118.947,-9.099,4.640,3.700,50.100,24.003,12.583,860.000,43.999,1.896,41.767,3.885,280.000,41.663,9.776,21.181,162.000,77.000,4.690,3.830,54.400,3.412,7.678,860.000,nan,nan,nan,nan,nan,nan,nan,5.375,31.000,1.000
NGC5016,198.0279,24.0950,10.157,-8.688,5.330,4.080,64.500,29.602,15.813,860.000,69.700,3.219,56.123,5.521,320.000,43.583,13.535,8.338,356.000,134.000,5.390,4.270,69.400,6.771,7.737,860.000,1.079,0.431,nan,nan,nan,nan,nan,4.508,18.000,0.000
NGC5056,199.0513,30.9503,31.133,-9.717,5.760,4.310,61.700,19.962,11.860,860.000,45.362,2.323,41.365,3.823,420.000,27.250,8.981,6.866,248.000,97.000,6.010,4.470,61.000,-5.856,6.927,860.000,nan,nan,nan,nan,nan,nan,nan,4.173,1.000,0.000
NGC5205,202.5150,62.5116,15.788,-11.761,4.740,3.900,50.200,-4.570,19.069,860.000,11.302,1.590,35.486,6.195,340.000,21.460,16.498,5.199,40.000,3.000,4.710,4.070,55.400,4.051,8.319,860.000,nan,nan,nan,nan,nan,nan,nan,4.733,18.000,0.000
NGC5218,203.0433,62.7677,750.778,-11.824,5.440,3.730,60.200,344.276,15.824,860.000,415.437,4.212,399.544,6.983,480.000,352.837,14.849,90.971,671.000,529.000,5.470,3.880,60.900,9.022,7.463,860.000,20.116,0.938,22.447,1.908,340.000,24.040,4.240,17.328,102.000,51.000
NGC5394,209.6383,37.4536,84.297,-12.641,5.210,4.090,74.900,134.422,16.614,860.000,171.549,2.356,164.917,3.961,260.000,161.838,8.375,55.237,308.000,254.000,5.310,4.220,80.400,14.705,8.905,860.000,11.340,1.010,14.078,2.285,400.000,7.596,5.754,6.941,105.000,47.000
NGC5406,210.0838,38.9154,7.081,-12.801,5.210,3.970,72.500,32.649,14.800,860.000,24.473,2.144,77.582,6.850,480.000,50.987,16.791,5.123,45.000,3.000,5.340,4.000,77.000,-1.123,8.627,860.000,nan,nan,7.361,1.794,120.000,1.289,5.050,4.407,15.000,0.000
NGC5480,211.5900,50.7251,48.376,-13.284,4.450,3.600,39.400,92.785,16.577,860.000,139.800,4.188,109.911,7.223,340.000,95.234,18.639,13.495,848.000,590.000,4.380,3.740,49.100,9.742,7.181,860.000,2.886,0.593,13.822,2.049,240.000,19.059,5.391,5.102,52.000,1.000
NGC5485,211.7971,55.0016,6.549,-13.240,5.120,3.850,78.500,-4.789,16.246,860.000,nan,nan,nan,nan,nan,nan,nan,4.773,11.000,0.000,5.140,3.970,83.100,1.955,6.865,860.000,nan,nan,3.919,1.223,140.000,3.234,3.336,4.762,9.000,0.000
NGC5520,213.0950,50.3484,29.754,-13.536,4.890,3.710,76.800,31.939,15.472,860.000,67.226,2.881,62.822,5.010,360.000,40.527,11.070,12.704,273.000,172.000,4.910,3.810,83.100,0.916,6.648,860.000,nan,nan,nan,nan,nan,nan,nan,4.411,14.000,0.000
NGC5614,216.0317,34.8589,104.653,-13.846,5.920,3.960,70.700,129.183,20.528,860.000,219.174,5.110,200.137,8.132,460.000,170.914,17.438,20.068,578.000,401.000,6.210,4.400,67.800,1.015,8.985,860.000,1.478,0.538,7.060,1.787,200.000,5.325,4.737,5.196,41.000,2.000
NGC5633,216.8683,46.1466,36.933,-14.208,4.880,3.900,55.300,64.682,16.874,860.000,141.054,3.811,120.079,6.035,380.000,86.924,13.828,14.019,698.000,596.000,4.870,4.040,59.100,-2.275,7.829,860.000,8.475,0.869,13.326,2.046,380.000,10.475,4.879,5.000,32.000,0.000
NGC5657,217.6817,29.1808,66.922,-13.885,4.800,4.020,66.500,-0.932,16.355,820.000,28.210,2.112,38.854,4.235,380.000,46.388,8.176,7.339,49.000,19.000,4.850,4.110,74.100,9.012,10.364,860.000,nan,nan,nan,nan,nan,nan,nan,4.656,16.000,0.000
NGC5682,218.6875,48.6702,5.627,-14.467,4.700,3.740,58.100,-2.821,17.553,860.000,nan,nan,nan,nan,nan,nan,nan,4.802,8.000,0.000,4.670,3.900,64.700,-3.626,7.632,860.000,1.428,0.419,nan,nan,nan,nan,nan,4.637,30.000,0.000
NGC5732,220.1621,38.6378,10.053,-14.759,6.130,3.690,58.800,-1.859,16.231,860.000,nan,nan,22.104,3.699,320.000,21.977,9.168,4.707,23.000,0.000,6.260,3.850,60.500,1.201,8.592,860.000,nan,nan,nan,nan,nan,nan,nan,4.979,26.000,0.000
NGC5784,223.5683,42.5579,30.890,-15.363,4.830,3.890,64.900,9.071,11.304,860.000,29.183,1.789,38.819,3.496,620.000,31.626,6.622,9.543,120.000,56.000,4.920,4.000,68.400,-0.617,6.688,860.000,nan,nan,nan,nan,nan,nan,nan,4.800,21.000,0.000
NGC5876,227.3817,54.5065,12.552,-15.386,5.150,4.310,67.700,2.072,15.955,860.000,nan,nan,nan,nan,nan,nan,nan,4.639,18.000,0.000,5.220,4.430,73.700,6.912,8.674,860.000,nan,nan,nan,nan,nan,nan,nan,4.996,12.000,0.000
NGC5908,229.1800,55.4096,60.135,-15.524,4.540,3.690,59.000,250.318,11.991,860.000,422.175,4.808,376.274,7.074,800.000,361.927,13.744,28.815,969.000,814.000,4.580,3.840,65.800,16.141,6.546,860.000,43.189,1.537,45.740,2.825,820.000,38.974,5.453,8.707,235.000,106.000
NGC5930,231.5329,41.6761,300.487,-16.608,5.260,3.980,58.700,110.804,15.538,860.000,140.207,2.770,147.321,5.449,540.000,150.150,10.347,31.874,162.000,121.000,5.270,4.140,62.000,0.179,7.270,860.000,11.214,0.922,10.632,1.550,480.000,6.760,2.809,6.353,55.000,8.000
NGC5934,232.0533,42.9299,89.002,-16.645,4.830,4.000,57.000,50.431,11.904,860.000,95.670,2.404,92.021,4.089,720.000,76.166,6.668,15.326,246.000,173.000,4.930,4.060,62.300,1.148,7.518,860.000,nan,nan,6.757,1.251,260.000,10.975,3.052,5.028,23.000,1.000
NGC5947,232.6500,42.7169,4.042,-16.735,5.230,4.040,48.500,3.444,10.342,860.000,nan,nan,23.769,3.531,460.000,13.693,8.511,5.734,52.000,5.000,5.370,4.180,48.300,-1.087,6.805,860.000,nan,nan,0.642,0.853,100.000,-0.864,2.388,5.151,6.000,1.000
NGC5953,233.6387,15.2000,-8.322,-15.897,5.000,3.970,36.200,193.884,16.195,860.000,364.023,4.535,363.738,8.111,440.000,327.011,17.220,58.010,842.000,730.000,5.070,4.170,35.400,4.051,6.989,860.000,24.529,1.190,32.462,2.737,500.000,22.864,6.591,10.516,210.000,120.000
NGC5980,235.3767,15.7877,80.537,-16.258,4.640,4.180,79.500,89.144,10.811,700.000,144.620,3.206,136.561,5.200,580.000,103.211,9.706,21.640,634.000,465.000,4.760,4.220,-87.700,2.394,5.696,860.000,7.202,0.638,15.646,1.607,540.000,15.071,3.305,5.502,51.000,3.000
NGC6004,237.5946,18.9393,47.231,-16.910,5.060,4.130,60.000,32.292,15.426,860.000,60.476,2.971,68.007,7.182,320.000,26.120,18.661,8.968,289.000,137.000,5.140,4.330,63.500,3.071,8.737,860.000,1.871,0.686,nan,nan,nan,nan,nan,4.882,25.000,0.000
NGC6021,239.3779,15.9561,7.881,-16.920,4.540,4.020,35.900,-8.573,19.416,860.000,nan,nan,nan,nan,nan,nan,nan,4.362,11.000,0.000,4.510,4.160,41.500,-3.468,9.583,860.000,nan,nan,nan,nan,nan,nan,nan,5.905,47.000,5.000
NGC6027,239.8021,20.7634,20.134,-17.385,4.890,3.990,76.500,-7.359,19.539,1240.000,5.659,1.083,2.531,1.702,100.000,2.645,5.777,4.983,23.000,0.000,4.980,4.010,85.600,-2.186,7.733,860.000,nan,nan,nan,nan,nan,nan,nan,4.773,11.000,0.000
NGC6060,241.4667,21.4849,17.698,-17.672,4.750,3.670,42.400,42.365,13.502,860.000,140.066,4.020,115.195,6.836,540.000,78.861,16.012,12.574,783.000,433.000,4.790,3.820,43.800,-0.281,7.028,860.000,nan,nan,4.856,1.329,120.000,5.400,3.766,4.364,3.000,0.000
NGC6063,241.8042,7.9790,-2.839,-16.359,5.320,4.320,39.000,13.606,19.724,860.000,nan,nan,nan,nan,nan,nan,nan,4.896,19.000,0.000,5.270,4.510,41.500,0.512,9.075,860.000,nan,nan,nan,nan,nan,nan,nan,4.462,9.000,0.000
NGC6081,243.2367,9.8671,-3.523,-16.809,4.720,4.220,81.500,3.468,17.471,860.000,nan,nan,nan,nan,nan,nan,nan,4.901,10.000,0.000,4.840,4.310,-85.400,4.534,9.616,860.000,nan,nan,nan,nan,nan,nan,nan,4.785,36.000,0.000
NGC6125,244.7979,57.9841,-11.268,-16.683,5.430,3.850,68.300,2.191,14.155,860.000,nan,nan,nan,nan,nan,nan,nan,5.893,19.000,5.000,5.580,3.960,69.700,2.355,7.693,860.000,1.071,0.421,nan,nan,nan,nan,nan,4.689,30.000,0.000
NGC6146,246.2929,40.8929,21.266,-18.416,5.180,3.990,77.200,-10.633,13.470,860.000,nan,nan,nan,nan,nan,nan,nan,4.281,13.000,0.000,5.290,4.100,82.600,8.526,9.406,860.000,1.647,0.423,nan,nan,nan,nan,nan,4.771,31.000,0.000
NGC6155,246.5346,48.3668,21.753,-17.918,5.570,3.780,65.500,46.591,15.516,860.000,81.316,3.302,70.571,5.766,280.000,52.933,14.599,10.312,643.000,395.000,5.640,3.920,67.500,-2.289,6.852,860.000,nan,nan,4.127,0.983,160.000,-1.938,2.555,4.440,13.000,0.000
NGC6168,247.8367,20.1856,6.543,-18.386,5.000,4.000,44.800,19.453,17.547,860.000,27.794,2.324,33.282,4.872,320.000,26.824,12.758,5.319,73.000,6.000,4.990,4.210,47.200,-0.023,10.128,860.000,1.239,0.450,nan,nan,nan,nan,nan,4.705,8.000,0.000
NGC6186,248.6062,21.5409,165.299,-18.556,4.850,4.170,62.400,134.150,17.548,860.000,166.291,3.793,154.766,6.783,380.000,150.446,15.767,22.866,424.000,338.000,4.900,4.330,71.900,13.581,8.444,860.000,4.924,0.657,12.133,1.849,360.000,9.832,3.829,7.223,51.000,14.000
NGC6301,257.1363,42.3391,11.073,-19.141,4.840,4.130,31.300,15.570,12.082,860.000,55.585,2.601,60.231,4.819,500.000,29.666,11.057,7.862,254.000,70.000,4.920,4.330,34.000,2.406,8.564,860.000,1.372,0.489,nan,nan,nan,nan,nan,5.195,30.000,1.000
NGC6310,256.9896,60.9902,3.110,-16.860,5.120,3.790,70.200,10.364,16.288,860.000,4.479,1.371,10.642,2.561,180.000,4.781,6.600,4.736,25.000,0.000,5.150,3.900,73.000,4.167,8.311,860.000,0.590,0.299,nan,nan,nan,nan,nan,4.641,20.000,0.000
NGC6314,258.1612,23.2701,54.392,-19.454,4.410,3.870,58.400,13.140,9.090,660.000,33.137,1.569,39.079,3.071,560.000,25.574,5.251,7.658,93.000,43.000,4.420,3.980,72.100,-1.698,6.945,860.000,nan,nan,nan,nan,nan,nan,nan,4.963,16.000,0.000
NGC6361,259.6712,60.6082,176.327,-17.013,5.540,3.980,60.500,307.142,13.441,860.000,385.397,3.696,367.162,6.181,560.000,341.905,12.710,34.862,881.000,795.000,5.650,4.100,60.800,12.254,7.068,860.000,37.156,1.500,34.544,2.423,580.000,32.384,5.174,7.538,351.000,161.000
NGC6394,262.5892,59.6399,29.954,-17.255,5.650,3.920,44.700,12.037,13.451,860.000,38.021,2.128,45.872,4.155,600.000,32.386,8.509,7.052,103.000,40.000,5.770,4.110,45.100,-8.885,9.412,860.000,nan,nan,nan,nan,nan,nan,nan,5.475,40.000,3.000
NGC6478,267.1629,51.1602,17.170,-18.599,4.880,4.020,39.900,78.338,15.710,820.000,146.011,3.327,142.205,5.751,600.000,116.491,11.140,15.183,663.000,523.000,5.000,4.190,39.900,-4.394,8.711,860.000,0.857,0.311,nan,nan,nan,nan,nan,4.478,21.000,0.000
NGC7738,356.0086,0.5166,271.118,-1.609,4.440,3.610,39.700,78.046,8.244,780.000,103.648,1.562,98.849,2.926,580.000,91.893,5.040,33.071,169.000,130.000,4.420,3.760,46.000,1.403,5.724,840.000,6.042,0.533,7.834,1.325,520.000,6.931,2.441,5.566,26.000,4.000
NGC7819,1.1021,31.4720,51.032,-5.181,4.600,3.710,60.700,12.688,13.238,860.000,33.915,1.728,35.045,3.415,340.000,26.055,7.377,9.013,94.000,49.000,4.630,3.800,68.800,-2.887,7.364,860.000,nan,nan,nan,nan,nan,nan,nan,4.691,21.000,0.000
UGC00809,18.9658,33.8107,14.996,-1.108,4.250,3.620,55.300,9.834,14.862,860.000,4.988,0.882,22.040,3.736,340.000,13.833,9.223,5.246,32.000,3.000,4.240,3.730,67.100,-5.997,7.183,860.000,0.989,0.441,nan,nan,nan,nan,nan,4.902,22.000,0.000
UGC03253,79.9246,84.0526,26.626,-8.141,6.810,4.370,50.100,10.513,12.150,760.000,10.795,1.298,20.735,3.105,300.000,23.546,7.127,7.058,48.000,17.000,6.900,4.510,50.200,-6.826,6.452,860.000,nan,nan,nan,nan,nan,nan,nan,5.188,37.000,1.000
UGC03539,102.2250,66.2616,38.798,-2.270,5.630,4.420,-34.200,26.276,14.841,860.000,58.361,2.477,55.568,4.214,420.000,45.617,9.057,13.127,218.000,159.000,5.710,4.570,-37.300,1.657,8.215,860.000,nan,nan,nan,nan,nan,nan,nan,6.238,41.000,7.000
UGC03969,115.3096,27.6141,26.081,9.384,5.380,4.140,46.100,24.916,12.910,860.000,45.922,2.292,52.235,4.153,520.000,45.022,8.279,7.412,128.000,65.000,5.470,4.220,52.400,3.138,8.990,860.000,2.504,0.623,nan,nan,nan,nan,nan,4.572,26.000,0.000
UGC03973,115.6367,49.8097,26.716,2.563,4.620,4.500,62.100,10.935,11.738,720.000,33.792,2.100,34.320,4.231,420.000,22.834,8.737,5.960,145.000,31.000,4.810,4.460,75.900,-5.780,8.678,860.000,nan,nan,nan,nan,nan,nan,nan,4.516,11.000,0.000
UGC04029,117.0792,34.3323,69.265,7.243,4.900,3.960,46.700,24.203,13.046,860.000,58.908,2.317,56.687,4.204,420.000,44.834,9.441,11.993,236.000,150.000,5.030,4.020,52.200,2.784,6.619,860.000,nan,nan,2.549,1.109,120.000,-0.467,3.178,5.518,19.000,2.000
UGC04132,119.8042,32.9147,102.618,7.343,5.480,3.960,60.500,135.141,14.111,860.000,190.891,3.767,179.254,6.018,580.000,145.048,12.344,17.817,613.000,517.000,5.610,4.050,62.100,8.812,8.250,860.000,nan,nan,13.346,1.743,380.000,16.562,3.896,4.765,34.000,0.000
UGC04280,123.6388,54.7996,41.186,0.280,4.770,4.510,-9.200,6.274,16.202,860.000,14.875,1.524,16.901,2.995,300.000,19.653,6.660,5.685,42.000,4.000,4.780,4.680,-54.400,2.189,8.690,860.000,nan,nan,3.041,1.400,100.000,-3.303,3.940,4.952,45.000,0.000
UGC04461,128.3446,52.5323,49.234,0.483,4.880,4.220,54.200,21.501,15.044,860.000,34.376,2.053,32.352,3.573,340.000,32.909,7.876,8.516,120.000,54.000,5.030,4.310,59.900,6.880,8.308,860.000,0.576,0.284,nan,nan,nan,nan,nan,4.559,18.000,0.000
UGC05108,143.8596,29.8126,72.602,4.136,5.470,4.380,52.000,25.136,10.896,860.000,29.100,1.575,39.312,3.463,620.000,21.417,6.790,8.336,59.000,30.000,5.680,4.420,58.200,3.915,7.536,860.000,nan,nan,nan,nan,nan,nan,nan,4.724,19.000,0.000
UGC05111,144.2192,66.7883,37.872,-5.057,5.210,4.950,2.900,68.886,10.809,800.000,95.423,2.733,91.663,4.520,540.000,65.674,9.350,12.695,499.000,392.000,5.290,5.170,1.100,4.937,6.287,860.000,nan,nan,nan,nan,nan,nan,nan,4.607,16.000,0.000
UGC05244,147.1992,64.1669,-9.153,-4.756,5.100,4.640,-23.100,-6.087,17.880,860.000,nan,nan,4.644,1.909,120.000,3.151,5.206,4.860,55.000,0.000,5.020,4.830,-31.800,0.965,8.409,860.000,nan,nan,nan,nan,nan,nan,nan,4.559,18.000,0.000
UGC05359,149.7150,19.2150,2.529,5.230,6.750,4.870,46.500,4.625,10.138,860.000,10.296,1.136,28.875,3.379,480.000,20.969,8.131,5.758,55.000,16.000,6.890,4.920,50.200,-3.319,7.092,860.000,nan,nan,nan,nan,nan,nan,nan,4.799,19.000,0.000
UGC05498NED01,153.0150,23.0854,54.946,3.586,5.240,3.920,27.900,-6.105,17.361,860.000,11.483,1.428,nan,nan,nan,nan,nan,5.232,25.000,3.000,5.340,4.070,28.400,-11.600,11.457,860.000,nan,nan,nan,nan,nan,nan,nan,4.779,21.000,0.000
UGC05598,155.5583,20.5894,31.097,3.477,5.830,4.070,39.900,10.538,17.002,860.000,22.300,1.930,21.612,3.323,320.000,21.745,7.280,7.145,62.000,27.000,5.890,4.200,42.000,-15.037,10.104,860.000,nan,nan,nan,nan,nan,nan,nan,4.209,8.000,0.000
UGC06312,169.5008,7.8449,-1.731,2.074,4.610,4.570,-21.500,-7.138,14.536,860.000,nan,nan,nan,nan,nan,nan,nan,4.780,16.000,0.000,4.790,4.530,-53.200,7.011,8.983,860.000,nan,nan,nan,nan,nan,nan,nan,4.953,27.000,0.000
UGC07012,180.5129,29.8480,7.706,-4.818,4.730,3.920,56.600,-1.861,14.612,860.000,0.847,0.507,11.002,2.927,220.000,10.242,7.899,5.832,47.000,8.000,4.780,4.060,64.700,2.538,7.258,860.000,3.090,0.635,nan,nan,nan,nan,nan,4.884,21.000,0.000
UGC08107,194.9158,53.3412,69.816,-10.469,4.870,4.470,13.100,41.740,10.644,860.000,79.737,2.369,85.763,4.049,780.000,62.603,6.861,9.669,226.000,171.000,4.990,4.680,14.700,-1.820,7.618,860.000,nan,nan,nan,nan,nan,nan,nan,4.734,13.000,0.000
UGC08250,197.5838,32.4832,7.926,-9.511,4.870,3.920,74.200,9.018,13.656,860.000,nan,nan,nan,nan,nan,nan,nan,4.827,18.000,0.000,4.950,3.990,78.800,-2.453,8.484,860.000,nan,nan,nan,nan,nan,nan,nan,4.812,16.000,0.000
UGC08267,197.7971,43.7263,63.382,-10.493,4.700,3.920,60.300,28.255,13.802,860.000,54.400,2.194,51.735,3.862,520.000,45.047,7.507,11.203,196.000,127.000,4.770,4.060,67.600,4.933,8.671,860.000,nan,nan,nan,nan,nan,nan,nan,4.947,13.000,0.000
