# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coVlsr_e20, unit: km / s, datatype: float64, format: .3f, description: 'Velocity, VRAD, LSRK'}
# - {name: coNomaskSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: coNomaskUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: coDilatedSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: coDilatedUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: coSmoothSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: coSmoothUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: coMask2dSpec_e20, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: coMask2dUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# - {name: cottNomaskSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: cottNomaskUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: cottDilatedSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: cottDilatedUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: cottSmoothSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: cottSmoothUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: cottMask2dSpec_e20, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: cottMask2dUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# delimiter: ','
# meta: !!omap
# - {date: '2020-06-09'}
# - {comments: Integrated CO spectra from e20 cubes}
# schema: astropy-2.0
Name,coVlsr_e20,coNomaskSpec_e20,coNomaskUnc_e20,coDilatedSpec_e20,coDilatedUnc_e20,coSmoothSpec_e20,coSmoothUnc_e20,coMask2dSpec_e20,coMask2dUnc_e20,cottNomaskSpec_e20,cottNomaskUnc_e20,cottDilatedSpec_e20,cottDilatedUnc_e20,cottSmoothSpec_e20,cottSmoothUnc_e20,cottMask2dSpec_e20,cottMask2dUnc_e20
NGC5029,8160.000,0.30760,0.34090,nan,nan,nan,nan,nan,nan,0.04790,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8180.000,-0.37610,0.34090,nan,nan,nan,nan,nan,nan,0.33270,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8200.000,0.07450,0.34090,nan,nan,nan,nan,nan,nan,-0.00690,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8220.000,-0.43360,0.34090,nan,nan,nan,nan,nan,nan,-0.13020,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8240.000,-0.18950,0.34090,nan,nan,nan,nan,nan,nan,-0.11530,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8260.000,-0.20290,0.34090,nan,nan,nan,nan,nan,nan,-0.14670,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8280.000,-0.08080,0.34090,nan,nan,nan,nan,nan,nan,-0.18370,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8300.000,0.29690,0.34090,nan,nan,nan,nan,nan,nan,0.03830,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8320.000,-0.07820,0.34090,nan,nan,nan,nan,nan,nan,-0.01070,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8340.000,0.02050,0.34090,nan,nan,nan,nan,nan,nan,-0.16770,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8360.000,0.00240,0.34090,nan,nan,nan,nan,nan,nan,-0.01810,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8380.000,0.08410,0.34090,nan,nan,nan,nan,nan,nan,-0.04520,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8400.000,-0.13410,0.34090,nan,nan,nan,nan,nan,nan,-0.14380,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8420.000,0.01150,0.34090,nan,nan,nan,nan,nan,nan,-0.22340,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8440.000,-0.02810,0.34090,nan,nan,nan,nan,nan,nan,0.17180,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8460.000,-0.02130,0.34090,nan,nan,nan,nan,nan,nan,-0.06940,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8480.000,0.23030,0.34090,nan,nan,nan,nan,nan,nan,-0.08450,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8500.000,0.05580,0.34090,nan,nan,nan,nan,nan,nan,-0.07010,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8520.000,0.22150,0.34090,nan,nan,nan,nan,nan,nan,0.18400,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8540.000,0.05190,0.34090,nan,nan,nan,nan,nan,nan,0.14080,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8560.000,0.00930,0.34090,nan,nan,nan,nan,nan,nan,-0.03700,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8580.000,0.13250,0.34090,nan,nan,nan,nan,nan,nan,0.02770,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8600.000,-0.05060,0.34090,nan,nan,nan,nan,nan,nan,-0.05980,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8620.000,0.24600,0.34090,nan,nan,nan,nan,nan,nan,-0.02270,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8640.000,-0.24550,0.34090,nan,nan,nan,nan,nan,nan,-0.01490,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8660.000,-0.18820,0.34090,nan,nan,nan,nan,nan,nan,0.00090,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8680.000,0.15570,0.34090,nan,nan,nan,nan,nan,nan,0.06380,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8700.000,0.29230,0.34090,nan,nan,nan,nan,nan,nan,0.18860,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8720.000,-0.17370,0.34090,nan,nan,nan,nan,nan,nan,0.09280,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8740.000,-0.05460,0.34090,nan,nan,nan,nan,nan,nan,0.19910,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8760.000,0.34360,0.34090,nan,nan,nan,nan,nan,nan,0.02750,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8780.000,-0.19590,0.34090,nan,nan,nan,nan,nan,nan,-0.01180,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8800.000,0.16800,0.34090,nan,nan,nan,nan,nan,nan,0.19280,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8820.000,0.27150,0.34090,nan,nan,nan,nan,nan,nan,0.07050,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8840.000,-0.08320,0.34090,nan,nan,nan,nan,nan,nan,0.11190,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8860.000,-0.21440,0.34090,nan,nan,nan,nan,nan,nan,-0.06550,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8880.000,-0.10240,0.34090,nan,nan,nan,nan,nan,nan,0.15520,0.22780,nan,nan,nan,nan,nan,nan
NGC5029,8900.000,-0.10280,0.34090,nan,nan,nan,nan,nan,nan,0.16820,0.22780,nan,nan,nan,nan,nan,nan
NGC5056,5020.000,-0.06450,0.29920,nan,nan,nan,nan,-0.04650,0.08800,-0.00270,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5040.000,0.14910,0.29920,nan,nan,nan,nan,0.02890,0.08800,-0.08060,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5060.000,0.05510,0.29920,nan,nan,nan,nan,-0.04450,0.08800,-0.02400,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5080.000,0.21280,0.29920,nan,nan,nan,nan,0.00990,0.08800,0.16050,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5100.000,-0.21750,0.29920,nan,nan,nan,nan,0.04900,0.08800,0.07440,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5120.000,-0.30120,0.29920,nan,nan,nan,nan,-0.07470,0.08800,0.17700,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5140.000,0.14140,0.29920,nan,nan,nan,nan,0.02770,0.08800,-0.04910,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5160.000,-0.04760,0.29920,nan,nan,nan,nan,-0.06160,0.08800,-0.04110,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5180.000,-0.28770,0.29920,nan,nan,nan,nan,0.06820,0.08800,0.04210,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5200.000,-0.20550,0.29920,nan,nan,nan,nan,0.10490,0.08800,-0.16840,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5220.000,-0.04220,0.29920,nan,nan,nan,nan,-0.09270,0.08800,0.01290,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5240.000,-0.00370,0.29920,nan,nan,nan,nan,-0.07560,0.08800,-0.09600,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5260.000,-0.10130,0.29920,nan,nan,nan,nan,-0.04690,0.08800,0.00090,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5280.000,0.21460,0.29920,nan,nan,nan,nan,0.03570,0.08800,-0.22000,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5300.000,-0.09940,0.29920,0.00330,0.00860,-0.02100,0.04390,0.02670,0.08800,-0.02030,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5320.000,0.20390,0.29920,0.02370,0.02220,0.02300,0.05400,0.02330,0.08800,0.00490,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5340.000,-0.16060,0.29920,0.13070,0.03700,0.22370,0.06190,0.19630,0.08800,0.07830,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5360.000,-0.08450,0.29920,0.24620,0.04690,0.22010,0.06340,0.14710,0.08800,0.24970,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5380.000,-0.22370,0.29920,0.24460,0.04700,0.27280,0.06450,0.22190,0.08800,0.02050,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5400.000,-0.14490,0.29920,0.07610,0.03940,0.13190,0.05880,0.10390,0.08800,-0.07340,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5420.000,0.07620,0.29920,0.08700,0.02970,0.12810,0.05620,0.15950,0.08800,0.02900,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5440.000,0.04830,0.29910,0.07970,0.02810,0.13590,0.06400,0.06610,0.08800,0.10300,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5460.000,0.06240,0.29910,0.06920,0.02370,0.09790,0.06660,0.10250,0.08800,-0.05080,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5480.000,-0.14790,0.29910,0.03480,0.02020,0.24750,0.06820,0.25190,0.08800,-0.05200,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5500.000,-0.12180,0.29910,0.05150,0.02450,0.04340,0.06440,0.05530,0.08800,-0.05990,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5520.000,-0.21510,0.29910,0.06840,0.02540,0.09460,0.05440,0.06700,0.08800,0.05080,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5540.000,-0.40150,0.29910,0.03200,0.02010,0.04720,0.03140,0.10870,0.08800,0.17530,0.18860,nan,nan,nan,nan,nan,nan
NGC5056,5560.000,-0.37580,0.29910,0.03410,0.02190,0.02440,0.02780,0.13260,0.08800,0.07260,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5580.000,-0.25730,0.29910,0.07790,0.03010,0.00750,0.00830,0.13100,0.08800,0.19350,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5600.000,-0.47250,0.29910,0.11380,0.03010,nan,nan,0.15400,0.08800,0.01890,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5620.000,-0.17830,0.29910,0.04010,0.03160,nan,nan,0.03210,0.08800,0.06270,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5640.000,0.00360,0.29910,0.11000,0.02900,nan,nan,0.11180,0.08800,0.02660,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5660.000,-0.14060,0.29910,0.00290,0.02430,nan,nan,0.04100,0.08800,0.05600,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5680.000,-0.22390,0.29910,nan,nan,nan,nan,0.03520,0.08800,0.19680,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5700.000,-0.07290,0.29910,nan,nan,nan,nan,0.02140,0.08800,0.09470,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5720.000,-0.10720,0.29910,nan,nan,nan,nan,-0.03660,0.08800,0.12290,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5740.000,0.06650,0.29910,nan,nan,nan,nan,-0.01760,0.08790,0.17360,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5760.000,0.22280,0.29910,nan,nan,nan,nan,-0.05920,0.08790,-0.02120,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5780.000,0.11480,0.29910,nan,nan,nan,nan,-0.13010,0.08790,0.18120,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5800.000,0.08390,0.29910,nan,nan,nan,nan,-0.07600,0.08790,-0.06440,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5820.000,0.06200,0.29910,nan,nan,nan,nan,0.04460,0.08790,-0.07890,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5840.000,0.01760,0.29910,nan,nan,nan,nan,0.11720,0.08790,-0.16120,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5860.000,0.29000,0.29910,nan,nan,nan,nan,-0.04750,0.08790,-0.25610,0.18850,nan,nan,nan,nan,nan,nan
NGC5056,5880.000,-0.10280,0.29910,nan,nan,nan,nan,0.09260,0.08790,-0.02460,0.18850,nan,nan,nan,nan,nan,nan
NGC5205,1340.000,-0.05450,0.40980,nan,nan,nan,nan,nan,nan,0.01280,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1360.000,-0.24840,0.40980,nan,nan,nan,nan,nan,nan,-0.06480,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1380.000,0.07810,0.40980,nan,nan,nan,nan,nan,nan,0.04840,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1400.000,0.03180,0.40980,nan,nan,nan,nan,nan,nan,-0.10180,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1420.000,0.08700,0.40980,nan,nan,nan,nan,nan,nan,-0.07370,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1440.000,0.30170,0.40980,nan,nan,nan,nan,nan,nan,0.14070,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1460.000,0.30930,0.40980,nan,nan,nan,nan,nan,nan,-0.11720,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1480.000,0.02910,0.40980,nan,nan,nan,nan,nan,nan,0.09050,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1500.000,-0.14280,0.40980,nan,nan,nan,nan,nan,nan,0.07330,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1520.000,0.09520,0.40980,nan,nan,nan,nan,nan,nan,-0.15080,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1540.000,-0.24660,0.40980,nan,nan,nan,nan,nan,nan,0.01060,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1560.000,-0.07760,0.40980,nan,nan,nan,nan,nan,nan,0.07150,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1580.000,0.09460,0.40980,nan,nan,nan,nan,nan,nan,0.07060,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1600.000,-0.09460,0.40970,nan,nan,nan,nan,nan,nan,-0.02140,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1620.000,0.16220,0.40960,nan,nan,nan,nan,nan,nan,0.09140,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1640.000,0.42190,0.40960,nan,nan,nan,nan,nan,nan,0.09350,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1660.000,0.34700,0.40960,nan,nan,nan,nan,nan,nan,0.14860,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1680.000,0.09480,0.40960,nan,nan,nan,nan,nan,nan,0.12560,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1700.000,-0.10080,0.40960,nan,nan,nan,nan,nan,nan,0.02020,0.19040,nan,nan,nan,nan,nan,nan
NGC5205,1720.000,0.10440,0.40960,nan,nan,nan,nan,nan,nan,0.06170,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1740.000,0.26580,0.40960,nan,nan,nan,nan,nan,nan,0.14120,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1760.000,0.25180,0.40960,nan,nan,nan,nan,nan,nan,0.01640,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1780.000,-0.38900,0.40950,nan,nan,nan,nan,nan,nan,0.09220,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1800.000,0.04550,0.40950,nan,nan,nan,nan,nan,nan,-0.08610,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1820.000,0.19090,0.40950,nan,nan,nan,nan,nan,nan,0.03350,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1840.000,-0.02950,0.40940,nan,nan,nan,nan,nan,nan,-0.07570,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1860.000,-0.38170,0.40940,nan,nan,nan,nan,nan,nan,0.02820,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1880.000,-0.08220,0.40940,nan,nan,nan,nan,nan,nan,-0.01470,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1900.000,0.19080,0.40940,nan,nan,nan,nan,nan,nan,-0.15670,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1920.000,-0.42020,0.40940,nan,nan,nan,nan,nan,nan,-0.01160,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1940.000,-0.27670,0.40940,nan,nan,nan,nan,nan,nan,0.07730,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1960.000,-0.07620,0.40940,nan,nan,nan,nan,nan,nan,0.14800,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,1980.000,0.14070,0.40940,nan,nan,nan,nan,nan,nan,0.17900,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2000.000,-0.16010,0.40940,nan,nan,nan,nan,nan,nan,0.06060,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2020.000,-0.18690,0.40940,nan,nan,nan,nan,nan,nan,-0.03340,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2040.000,-0.30840,0.40940,nan,nan,nan,nan,nan,nan,0.09530,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2060.000,-0.12750,0.40940,nan,nan,nan,nan,nan,nan,0.08930,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2080.000,0.25090,0.40940,nan,nan,nan,nan,nan,nan,0.07280,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2100.000,0.39100,0.40940,nan,nan,nan,nan,nan,nan,-0.12970,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2120.000,0.39290,0.40930,nan,nan,nan,nan,nan,nan,-0.04480,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2140.000,-0.39410,0.40930,nan,nan,nan,nan,nan,nan,0.04080,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2160.000,-0.26030,0.40920,nan,nan,nan,nan,nan,nan,-0.03270,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2180.000,-0.45560,0.40920,nan,nan,nan,nan,nan,nan,0.05160,0.19030,nan,nan,nan,nan,nan,nan
NGC5205,2200.000,-0.19650,0.40920,nan,nan,nan,nan,nan,nan,0.06260,0.19030,nan,nan,nan,nan,nan,nan
NGC5218,2440.000,0.12480,0.42170,nan,nan,nan,nan,0.03100,0.19150,0.10070,0.21440,nan,nan,nan,nan,-0.06980,0.05500
NGC5218,2460.000,0.04590,0.42170,nan,nan,nan,nan,0.02350,0.19150,0.16620,0.21440,nan,nan,nan,nan,0.00750,0.05500
NGC5218,2480.000,0.22700,0.42170,nan,nan,nan,nan,0.00430,0.19150,0.10270,0.21440,nan,nan,nan,nan,-0.00840,0.05500
NGC5218,2500.000,-0.15070,0.42170,nan,nan,nan,nan,-0.06020,0.19150,-0.03840,0.21440,nan,nan,nan,nan,0.03620,0.05500
NGC5218,2520.000,0.03160,0.42170,nan,nan,nan,nan,-0.05590,0.19150,-0.02550,0.21440,nan,nan,nan,nan,-0.03120,0.05500
NGC5218,2540.000,0.08640,0.42170,nan,nan,nan,nan,0.03470,0.19150,0.14530,0.21440,nan,nan,nan,nan,-0.06930,0.05500
NGC5218,2560.000,-0.02940,0.42170,nan,nan,nan,nan,0.07970,0.19150,0.08440,0.21440,nan,nan,nan,nan,-0.01140,0.05500
NGC5218,2580.000,-0.16220,0.42170,nan,nan,nan,nan,0.09330,0.19150,0.05690,0.21440,nan,nan,nan,nan,-0.02160,0.05500
NGC5218,2600.000,0.04940,0.42170,nan,nan,nan,nan,-0.05910,0.19150,0.24710,0.21440,nan,nan,nan,nan,-0.11910,0.05500
NGC5218,2620.000,-0.08000,0.42170,nan,nan,nan,nan,0.08200,0.19150,-0.17470,0.21440,nan,nan,nan,nan,-0.05530,0.05500
NGC5218,2640.000,-0.02350,0.42170,nan,nan,nan,nan,-0.05490,0.19150,0.01930,0.21440,nan,nan,nan,nan,-0.05450,0.05500
NGC5218,2660.000,-0.06580,0.42160,nan,nan,nan,nan,-0.04300,0.19150,0.18740,0.21440,nan,nan,nan,nan,-0.00620,0.05500
NGC5218,2680.000,0.06680,0.42160,nan,nan,nan,nan,0.14680,0.19150,0.18710,0.21440,nan,nan,nan,nan,-0.03570,0.05500
NGC5218,2700.000,0.31450,0.42160,0.00120,0.01020,-0.01350,0.05100,-0.11720,0.19150,0.11760,0.21440,nan,nan,nan,nan,-0.02310,0.05500
NGC5218,2720.000,-0.19390,0.42160,0.03670,0.04450,0.10570,0.10270,0.06020,0.19150,-0.05300,0.21440,nan,nan,nan,nan,-0.04020,0.05500
NGC5218,2740.000,-0.39400,0.42160,0.27750,0.07310,0.19200,0.11640,0.07360,0.19150,0.10210,0.21440,nan,nan,nan,nan,-0.03130,0.05500
NGC5218,2760.000,-0.12620,0.42160,0.79200,0.08620,0.80350,0.12400,0.65490,0.19150,-0.08690,0.21440,nan,nan,0.00880,0.02200,0.03020,0.05500
NGC5218,2780.000,0.10240,0.42160,1.32660,0.08870,1.28830,0.13270,1.16490,0.19140,0.06980,0.21440,0.00160,0.00480,0.02390,0.02870,0.04250,0.05500
NGC5218,2800.000,-0.12740,0.42160,1.25780,0.09040,1.15700,0.13210,1.11040,0.19140,-0.07230,0.21440,0.01100,0.00950,0.06800,0.03870,0.10050,0.05500
NGC5218,2820.000,-0.10820,0.42160,1.39420,0.08850,1.36380,0.13510,1.15590,0.19140,-0.07860,0.21440,0.02610,0.01350,0.05480,0.04140,0.07950,0.05500
NGC5218,2840.000,0.51490,0.42160,1.25760,0.08800,1.26530,0.12940,1.10200,0.19140,-0.08660,0.21440,0.04530,0.01730,0.10310,0.04440,0.08930,0.05500
NGC5218,2860.000,0.79870,0.42160,1.39380,0.08020,1.40610,0.13310,1.13240,0.19140,0.17270,0.21440,0.07860,0.01930,0.07800,0.04310,0.05920,0.05500
NGC5218,2880.000,0.59950,0.42160,1.40550,0.07460,1.29770,0.13150,1.17600,0.19140,0.02810,0.21440,0.11290,0.02130,0.12450,0.04290,0.13070,0.05500
NGC5218,2900.000,0.66890,0.42160,1.53120,0.07500,1.49600,0.13180,1.29310,0.19140,0.18870,0.21440,0.10290,0.02170,0.12260,0.04100,0.12330,0.05500
NGC5218,2920.000,0.75530,0.42160,1.49650,0.07560,1.52610,0.13620,1.11390,0.19140,0.02270,0.21440,0.06480,0.02030,0.08210,0.04270,0.04790,0.05500
NGC5218,2940.000,0.70320,0.42160,1.24920,0.07300,1.29540,0.13940,0.94380,0.19140,-0.18800,0.21440,0.06370,0.02070,0.13090,0.04410,0.11750,0.05500
NGC5218,2960.000,0.12350,0.42160,1.24710,0.07510,1.41870,0.14070,1.05940,0.19140,-0.07680,0.21440,0.08020,0.02140,0.13680,0.04320,0.12210,0.05500
NGC5218,2980.000,-0.07970,0.42160,1.00350,0.07220,1.06320,0.13540,0.95960,0.19140,-0.19750,0.21440,0.04190,0.01830,0.01760,0.04010,0.01620,0.05500
NGC5218,3000.000,0.27080,0.42160,0.81060,0.06990,0.66060,0.13100,0.48930,0.19140,-0.28490,0.21440,0.02790,0.01410,0.02710,0.03100,0.07350,0.05500
NGC5218,3020.000,-0.17860,0.42160,0.73060,0.07080,0.71920,0.13020,0.38000,0.19140,-0.25940,0.21440,0.00850,0.00890,nan,nan,0.07770,0.05500
NGC5218,3040.000,-0.09580,0.42160,0.40800,0.06470,0.56250,0.13500,0.29860,0.19140,-0.13070,0.21440,nan,nan,nan,nan,0.01560,0.05500
NGC5218,3060.000,0.22050,0.42160,0.20480,0.04410,0.43970,0.13380,0.33600,0.19140,0.11490,0.21440,nan,nan,nan,nan,0.00520,0.05500
NGC5218,3080.000,-0.23780,0.42160,0.14040,0.03610,0.39240,0.12620,0.23000,0.19140,0.22190,0.21440,nan,nan,nan,nan,-0.05770,0.05500
NGC5218,3100.000,0.22900,0.42160,0.04950,0.03230,0.04330,0.10180,-0.06260,0.19140,0.12800,0.21440,nan,nan,nan,nan,0.04980,0.05490
NGC5218,3120.000,0.11730,0.42160,0.02520,0.01830,0.04490,0.08150,-0.12070,0.19140,0.11040,0.21440,nan,nan,nan,nan,-0.00450,0.05490
NGC5218,3140.000,-0.33200,0.42160,0.00190,0.00970,nan,nan,0.12370,0.19140,0.01110,0.21440,nan,nan,nan,nan,0.00340,0.05490
NGC5218,3160.000,-0.27490,0.42160,nan,nan,nan,nan,-0.06660,0.19140,-0.06940,0.21440,nan,nan,nan,nan,0.02810,0.05490
NGC5218,3180.000,-0.51740,0.42160,nan,nan,nan,nan,0.19270,0.19140,-0.11350,0.21440,nan,nan,nan,nan,0.01040,0.05490
NGC5218,3200.000,-0.50740,0.42160,nan,nan,nan,nan,0.07480,0.19140,0.07610,0.21440,nan,nan,nan,nan,-0.02830,0.05490
NGC5218,3220.000,0.03850,0.42160,nan,nan,nan,nan,0.16140,0.19140,0.22520,0.21440,nan,nan,nan,nan,-0.07850,0.05490
NGC5218,3240.000,0.40720,0.42150,nan,nan,nan,nan,-0.11720,0.19140,0.22170,0.21440,nan,nan,nan,nan,-0.08830,0.05490
NGC5218,3260.000,0.22120,0.42150,nan,nan,nan,nan,0.08260,0.19140,-0.01860,0.21430,nan,nan,nan,nan,-0.00180,0.05490
NGC5218,3280.000,0.27430,0.42150,nan,nan,nan,nan,-0.11860,0.19140,-0.16180,0.21430,nan,nan,nan,nan,0.01700,0.05490
NGC5218,3300.000,-0.07830,0.42150,nan,nan,nan,nan,0.01010,0.19140,-0.22240,0.21430,nan,nan,nan,nan,0.09930,0.05490
NGC5394,2940.000,-0.36010,0.34610,nan,nan,nan,nan,0.10750,0.11920,0.00340,0.17620,nan,nan,nan,nan,0.03050,0.04780
NGC5394,2960.000,0.01340,0.34610,nan,nan,nan,nan,0.03780,0.11920,0.08460,0.17620,nan,nan,nan,nan,-0.02100,0.04780
