# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coVlsr_e20, unit: km / s, datatype: float64, format: .3f, description: 'Velocity, VRAD, LSRK'}
# - {name: coNomaskSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: coNomaskUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: coDilatedSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: coDilatedUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: coSmoothSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: coSmoothUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: coMask2dSpec_e20, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: coMask2dUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# - {name: cottNomaskSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: cottNomaskUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: cottDilatedSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: cottDilatedUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: cottSmoothSpec_e20, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: cottSmoothUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: cottMask2dSpec_e20, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: cottMask2dUnc_e20, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# delimiter: ','
# meta: !!omap
# - {date: '2020-06-09'}
# - {comments: Integrated CO spectra from e20 cubes}
# schema: astropy-2.0
Name,coVlsr_e20,coNomaskSpec_e20,coNomaskUnc_e20,coDilatedSpec_e20,coDilatedUnc_e20,coSmoothSpec_e20,coSmoothUnc_e20,coMask2dSpec_e20,coMask2dUnc_e20,cottNomaskSpec_e20,cottNomaskUnc_e20,cottDilatedSpec_e20,cottDilatedUnc_e20,cottSmoothSpec_e20,cottSmoothUnc_e20,cottMask2dSpec_e20,cottMask2dUnc_e20
NGC2410,4420.000,-0.28500,0.35020,0.03140,0.02530,0.18860,0.09260,0.10030,0.15060,-0.01920,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4440.000,-0.06100,0.35020,0.13450,0.04400,0.20480,0.09270,0.04310,0.15060,0.08950,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4460.000,0.20760,0.35010,0.22050,0.05470,0.16720,0.08200,0.03340,0.15050,-0.02950,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4480.000,-0.03430,0.35010,0.26170,0.05410,0.25270,0.07940,-0.00100,0.15050,-0.14200,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4500.000,-0.18220,0.35010,0.20370,0.05150,0.22390,0.07430,0.08670,0.15050,0.03950,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4520.000,0.00540,0.35010,0.23570,0.04840,0.27640,0.07380,0.15470,0.15050,-0.04580,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4540.000,-0.56010,0.35010,0.23860,0.04630,0.30610,0.07730,nan,0.15050,-0.20930,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4560.000,-0.22890,0.35000,0.14720,0.05110,0.16630,0.08290,0.09290,0.15050,0.00920,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4580.000,-0.35180,0.35000,0.26650,0.05080,0.33880,0.08360,0.28110,0.15050,-0.08020,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4600.000,-0.08170,0.35000,0.27060,0.04770,0.36550,0.08110,0.29530,0.15050,0.02200,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4620.000,-0.19360,0.35000,0.15980,0.04250,0.23050,0.08030,0.17160,0.15050,0.02930,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4640.000,-0.06220,0.35000,0.23470,0.04310,0.26420,0.07830,0.09960,0.15050,0.07260,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4660.000,-0.24150,0.34990,0.23890,0.04850,0.20560,0.07450,0.15990,0.15050,0.00050,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4680.000,-0.24400,0.34990,0.24640,0.04850,0.24210,0.07140,0.04550,0.15050,-0.03900,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4700.000,-0.10430,0.34990,0.09220,0.04570,0.13400,0.07380,-0.09240,0.15050,0.09390,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4720.000,-0.13270,0.34990,0.14900,0.04560,0.17550,0.07310,0.06050,0.15050,-0.11180,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4740.000,-0.20360,0.34990,0.25860,0.04690,0.34370,0.07700,0.31590,0.15050,-0.17700,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4760.000,-0.18430,0.34990,0.15010,0.04770,0.23180,0.08550,0.14280,0.15050,-0.14970,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4780.000,-0.46270,0.34990,0.14520,0.04700,0.23390,0.08990,0.23820,0.15050,-0.09260,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4800.000,0.21550,0.34990,0.20490,0.04730,0.28940,0.08580,0.16020,0.15050,0.05090,0.18710,nan,nan,nan,nan,nan,nan
NGC2410,4820.000,-0.14080,0.34990,0.10560,0.04070,0.28360,0.08330,0.15220,0.15050,0.13050,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4840.000,-0.00730,0.34990,0.03160,0.02520,0.02780,0.07530,-0.02560,0.15050,-0.05680,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4860.000,0.05280,0.34990,0.00210,0.01030,0.01040,0.05610,0.01050,0.15050,0.01150,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4880.000,-0.18280,0.34980,nan,nan,nan,nan,-0.14640,0.15050,-0.13030,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4900.000,-0.23280,0.34980,nan,nan,nan,nan,-0.15440,0.15050,-0.19510,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4920.000,0.01990,0.34980,nan,nan,nan,nan,0.01280,0.15050,-0.02460,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4940.000,0.01340,0.34980,nan,nan,nan,nan,-0.01090,0.15050,-0.16130,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4960.000,-0.29690,0.34980,nan,nan,nan,nan,0.01630,0.15050,-0.29360,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,4980.000,0.10650,0.34980,nan,nan,nan,nan,0.13370,0.15050,0.04690,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,5000.000,0.05410,0.34980,nan,nan,nan,nan,0.04110,0.15050,-0.11020,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,5020.000,-0.11960,0.34980,nan,nan,nan,nan,-0.08040,0.15050,0.17950,0.18700,nan,nan,nan,nan,nan,nan
NGC2410,5040.000,0.11860,0.34980,nan,nan,nan,nan,0.03270,0.15050,-0.09450,0.18700,nan,nan,nan,nan,nan,nan
NGC2449,4380.000,0.00270,0.49160,nan,nan,nan,nan,nan,nan,0.24310,0.29360,nan,nan,nan,nan,nan,nan
NGC2449,4400.000,-0.09460,0.49160,nan,nan,nan,nan,nan,nan,0.05390,0.29360,nan,nan,nan,nan,nan,nan
NGC2449,4420.000,-0.08310,0.49160,nan,nan,nan,nan,nan,nan,0.20340,0.29360,nan,nan,nan,nan,nan,nan
NGC2449,4440.000,0.34700,0.49160,nan,nan,nan,nan,nan,nan,-0.08040,0.29360,nan,nan,nan,nan,nan,nan
NGC2449,4460.000,0.05060,0.49150,nan,nan,nan,nan,nan,nan,0.06640,0.29360,nan,nan,nan,nan,nan,nan
NGC2449,4480.000,0.14760,0.49150,nan,nan,nan,nan,nan,nan,-0.00190,0.29360,nan,nan,nan,nan,nan,nan
NGC2449,4500.000,-0.17890,0.49140,nan,nan,nan,nan,nan,nan,-0.05030,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4520.000,-0.07470,0.49140,nan,nan,nan,nan,nan,nan,0.09410,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4540.000,0.31310,0.49140,nan,nan,nan,nan,nan,nan,0.11760,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4560.000,-0.04750,0.49140,nan,nan,nan,nan,nan,nan,-0.02710,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4580.000,0.32690,0.49140,nan,nan,nan,nan,nan,nan,0.05100,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4600.000,-0.20100,0.49140,nan,nan,nan,nan,nan,nan,0.33080,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4620.000,0.04820,0.49140,nan,nan,nan,nan,nan,nan,0.10450,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4640.000,-0.59960,0.49140,nan,nan,nan,nan,nan,nan,-0.05600,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4660.000,-0.12050,0.49140,nan,nan,nan,nan,nan,nan,0.18180,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4680.000,-0.27730,0.49140,nan,nan,nan,nan,nan,nan,0.13820,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4700.000,0.09160,0.49140,nan,nan,nan,nan,nan,nan,-0.02890,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4720.000,-0.19260,0.49140,nan,nan,nan,nan,nan,nan,0.15890,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4740.000,-0.60370,0.49140,nan,nan,nan,nan,nan,nan,0.12960,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4760.000,0.04870,0.49150,nan,nan,nan,nan,nan,nan,-0.11330,0.29350,nan,nan,nan,nan,nan,nan
NGC2449,4780.000,-0.04150,0.49150,nan,nan,nan,nan,nan,nan,0.14740,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4800.000,-0.22430,0.49150,nan,nan,nan,nan,nan,nan,-0.31090,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4820.000,-0.11300,0.49150,nan,nan,nan,nan,nan,nan,-0.27580,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4840.000,-0.35720,0.49150,nan,nan,nan,nan,nan,nan,0.18450,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4860.000,-0.63940,0.49140,nan,nan,nan,nan,nan,nan,-0.11680,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4880.000,-0.17390,0.49140,nan,nan,nan,nan,nan,nan,0.14780,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4900.000,0.06020,0.49140,nan,nan,nan,nan,nan,nan,-0.08790,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4920.000,-0.10710,0.49150,nan,nan,nan,nan,nan,nan,0.15620,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4940.000,-0.20550,0.49150,nan,nan,nan,nan,nan,nan,-0.05020,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4960.000,-0.35650,0.49140,nan,nan,nan,nan,nan,nan,-0.21920,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,4980.000,0.21530,0.49140,nan,nan,nan,nan,nan,nan,-0.08430,0.29340,nan,nan,nan,nan,nan,nan
NGC2449,5000.000,-0.25820,0.49140,nan,nan,nan,nan,nan,nan,0.21790,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5020.000,-0.33530,0.49140,nan,nan,nan,nan,nan,nan,-0.19570,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5040.000,-0.53200,0.49140,nan,nan,nan,nan,nan,nan,-0.12990,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5060.000,-0.49240,0.49140,nan,nan,nan,nan,nan,nan,-0.01050,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5080.000,0.45830,0.49140,nan,nan,nan,nan,nan,nan,0.01410,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5100.000,-0.07070,0.49140,nan,nan,nan,nan,nan,nan,0.08570,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5120.000,-0.12120,0.49140,nan,nan,nan,nan,nan,nan,0.07440,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5140.000,-0.26550,0.49140,nan,nan,nan,nan,nan,nan,0.15100,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5160.000,-0.44430,0.49140,nan,nan,nan,nan,nan,nan,0.12060,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5180.000,0.05400,0.49140,nan,nan,nan,nan,nan,nan,0.12200,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5200.000,0.15160,0.49140,nan,nan,nan,nan,nan,nan,0.36840,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5220.000,0.01950,0.49140,nan,nan,nan,nan,nan,nan,0.08730,0.29330,nan,nan,nan,nan,nan,nan
NGC2449,5240.000,0.07750,0.49130,nan,nan,nan,nan,nan,nan,0.25210,0.29330,nan,nan,nan,nan,nan,nan
NGC2480,1900.000,0.13910,0.33770,nan,nan,nan,nan,-0.05030,0.07900,0.02640,0.15160,nan,nan,nan,nan,nan,nan
NGC2480,1920.000,-0.32890,0.33760,nan,nan,nan,nan,0.01620,0.07890,0.01720,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,1940.000,0.11990,0.33760,nan,nan,nan,nan,0.07240,0.07890,-0.03140,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,1960.000,-0.06470,0.33760,nan,nan,nan,nan,-0.01860,0.07890,0.05670,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,1980.000,0.09650,0.33760,nan,nan,nan,nan,-0.04250,0.07890,0.11840,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2000.000,0.13130,0.33750,nan,nan,nan,nan,-0.07330,0.07890,0.02790,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2020.000,-0.01290,0.33750,nan,nan,nan,nan,0.11360,0.07890,-0.00780,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2040.000,0.14220,0.33750,nan,nan,nan,nan,0.01260,0.07890,-0.13540,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2060.000,-0.01520,0.33740,nan,nan,nan,nan,0.00330,0.07890,-0.09790,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2080.000,0.19980,0.33740,nan,nan,nan,nan,-0.01510,0.07890,0.00330,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2100.000,0.16500,0.33740,nan,nan,nan,nan,-0.07840,0.07890,-0.08970,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2120.000,-0.15940,0.33740,nan,nan,nan,nan,-0.03340,0.07890,-0.00600,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2140.000,0.35200,0.33740,nan,nan,nan,nan,-0.12410,0.07890,-0.09290,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2160.000,-0.27210,0.33740,nan,nan,nan,nan,0.02990,0.07890,0.02460,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2180.000,-0.12450,0.33740,nan,nan,nan,nan,0.05030,0.07890,-0.02190,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2200.000,0.60760,0.33740,nan,nan,nan,nan,-0.04310,0.07890,0.07160,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2220.000,0.27260,0.33740,nan,nan,nan,nan,-0.11390,0.07890,0.02730,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2240.000,0.08250,0.33740,nan,nan,0.00680,0.02070,0.04770,0.07890,0.12020,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2260.000,0.00820,0.33740,0.00460,0.01200,0.01200,0.05310,0.05790,0.07890,-0.05970,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2280.000,-0.17960,0.33740,0.06130,0.03570,0.10750,0.07100,0.10670,0.07890,-0.09540,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2300.000,0.05190,0.33740,0.25390,0.04850,0.30120,0.07600,0.29410,0.07890,0.05480,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2320.000,-0.45280,0.33740,0.25440,0.04900,0.32230,0.07710,0.31370,0.07890,0.01390,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2340.000,-0.10070,0.33740,0.05390,0.03820,-0.02820,0.07210,-0.03790,0.07890,0.02680,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2360.000,-0.13550,0.33740,0.00260,0.01380,0.01040,0.06110,-0.01760,0.07890,0.09120,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2380.000,0.03140,0.33730,nan,nan,nan,nan,-0.00150,0.07890,0.01460,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2400.000,-0.41660,0.33730,nan,nan,nan,nan,0.07910,0.07890,-0.06480,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2420.000,-0.41080,0.33720,nan,nan,nan,nan,0.08050,0.07890,0.05320,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2440.000,0.17640,0.33720,nan,nan,nan,nan,0.08240,0.07890,-0.09150,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2460.000,0.30610,0.33730,nan,nan,nan,nan,-0.07870,0.07890,-0.10670,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2480.000,0.33800,0.33720,nan,nan,nan,nan,0.00690,0.07890,0.05690,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2500.000,0.35130,0.33720,nan,nan,nan,nan,-0.08190,0.07890,0.10470,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2520.000,0.16900,0.33720,nan,nan,nan,nan,-0.01810,0.07890,0.06980,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2540.000,0.20390,0.33720,nan,nan,nan,nan,-0.03510,0.07890,0.08690,0.15150,nan,nan,nan,nan,nan,nan
NGC2480,2560.000,0.10980,0.33720,nan,nan,nan,nan,0.07120,0.07890,0.02970,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2580.000,0.21720,0.33720,nan,nan,nan,nan,0.08100,0.07890,-0.06400,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2600.000,0.02590,0.33720,nan,nan,nan,nan,-0.00460,0.07890,0.05760,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2620.000,-0.07470,0.33720,nan,nan,nan,nan,-0.01500,0.07890,-0.01750,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2640.000,0.14970,0.33720,nan,nan,nan,nan,0.02990,0.07890,0.08080,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2660.000,-0.05270,0.33710,nan,nan,nan,nan,0.06550,0.07890,0.00850,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2680.000,-0.11220,0.33710,nan,nan,nan,nan,0.04190,0.07890,0.01200,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2700.000,0.21410,0.33710,nan,nan,nan,nan,0.01780,0.07890,0.07270,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2720.000,0.37230,0.33710,nan,nan,nan,nan,-0.08520,0.07890,-0.04110,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2740.000,-0.16030,0.33710,nan,nan,nan,nan,0.00890,0.07890,0.01480,0.15140,nan,nan,nan,nan,nan,nan
NGC2480,2760.000,0.12940,0.33710,nan,nan,nan,nan,-0.00710,0.07890,0.01300,0.15140,nan,nan,nan,nan,nan,nan
NGC2481,1740.000,-0.12290,0.53260,nan,nan,nan,nan,nan,nan,0.06500,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1760.000,-0.49000,0.53260,nan,nan,nan,nan,nan,nan,-0.17550,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1780.000,0.72980,0.53260,nan,nan,nan,nan,nan,nan,-0.02900,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1800.000,-0.11890,0.53260,nan,nan,nan,nan,nan,nan,0.23750,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1820.000,-0.38220,0.53260,nan,nan,nan,nan,nan,nan,0.00420,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1840.000,0.44430,0.53260,nan,nan,nan,nan,nan,nan,-0.04390,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1860.000,-0.19090,0.53260,nan,nan,nan,nan,nan,nan,-0.07330,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1880.000,-0.17150,0.53260,nan,nan,nan,nan,nan,nan,-0.18860,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1900.000,0.14560,0.53260,nan,nan,nan,nan,nan,nan,-0.04350,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1920.000,-0.23710,0.53260,nan,nan,nan,nan,nan,nan,0.06210,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1940.000,0.07130,0.53260,nan,nan,nan,nan,nan,nan,-0.03980,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1960.000,0.00380,0.53260,nan,nan,nan,nan,nan,nan,0.05900,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,1980.000,-0.27220,0.53260,nan,nan,nan,nan,nan,nan,0.21850,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2000.000,-0.12050,0.53250,nan,nan,nan,nan,nan,nan,-0.05030,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2020.000,-0.10850,0.53240,nan,nan,nan,nan,nan,nan,-0.15990,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2040.000,-0.39560,0.53240,nan,nan,nan,nan,nan,nan,0.00900,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2060.000,0.24750,0.53240,nan,nan,nan,nan,nan,nan,-0.32510,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2080.000,0.00800,0.53240,nan,nan,nan,nan,nan,nan,0.22950,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2100.000,-0.03840,0.53240,nan,nan,nan,nan,nan,nan,0.21210,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2120.000,-0.00190,0.53240,nan,nan,nan,nan,nan,nan,0.05730,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2140.000,-0.04820,0.53240,nan,nan,nan,nan,nan,nan,0.09070,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2160.000,-0.52170,0.53240,nan,nan,nan,nan,nan,nan,-0.15830,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2180.000,0.38080,0.53240,nan,nan,nan,nan,nan,nan,-0.18650,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2200.000,-0.36250,0.53240,nan,nan,nan,nan,nan,nan,0.00100,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2220.000,0.02970,0.53240,nan,nan,nan,nan,nan,nan,0.01860,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2240.000,0.31710,0.53240,nan,nan,nan,nan,nan,nan,0.08760,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2260.000,-0.30740,0.53240,nan,nan,nan,nan,nan,nan,0.13300,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2280.000,-0.38910,0.53240,nan,nan,nan,nan,nan,nan,0.06150,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2300.000,-0.04820,0.53240,nan,nan,nan,nan,nan,nan,0.12220,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2320.000,-0.04200,0.53240,nan,nan,nan,nan,nan,nan,0.08820,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2340.000,-0.39850,0.53240,nan,nan,nan,nan,nan,nan,0.02960,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2360.000,-0.27750,0.53240,nan,nan,nan,nan,nan,nan,0.06370,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2380.000,0.14730,0.53240,nan,nan,nan,nan,nan,nan,0.27070,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2400.000,0.50200,0.53240,nan,nan,nan,nan,nan,nan,0.03000,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2420.000,0.13870,0.53240,nan,nan,nan,nan,nan,nan,0.01170,0.25020,nan,nan,nan,nan,nan,nan
NGC2481,2440.000,0.35960,0.53240,nan,nan,nan,nan,nan,nan,0.15850,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2460.000,0.51860,0.53240,nan,nan,nan,nan,nan,nan,0.13790,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2480.000,-0.09100,0.53240,nan,nan,nan,nan,nan,nan,0.18390,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2500.000,0.04280,0.53240,nan,nan,nan,nan,nan,nan,0.02290,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2520.000,0.03430,0.53240,nan,nan,nan,nan,nan,nan,-0.17670,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2540.000,-0.24700,0.53240,nan,nan,nan,nan,nan,nan,-0.16530,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2560.000,-0.05410,0.53240,nan,nan,nan,nan,nan,nan,-0.04170,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2580.000,0.07720,0.53240,nan,nan,nan,nan,nan,nan,0.13820,0.25010,nan,nan,nan,nan,nan,nan
NGC2481,2600.000,0.00620,0.53240,nan,nan,nan,nan,nan,nan,0.00600,0.25010,nan,nan,nan,nan,nan,nan
NGC2486,4140.000,0.07080,0.85280,nan,nan,nan,nan,nan,nan,-0.10820,0.45170,nan,nan,nan,nan,0.03970,0.07540
NGC2486,4160.000,0.18960,0.85280,nan,nan,nan,nan,nan,nan,-0.17380,0.45170,nan,nan,nan,nan,-0.01910,0.07540
NGC2486,4180.000,0.27830,0.85280,nan,nan,nan,nan,nan,nan,0.50810,0.45170,nan,nan,nan,nan,-0.04780,0.07540
NGC2486,4200.000,-0.36050,0.85280,nan,nan,nan,nan,nan,nan,-0.25980,0.45170,nan,nan,nan,nan,0.07310,0.07540
NGC2486,4220.000,0.42280,0.85280,nan,nan,nan,nan,nan,nan,-0.33120,0.45170,nan,nan,nan,nan,0.07610,0.07540
NGC2486,4240.000,0.22770,0.85280,nan,nan,nan,nan,nan,nan,-0.14040,0.45160,nan,nan,nan,nan,-0.03510,0.07540
NGC2486,4260.000,0.00920,0.85280,nan,nan,nan,nan,nan,nan,-0.56350,0.45160,nan,nan,nan,nan,0.01530,0.07540
NGC2486,4280.000,-0.14920,0.85280,nan,nan,nan,nan,nan,nan,0.02330,0.45140,nan,nan,nan,nan,-0.08370,0.07540
NGC2486,4300.000,0.06450,0.85280,nan,nan,nan,nan,nan,nan,-0.10110,0.45140,nan,nan,nan,nan,-0.06700,0.07540
NGC2486,4320.000,0.25180,0.85280,nan,nan,nan,nan,nan,nan,0.16240,0.45140,nan,nan,nan,nan,0.02910,0.07540
NGC2486,4340.000,0.27330,0.85280,nan,nan,nan,nan,nan,nan,-0.45220,0.45140,nan,nan,nan,nan,-0.04950,0.07540
NGC2486,4360.000,-0.92870,0.85280,nan,nan,nan,nan,nan,nan,-0.19680,0.45140,nan,nan,nan,nan,0.00700,0.07540
NGC2486,4380.000,0.66870,0.85280,nan,nan,nan,nan,nan,nan,-0.41130,0.45140,nan,nan,nan,nan,-0.02790,0.07540
NGC2486,4400.000,0.10990,0.85280,nan,nan,nan,nan,nan,nan,-0.12250,0.45130,nan,nan,nan,nan,0.01620,0.07540
