# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coVlsr_natv, unit: km / s, datatype: float64, format: .3f, description: 'Velocity, VRAD, LSRK'}
# - {name: coNomaskSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: coNomaskUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: coDilatedSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: coDilatedUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: coSmoothSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: coSmoothUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: coMask2dSpec_natv, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: coMask2dUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# - {name: cottNomaskSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: cottNomaskUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: cottDilatedSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: cottDilatedUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: cottSmoothSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: cottSmoothUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: cottMask2dSpec_natv, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: cottMask2dUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# delimiter: ','
# meta: !!omap
# - {date: '2020-06-28'}
# - {comments: Integrated CO spectra from de20 cubes}
# schema: astropy-2.0
Name,coVlsr_natv,coNomaskSpec_natv,coNomaskUnc_natv,coDilatedSpec_natv,coDilatedUnc_natv,coSmoothSpec_natv,coSmoothUnc_natv,coMask2dSpec_natv,coMask2dUnc_natv,cottNomaskSpec_natv,cottNomaskUnc_natv,cottDilatedSpec_natv,cottDilatedUnc_natv,cottSmoothSpec_natv,cottSmoothUnc_natv,cottMask2dSpec_natv,cottMask2dUnc_natv
NGC2623,5840.000,-0.06480,0.14170,nan,nan,nan,nan,0.02450,0.04040,0.08940,0.08760,nan,nan,nan,nan,nan,nan
NGC2623,5860.000,-0.05340,0.14170,nan,nan,nan,nan,-0.01140,0.04040,-0.01970,0.08760,nan,nan,nan,nan,nan,nan
NGC2639,2720.000,0.06220,0.25570,nan,nan,nan,nan,-0.06030,0.09600,-0.01690,0.12810,nan,nan,nan,nan,0.00210,0.03340
NGC2639,2740.000,0.06230,0.25570,nan,nan,nan,nan,0.01270,0.09600,-0.02650,0.12810,nan,nan,nan,nan,-0.01170,0.03340
NGC2639,2760.000,0.01490,0.25560,nan,nan,nan,nan,0.01820,0.09600,-0.07830,0.12810,nan,nan,nan,nan,-0.00640,0.03340
NGC2639,2780.000,0.02730,0.25560,nan,nan,-0.01630,0.02270,-0.06240,0.09600,0.00470,0.12810,nan,nan,-0.00140,0.00320,-0.00190,0.03340
NGC2639,2800.000,0.12300,0.25560,0.00650,0.01000,0.01040,0.02700,0.07670,0.09600,0.04700,0.12810,nan,nan,-0.00240,0.00860,-0.01540,0.03340
NGC2639,2820.000,0.16280,0.25560,0.03920,0.01410,0.10330,0.03670,-0.01560,0.09600,-0.02290,0.12810,nan,nan,0.01340,0.01190,0.00380,0.03340
NGC2639,2840.000,-0.02060,0.25560,0.02590,0.01820,0.02380,0.04250,-0.00480,0.09600,0.06580,0.12810,nan,nan,0.02700,0.01410,0.02110,0.03340
NGC2639,2860.000,0.17110,0.25560,0.11100,0.02430,0.14030,0.04640,0.00860,0.09600,0.00950,0.12810,nan,nan,0.02360,0.01500,0.03750,0.03340
NGC2639,2880.000,0.16780,0.25560,0.26090,0.03040,0.30140,0.05050,0.21940,0.09600,-0.00920,0.12810,nan,nan,0.03710,0.01600,0.05070,0.03340
NGC2639,2900.000,-0.18530,0.25560,0.29280,0.03320,0.24450,0.05000,0.20380,0.09600,-0.04930,0.12810,nan,nan,0.03640,0.01540,0.02400,0.03340
NGC2639,2920.000,0.07610,0.25560,0.21760,0.03030,0.24060,0.04900,0.08720,0.09600,-0.12370,0.12810,nan,nan,0.04230,0.01500,0.03280,0.03340
NGC2639,2940.000,-0.15300,0.25560,0.20420,0.03030,0.20640,0.04350,0.14360,0.09600,-0.06470,0.12810,nan,nan,0.01580,0.01270,0.00580,0.03340
NGC2639,2960.000,-0.23480,0.25560,0.15950,0.02990,0.18410,0.04380,0.17700,0.09600,0.06680,0.12810,nan,nan,0.00870,0.01080,0.00950,0.03340
NGC2639,2980.000,0.11980,0.25560,0.15640,0.03030,0.12780,0.05080,0.11880,0.09600,0.06090,0.12810,nan,nan,0.00400,0.00410,0.01770,0.03340
NGC2639,3000.000,0.06770,0.25560,0.17320,0.03240,0.16940,0.05270,0.05650,0.09600,-0.08360,0.12810,nan,nan,nan,nan,0.01970,0.03340
NGC2639,3020.000,-0.03630,0.25550,0.12560,0.02910,0.21580,0.05590,0.17570,0.09600,-0.08530,0.12810,nan,nan,nan,nan,0.01100,0.03340
NGC2639,3040.000,0.03640,0.25550,0.11300,0.02590,0.11660,0.05420,-0.00720,0.09600,-0.05000,0.12810,nan,nan,nan,nan,-0.00800,0.03340
NGC2639,3060.000,-0.17990,0.25550,0.16500,0.02750,0.25510,0.05240,0.11290,0.09600,0.01450,0.12810,nan,nan,nan,nan,0.00860,0.03340
NGC2639,3080.000,-0.14460,0.25550,0.11380,0.02660,0.13790,0.04930,0.10180,0.09600,-0.03950,0.12810,nan,nan,nan,nan,-0.01600,0.03340
NGC2639,3100.000,-0.07930,0.25550,0.12620,0.02600,0.16430,0.04830,0.02130,0.09600,-0.00870,0.12810,nan,nan,nan,nan,0.03140,0.03340
NGC2639,3120.000,-0.07310,0.25550,0.11920,0.02520,0.13900,0.04570,0.13720,0.09600,-0.12990,0.12810,nan,nan,nan,nan,-0.01770,0.03340
NGC2639,3140.000,-0.07880,0.25550,0.08100,0.02360,0.05070,0.04330,0.08060,0.09590,-0.01610,0.12810,nan,nan,nan,nan,0.02130,0.03340
NGC2639,3160.000,-0.17070,0.25550,0.12360,0.02520,0.14980,0.04200,0.11820,0.09590,0.10430,0.12810,nan,nan,nan,nan,0.02200,0.03340
NGC2639,3180.000,0.02670,0.25550,0.13520,0.02630,0.12520,0.04040,0.07550,0.09590,-0.06240,0.12810,nan,nan,nan,nan,-0.01430,0.03340
NGC2639,3200.000,-0.15420,0.25550,0.14920,0.02650,0.17530,0.04270,0.17880,0.09590,0.06600,0.12810,nan,nan,nan,nan,0.00560,0.03340
NGC2639,3220.000,0.18170,0.25550,0.06340,0.02290,0.12110,0.04200,-0.05510,0.09590,0.01970,0.12810,nan,nan,nan,nan,0.03660,0.03340
NGC2639,3240.000,-0.12020,0.25550,0.07380,0.02080,0.11020,0.04090,0.00830,0.09590,-0.04790,0.12810,nan,nan,nan,nan,-0.00240,0.03340
NGC2639,3260.000,-0.20410,0.25550,0.08340,0.02260,0.09150,0.03860,0.00850,0.09590,0.02340,0.12810,nan,nan,nan,nan,0.00370,0.03340
NGC2639,3280.000,-0.14290,0.25550,0.10310,0.02310,0.11720,0.04220,0.05180,0.09590,-0.00880,0.12810,nan,nan,-0.00350,0.01360,0.03070,0.03340
NGC2639,3300.000,-0.16190,0.25550,0.13410,0.02650,0.18170,0.04770,0.14200,0.09590,0.02150,0.12810,nan,nan,0.02860,0.01850,0.01430,0.03340
NGC2639,3320.000,0.01030,0.25550,0.14230,0.03120,0.17550,0.05070,0.09970,0.09590,0.16920,0.12810,nan,nan,0.07390,0.02280,0.02720,0.03340
NGC2639,3340.000,-0.09460,0.25560,0.15330,0.03130,0.16340,0.05080,0.07960,0.09590,0.11000,0.12810,nan,nan,0.05260,0.02490,0.01870,0.03340
NGC2639,3360.000,0.06140,0.25560,0.20920,0.03000,0.19970,0.04840,0.06090,0.09590,-0.09020,0.12810,nan,nan,0.03590,0.02420,0.00300,0.03340
NGC2639,3380.000,0.10500,0.25560,0.21320,0.02870,0.24790,0.04780,0.17000,0.09590,0.04070,0.12810,nan,nan,0.04960,0.02030,0.02610,0.03340
NGC2639,3400.000,0.14480,0.25560,0.28540,0.03100,0.31120,0.05030,0.28150,0.09590,0.07630,0.12810,nan,nan,0.04870,0.01690,-0.00130,0.03340
NGC2639,3420.000,0.26680,0.25560,0.33200,0.03370,0.34140,0.05040,0.23020,0.09590,0.06510,0.12810,nan,nan,0.04560,0.01580,-0.01590,0.03340
NGC2639,3440.000,0.23650,0.25560,0.31260,0.03160,0.31290,0.04950,0.21480,0.09590,-0.02130,0.12810,nan,nan,0.03670,0.01480,0.03030,0.03340
NGC2639,3460.000,0.14050,0.25560,0.04820,0.02620,0.03780,0.04420,0.05660,0.09590,-0.03160,0.12810,nan,nan,-0.00040,0.01250,-0.02290,0.03340
NGC2639,3480.000,-0.14310,0.25550,-0.00450,0.01060,0.02910,0.03840,0.01220,0.09590,-0.08450,0.12810,nan,nan,-0.00670,0.00870,0.00050,0.03340
NGC2639,3500.000,-0.07740,0.25550,nan,nan,0.00810,0.01220,-0.03420,0.09590,-0.04040,0.12810,nan,nan,nan,nan,0.02540,0.03340
NGC2639,3520.000,0.23440,0.25550,nan,nan,nan,nan,0.02160,0.09590,-0.08760,0.12810,nan,nan,nan,nan,-0.03220,0.03340
NGC2639,3540.000,-0.03030,0.25550,nan,nan,nan,nan,0.05200,0.09590,-0.03050,0.12810,nan,nan,nan,nan,-0.00470,0.03340
NGC2639,3560.000,0.12390,0.25540,nan,nan,nan,nan,-0.03180,0.09590,-0.00160,0.12810,nan,nan,nan,nan,0.01460,0.03340
NGC2639,3580.000,0.17630,0.25540,nan,nan,nan,nan,0.00110,0.09590,-0.05700,0.12810,nan,nan,nan,nan,0.00490,0.03340
NGC2730,3360.000,0.07700,0.23550,nan,nan,nan,nan,0.02780,0.09910,0.13750,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3380.000,-0.12840,0.23560,nan,nan,nan,nan,-0.01610,0.09910,-0.11340,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3400.000,0.06570,0.23560,nan,nan,nan,nan,0.07650,0.09910,0.10610,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3420.000,0.04390,0.23560,nan,nan,nan,nan,-0.01140,0.09910,-0.03640,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3440.000,-0.12680,0.23550,nan,nan,nan,nan,-0.05970,0.09910,0.00600,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3460.000,0.09890,0.23550,nan,nan,nan,nan,-0.01060,0.09910,-0.07390,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3480.000,-0.03100,0.23550,nan,nan,nan,nan,0.01650,0.09910,0.02110,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3500.000,-0.01080,0.23550,nan,nan,nan,nan,-0.02260,0.09910,0.05030,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3520.000,0.04300,0.23550,nan,nan,nan,nan,0.06520,0.09910,0.00010,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3540.000,0.21710,0.23550,nan,nan,nan,nan,-0.04470,0.09910,0.06660,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3560.000,-0.15820,0.23550,nan,nan,nan,nan,-0.02740,0.09910,-0.01830,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3580.000,-0.25020,0.23550,nan,nan,nan,nan,0.04920,0.09910,-0.02920,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3600.000,-0.07800,0.23550,nan,nan,nan,nan,0.05220,0.09910,-0.07460,0.13090,-0.00330,0.00500,nan,nan,nan,nan
NGC2730,3620.000,-0.09170,0.23550,nan,nan,nan,nan,0.09260,0.09910,0.06200,0.13090,0.01750,0.01150,nan,nan,nan,nan
NGC2730,3640.000,0.05900,0.23550,nan,nan,nan,nan,-0.03110,0.09910,0.06990,0.13090,0.03560,0.01760,nan,nan,nan,nan
NGC2730,3660.000,-0.05420,0.23540,0.00090,0.00620,-0.00690,0.03020,0.03500,0.09910,-0.01260,0.13090,0.08380,0.01810,nan,nan,nan,nan
NGC2730,3680.000,-0.05490,0.23540,0.00870,0.01450,0.03540,0.04760,-0.01260,0.09910,-0.05170,0.13090,0.01010,0.01300,nan,nan,nan,nan
NGC2730,3700.000,0.11890,0.23540,0.06400,0.02090,0.16410,0.05530,0.01970,0.09910,-0.08000,0.13090,0.00050,0.00220,nan,nan,nan,nan
NGC2730,3720.000,0.09060,0.23540,0.08890,0.02340,0.22370,0.06410,0.10930,0.09910,0.10530,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3740.000,0.08120,0.23540,0.07220,0.02490,0.15150,0.06610,0.06020,0.09910,0.03920,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3760.000,-0.18450,0.23540,0.12470,0.02410,0.20900,0.06790,0.11780,0.09910,0.03440,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3780.000,-0.14570,0.23540,0.08060,0.02230,0.19660,0.06850,0.12040,0.09910,0.04510,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3800.000,-0.20430,0.23530,0.09340,0.02040,0.20660,0.07110,0.15430,0.09910,0.03530,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3820.000,-0.23020,0.23530,0.01430,0.01570,0.19840,0.07410,0.15500,0.09910,0.06680,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3840.000,-0.00730,0.23530,-0.00080,0.00570,0.31070,0.06990,0.21540,0.09910,-0.03710,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3860.000,-0.02480,0.23530,nan,nan,0.16870,0.06390,0.19200,0.09900,0.13840,0.13090,nan,nan,nan,nan,nan,nan
NGC2730,3880.000,0.06180,0.23530,nan,nan,-0.02020,0.05320,-0.06510,0.09900,0.03330,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,3900.000,-0.12280,0.23530,nan,nan,0.00270,0.03260,-0.00970,0.09900,0.01830,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,3920.000,-0.03750,0.23530,nan,nan,nan,nan,-0.02620,0.09900,-0.07020,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,3940.000,-0.07880,0.23520,nan,nan,nan,nan,0.12990,0.09900,-0.04010,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,3960.000,0.20050,0.23520,nan,nan,nan,nan,0.01890,0.09900,0.07790,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,3980.000,-0.11740,0.23520,nan,nan,nan,nan,-0.02480,0.09900,0.02340,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4000.000,-0.13120,0.23520,nan,nan,nan,nan,-0.01460,0.09900,0.07260,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4020.000,0.01700,0.23520,nan,nan,nan,nan,0.02540,0.09900,-0.00610,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4040.000,-0.09630,0.23520,nan,nan,nan,nan,-0.03650,0.09900,0.07190,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4060.000,0.05410,0.23520,nan,nan,nan,nan,0.02840,0.09900,0.10190,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4080.000,0.02380,0.23520,nan,nan,nan,nan,-0.01500,0.09900,-0.12400,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4100.000,-0.04660,0.23520,nan,nan,nan,nan,-0.03510,0.09900,-0.11080,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4120.000,0.12870,0.23520,nan,nan,nan,nan,0.00630,0.09900,0.01880,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4140.000,0.07480,0.23520,nan,nan,nan,nan,-0.01840,0.09900,0.06660,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4160.000,0.09460,0.23520,nan,nan,nan,nan,-0.03370,0.09900,0.00160,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4180.000,-0.14770,0.23520,nan,nan,nan,nan,-0.05850,0.09900,0.09950,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4200.000,-0.02340,0.23520,nan,nan,nan,nan,0.04170,0.09900,0.06000,0.13080,nan,nan,nan,nan,nan,nan
NGC2730,4220.000,-0.12360,0.23520,nan,nan,nan,nan,0.00630,0.09900,-0.07100,0.13080,nan,nan,nan,nan,nan,nan
NGC2880,1240.000,-0.25120,0.28880,nan,nan,nan,nan,nan,nan,0.03250,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1260.000,0.05990,0.28880,nan,nan,nan,nan,nan,nan,0.17850,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1280.000,0.07480,0.28880,nan,nan,nan,nan,nan,nan,0.13260,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1300.000,-0.02210,0.28880,nan,nan,nan,nan,nan,nan,-0.02990,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1320.000,-0.16860,0.28880,nan,nan,nan,nan,nan,nan,0.02360,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1340.000,-0.22440,0.28880,nan,nan,nan,nan,nan,nan,-0.03670,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1360.000,-0.06710,0.28880,nan,nan,nan,nan,nan,nan,-0.06820,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1380.000,-0.02900,0.28880,nan,nan,nan,nan,nan,nan,-0.03160,0.12540,nan,nan,nan,nan,nan,nan
NGC2880,1400.000,0.26340,0.28880,nan,nan,nan,nan,nan,nan,-0.03270,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1420.000,-0.10380,0.28880,nan,nan,nan,nan,nan,nan,0.01580,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1440.000,0.15240,0.28880,nan,nan,nan,nan,nan,nan,-0.00380,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1460.000,0.00590,0.28880,nan,nan,nan,nan,nan,nan,0.00210,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1480.000,-0.07900,0.28880,nan,nan,nan,nan,nan,nan,0.06620,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1500.000,0.15400,0.28880,nan,nan,nan,nan,nan,nan,0.07880,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1520.000,-0.24010,0.28870,nan,nan,nan,nan,nan,nan,0.08140,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1540.000,-0.00510,0.28870,nan,nan,nan,nan,nan,nan,-0.01400,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1560.000,0.08980,0.28870,nan,nan,nan,nan,nan,nan,-0.00210,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1580.000,-0.06330,0.28870,nan,nan,nan,nan,nan,nan,-0.08200,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1600.000,-0.17700,0.28870,nan,nan,nan,nan,nan,nan,0.00690,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1620.000,0.12940,0.28870,nan,nan,nan,nan,nan,nan,-0.07100,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1640.000,-0.19330,0.28870,nan,nan,nan,nan,nan,nan,0.06330,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1660.000,-0.12150,0.28870,nan,nan,nan,nan,nan,nan,0.03090,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1680.000,-0.03380,0.28870,nan,nan,nan,nan,nan,nan,0.02610,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1700.000,0.13430,0.28870,nan,nan,nan,nan,nan,nan,-0.01800,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1720.000,-0.07470,0.28860,nan,nan,nan,nan,nan,nan,0.05090,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1740.000,-0.28840,0.28860,nan,nan,nan,nan,nan,nan,-0.09410,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1760.000,-0.04170,0.28860,nan,nan,nan,nan,nan,nan,0.03380,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1780.000,-0.14620,0.28860,nan,nan,nan,nan,nan,nan,0.07060,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1800.000,0.07710,0.28860,nan,nan,nan,nan,nan,nan,-0.03290,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1820.000,0.03660,0.28860,nan,nan,nan,nan,nan,nan,0.01020,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1840.000,0.13020,0.28860,nan,nan,nan,nan,nan,nan,0.08700,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1860.000,-0.12040,0.28850,nan,nan,nan,nan,nan,nan,0.09810,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1880.000,-0.09980,0.28850,nan,nan,nan,nan,nan,nan,-0.02110,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1900.000,-0.08330,0.28850,nan,nan,nan,nan,nan,nan,-0.09570,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1920.000,0.14520,0.28840,nan,nan,nan,nan,nan,nan,0.00870,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1940.000,0.20080,0.28840,nan,nan,nan,nan,nan,nan,-0.06080,0.12530,nan,nan,nan,nan,nan,nan
NGC2880,1960.000,0.02920,0.28840,nan,nan,nan,nan,nan,nan,-0.04980,0.12530,nan,nan,nan,nan,nan,nan
NGC2906,1700.000,0.24320,0.26580,nan,nan,nan,nan,-0.09440,0.10730,0.01560,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1720.000,0.05460,0.26580,nan,nan,nan,nan,-0.02460,0.10730,0.02600,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1740.000,-0.15210,0.26580,nan,nan,nan,nan,-0.07560,0.10730,0.12090,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1760.000,-0.15370,0.26580,nan,nan,nan,nan,0.10720,0.10730,0.05570,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1780.000,0.10850,0.26580,nan,nan,nan,nan,0.08780,0.10730,-0.01220,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1800.000,-0.04270,0.26580,nan,nan,nan,nan,0.04590,0.10730,-0.07560,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1820.000,0.16770,0.26580,nan,nan,nan,nan,-0.00790,0.10730,-0.07570,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1840.000,-0.24680,0.26580,nan,nan,nan,nan,-0.07380,0.10720,-0.06820,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1860.000,0.06840,0.26580,nan,nan,nan,nan,-0.01710,0.10720,0.00240,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1880.000,0.03810,0.26580,nan,nan,nan,nan,-0.03460,0.10720,-0.03400,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1900.000,0.10030,0.26580,0.00010,0.00230,-0.02660,0.02430,-0.06950,0.10720,-0.03730,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1920.000,-0.29440,0.26580,0.00640,0.01770,0.00160,0.04340,-0.03780,0.10720,0.03340,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1940.000,0.13560,0.26580,0.07000,0.03430,0.05350,0.05420,-0.06760,0.10720,0.05240,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1960.000,-0.01750,0.26580,0.28720,0.04230,0.26300,0.05810,0.11630,0.10720,-0.03630,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,1980.000,0.06570,0.26580,0.46170,0.04320,0.45600,0.05890,0.46940,0.10720,-0.08460,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2000.000,-0.17770,0.26580,0.29390,0.04200,0.29020,0.05900,0.23490,0.10720,-0.05110,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2020.000,0.11710,0.26580,0.27110,0.03970,0.25120,0.05890,0.17030,0.10720,0.03420,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2040.000,-0.09900,0.26580,0.30030,0.03840,0.28480,0.05670,0.25690,0.10720,-0.02590,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2060.000,0.01540,0.26580,0.27290,0.03770,0.28950,0.05490,0.14450,0.10720,0.02280,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2080.000,0.07170,0.26570,0.24020,0.03560,0.23910,0.05620,0.15810,0.10720,-0.00140,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2100.000,0.13340,0.26570,0.23070,0.03650,0.17030,0.05540,0.03560,0.10720,-0.03430,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2120.000,0.16470,0.26570,0.25230,0.03680,0.26230,0.05520,0.09380,0.10720,-0.04790,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2140.000,-0.04700,0.26570,0.19640,0.03490,0.17120,0.05810,0.04160,0.10720,-0.10530,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2160.000,-0.00910,0.26570,0.15480,0.03440,0.13340,0.05890,0.08620,0.10720,-0.00480,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2180.000,0.04690,0.26570,0.20870,0.03580,0.29920,0.05780,0.13600,0.10720,0.07820,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2200.000,0.12660,0.26570,0.19480,0.03440,0.20820,0.05870,0.14860,0.10720,-0.01750,0.11400,nan,nan,nan,nan,nan,nan
NGC2906,2220.000,-0.02990,0.26570,0.17990,0.03470,0.11860,0.07010,0.05810,0.10720,0.02200,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2240.000,0.11970,0.26570,0.22860,0.04440,0.25610,0.06970,0.11640,0.10720,0.00230,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2260.000,-0.10640,0.26570,0.41690,0.04290,0.52680,0.07200,0.48420,0.10720,-0.03740,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2280.000,0.00800,0.26570,0.29760,0.03900,0.37060,0.06980,0.17570,0.10720,-0.10900,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2300.000,0.08060,0.26570,0.03370,0.03240,0.05560,0.06470,0.01190,0.10720,0.02100,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2320.000,0.11610,0.26570,0.00580,0.01050,0.02820,0.05040,-0.07280,0.10720,-0.00970,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2340.000,0.02970,0.26570,nan,nan,0.01220,0.02200,-0.03680,0.10720,-0.16100,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2360.000,-0.28100,0.26570,nan,nan,nan,nan,0.10560,0.10720,-0.11470,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2380.000,0.10430,0.26570,nan,nan,nan,nan,0.10280,0.10720,-0.11190,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2400.000,-0.07600,0.26570,nan,nan,nan,nan,-0.05080,0.10720,0.00210,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2420.000,-0.15190,0.26570,nan,nan,nan,nan,0.06950,0.10720,0.06670,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2440.000,-0.11720,0.26570,nan,nan,nan,nan,-0.07030,0.10720,0.11450,0.11390,nan,nan,nan,nan,nan,nan
NGC2906,2460.000,0.11030,0.26560,nan,nan,nan,nan,-0.03260,0.10720,0.07460,0.11390,nan,nan,nan,nan,nan,nan
