# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coVlsr_natv, unit: km / s, datatype: float64, format: .3f, description: 'Velocity, VRAD, LSRK'}
# - {name: coNomaskSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: coNomaskUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: coDilatedSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: coDilatedUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: coSmoothSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: coSmoothUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: coMask2dSpec_natv, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: coMask2dUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# - {name: cottNomaskSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Unmasked spectrum}
# - {name: cottNomaskUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Unmasked spectrum}
# - {name: cottDilatedSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Dilated mask spectrum}
# - {name: cottDilatedUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Dilated mask spectrum}
# - {name: cottSmoothSpec_natv, unit: Jy, datatype: float32, format: .5f, description: Smoothed mask spectrum}
# - {name: cottSmoothUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in Smoothed mask spectrum}
# - {name: cottMask2dSpec_natv, unit: Jy, datatype: float32, format: .5f, description: 2D mask spectrum}
# - {name: cottMask2dUnc_natv, unit: Jy, datatype: float32, format: .5f, description: Error in 2D mask spectrum}
# delimiter: ','
# meta: !!omap
# - {date: '2020-06-28'}
# - {comments: Integrated CO spectra from de20 cubes}
# schema: astropy-2.0
Name,coVlsr_natv,coNomaskSpec_natv,coNomaskUnc_natv,coDilatedSpec_natv,coDilatedUnc_natv,coSmoothSpec_natv,coSmoothUnc_natv,coMask2dSpec_natv,coMask2dUnc_natv,cottNomaskSpec_natv,cottNomaskUnc_natv,cottDilatedSpec_natv,cottDilatedUnc_natv,cottSmoothSpec_natv,cottSmoothUnc_natv,cottMask2dSpec_natv,cottMask2dUnc_natv
NGC5633,2240.000,0.21000,0.27860,0.48060,0.04380,0.45650,0.07220,0.35040,0.10240,0.02450,0.13060,0.01730,0.00840,0.03530,0.01890,0.02770,0.03510
NGC5633,2260.000,0.34150,0.27860,0.59350,0.04060,0.54830,0.06810,0.38280,0.10240,0.04320,0.13060,0.00170,0.00270,0.02230,0.01860,0.00170,0.03510
NGC5633,2280.000,0.24580,0.27860,0.46040,0.04350,0.46320,0.06560,0.31980,0.10240,0.11400,0.13060,nan,nan,0.06740,0.01860,0.02090,0.03510
NGC5633,2300.000,0.38090,0.27860,0.40720,0.04280,0.40260,0.06580,0.22450,0.10240,-0.08030,0.13060,nan,nan,-0.00570,0.01850,-0.00980,0.03510
NGC5633,2320.000,0.12760,0.27860,0.37840,0.03990,0.39740,0.06470,0.16180,0.10240,0.01260,0.13060,0.00330,0.00390,0.05630,0.01970,0.03330,0.03510
NGC5633,2340.000,0.53430,0.27860,0.37300,0.03620,0.31230,0.06550,0.15430,0.10240,-0.06510,0.13060,0.01530,0.00640,0.06040,0.02050,0.05420,0.03510
NGC5633,2360.000,0.33360,0.27860,0.45070,0.03970,0.45350,0.06430,0.28620,0.10240,-0.02500,0.13060,0.02020,0.00880,0.02530,0.02120,-0.02630,0.03510
NGC5633,2380.000,0.36320,0.27860,0.47310,0.04490,0.45240,0.06360,0.32380,0.10240,0.01280,0.13060,0.04090,0.01190,0.05400,0.02070,0.03300,0.03510
NGC5633,2400.000,0.04480,0.27850,0.60970,0.04460,0.51090,0.06410,0.51490,0.10240,-0.12870,0.13060,0.06000,0.01290,0.08090,0.02290,0.06620,0.03510
NGC5633,2420.000,0.14080,0.27850,0.61200,0.04380,0.58360,0.06070,0.51480,0.10240,-0.05110,0.13060,0.05940,0.01170,0.10450,0.02430,0.10720,0.03510
NGC5633,2440.000,0.29890,0.27850,0.59220,0.04100,0.53800,0.05690,0.43630,0.10240,-0.08560,0.13060,0.01460,0.00900,0.06000,0.02570,0.00190,0.03510
NGC5633,2460.000,-0.09960,0.27850,0.26180,0.03570,0.29830,0.05440,0.13250,0.10240,-0.01510,0.13060,-0.00010,0.00420,0.05490,0.02520,0.01620,0.03510
NGC5633,2480.000,0.08860,0.27850,0.01950,0.02450,0.01370,0.04800,-0.04030,0.10240,0.07000,0.13060,nan,nan,0.05470,0.02020,0.04140,0.03510
NGC5633,2500.000,0.21590,0.27850,nan,nan,0.02400,0.03970,-0.14040,0.10240,-0.05320,0.13060,nan,nan,0.00230,0.01580,0.02080,0.03510
NGC5633,2520.000,-0.01620,0.27850,nan,nan,nan,nan,0.01780,0.10240,-0.02910,0.13060,nan,nan,-0.00680,0.01260,-0.04120,0.03510
NGC5633,2540.000,-0.06330,0.27850,nan,nan,nan,nan,-0.04200,0.10240,0.00730,0.13060,nan,nan,nan,nan,0.01280,0.03510
NGC5633,2560.000,0.10530,0.27850,nan,nan,nan,nan,0.01340,0.10240,-0.00570,0.13060,nan,nan,nan,nan,-0.00730,0.03510
NGC5633,2580.000,-0.28080,0.27850,nan,nan,nan,nan,0.06710,0.10240,-0.01280,0.13060,nan,nan,nan,nan,0.01780,0.03510
NGC5633,2600.000,0.03220,0.27850,nan,nan,nan,nan,-0.04180,0.10240,0.10730,0.13060,nan,nan,nan,nan,-0.00840,0.03510
NGC5633,2620.000,0.24810,0.27850,nan,nan,nan,nan,-0.06230,0.10240,-0.05170,0.13060,nan,nan,nan,nan,0.00590,0.03510
NGC5633,2640.000,0.12770,0.27850,nan,nan,nan,nan,0.01370,0.10240,-0.09460,0.13060,nan,nan,nan,nan,0.00120,0.03510
NGC5633,2660.000,0.06240,0.27850,nan,nan,nan,nan,0.01890,0.10240,-0.03530,0.13060,nan,nan,nan,nan,-0.00070,0.03510
NGC5633,2680.000,0.11900,0.27850,nan,nan,nan,nan,-0.02430,0.10240,0.13820,0.13060,nan,nan,nan,nan,0.00620,0.03510
NGC5633,2700.000,-0.00590,0.27850,nan,nan,nan,nan,-0.06890,0.10240,0.05290,0.13060,nan,nan,nan,nan,0.00560,0.03510
NGC5633,2720.000,0.10770,0.27850,nan,nan,nan,nan,0.01000,0.10240,-0.04490,0.13060,nan,nan,nan,nan,0.03180,0.03510
NGC5633,2740.000,0.03160,0.27850,nan,nan,nan,nan,-0.04820,0.10240,0.01410,0.13060,nan,nan,nan,nan,0.00750,0.03510
NGC5657,3440.000,0.08290,0.27760,nan,nan,nan,nan,0.00070,0.06420,-0.13100,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3460.000,-0.15370,0.27760,nan,nan,nan,nan,0.00340,0.06420,0.04960,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3480.000,-0.13450,0.27750,nan,nan,nan,nan,0.04210,0.06420,0.02980,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3500.000,0.25170,0.27750,nan,nan,nan,nan,0.08840,0.06420,0.07430,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3520.000,-0.18730,0.27750,nan,nan,nan,nan,-0.01190,0.06420,0.01620,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3540.000,-0.33160,0.27750,nan,nan,nan,nan,0.00310,0.06420,-0.06640,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3560.000,-0.05090,0.27750,nan,nan,nan,nan,0.08930,0.06420,-0.03200,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3580.000,0.21600,0.27750,nan,nan,nan,nan,-0.06630,0.06420,-0.07920,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3600.000,-0.06010,0.27750,nan,nan,nan,nan,-0.01820,0.06420,-0.05840,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3620.000,-0.13660,0.27750,nan,nan,nan,nan,0.00760,0.06420,-0.19800,0.17330,nan,nan,nan,nan,nan,nan
NGC5657,3640.000,0.02400,0.27750,nan,nan,nan,nan,0.08540,0.06420,-0.07520,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3660.000,-0.06970,0.27750,0.00600,0.00740,0.02210,0.02620,0.04680,0.06420,-0.19020,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3680.000,-0.30530,0.27750,0.02430,0.01150,0.01510,0.03360,0.07270,0.06420,-0.11410,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3700.000,-0.22880,0.27750,0.04350,0.01640,0.12960,0.03910,0.13440,0.06420,0.09640,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3720.000,0.09440,0.27750,0.07990,0.01850,0.06530,0.04440,0.04600,0.06420,0.06870,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3740.000,-0.05560,0.27750,0.06170,0.01840,0.06000,0.05010,0.04880,0.06420,-0.06100,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3760.000,-0.07390,0.27750,0.08020,0.01760,0.22110,0.05530,0.17600,0.06420,-0.13130,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3780.000,-0.32930,0.27750,0.07640,0.01870,0.19970,0.05560,0.19160,0.06420,-0.18270,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3800.000,-0.09240,0.27750,0.07770,0.01930,0.11290,0.05310,0.09610,0.06420,-0.00140,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3820.000,0.07250,0.27750,0.05870,0.01770,0.11010,0.04610,0.05420,0.06420,-0.07710,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3840.000,0.08390,0.27750,0.07700,0.01810,0.12850,0.04190,0.13560,0.06420,0.10370,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3860.000,0.12440,0.27750,0.09730,0.02040,0.17630,0.04350,0.15860,0.06420,0.01800,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3880.000,-0.15370,0.27740,0.11600,0.02180,0.16580,0.04370,0.17220,0.06420,0.00330,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3900.000,-0.35280,0.27740,0.10170,0.02110,0.12230,0.04370,0.16840,0.06420,-0.00200,0.17320,nan,nan,nan,nan,nan,nan
NGC5657,3920.000,0.21820,0.27740,0.09870,0.02080,0.16940,0.04240,0.15710,0.06420,-0.00820,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,3940.000,0.29590,0.27740,0.08020,0.01930,0.12500,0.04240,0.12420,0.06420,-0.01670,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,3960.000,0.09970,0.27740,0.04060,0.01450,0.08670,0.04420,0.06280,0.06420,-0.13680,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,3980.000,-0.00350,0.27730,0.01620,0.01070,0.11490,0.04510,0.06580,0.06420,0.04460,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4000.000,-0.14990,0.27730,0.02310,0.01090,0.06730,0.04340,0.07390,0.06420,0.04160,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4020.000,0.06320,0.27730,0.01330,0.01000,0.04760,0.03740,0.03130,0.06420,-0.02370,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4040.000,-0.18030,0.27730,0.02850,0.01190,0.01910,0.02480,0.06710,0.06420,0.10140,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4060.000,0.00090,0.27730,0.00810,0.00860,-0.00620,0.01240,-0.03090,0.06420,0.12630,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4080.000,0.33960,0.27730,nan,nan,nan,nan,0.00060,0.06420,-0.01440,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4100.000,0.04080,0.27730,nan,nan,nan,nan,0.02490,0.06420,-0.02680,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4120.000,-0.08040,0.27730,nan,nan,nan,nan,0.08330,0.06420,0.04270,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4140.000,-0.04780,0.27730,nan,nan,nan,nan,0.00530,0.06420,0.08860,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4160.000,0.05690,0.27730,nan,nan,nan,nan,-0.03920,0.06420,-0.04910,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4180.000,0.17410,0.27730,nan,nan,nan,nan,-0.00230,0.06420,-0.07410,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4200.000,-0.07990,0.27730,nan,nan,nan,nan,0.01560,0.06420,0.02560,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4220.000,-0.21390,0.27730,nan,nan,nan,nan,0.05440,0.06420,-0.01590,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4240.000,0.00950,0.27730,nan,nan,nan,nan,-0.01980,0.06420,0.01630,0.17310,nan,nan,nan,nan,nan,nan
NGC5657,4260.000,-0.04960,0.27730,nan,nan,nan,nan,0.00100,0.06420,-0.05210,0.17310,nan,nan,nan,nan,nan,nan
NGC5682,1820.000,0.20890,0.29080,nan,nan,nan,nan,nan,nan,-0.08620,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1840.000,0.12220,0.29070,nan,nan,nan,nan,nan,nan,0.00490,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1860.000,-0.06100,0.29070,nan,nan,nan,nan,nan,nan,0.01290,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1880.000,-0.12600,0.29070,nan,nan,nan,nan,nan,nan,-0.12970,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1900.000,0.00260,0.29070,nan,nan,nan,nan,nan,nan,-0.01620,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1920.000,-0.00860,0.29070,nan,nan,nan,nan,nan,nan,-0.02010,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1940.000,0.10420,0.29070,nan,nan,nan,nan,nan,nan,-0.04670,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1960.000,0.14800,0.29070,nan,nan,nan,nan,nan,nan,0.02500,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,1980.000,-0.27150,0.29070,nan,nan,nan,nan,nan,nan,0.00620,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2000.000,-0.16190,0.29060,nan,nan,nan,nan,nan,nan,0.09940,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2020.000,0.08320,0.29060,nan,nan,nan,nan,nan,nan,0.04500,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2040.000,0.22070,0.29060,nan,nan,nan,nan,nan,nan,-0.00340,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2060.000,-0.16150,0.29060,nan,nan,nan,nan,nan,nan,0.10410,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2080.000,0.03100,0.29060,nan,nan,nan,nan,nan,nan,0.05000,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2100.000,0.30060,0.29060,nan,nan,nan,nan,nan,nan,0.06560,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2120.000,0.01300,0.29060,nan,nan,nan,nan,nan,nan,-0.00080,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2140.000,-0.07600,0.29060,nan,nan,nan,nan,nan,nan,-0.05640,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2160.000,0.08530,0.29060,nan,nan,nan,nan,nan,nan,-0.02230,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2180.000,0.05790,0.29060,nan,nan,nan,nan,nan,nan,-0.05330,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2200.000,-0.16740,0.29060,nan,nan,nan,nan,nan,nan,0.08770,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2220.000,-0.08010,0.29060,nan,nan,nan,nan,nan,nan,-0.06670,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2240.000,-0.05860,0.29060,nan,nan,nan,nan,nan,nan,-0.02390,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2260.000,0.16690,0.29060,nan,nan,nan,nan,nan,nan,0.07040,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2280.000,-0.11220,0.29060,nan,nan,nan,nan,nan,nan,0.11710,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2300.000,-0.19430,0.29060,nan,nan,nan,nan,nan,nan,0.02820,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2320.000,0.11990,0.29060,nan,nan,nan,nan,nan,nan,0.04740,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2340.000,0.04980,0.29060,nan,nan,nan,nan,nan,nan,0.13660,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2360.000,0.00680,0.29060,nan,nan,nan,nan,nan,nan,0.06190,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2380.000,0.00610,0.29060,nan,nan,nan,nan,nan,nan,-0.03430,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2400.000,-0.21270,0.29060,nan,nan,nan,nan,nan,nan,-0.03470,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2420.000,-0.11520,0.29060,nan,nan,nan,nan,nan,nan,0.05710,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2440.000,-0.02300,0.29060,nan,nan,nan,nan,nan,nan,-0.08040,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2460.000,-0.00670,0.29060,nan,nan,nan,nan,nan,nan,-0.02700,0.12750,nan,nan,nan,nan,nan,nan
NGC5682,2480.000,0.28740,0.29060,nan,nan,nan,nan,nan,nan,-0.07340,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2500.000,-0.15450,0.29060,nan,nan,nan,nan,nan,nan,-0.01780,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2520.000,-0.16640,0.29060,nan,nan,nan,nan,nan,nan,-0.14230,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2540.000,-0.10350,0.29060,nan,nan,nan,nan,nan,nan,0.01380,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2560.000,-0.08650,0.29060,nan,nan,nan,nan,nan,nan,-0.00240,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2580.000,-0.04210,0.29060,nan,nan,nan,nan,nan,nan,-0.08080,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2600.000,0.08410,0.29060,nan,nan,nan,nan,nan,nan,0.08570,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2620.000,0.11870,0.29060,nan,nan,nan,nan,nan,nan,0.04130,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2640.000,-0.00890,0.29060,nan,nan,nan,nan,nan,nan,0.11800,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2660.000,-0.18450,0.29060,nan,nan,nan,nan,nan,nan,0.06670,0.12740,nan,nan,nan,nan,nan,nan
NGC5682,2680.000,-0.13580,0.29060,nan,nan,nan,nan,nan,nan,0.01300,0.12740,nan,nan,nan,nan,nan,nan
NGC5732,3300.000,-0.09330,0.26860,nan,nan,nan,nan,-0.01220,0.06690,0.15050,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3320.000,0.23900,0.26860,nan,nan,nan,nan,-0.14960,0.06690,0.04690,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3340.000,0.31390,0.26860,nan,nan,nan,nan,-0.00650,0.06680,-0.03080,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3360.000,0.17980,0.26860,nan,nan,nan,nan,0.04650,0.06680,-0.03480,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3380.000,-0.06060,0.26860,nan,nan,nan,nan,0.04550,0.06680,0.08330,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3400.000,-0.15100,0.26860,nan,nan,nan,nan,0.05930,0.06680,-0.07170,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3420.000,-0.04910,0.26860,nan,nan,nan,nan,0.05330,0.06680,-0.03900,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3440.000,-0.28870,0.26860,nan,nan,nan,nan,0.10380,0.06680,0.05920,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3460.000,0.27330,0.26860,nan,nan,nan,nan,0.06320,0.06680,-0.05230,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3480.000,0.01260,0.26860,nan,nan,nan,nan,-0.00100,0.06680,0.10470,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3500.000,0.09630,0.26850,nan,nan,nan,nan,-0.03030,0.06680,-0.02580,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3520.000,-0.09040,0.26850,nan,nan,nan,nan,0.03940,0.06680,-0.09610,0.14350,nan,nan,nan,nan,nan,nan
NGC5732,3540.000,0.17650,0.26850,nan,nan,-0.00080,0.00610,0.15250,0.06680,-0.05660,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3560.000,-0.15110,0.26850,nan,nan,0.02060,0.03610,0.01020,0.06680,-0.06560,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3580.000,-0.11050,0.26850,nan,nan,0.02420,0.04220,0.06070,0.06680,-0.05180,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3600.000,-0.11890,0.26850,nan,nan,0.20620,0.04630,0.15820,0.06680,-0.04100,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3620.000,0.02960,0.26850,nan,nan,0.15660,0.05020,0.12740,0.06680,0.13660,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3640.000,-0.31490,0.26850,nan,nan,0.08560,0.05060,0.00270,0.06680,0.12750,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3660.000,-0.19360,0.26850,nan,nan,0.11030,0.04560,0.03510,0.06680,-0.09280,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3680.000,0.18970,0.26850,nan,nan,0.06470,0.03870,0.05190,0.06680,-0.00610,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3700.000,0.30500,0.26850,nan,nan,0.05490,0.03610,-0.05270,0.06680,-0.01680,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3720.000,0.21110,0.26850,nan,nan,0.07760,0.03500,-0.04530,0.06680,0.07520,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3740.000,-0.07610,0.26850,nan,nan,0.10690,0.03470,0.02290,0.06680,0.00310,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3760.000,0.05360,0.26850,nan,nan,0.08000,0.03740,0.05940,0.06680,-0.05800,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3780.000,0.31030,0.26850,nan,nan,0.06440,0.03670,0.06990,0.06680,0.11170,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3800.000,0.09020,0.26850,nan,nan,0.12110,0.03640,0.12550,0.06680,-0.05970,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3820.000,-0.02850,0.26850,nan,nan,0.03420,0.03270,0.11270,0.06680,-0.10560,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3840.000,-0.06200,0.26850,nan,nan,-0.00630,0.02700,0.03040,0.06680,-0.10240,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3860.000,-0.10390,0.26850,nan,nan,0.00200,0.01260,0.06920,0.06680,0.01350,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3880.000,0.11980,0.26850,nan,nan,nan,nan,-0.00330,0.06680,-0.05050,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3900.000,0.14590,0.26850,nan,nan,nan,nan,0.04480,0.06680,-0.02580,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3920.000,-0.00220,0.26850,nan,nan,nan,nan,0.05350,0.06680,-0.05340,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3940.000,-0.23020,0.26850,nan,nan,nan,nan,0.01280,0.06680,0.09520,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3960.000,0.03370,0.26850,nan,nan,nan,nan,-0.01560,0.06680,0.07880,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,3980.000,-0.00620,0.26850,nan,nan,nan,nan,-0.00040,0.06680,-0.13010,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4000.000,-0.12340,0.26850,nan,nan,nan,nan,-0.01170,0.06680,-0.09620,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4020.000,0.02180,0.26850,nan,nan,nan,nan,-0.09450,0.06680,-0.20720,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4040.000,-0.28320,0.26850,nan,nan,nan,nan,0.01700,0.06680,-0.01120,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4060.000,-0.02610,0.26850,nan,nan,nan,nan,-0.02730,0.06680,-0.00490,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4080.000,0.08390,0.26850,nan,nan,nan,nan,-0.09140,0.06680,-0.15960,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4100.000,-0.28510,0.26850,nan,nan,nan,nan,0.00030,0.06680,-0.00580,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4120.000,0.00840,0.26850,nan,nan,nan,nan,-0.00890,0.06680,0.06230,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4140.000,0.22250,0.26850,nan,nan,nan,nan,0.02360,0.06680,-0.06380,0.14340,nan,nan,nan,nan,nan,nan
NGC5732,4160.000,0.17440,0.26840,nan,nan,nan,nan,-0.04660,0.06680,0.00750,0.14340,nan,nan,nan,nan,nan,nan
NGC5784,4980.000,0.13180,0.18760,nan,nan,nan,nan,-0.02610,0.04750,-0.02250,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5000.000,-0.11500,0.18760,nan,nan,nan,nan,0.01850,0.04750,0.00590,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5020.000,-0.09010,0.18760,nan,nan,nan,nan,-0.00510,0.04750,-0.04500,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5040.000,0.21500,0.18760,nan,nan,nan,nan,-0.01520,0.04750,-0.09470,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5060.000,0.06830,0.18760,nan,nan,nan,nan,-0.00970,0.04750,-0.00520,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5080.000,0.09850,0.18760,nan,nan,-0.00790,0.01480,0.02620,0.04750,0.07700,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5100.000,0.03800,0.18760,0.00430,0.00650,-0.00360,0.02420,0.00040,0.04750,0.00940,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5120.000,-0.03660,0.18760,0.03430,0.01330,0.07260,0.02860,0.04360,0.04750,-0.07650,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5140.000,0.10810,0.18760,0.13290,0.01700,0.14750,0.03030,0.10050,0.04750,0.03490,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5160.000,-0.10490,0.18760,0.10900,0.01730,0.14330,0.02990,0.14430,0.04750,0.08530,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5180.000,-0.11280,0.18760,0.05270,0.01610,0.06480,0.02750,0.06190,0.04750,-0.06330,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5200.000,0.06980,0.18760,0.08210,0.01640,0.11750,0.02820,0.10910,0.04750,-0.09200,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5220.000,0.02090,0.18760,0.04200,0.01690,0.06250,0.02880,0.09350,0.04750,-0.02700,0.11180,nan,nan,nan,nan,nan,nan
NGC5784,5240.000,0.06550,0.18760,0.06520,0.01490,0.07440,0.02880,0.03500,0.04750,-0.04830,0.11180,nan,nan,nan,nan,nan,nan
