# AUTHOR: S. Zibetti
# SOURCE: QC
# DATE: 2016-02-23
# VERSION: 1.0
# COLAPRV: S. Zibetti
# PUBAPRV: None
# COLUMN1 : CALIFAID  ,  int ,  ,  CALIFA ID
# COLUMN2 : NAME  ,  string ,  ,  The name of the galaxy
# COLUMN3 : FLAG_OBS_SKYMAG, short, , Flag for critical sky surface brightness
# COLUMN4 : FLAG_OBS_EXT, short, , Flag for critical atmospheric extinction
# COLUMN5 : FLAG_OBS_AM, short, , Flag for critical airmass
# COLUMN6 : FLAG_RED_STRAYLIGHT, short, , Flag for critical straylight
# COLUMN7 : FLAG_RED_DISP, short, , Flag for critical spectral resolution
# COLUMN8 : FLAG_RED_CDISP, short, , Flag for critical cross-dispersion
# COLUMN9 : FLAG_RED_SKYLINES, short, , Flag for critical sky subtraction of 4358
# COLUMN10: FLAG_RED_LIMSB, short, , Flag for critical limiting surface brightness sensitivity
# COLUMN11: FLAG_RED_ERRSPEC, short, , Flag for abnormal error datacube
# COLUMN12: FLAG_CAL_SPECPHOTO, short, , Flag for critical spectrophotometric quality from integrated spectrum
# COLUMN13: FLAG_CAL_WL, short, , Flag for critical wavelength calibration stability
# COLUMN14: FLAG_CAL_IMGQUAL, short, , Flag for critical reconstructed image quality
# COLUMN15: FLAG_CAL_SPECQUAL, short, , Flag for critical integrated spectrum quality
# COLUMN16: FLAG_CAL_FLATSDSS, short, , Flag for flat-fielding relative to SDSS; -1 if not applied
# COLUMN17: FLAG_CAL_REGISTRATION, short, , Flag for 2D registration relative to SDSS; -1 if not applied
# COLUMN18: FLAG_RELEASE, short, , 1: include in DR3; 0: do not include in DR3
# COLUMN19: NOTES, string, , notes
49,"UGC00987",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
50,"NGC0528",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,""
51,"NGC0529",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
52,"NGC0551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
53,"UGC01057",0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,""
54,"NGC0570",0,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,""
55,"UGC01062",0,-1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,""
56,"2MASXJ01331766+1319567",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
57,"UGC01123",0,-1,0,0,1,0,1,0,0,0,0,0,0,1,-1,1,""
58,"IC0159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
59,"UGC01271",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,""
60,"UGCA021",1,0,0,1,0,0,0,1,0,1,1,1,0,-1,-1,1,""
61,"NGC0681",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,""
62,"UGC01274",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,""
63,"NGC0677",0,0,0,0,0,0,0,2,0,2,1,1,0,1,-1,1,""
64,"NGC0693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
65,"NGC0716",1,0,0,1,0,0,0,2,0,2,0,1,0,1,-1,1,""
66,"UGC01368",0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,""
67,"NGC0731",0,-1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,""
68,"NGC0741",0,0,0,-1,0,0,-1,1,0,2,0,0,0,1,1,1,""
69,"NGC0755",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,""
70,"IC1755",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,""
71,"NGC0768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
72,"NGC0774",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,""
73,"NGC0776",0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
74,"NGC0781",1,0,0,1,0,0,0,2,0,2,0,2,2,2,-1,0,""
75,"NGC0787",1,-1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,""
76,"NGC0810",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,""
77,"NGC0825",0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,""
78,"NGC0833",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,""
80,"NGC0842",0,-1,0,2,1,1,0,0,0,1,0,0,0,1,1,1,""
81,"UGC01659",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,""
82,"KUG0210-078",1,-1,0,1,1,1,0,2,0,2,2,2,2,2,-1,0,""
83,"UGC01749",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
84,"NGC0873",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,""
85,"NGC0924",0,-1,0,2,1,0,0,1,0,1,0,0,0,1,-1,1,""
86,"UGC01918",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
87,"NGC0932",0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,""
88,"UGC01938",0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,""
89,"NGC0941",0,-1,1,-1,1,1,-1,1,0,1,0,0,0,0,0,1,""
90,"NGC0938",0,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,""
91,"NGC0955",0,-1,0,0,1,0,1,0,0,1,0,0,0,1,-1,1,""
92,"NGC0962",0,-1,0,-1,-1,-1,-1,0,0,1,0,0,0,1,1,1,""
93,"UGC02018",0,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,""
94,"NGC0976",0,-1,0,0,1,0,1,2,0,2,0,0,1,-1,-1,1,""
95,"NGC0991",0,-1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,""
96,"UGC02099",0,-1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,""
97,"UGC02134",0,-1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,""
98,"NGC1026",0,-1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,""
99,"NGC1041",0,-1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,""
100,"NGC1056",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,""
101,"NGC1060",0,0,0,0,1,0,0,2,0,1,0,0,0,1,-1,1,""
102,"NGC1070",0,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,""
103,"UGC02222",0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,""
104,"UGC02229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
105,"UGC02239",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,""
107,"NGC1094",0,-1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,""
108,"NGC1093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
109,"UGC02311",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,""
110,"UGC02319",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
111,"MCG-02-08-014",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,""
112,"NGC1132",0,-1,0,0,1,0,0,1,0,2,0,0,0,1,-1,1,""
113,"UGC02367",0,-1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,""
114,"NGC1142",0,-1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,""
115,"UGC02403",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,""
116,"UGC02405",0,0,0,0,0,1,0,1,0,2,0,1,1,-1,-1,1,""
117,"UGC02443",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,""
118,"UGC02465",0,0,0,2,0,0,0,0,0,1,0,1,0,1,-1,1,""
119,"NGC1167",0,-1,0,1,0,1,0,2,0,1,0,0,0,1,1,1,""
121,"NGC1211",0,-1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,""
122,"MCG-01-09-006",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
123,"IC0307",0,-1,0,0,1,1,0,2,0,1,0,0,0,0,1,1,""
124,"UGC02628",0,-1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,""
125,"UGC02690",0,-1,0,0,1,1,0,2,0,2,0,1,1,-1,-1,1,""
126,"NGC1324",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,""
127,"NGC1349",0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,""
128,"NGC1361",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,""
129,"MCG-01-10-015",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
130,"MCG-01-10-019",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,""
131,"NGC1542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
132,"UGC03038",0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1,1,""
133,"UGC03107",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
134,"NGC1645",0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1,1,""
135,"UGC03151",0,0,0,0,0,0,1,2,0,1,0,1,0,1,-1,1,""
136,"NGC1656",0,-1,0,0,1,0,1,0,0,1,0,0,0,1,-1,1,""
137,"NGC1659",1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,""
138,"NGC1665",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,""
139,"NGC1666",0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,""
140,"NGC1667",0,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,""
141,"IC2095",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,""
142,"IC2098",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
143,"NGC1677",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
144,"IC2101",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
145,"ARP180",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,""
146,"UGC03253",0,0,0,0,1,1,0,1,0,2,1,1,0,-1,-1,1,""
147,"NGC2253",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,""
148,"UGC03539",0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,""
149,"NGC2347",0,0,0,0,1,1,0,1,0,0,0,0,0,1,-1,1,""
150,"UGC03899",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,""
151,"NGC2410",0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,""
152,"UGC03944",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
153,"UGC03969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
154,"UGC03973",0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,"WL check fails - AGN"
155,"UGC03995",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
156,"NGC2449",0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,""
157,"UGC04029",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
158,"UGC04054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
159,"IC0480",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,""
160,"NGC2476",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
161,"NGC2480",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
162,"NGC2481",0,0,0,-1,0,0,-1,1,0,2,0,0,0,1,-1,1,""
163,"NGC2486",1,0,0,0,0,0,0,2,0,1,2,2,2,-1,-1,0,""
164,"NGC2487",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,""
165,"UGC04132",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
166,"UGC04140",0,-1,0,0,1,0,1,0,0,2,1,1,0,1,-1,1,""
167,"UGC04145",0,-1,0,0,1,0,1,0,0,1,0,1,1,1,-1,1,""
168,"UGC04136",0,-1,0,0,1,0,1,0,0,1,0,0,0,0,-1,1,""
169,"IC0485",1,-1,0,0,1,0,0,1,0,2,0,0,0,1,-1,1,""
170,"NGC2507",1,-1,0,-1,1,1,-1,2,0,2,0,1,0,1,-1,1,""
171,"NGC2513",0,0,0,0,0,1,0,1,0,1,0,0,0,1,-1,1,""
172,"UGC04176",0,-1,0,0,1,1,0,1,0,1,0,1,1,-1,-1,1,""
173,"UGC04190",0,-1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,""
174,"UGC04197",0,-1,0,0,1,0,1,0,0,1,0,1,0,1,-1,1,""
175,"UGC04210",0,-1,0,2,1,0,1,0,0,1,0,1,0,1,-1,1,""
176,"UGC04195",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
177,"NGC2522",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,""
178,"UGC04233",0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,""
179,"NGC2530",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
180,"UGC04240",0,-1,0,0,0,0,0,1,0,1,1,1,0,-1,-1,1,""
181,"UGC04245",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,""
182,"UGC04258",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,""
183,"NGC2540",0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,""
184,"NGC2543",0,-1,0,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,""
185,"UGC04280",0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,1,""
186,"IC2247",0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,""
187,"UGC04308",0,-1,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,""
188,"NGC2553",0,-1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,""
189,"NGC2554",0,-1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,""
190,"UGC04262",0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
191,"NGC2558",0,-1,0,0,1,1,0,1,0,0,0,0,0,-1,1,1,""
192,"NGC2565",0,-1,0,0,1,0,0,0,0,2,0,0,0,-1,-1,1,""
194,"NGC2572",0,-1,0,0,1,0,0,0,0,0,0,1,0,1,-1,1,""
195,"NGC2577",1,-1,0,0,1,1,0,2,0,2,0,0,0,1,1,1,""
196,"UGC04375",0,-1,0,0,1,0,0,0,0,0,0,1,0,1,-1,1,""
197,"IC2341",0,-1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,""
199,"IC2361",1,-1,0,0,0,0,0,-1,-1,2,0,1,0,-1,-1,1,""
201,"NGC2592",0,-1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,""
203,"NGC2596",0,-1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,""
204,"NGC2595",0,-1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,""
205,"UGC04425",0,-1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,""
208,"UGC04461",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
209,"NGC2604",0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,""
210,"UGC04468",0,-1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,""
213,"NGC2623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
215,"UGC04532",1,-1,0,1,0,0,0,0,0,2,2,2,2,2,-1,0,""
216,"NGC2638",1,-1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,""
218,"UGC04550",1,-1,0,0,0,0,0,0,0,2,0,0,1,-1,-1,1,""
219,"NGC2639",1,0,0,0,1,1,0,0,0,1,0,0,0,1,-1,1,""
220,"UGC04546",0,-1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,""
221,"UGC04551",1,-1,0,0,0,0,0,1,0,2,0,0,0,1,1,1,""
225,"IC2407",1,-1,0,0,0,0,0,0,0,2,0,2,0,2,-1,0,""
226,"UGC04659",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,""
231,"UGC04722",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,""
232,"NGC2730",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,""
260,"NGC2805",0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,""
272,"NGC2880",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
273,"IC2487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
274,"IC0540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
275,"NGC2906",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
277,"NGC2916",0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,""
278,"UGC05108",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,""
279,"NGC2918",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,""
280,"UGC05111",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
281,"UGC05113",0,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,1,""
297,"UGC05244",0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,0,1,""
306,"UGC05358",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,""
307,"UGC05359",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
309,"UGC05396",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
310,"SDSSJ100141.02+371447.4",0,0,0,-1,-1,-1,0,0,0,0,0,1,0,-1,-1,1,""
311,"NGC3106",0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,""
312,"NGC3057",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,""
314,"UGC05498NED01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,""
318,"NGC3158",0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,""
319,"NGC3160",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,""
320,"UGC05520",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,""
323,"NGC3182",0,-1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,""
326,"UGC05598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
339,"NGC3300",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
340,"NGC3303",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,""
341,"UGC05771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
353,"NGC3381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
355,"NGC3395",0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,""
360,"NGC3406NED01",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
361,"UGC05990",0,0,0,0,0,1,0,1,0,2,1,2,1,0,-1,0,""
364,"UGC06036",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,""
381,"IC0674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
383,"UGC06256",0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,1,""
386,"UGC06312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,""
387,"NGC3615",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
388,"NGC3614",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
389,"NGC3610",0,-1,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,""
391,"NGC3619",0,0,0,0,0,0,1,1,0,1,0,0,0,1,-1,1,""
414,"NGC3687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
436,"NGC3811",0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,""
437,"NGC3815",1,0,0,2,0,0,0,0,0,0,0,1,0,-1,-1,1,""
475,"NGC3991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
476,"NGC3994",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,""
479,"NGC4003",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,""
486,"UGC07012",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
489,"NGC4047",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,""
500,"UGC07145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
502,"NGC4149",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,""
515,"NGC4185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
518,"NGC4210",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,""
520,"NGC4211NED02",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,""
528,"IC0776",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,""
548,"NGC4470",0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,""
562,"IC3598",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,""
569,"NGC4644",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
577,"NGC4676A",0,-1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,""
580,"NGC4711",1,0,0,2,0,0,1,0,0,0,0,1,0,-1,-1,1,""
581,"UGC08004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
588,"NGC4816",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,""
589,"NGC4841A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,""
592,"NGC4874",0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,1,""
593,"UGC08107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
602,"NGC4956",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,""
603,"NGC4961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
606,"UGC08231",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,""
607,"UGC08234",0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,""
