# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: r_arcs, unit: arcsec, datatype: float64, description: outer radius of ring in arcsec}
# - {name: r_kpc, unit: kpc, datatype: float64, format: 10.3f, description: outer radius of ring in kpc}
# - {name: r_r25, unit: '', datatype: float64, format: 10.3f, description: outer radius of ring as frac of opt radius}
# - {name: npix, datatype: int64, description: number of available pixels in the ring}
# - {name: ngood, datatype: int64, description: number of unmasked pixels in the ring}
# - {name: ico_avg, unit: K km / s, datatype: float64, format: 10.3f, description: average face-on intensity in ring if ngood/npix > 0.1
#     and setting blanks to zero}
# - {name: ico_rms, unit: K km / s, datatype: float32, description: rms face-on intensity in ring for unmasked pixels}
# - {name: detlim, unit: K km / s, datatype: float64, format: 10.3f, description: 3 sigma detection limit based on emom0max}
# - {name: sigmol, unit: solMass / pc2, datatype: float64, format: 10.3f, description: average face-on surface density including He with
#     alphaco=4.3}
# - {name: cumlum, unit: K km pc2 / s, datatype: float32, format: 10.4e, description: total CO luminosity within the given radius}
# - {name: cummass, unit: solMass, datatype: float32, format: 10.4e, description: total molecular gas mass within the given radius}
# delimiter: ','
# schema: astropy-2.0
Name,r_arcs,r_kpc,r_r25,npix,ngood,ico_avg,ico_rms,detlim,sigmol,cumlum,cummass
NGC3687,31.5,5.504,0.748,558,66,0.092,0.35770562,1.994,0.394,5.1299e+07,2.2058e+08
NGC3687,34.5,6.028,0.820,606,56,nan,nan,2.013,nan,5.1299e+07,2.2058e+08
NGC3687,37.5,6.552,0.891,667,36,nan,nan,2.031,nan,5.1299e+07,2.2058e+08
NGC3687,40.5,7.077,0.962,718,4,nan,nan,2.085,nan,5.1299e+07,2.2058e+08
NGC3811,1.5,0.322,0.025,21,21,41.920,3.8823075,7.079,180.256,5.2816e+07,2.2711e+08
NGC3811,4.5,0.965,0.074,66,66,25.806,6.7725477,3.969,110.965,1.5500e+08,6.6650e+08
NGC3811,7.5,1.609,0.123,109,109,9.352,4.8861165,3.050,40.212,2.1616e+08,9.2947e+08
NGC3811,10.5,2.253,0.173,147,147,2.130,2.6714082,2.477,9.160,2.3494e+08,1.0102e+09
NGC3811,13.5,2.896,0.222,200,200,0.860,1.6567091,1.948,3.698,2.4526e+08,1.0546e+09
NGC3811,16.5,3.540,0.271,239,239,1.554,1.4959134,1.691,6.684,2.6755e+08,1.1505e+09
NGC3811,19.5,4.183,0.321,278,278,2.292,1.819553,1.538,9.856,3.0578e+08,1.3149e+09
NGC3811,22.5,4.827,0.370,326,326,2.018,1.60492,1.442,8.679,3.4526e+08,1.4846e+09
NGC3811,25.5,5.471,0.419,370,370,1.091,1.1767409,1.390,4.691,3.6947e+08,1.5887e+09
NGC3811,28.5,6.114,0.469,408,398,0.428,0.8748574,1.370,1.840,3.7994e+08,1.6338e+09
NGC3811,31.5,6.758,0.518,454,365,0.279,0.9333493,1.349,1.200,3.8754e+08,1.6664e+09
NGC3811,34.5,7.402,0.567,507,263,0.338,1.0137355,1.333,1.452,3.9781e+08,1.7106e+09
NGC3811,37.5,8.045,0.616,538,133,0.228,0.6969503,1.359,0.981,4.0518e+08,1.7423e+09
NGC3811,40.5,8.689,0.666,584,72,0.083,0.5011093,1.375,0.357,4.0809e+08,1.7548e+09
NGC3811,43.5,9.332,0.715,631,2,nan,nan,1.402,nan,4.0809e+08,1.7548e+09
NGC3815,1.5,0.390,0.035,16,16,5.369,0.36753502,5.308,23.086,1.1564e+07,4.9725e+07
NGC3815,4.5,1.169,0.104,40,40,5.610,0.83061105,3.297,24.122,4.1771e+07,1.7961e+08
NGC3815,7.5,1.949,0.174,71,71,5.445,1.4643782,2.434,23.414,9.3815e+07,4.0341e+08
NGC3815,10.5,2.728,0.243,100,100,4.811,1.7258621,1.892,20.685,1.5858e+08,6.8187e+08
NGC3815,13.5,3.508,0.313,128,128,3.524,1.6208547,1.564,15.154,2.1930e+08,9.4299e+08
NGC3815,16.5,4.287,0.382,159,159,2.009,1.199035,1.352,8.637,2.6229e+08,1.1279e+09
NGC3815,19.5,5.067,0.452,179,179,0.771,0.76388687,1.252,3.314,2.8087e+08,1.2077e+09
NGC3815,22.5,5.846,0.521,216,216,0.341,0.58282566,1.132,1.465,2.9078e+08,1.2503e+09
NGC3815,25.5,6.626,0.591,239,234,0.164,0.6190223,1.081,0.703,2.9604e+08,1.2730e+09
NGC3815,28.5,7.405,0.660,273,231,0.018,0.58230674,1.026,0.076,2.9669e+08,1.2758e+09
NGC3815,31.5,8.185,0.730,294,186,0.030,0.48958227,1.017,0.129,2.9788e+08,1.2809e+09
NGC3815,34.5,8.964,0.799,324,100,0.089,0.31431928,1.003,0.381,3.0174e+08,1.2975e+09
NGC3815,37.5,9.744,0.869,361,67,0.079,0.24234204,0.986,0.341,3.0560e+08,1.3141e+09
NGC3815,40.5,10.523,0.938,377,41,0.065,0.21793677,1.008,0.280,3.0890e+08,1.3283e+09
NGC3815,43.5,11.303,1.008,420,35,nan,nan,1.006,nan,3.0890e+08,1.3283e+09
NGC3815,46.5,12.082,1.077,430,31,nan,nan,1.049,nan,3.0890e+08,1.3283e+09
NGC3815,49.5,12.862,1.147,470,29,nan,nan,1.062,nan,3.0890e+08,1.3283e+09
NGC3815,52.5,13.641,1.216,500,29,nan,nan,1.101,nan,3.0890e+08,1.3283e+09
NGC3815,55.5,14.421,1.286,526,21,nan,nan,1.149,nan,3.0890e+08,1.3283e+09
NGC3815,58.5,15.200,1.355,553,14,nan,nan,1.209,nan,3.0890e+08,1.3283e+09
NGC3815,61.5,15.980,1.425,575,4,nan,nan,1.274,nan,3.0890e+08,1.3283e+09
NGC3994,1.5,0.325,0.059,13,13,19.827,0.74018574,7.005,85.255,2.3900e+07,1.0277e+08
NGC3994,4.5,0.976,0.177,45,45,17.527,1.8117748,3.744,75.368,9.7036e+07,4.1725e+08
NGC3994,7.5,1.627,0.294,70,70,13.554,2.4273818,2.983,58.284,1.8501e+08,7.9556e+08
NGC3994,10.5,2.278,0.412,105,105,8.291,2.647209,2.349,35.652,2.6574e+08,1.1427e+09
NGC3994,13.5,2.929,0.530,125,125,4.323,2.405676,2.043,18.589,3.1584e+08,1.3581e+09
NGC3994,16.5,3.579,0.648,162,162,2.167,1.7214832,1.730,9.316,3.4839e+08,1.4981e+09
NGC3994,19.5,4.230,0.765,177,177,1.193,1.4477763,1.518,5.129,3.6796e+08,1.5822e+09
NGC3994,22.5,4.881,0.883,220,201,0.681,1.2356361,1.310,2.930,3.8186e+08,1.6420e+09
NGC3994,25.5,5.532,1.001,246,214,0.349,0.7576987,1.184,1.501,3.8983e+08,1.6763e+09
NGC3994,28.5,6.183,1.119,273,215,0.194,0.4753113,1.089,0.834,3.9474e+08,1.6974e+09
NGC3994,31.5,6.834,1.236,301,164,0.014,0.3546568,1.056,0.059,3.9512e+08,1.6990e+09
NGC3994,34.5,7.484,1.354,327,108,0.044,0.3029734,1.055,0.190,3.9646e+08,1.7048e+09
NGC3994,37.5,8.135,1.472,363,51,0.038,0.26988128,1.035,0.163,3.9774e+08,1.7103e+09
NGC3994,40.5,8.786,1.590,379,1,nan,nan,1.066,nan,3.9774e+08,1.7103e+09
NGC4047,1.5,0.357,0.033,23,23,32.533,1.516645,7.038,139.894,5.7051e+07,2.4532e+08
NGC4047,4.5,1.070,0.098,63,63,28.976,2.8470418,4.272,124.595,1.9623e+08,8.4379e+08
NGC4047,7.5,1.784,0.163,101,101,23.814,3.1038756,3.338,102.400,3.7961e+08,1.6323e+09
NGC4047,10.5,2.497,0.228,151,151,17.571,2.7677023,2.667,75.554,5.8190e+08,2.5022e+09
NGC4047,13.5,3.211,0.293,191,191,11.576,2.4466894,2.255,49.776,7.5047e+08,3.2270e+09
NGC4047,16.5,3.924,0.358,228,228,7.257,2.3733194,1.976,31.205,8.7662e+08,3.7695e+09
NGC4047,19.5,4.638,0.424,272,272,4.133,2.2809412,1.756,17.772,9.6233e+08,4.1380e+09
NGC4047,22.5,5.352,0.489,320,320,1.807,1.7248347,1.593,7.772,1.0064e+09,4.3277e+09
NGC4047,25.5,6.065,0.554,353,353,0.685,1.3383636,1.509,2.945,1.0249e+09,4.4069e+09
NGC4047,28.5,6.779,0.619,395,394,0.137,1.2733644,1.441,0.587,1.0290e+09,4.4246e+09
NGC4047,31.5,7.492,0.684,436,306,0.019,0.9672646,1.419,0.080,1.0296e+09,4.4273e+09
NGC4047,34.5,8.206,0.749,491,99,-0.012,0.4471518,1.394,-0.052,1.0291e+09,4.4253e+09
NGC4047,37.5,8.919,0.815,524,43,nan,nan,1.417,nan,1.0291e+09,4.4253e+09
NGC4047,40.5,9.633,0.880,555,32,nan,nan,1.448,nan,1.0291e+09,4.4253e+09
NGC4047,43.5,10.346,0.945,616,25,nan,nan,1.454,nan,1.0291e+09,4.4253e+09
NGC4149,1.5,0.320,0.036,11,11,22.598,1.6615916,6.263,97.170,2.8120e+07,1.2092e+08
NGC4149,4.5,0.961,0.109,35,35,17.783,3.462354,3.501,76.465,9.8527e+07,4.2367e+08
NGC4149,7.5,1.602,0.182,56,56,12.220,4.029593,2.731,52.545,1.7594e+08,7.5654e+08
NGC4149,10.5,2.243,0.255,82,82,8.386,3.3270147,2.161,36.062,2.5373e+08,1.0911e+09
NGC4149,13.5,2.884,0.328,100,100,4.727,1.8532001,1.847,20.327,3.0721e+08,1.3210e+09
NGC4149,16.5,3.525,0.401,129,129,2.558,1.2691767,1.540,11.000,3.4454e+08,1.4815e+09
NGC4149,19.5,4.166,0.474,146,146,1.148,0.94632393,1.388,4.935,3.6350e+08,1.5630e+09
NGC4149,22.5,4.807,0.547,174,174,0.343,0.8638207,1.250,1.473,3.7024e+08,1.5920e+09
NGC4149,25.5,5.448,0.620,192,192,0.001,0.85600156,1.143,0.005,3.7026e+08,1.5921e+09
NGC4149,28.5,6.089,0.693,217,189,-0.146,0.72551787,1.052,-0.628,3.6668e+08,1.5767e+09
NGC4149,31.5,6.730,0.766,239,136,-0.134,0.45900598,0.984,-0.577,3.6305e+08,1.5611e+09
NGC4149,34.5,7.371,0.839,268,103,0.008,0.24468777,0.930,0.034,3.6329e+08,1.5622e+09
NGC4149,37.5,8.012,0.912,279,53,0.038,0.19072142,0.943,0.164,3.6450e+08,1.5673e+09
NGC4149,40.5,8.653,0.985,309,37,0.040,0.18181153,0.935,0.171,3.6589e+08,1.5733e+09
NGC4149,43.5,9.294,1.058,332,29,nan,nan,0.940,nan,3.6589e+08,1.5733e+09
NGC4149,46.5,9.935,1.131,355,9,nan,nan,0.961,nan,3.6589e+08,1.5733e+09
NGC4185,1.5,0.407,0.027,18,18,0.886,0.6568395,6.234,3.811,1.7586e+06,7.5620e+06
NGC4185,4.5,1.220,0.081,56,56,1.410,0.6549306,3.394,6.062,1.0461e+07,4.4982e+07
NGC4185,7.5,2.033,0.135,95,95,1.874,0.8947554,2.548,8.056,3.0081e+07,1.2935e+08
NGC4185,10.5,2.846,0.189,133,132,1.909,1.0994754,2.113,8.209,5.8069e+07,2.4970e+08
NGC4185,13.5,3.659,0.243,169,164,1.676,0.95727456,1.875,7.208,8.9297e+07,3.8398e+08
NGC4185,16.5,4.472,0.297,206,196,1.508,1.0606532,1.720,6.483,1.2353e+08,5.3118e+08
NGC4185,19.5,5.286,0.351,248,230,1.290,1.2013304,1.594,5.548,1.5880e+08,6.8283e+08
NGC4185,22.5,6.099,0.405,282,257,0.961,1.1424927,1.528,4.133,1.8867e+08,8.1129e+08
NGC4185,25.5,6.912,0.459,322,296,0.816,1.0594815,1.468,3.507,2.1762e+08,9.3578e+08
NGC4185,28.5,7.725,0.513,358,325,0.844,1.2057843,1.436,3.627,2.5091e+08,1.0789e+09
NGC4185,31.5,8.538,0.566,395,360,0.719,1.1700015,1.416,3.093,2.8223e+08,1.2136e+09
NGC4185,34.5,9.351,0.620,434,358,0.472,0.93624014,1.405,2.031,3.0483e+08,1.3108e+09
NGC4185,37.5,10.165,0.674,470,312,0.443,0.77489173,1.413,1.903,3.2776e+08,1.4094e+09
NGC4185,40.5,10.978,0.728,506,228,0.276,0.61604285,1.431,1.186,3.4315e+08,1.4755e+09
NGC4185,43.5,11.791,0.782,550,128,0.034,0.44718513,1.448,0.147,3.4522e+08,1.4844e+09
NGC4185,46.5,12.604,0.836,578,47,nan,nan,1.499,nan,3.4522e+08,1.4844e+09
NGC4185,49.5,13.417,0.890,623,34,nan,nan,1.542,nan,3.4522e+08,1.4844e+09
NGC4185,52.5,14.230,0.944,657,33,nan,nan,1.613,nan,3.4522e+08,1.4844e+09
NGC4185,55.5,15.044,0.998,700,31,nan,nan,1.688,nan,3.4522e+08,1.4844e+09
NGC4185,58.5,15.857,1.052,733,28,nan,nan,1.848,nan,3.4522e+08,1.4844e+09
NGC4185,61.5,16.670,1.106,779,23,nan,nan,1.972,nan,3.4522e+08,1.4844e+09
NGC4185,64.5,17.483,1.160,817,17,nan,nan,2.131,nan,3.4522e+08,1.4844e+09
NGC4210,1.5,0.282,0.026,21,21,2.922,0.59874463,4.873,12.567,2.8719e+06,1.2349e+07
NGC4210,4.5,0.846,0.077,61,61,1.539,1.1428254,2.805,6.618,7.2650e+06,3.1239e+07
NGC4210,7.5,1.411,0.129,108,108,1.261,1.0681545,2.034,5.422,1.3638e+07,5.8643e+07
NGC4210,10.5,1.975,0.181,152,152,1.940,0.6728584,1.678,8.342,2.7437e+07,1.1798e+08
NGC4210,13.5,2.539,0.232,191,191,2.284,0.80255055,1.492,9.822,4.7852e+07,2.0577e+08
NGC4210,16.5,3.103,0.284,234,234,2.236,0.8848032,1.362,9.616,7.2339e+07,3.1106e+08
NGC4210,19.5,3.667,0.336,282,282,1.836,0.8426612,1.266,7.896,9.6570e+07,4.1525e+08
NGC4210,22.5,4.232,0.387,319,319,1.321,0.7689875,1.220,5.679,1.1629e+08,5.0003e+08
NGC4210,25.5,4.796,0.439,356,356,0.719,0.674602,1.188,3.093,1.2827e+08,5.5155e+08
NGC4210,28.5,5.360,0.491,405,392,0.346,0.67610246,1.152,1.487,1.3482e+08,5.7974e+08
NGC4210,31.5,5.924,0.542,452,384,0.274,0.6721413,1.131,1.180,1.4063e+08,6.0469e+08
NGC4210,34.5,6.488,0.594,495,299,0.255,0.45317122,1.128,1.096,1.4653e+08,6.3009e+08
NGC4210,37.5,7.053,0.646,533,197,0.146,0.4782556,1.140,0.629,1.5018e+08,6.4577e+08
NGC4210,40.5,7.617,0.697,575,102,0.044,0.37698638,1.154,0.190,1.5137e+08,6.5089e+08
NGC4210,43.5,8.181,0.749,628,59,nan,nan,1.170,nan,1.5137e+08,6.5089e+08
NGC4210,46.5,8.745,0.800,659,36,nan,nan,1.216,nan,1.5137e+08,6.5089e+08
NGC4210,49.5,9.309,0.852,700,26,nan,nan,1.263,nan,1.5137e+08,6.5089e+08
NGC4210,52.5,9.874,0.904,748,19,nan,nan,1.309,nan,1.5137e+08,6.5089e+08
NGC4210,55.5,10.438,0.955,795,1,nan,nan,1.374,nan,1.5137e+08,6.5089e+08
NGC4211NED02,1.5,0.705,0.049,22,22,23.575,2.5809965,8.042,101.371,1.3217e+08,5.6834e+08
NGC4211NED02,4.5,2.114,0.146,75,75,10.591,4.2367296,4.371,45.543,3.3461e+08,1.4388e+09
NGC4211NED02,7.5,3.523,0.244,122,122,1.856,2.022129,3.417,7.980,3.9231e+08,1.6869e+09
NGC4211NED02,10.5,4.933,0.341,171,171,0.620,1.2916858,2.632,2.666,4.1933e+08,1.8031e+09
NGC4211NED02,13.5,6.342,0.439,222,200,0.206,1.0316616,2.085,0.885,4.3097e+08,1.8532e+09
NGC4211NED02,16.5,7.752,0.536,272,104,0.061,0.32447702,1.853,0.264,4.3523e+08,1.8715e+09
NGC4211NED02,19.5,9.161,0.634,316,78,0.171,0.49960908,1.759,0.734,4.4896e+08,1.9305e+09
NGC4211NED02,22.5,10.570,0.731,368,83,0.289,0.61970735,1.675,1.244,4.7610e+08,2.0472e+09
NGC4211NED02,25.5,11.980,0.829,414,74,0.198,0.4735284,1.630,0.854,4.9705e+08,2.1373e+09
NGC4211NED02,28.5,13.389,0.926,475,64,0.139,0.44905722,1.578,0.597,5.1384e+08,2.2095e+09
NGC4211NED02,31.5,14.798,1.024,508,55,0.130,0.46824074,1.590,0.560,5.3069e+08,2.2820e+09
NGC4211NED02,34.5,16.208,1.121,562,50,nan,nan,1.583,nan,5.3069e+08,2.2820e+09
NGC4211NED02,37.5,17.617,1.219,611,32,nan,nan,1.598,nan,5.3069e+08,2.2820e+09
NGC4211NED02,40.5,19.026,1.316,660,5,nan,nan,1.627,nan,5.3069e+08,2.2820e+09
NGC4470,1.5,0.243,0.039,19,19,3.626,0.6163948,5.772,15.593,2.6785e+06,1.1518e+07
NGC4470,4.5,0.729,0.117,58,58,3.416,1.2925742,3.303,14.691,1.0382e+07,4.4643e+07
NGC4470,7.5,1.215,0.195,92,92,3.062,1.6762749,2.599,13.168,2.1335e+07,9.1739e+07
NGC4470,10.5,1.702,0.273,132,132,3.010,1.6217238,2.167,12.943,3.6781e+07,1.5816e+08
NGC4470,13.5,2.188,0.351,173,173,2.514,1.5917145,1.893,10.810,5.3688e+07,2.3086e+08
NGC4470,16.5,2.674,0.429,209,209,1.758,1.759488,1.745,7.559,6.7972e+07,2.9228e+08
NGC4470,19.5,3.160,0.507,252,236,1.083,1.6868246,1.620,4.656,7.8580e+07,3.3789e+08
NGC4470,22.5,3.646,0.585,287,237,0.526,1.2311245,1.556,2.260,8.4445e+07,3.6311e+08
NGC4470,25.5,4.133,0.663,321,212,0.159,1.052087,1.511,0.683,8.6426e+07,3.7163e+08
NGC4470,28.5,4.619,0.741,368,169,0.198,0.87033135,1.456,0.852,8.9261e+07,3.8382e+08
NGC4470,31.5,5.105,0.819,401,145,0.172,0.5682697,1.445,0.741,9.1946e+07,3.9537e+08
NGC4470,34.5,5.591,0.897,438,119,-0.000,0.36205354,1.442,-0.002,9.1939e+07,3.9534e+08
NGC4470,37.5,6.077,0.975,484,85,-0.078,0.31731105,1.434,-0.336,9.0471e+07,3.8902e+08
NGC4470,40.5,6.564,1.053,516,71,-0.082,0.37604478,1.462,-0.351,8.8831e+07,3.8197e+08
NGC4470,43.5,7.050,1.131,552,49,nan,nan,1.493,nan,8.8831e+07,3.8197e+08
NGC4470,46.5,7.536,1.209,589,2,nan,nan,1.534,nan,8.8831e+07,3.8197e+08
NGC4644,1.5,0.521,0.033,8,8,1.815,0.12702532,2.923,7.805,5.9582e+06,2.5620e+07
NGC4644,4.5,1.563,0.099,27,27,1.735,0.18435402,1.596,7.460,2.5178e+07,1.0826e+08
NGC4644,7.5,2.605,0.165,40,40,1.674,0.30828664,1.295,7.197,5.2648e+07,2.2639e+08
NGC4644,10.5,3.647,0.231,59,59,1.597,0.4034647,1.014,6.867,9.1306e+07,3.9262e+08
NGC4644,13.5,4.689,0.297,76,76,1.502,0.44543856,0.858,6.458,1.3814e+08,5.9400e+08
NGC4644,16.5,5.731,0.363,89,89,1.196,0.5564648,0.775,5.144,1.8183e+08,7.8187e+08
NGC4644,19.5,6.773,0.429,111,111,0.893,0.61727,0.689,3.839,2.2249e+08,9.5670e+08
NGC4644,22.5,7.815,0.496,120,120,0.630,0.65758157,0.665,2.711,2.5353e+08,1.0902e+09
NGC4644,25.5,8.857,0.562,141,137,0.404,0.61392045,0.616,1.737,2.7690e+08,1.1907e+09
NGC4644,28.5,9.899,0.628,158,128,0.281,0.488483,0.594,1.209,2.9513e+08,1.2690e+09
NGC4644,31.5,10.941,0.694,177,111,0.185,0.36054978,0.573,0.796,3.0856e+08,1.3268e+09
NGC4644,34.5,11.983,0.760,197,102,0.117,0.24211548,0.559,0.503,3.1802e+08,1.3675e+09
NGC4644,37.5,13.025,0.826,200,95,0.063,0.17325728,0.573,0.271,3.2320e+08,1.3897e+09
NGC4644,40.5,14.068,0.892,227,93,0.031,0.14512442,0.560,0.132,3.2606e+08,1.4020e+09
NGC4644,43.5,15.110,0.958,241,87,0.020,0.138994,0.567,0.085,3.2802e+08,1.4105e+09
NGC4644,46.5,16.152,1.024,258,69,0.020,0.12989578,0.583,0.084,3.3008e+08,1.4194e+09
NGC4644,49.5,17.194,1.090,279,67,0.024,0.13100797,0.592,0.101,3.3278e+08,1.4310e+09
NGC4644,52.5,18.236,1.156,284,55,0.020,0.11064756,0.628,0.084,3.3507e+08,1.4408e+09
NGC4644,55.5,19.278,1.222,307,45,0.022,0.09092376,0.641,0.095,3.3784e+08,1.4527e+09
NGC4644,58.5,20.320,1.288,318,37,0.014,0.07839942,0.663,0.060,3.3965e+08,1.4605e+09
NGC4644,61.5,21.362,1.354,348,34,nan,nan,0.661,nan,3.3965e+08,1.4605e+09
NGC4644,64.5,22.404,1.420,359,26,nan,nan,0.672,nan,3.3965e+08,1.4605e+09
NGC4644,67.5,23.446,1.487,378,12,nan,nan,0.681,nan,3.3965e+08,1.4605e+09
NGC4644,70.5,24.488,1.553,385,7,nan,nan,0.703,nan,3.3965e+08,1.4605e+09
NGC4644,73.5,25.530,1.619,410,6,nan,nan,0.698,nan,3.3965e+08,1.4605e+09
NGC4644,76.5,26.572,1.685,422,5,nan,nan,0.714,nan,3.3965e+08,1.4605e+09
NGC4676A,1.5,0.703,0.023,19,19,54.339,3.1914752,8.232,233.658,3.5234e+08,1.5150e+09
NGC4676A,4.5,2.108,0.069,56,56,36.504,6.9189734,4.791,156.966,1.0500e+09,4.5148e+09
NGC4676A,7.5,3.513,0.116,92,92,15.985,5.767715,3.729,68.736,1.5518e+09,6.6729e+09
NGC4676A,10.5,4.918,0.162,124,124,3.719,3.0296226,3.144,15.992,1.7092e+09,7.3496e+09
NGC4676A,13.5,6.323,0.208,164,164,-0.320,1.5736697,2.496,-1.376,1.6913e+09,7.2726e+09
NGC4676A,16.5,7.728,0.254,200,197,-0.575,1.0341028,1.994,-2.472,1.6521e+09,7.1039e+09
NGC4676A,19.5,9.133,0.301,236,203,-0.066,0.82159656,1.616,-0.286,1.6467e+09,7.0809e+09
NGC4676A,22.5,10.538,0.347,274,177,0.173,0.6903462,1.422,0.743,1.6629e+09,7.1503e+09
NGC4676A,25.5,11.943,0.393,312,153,0.237,0.6179306,1.345,1.021,1.6881e+09,7.2590e+09
NGC4676A,28.5,13.348,0.439,340,134,0.194,0.4405852,1.312,0.833,1.7106e+09,7.3556e+09
NGC4676A,31.5,14.753,0.486,383,123,0.142,0.4372572,1.276,0.611,1.7292e+09,7.4354e+09
NGC4676A,34.5,16.158,0.532,419,105,0.065,0.36463758,1.268,0.280,1.7385e+09,7.4755e+09
NGC4676A,37.5,17.564,0.578,453,97,0.093,0.46198007,1.272,0.399,1.7529e+09,7.5373e+09
NGC4676A,40.5,18.969,0.624,494,106,0.326,1.0787545,1.274,1.400,1.8078e+09,7.7734e+09
NGC4676A,43.5,20.374,0.670,528,99,0.473,1.4723041,1.299,2.032,1.8929e+09,8.1396e+09
NGC4676A,46.5,21.779,0.717,565,87,0.415,1.2844691,1.326,1.783,1.9729e+09,8.4833e+09
NGC4676A,49.5,23.184,0.763,595,76,0.240,0.72528064,1.376,1.032,2.0216e+09,8.6930e+09
NGC4676A,52.5,24.589,0.809,638,76,0.165,0.5463675,1.418,0.710,2.0576e+09,8.8476e+09
NGC4676A,55.5,25.994,0.855,672,80,0.135,0.5658267,1.486,0.579,2.0885e+09,8.9805e+09
NGC4676A,58.5,27.399,0.902,706,59,nan,nan,1.583,nan,2.0885e+09,8.9805e+09
NGC4676A,61.5,28.804,0.948,739,41,nan,nan,1.709,nan,2.0885e+09,8.9805e+09
NGC4676A,64.5,30.209,0.994,794,32,nan,nan,1.804,nan,2.0885e+09,8.9805e+09
NGC4676A,67.5,31.614,1.040,808,9,nan,nan,1.955,nan,2.0885e+09,8.9805e+09
NGC4711,1.5,0.428,0.041,14,14,4.599,0.24248001,5.195,19.777,9.9676e+06,4.2861e+07
NGC4711,4.5,1.283,0.124,43,43,3.806,0.3781842,2.932,16.367,3.5304e+07,1.5181e+08
NGC4711,7.5,2.139,0.207,78,78,2.950,0.6754688,2.085,12.684,7.0922e+07,3.0496e+08
NGC4711,10.5,2.995,0.290,103,103,2.511,0.9022396,1.753,10.796,1.1095e+08,4.7710e+08
NGC4711,13.5,3.850,0.373,130,130,2.496,1.0244766,1.544,10.731,1.6118e+08,6.9306e+08
NGC4711,16.5,4.706,0.456,165,165,2.212,0.9820683,1.362,9.513,2.1769e+08,9.3605e+08
NGC4711,19.5,5.562,0.539,198,198,1.608,0.8701219,1.243,6.916,2.6699e+08,1.1480e+09
NGC4711,22.5,6.417,0.622,220,220,0.963,0.740946,1.196,4.140,2.9978e+08,1.2890e+09
NGC4711,25.5,7.273,0.705,244,244,0.495,0.76188457,1.160,2.131,3.1849e+08,1.3695e+09
NGC4711,28.5,8.128,0.788,295,286,0.231,0.7967197,1.082,0.992,3.2903e+08,1.4148e+09
NGC4711,31.5,8.984,0.871,310,231,0.144,0.5895824,1.087,0.619,3.3593e+08,1.4445e+09
NGC4711,34.5,9.840,0.954,341,111,0.042,0.3445188,1.075,0.179,3.3813e+08,1.4540e+09
NGC4711,37.5,10.695,1.037,366,78,0.026,0.2960214,1.080,0.112,3.3961e+08,1.4603e+09
NGC4711,40.5,11.551,1.120,407,72,0.063,0.31184518,1.069,0.271,3.4358e+08,1.4774e+09
NGC4711,43.5,12.407,1.203,431,55,0.052,0.27019358,1.086,0.222,3.4702e+08,1.4922e+09
NGC4711,46.5,13.262,1.286,461,45,nan,nan,1.114,nan,3.4702e+08,1.4922e+09
NGC4711,49.5,14.118,1.369,485,39,nan,nan,1.154,nan,3.4702e+08,1.4922e+09
NGC4711,52.5,14.974,1.452,522,30,nan,nan,1.183,nan,3.4702e+08,1.4922e+09
NGC4711,55.5,15.829,1.535,549,23,nan,nan,1.226,nan,3.4702e+08,1.4922e+09
NGC4711,58.5,16.685,1.618,585,18,nan,nan,1.300,nan,3.4702e+08,1.4922e+09
NGC4711,61.5,17.540,1.701,607,12,nan,nan,1.376,nan,3.4702e+08,1.4922e+09
NGC4711,64.5,18.396,1.784,637,6,nan,nan,1.425,nan,3.4702e+08,1.4922e+09
NGC4961,1.5,0.266,0.045,18,18,4.186,0.4016632,5.890,18.001,3.4493e+06,1.4832e+07
NGC4961,4.5,0.798,0.135,58,58,3.900,0.7450851,3.236,16.770,1.3804e+07,5.9357e+07
NGC4961,7.5,1.330,0.224,100,100,2.808,1.2289498,2.449,12.077,2.6660e+07,1.1464e+08
NGC4961,10.5,1.862,0.314,137,137,2.106,1.5357238,2.086,9.055,3.9865e+07,1.7142e+08
NGC4961,13.5,2.394,0.404,173,173,1.480,1.2829864,1.864,6.363,5.1584e+07,2.2181e+08
NGC4961,16.5,2.926,0.494,214,192,0.682,0.7264273,1.699,2.933,5.8266e+07,2.5054e+08
NGC4961,19.5,3.458,0.583,248,179,-0.029,0.6004821,1.607,-0.123,5.7940e+07,2.4914e+08
NGC4961,22.5,3.990,0.673,293,112,-0.010,0.33550942,1.513,-0.043,5.7806e+07,2.4857e+08
NGC4961,25.5,4.522,0.763,328,59,0.017,0.18543902,1.470,0.073,5.8059e+07,2.4965e+08
NGC4961,28.5,5.054,0.853,367,10,nan,nan,1.435,nan,5.8059e+07,2.4965e+08
NGC5000,1.5,0.588,0.039,26,26,37.427,4.751987,5.529,160.938,1.5893e+08,6.8338e+08
NGC5000,4.5,1.763,0.117,81,81,17.206,6.585261,3.129,73.986,3.8654e+08,1.6621e+09
NGC5000,7.5,2.938,0.195,136,136,3.328,2.7741709,2.356,14.311,4.6046e+08,1.9800e+09
NGC5000,10.5,4.113,0.274,184,184,-0.109,1.4908733,1.897,-0.468,4.5719e+08,1.9659e+09
