# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coVlsr_smo7, unit: km / s, datatype: float64}
# - {name: coNomaskSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coNomaskUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# - {name: coDilatedSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coDilatedUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# - {name: coSmoothSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coSmoothUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# - {name: coMask2dSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coMask2dUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# delimiter: ','
# schema: astropy-2.0
Name,coVlsr_smo7,coNomaskSpec_smo7,coNomaskUnc_smo7,coDilatedSpec_smo7,coDilatedUnc_smo7,coSmoothSpec_smo7,coSmoothUnc_smo7,coMask2dSpec_smo7,coMask2dUnc_smo7
NGC5406,5580.0,0.18282,0.26467,nan,nan,nan,nan,-0.01416,0.12304
NGC5406,5600.0,0.17954,0.26467,nan,nan,nan,nan,-0.05561,0.12304
NGC5406,5620.0,0.27287,0.26467,nan,nan,nan,nan,0.05518,0.12304
NGC5406,5640.0,-0.06591,0.26467,nan,nan,nan,nan,-0.01128,0.12304
NGC5406,5660.0,-0.12396,0.26462,nan,nan,nan,nan,0.14854,0.12304
NGC5406,5680.0,-0.27203,0.26462,nan,nan,nan,nan,0.00157,0.12304
NGC5406,5700.0,0.05505,0.26463,nan,nan,nan,nan,-0.02235,0.12304
NGC5406,5720.0,0.33479,0.26460,nan,nan,nan,nan,0.15679,0.12304
NGC5406,5740.0,0.06915,0.26460,nan,nan,nan,nan,-0.00186,0.12303
NGC5480,1460.0,0.22281,0.28038,nan,nan,nan,nan,0.02536,0.13864
NGC5480,1480.0,-0.27230,0.28038,nan,nan,nan,nan,-0.00613,0.13864
NGC5480,1500.0,-0.21121,0.28036,nan,nan,nan,nan,0.20772,0.13864
NGC5480,1520.0,-0.15614,0.28036,nan,nan,nan,nan,-0.03392,0.13864
NGC5480,1540.0,-0.02248,0.28036,nan,nan,nan,nan,-0.05488,0.13864
NGC5480,1560.0,-0.02638,0.28037,nan,nan,nan,nan,0.03558,0.13864
NGC5480,1580.0,0.46187,0.28034,nan,nan,nan,nan,-0.08681,0.13864
NGC5480,1600.0,0.29387,0.28034,nan,nan,nan,nan,-0.02446,0.13864
NGC5480,1620.0,0.00373,0.28031,nan,nan,nan,nan,0.09158,0.13864
NGC5480,1640.0,-0.12378,0.28028,nan,nan,nan,nan,-0.06917,0.13864
NGC5480,1660.0,0.24064,0.28025,nan,nan,nan,nan,0.09460,0.13864
NGC5480,1680.0,-0.14738,0.28026,nan,nan,nan,nan,-0.16501,0.13863
NGC5480,1700.0,0.00323,0.28026,nan,nan,nan,nan,0.03885,0.13863
NGC5480,1720.0,-0.13870,0.28026,nan,nan,nan,nan,0.07628,0.13863
NGC5480,1740.0,-0.02170,0.28027,nan,nan,-0.07140,0.03292,-0.06729,0.13863
NGC5480,1760.0,0.06543,0.28024,-0.01951,0.01589,-0.01858,0.05561,0.05685,0.13863
NGC5480,1780.0,-0.23459,0.28024,0.04656,0.03778,0.07342,0.06964,0.15877,0.13863
NGC5480,1800.0,-0.21971,0.28021,0.33650,0.05230,0.27413,0.07507,0.43571,0.13863
NGC5480,1820.0,0.38685,0.28022,0.79343,0.05829,0.57015,0.08225,0.55504,0.13863
NGC5480,1840.0,0.36576,0.28019,0.76746,0.06150,0.52899,0.08405,0.53259,0.13863
NGC5480,1860.0,0.42500,0.28016,0.76858,0.06054,0.53190,0.10211,0.48250,0.13863
NGC5480,1880.0,0.27243,0.28013,0.66230,0.05890,0.45069,0.11081,0.46772,0.13862
NGC5480,1900.0,0.44563,0.28013,0.78631,0.05866,0.72044,0.11558,0.62086,0.13862
NGC5480,1920.0,0.53436,0.28013,0.72665,0.06003,0.65817,0.11818,0.61363,0.13862
NGC5480,1940.0,0.45226,0.28014,0.72845,0.06258,0.50624,0.12211,0.35889,0.13862
NGC5480,1960.0,0.30067,0.28014,0.81506,0.06561,0.54763,0.10577,0.31184,0.13862
NGC5480,1980.0,-0.32605,0.28014,0.31480,0.06126,0.26114,0.09273,0.06815,0.13862
NGC5480,2000.0,-0.25295,0.28015,0.07657,0.04511,0.02938,0.08158,0.05257,0.13862
NGC5480,2020.0,0.30434,0.28015,0.02831,0.01798,0.07275,0.05800,-0.10730,0.13862
NGC5480,2040.0,0.02022,0.28015,-0.00942,0.01471,nan,nan,0.01743,0.13862
NGC5480,2060.0,-0.09951,0.28016,nan,nan,nan,nan,-0.04899,0.13862
NGC5480,2080.0,0.08565,0.28016,nan,nan,nan,nan,-0.08746,0.13862
NGC5480,2100.0,0.15723,0.28016,nan,nan,nan,nan,-0.02389,0.13861
NGC5480,2120.0,-0.12979,0.28017,nan,nan,nan,nan,-0.14501,0.13861
NGC5480,2140.0,0.09753,0.28017,nan,nan,nan,nan,-0.02273,0.13861
NGC5480,2160.0,0.03386,0.28017,nan,nan,nan,nan,0.10599,0.13861
NGC5480,2180.0,-0.19054,0.28018,nan,nan,nan,nan,0.01781,0.13861
NGC5480,2200.0,0.17475,0.28008,nan,nan,nan,nan,-0.05961,0.13861
NGC5480,2220.0,-0.00342,0.28009,nan,nan,nan,nan,-0.07471,0.13861
NGC5480,2240.0,0.37569,0.28009,nan,nan,nan,nan,-0.06079,0.13861
NGC5480,2260.0,0.00472,0.28006,nan,nan,nan,nan,0.03042,0.13861
NGC5480,2280.0,-0.13746,0.28006,nan,nan,nan,nan,-0.00845,0.13861
NGC5480,2300.0,0.02988,0.28007,nan,nan,nan,nan,-0.07661,0.13860
NGC5480,2320.0,-0.05954,0.28007,nan,nan,nan,nan,-0.03302,0.13860
NGC5485,1480.0,0.32621,0.27616,nan,nan,nan,nan,,
NGC5485,1500.0,0.00272,0.27616,nan,nan,nan,nan,,
NGC5485,1520.0,-0.14095,0.27616,nan,nan,nan,nan,,
NGC5485,1540.0,0.21471,0.27617,nan,nan,nan,nan,,
NGC5485,1560.0,0.21098,0.27617,nan,nan,nan,nan,,
NGC5485,1580.0,0.16049,0.27617,nan,nan,nan,nan,,
NGC5485,1600.0,0.22848,0.27617,nan,nan,nan,nan,,
NGC5485,1620.0,-0.03938,0.27614,nan,nan,nan,nan,,
NGC5485,1640.0,-0.00054,0.27614,nan,nan,nan,nan,,
NGC5485,1660.0,0.06946,0.27611,nan,nan,nan,nan,,
NGC5485,1680.0,0.15666,0.27612,nan,nan,nan,nan,,
NGC5485,1700.0,0.11807,0.27609,nan,nan,nan,nan,,
NGC5485,1720.0,-0.02506,0.27609,nan,nan,nan,nan,,
NGC5485,1740.0,-0.05304,0.27609,nan,nan,nan,nan,,
NGC5485,1760.0,-0.11661,0.27609,nan,nan,nan,nan,,
NGC5485,1780.0,-0.19381,0.27609,nan,nan,nan,nan,,
NGC5485,1800.0,0.07940,0.27610,nan,nan,nan,nan,,
NGC5485,1820.0,0.12829,0.27610,nan,nan,nan,nan,,
NGC5485,1840.0,-0.06674,0.27610,nan,nan,nan,nan,,
NGC5485,1860.0,-0.21046,0.27610,nan,nan,nan,nan,,
NGC5485,1880.0,-0.00605,0.27610,nan,nan,nan,nan,,
NGC5485,1900.0,0.04977,0.27607,nan,nan,nan,nan,,
NGC5485,1920.0,0.24090,0.27604,nan,nan,nan,nan,,
NGC5485,1940.0,0.04409,0.27605,nan,nan,nan,nan,,
NGC5485,1960.0,0.10412,0.27605,nan,nan,nan,nan,,
NGC5485,1980.0,0.04409,0.27599,nan,nan,nan,nan,,
NGC5485,2000.0,0.00209,0.27599,nan,nan,nan,nan,,
NGC5485,2020.0,-0.07645,0.27599,nan,nan,nan,nan,,
NGC5485,2040.0,0.24666,0.27596,nan,nan,nan,nan,,
NGC5485,2060.0,-0.23380,0.27596,nan,nan,nan,nan,,
NGC5485,2080.0,0.09409,0.27596,nan,nan,nan,nan,,
NGC5485,2100.0,-0.02748,0.27597,nan,nan,nan,nan,,
NGC5485,2120.0,0.03432,0.27597,nan,nan,nan,nan,,
NGC5485,2140.0,0.07249,0.27597,nan,nan,nan,nan,,
NGC5485,2160.0,0.02978,0.27594,nan,nan,nan,nan,,
NGC5485,2180.0,0.09892,0.27594,nan,nan,nan,nan,,
NGC5485,2200.0,-0.03321,0.27594,nan,nan,nan,nan,,
NGC5485,2220.0,0.04978,0.27595,nan,nan,nan,nan,,
NGC5485,2240.0,-0.33106,0.27595,nan,nan,nan,nan,,
NGC5485,2260.0,-0.15435,0.27595,nan,nan,nan,nan,,
NGC5485,2280.0,-0.22019,0.27595,nan,nan,nan,nan,,
NGC5485,2300.0,-0.04380,0.27596,nan,nan,nan,nan,,
NGC5485,2320.0,0.14748,0.27596,nan,nan,nan,nan,,
NGC5485,2340.0,0.21541,0.27596,nan,nan,nan,nan,,
NGC5520,1440.0,0.11978,0.26229,nan,nan,nan,nan,-0.08480,0.07339
NGC5520,1460.0,-0.14813,0.26220,nan,nan,nan,nan,0.02081,0.07338
NGC5520,1480.0,0.05070,0.26217,nan,nan,nan,nan,0.00898,0.07338
NGC5520,1500.0,0.24462,0.26214,nan,nan,nan,nan,0.02762,0.07338
NGC5520,1520.0,-0.02434,0.26214,nan,nan,nan,nan,-0.00453,0.07338
NGC5520,1540.0,0.07949,0.26214,nan,nan,nan,nan,-0.03812,0.07338
NGC5520,1560.0,0.17659,0.26215,nan,nan,nan,nan,-0.00048,0.07338
NGC5520,1580.0,0.21778,0.26215,nan,nan,nan,nan,-0.04059,0.07337
NGC5520,1600.0,0.03211,0.26215,nan,nan,nan,nan,0.06993,0.07337
NGC5520,1620.0,-0.17740,0.26215,nan,nan,nan,nan,0.01890,0.07337
NGC5520,1640.0,0.08642,0.26216,nan,nan,nan,nan,0.02931,0.07337
NGC5520,1660.0,-0.08766,0.26213,nan,nan,nan,nan,-0.03772,0.07337
NGC5520,1680.0,0.02446,0.26213,nan,nan,nan,nan,-0.04693,0.07337
NGC5520,1700.0,0.37314,0.26213,0.00375,0.00660,-0.03797,0.04611,-0.02115,0.07336
NGC5520,1720.0,-0.12374,0.26213,-0.00077,0.02772,-0.01227,0.05106,0.00634,0.07336
NGC5520,1740.0,0.14132,0.26214,0.26406,0.03263,0.24388,0.05270,0.25682,0.07336
NGC5520,1760.0,0.53467,0.26214,0.29722,0.03638,0.27593,0.05589,0.22532,0.07336
NGC5520,1780.0,-0.10537,0.26214,0.29498,0.03758,0.25580,0.05588,0.16847,0.07336
NGC5520,1800.0,0.15281,0.26214,0.26142,0.03592,0.20425,0.05167,0.12370,0.07336
NGC5520,1820.0,0.02245,0.26211,0.17101,0.03338,0.13991,0.05153,0.06450,0.07336
NGC5520,1840.0,0.06549,0.26208,0.13029,0.03094,0.11131,0.05140,0.00838,0.07335
NGC5520,1860.0,0.19720,0.26205,0.20120,0.03319,0.13421,0.05309,0.07317,0.07335
NGC5520,1880.0,-0.15666,0.26206,0.18499,0.03401,0.12591,0.05074,0.06703,0.07335
NGC5520,1900.0,0.03889,0.26203,0.16308,0.03252,0.13800,0.05169,0.09798,0.07335
NGC5520,1920.0,0.31718,0.26203,0.20573,0.03200,0.16799,0.05018,0.05955,0.07335
NGC5520,1940.0,0.15134,0.26200,0.19146,0.03342,0.10848,0.05552,0.01455,0.07335
NGC5520,1960.0,0.05464,0.26197,0.23806,0.03366,0.21354,0.05611,0.09807,0.07334
NGC5520,1980.0,-0.09593,0.26197,0.23345,0.03667,0.25081,0.05403,0.22592,0.07334
NGC5520,2000.0,0.13305,0.26197,0.34371,0.03433,0.31854,0.05225,0.26696,0.07334
NGC5520,2020.0,0.33909,0.26198,0.11862,0.03111,0.08306,0.05039,0.05514,0.07334
NGC5520,2040.0,-0.00786,0.26195,0.01271,0.02229,0.00765,0.04908,-0.00700,0.07334
NGC5520,2060.0,-0.34113,0.26195,nan,nan,-0.00789,0.03363,0.05768,0.07334
NGC5520,2080.0,-0.13191,0.26195,nan,nan,nan,nan,0.06683,0.07334
NGC5520,2100.0,-0.07624,0.26195,nan,nan,nan,nan,0.00046,0.07333
NGC5520,2120.0,-0.18676,0.26196,nan,nan,nan,nan,0.04018,0.07333
NGC5520,2140.0,0.13628,0.26196,nan,nan,nan,nan,-0.01640,0.07333
NGC5520,2160.0,0.15435,0.26196,nan,nan,nan,nan,-0.04175,0.07333
NGC5520,2180.0,0.04657,0.26193,nan,nan,nan,nan,-0.03506,0.07333
NGC5520,2200.0,-0.01770,0.26193,nan,nan,nan,nan,-0.01403,0.07333
NGC5520,2220.0,-0.02402,0.26194,nan,nan,nan,nan,-0.04150,0.07332
NGC5520,2240.0,-0.04030,0.26191,nan,nan,nan,nan,0.01659,0.07332
NGC5520,2260.0,0.03404,0.26191,nan,nan,nan,nan,0.04511,0.07332
NGC5520,2280.0,-0.20900,0.26185,nan,nan,nan,nan,0.04182,0.07332
NGC5520,2300.0,-0.15649,0.26182,nan,nan,nan,nan,0.02468,0.07332
NGC5614,3400.0,0.02196,0.26459,nan,nan,nan,nan,-0.09460,0.09938
NGC5614,3420.0,-0.08138,0.26459,nan,nan,nan,nan,-0.06005,0.09938
NGC5614,3440.0,-0.29667,0.26459,nan,nan,nan,nan,-0.11047,0.09937
NGC5614,3460.0,0.07309,0.26459,nan,nan,nan,nan,0.04911,0.09937
NGC5614,3480.0,0.14738,0.26460,nan,nan,nan,nan,0.09677,0.09937
NGC5614,3500.0,-0.14640,0.26460,nan,nan,nan,nan,0.00410,0.09937
NGC5614,3520.0,0.14168,0.26460,nan,nan,nan,nan,-0.11210,0.09937
NGC5614,3540.0,-0.10354,0.26460,nan,nan,nan,nan,0.01532,0.09937
NGC5614,3560.0,-0.25726,0.26461,nan,nan,nan,nan,0.01892,0.09936
NGC5614,3580.0,-0.22548,0.26461,nan,nan,nan,nan,0.08009,0.09936
NGC5614,3600.0,-0.11966,0.26461,nan,nan,nan,nan,0.04550,0.09936
NGC5614,3620.0,-0.00627,0.26462,nan,nan,-0.00609,0.01382,-0.01167,0.09936
NGC5614,3640.0,-0.15677,0.26462,0.00625,0.00979,0.03306,0.02496,-0.07615,0.09936
NGC5614,3660.0,0.09164,0.26462,0.02026,0.01584,0.01666,0.03860,-0.00607,0.09936
NGC5614,3680.0,0.07215,0.26462,0.06237,0.02338,0.07125,0.04471,0.02698,0.09935
NGC5614,3700.0,0.07397,0.26457,0.20807,0.02761,0.17533,0.06367,0.08466,0.09935
NGC5614,3720.0,0.01566,0.26457,0.44085,0.03157,0.33208,0.06552,0.22170,0.09935
NGC5614,3740.0,0.25280,0.26455,0.63852,0.03453,0.77765,0.06615,0.65338,0.09935
NGC5614,3760.0,0.31160,0.26455,0.75594,0.04606,0.70997,0.07494,0.65230,0.09935
NGC5614,3780.0,0.41177,0.26455,0.68279,0.05278,0.53871,0.08151,0.46698,0.09935
NGC5614,3800.0,0.16228,0.26455,0.92321,0.05921,0.81254,0.08072,0.60978,0.09934
NGC5614,3820.0,0.41604,0.26456,0.96137,0.07593,0.90690,0.09207,0.81175,0.09934
NGC5614,3840.0,0.39972,0.26453,1.19302,0.08651,0.82420,0.09604,0.76134,0.09934
NGC5614,3860.0,0.73396,0.26451,1.39334,0.08472,1.24139,0.09377,1.11647,0.09934
NGC5614,3880.0,0.45219,0.26445,1.20052,0.07041,1.08014,0.08995,0.95473,0.09934
NGC5614,3900.0,0.35626,0.26443,0.99518,0.05852,0.88372,0.08362,0.76469,0.09934
NGC5614,3920.0,0.45623,0.26443,0.72381,0.05635,0.58417,0.07255,0.43395,0.09933
NGC5614,3940.0,0.37656,0.26438,0.68002,0.05128,0.62751,0.06700,0.48851,0.09933
NGC5614,3960.0,0.21461,0.26438,0.57886,0.05540,0.45720,0.05387,0.29833,0.09933
NGC5614,3980.0,0.03207,0.26435,0.43278,0.04891,0.26823,0.05260,0.16750,0.09933
NGC5614,4000.0,-0.09382,0.26436,0.23852,0.04243,0.20162,0.04708,0.13524,0.09933
NGC5614,4020.0,-0.00818,0.26436,0.11576,0.02652,0.12975,0.04236,-0.03575,0.09933
NGC5614,4040.0,0.31874,0.26436,0.01528,0.02322,-0.02557,0.03786,0.05219,0.09932
NGC5614,4060.0,-0.04133,0.26436,-0.00300,0.00980,0.00348,0.03045,0.03561,0.09932
NGC5614,4080.0,-0.01029,0.26437,nan,nan,nan,nan,0.05610,0.09932
NGC5614,4100.0,0.13302,0.26437,nan,nan,nan,nan,-0.05177,0.09932
NGC5614,4120.0,-0.11840,0.26434,nan,nan,nan,nan,-0.01634,0.09932
NGC5614,4140.0,-0.16488,0.26429,nan,nan,nan,nan,0.03907,0.09931
NGC5614,4160.0,0.12872,0.26429,nan,nan,nan,nan,-0.05299,0.09931
NGC5614,4180.0,0.23438,0.26430,nan,nan,nan,nan,-0.07007,0.09931
NGC5614,4200.0,-0.18191,0.26430,nan,nan,nan,nan,-0.08043,0.09931
NGC5614,4220.0,0.19419,0.26427,nan,nan,nan,nan,-0.11831,0.09931
NGC5614,4240.0,0.32884,0.26428,nan,nan,nan,nan,-0.00228,0.09931
NGC5614,4260.0,-0.04136,0.26428,nan,nan,nan,nan,0.01040,0.09930
NGC5633,1880.0,0.11315,0.28643,nan,nan,nan,nan,-0.02118,0.08907
NGC5633,1900.0,0.32746,0.28644,nan,nan,nan,nan,0.08455,0.08906
NGC5633,1920.0,0.15281,0.28644,nan,nan,nan,nan,0.01703,0.08906
NGC5633,1940.0,0.10565,0.28641,nan,nan,nan,nan,-0.02243,0.08906
NGC5633,1960.0,-0.21571,0.28641,nan,nan,nan,nan,0.06994,0.08906
NGC5633,1980.0,-0.13388,0.28642,nan,nan,nan,nan,-0.01668,0.08906
NGC5633,2000.0,0.06682,0.28642,nan,nan,nan,nan,-0.06275,0.08905
NGC5633,2020.0,-0.23063,0.28642,nan,nan,nan,nan,0.05335,0.08905
NGC5633,2040.0,-0.05460,0.28640,nan,nan,nan,nan,0.03625,0.08905
NGC5633,2060.0,-0.00997,0.28640,nan,nan,nan,nan,-0.00377,0.08905
NGC5633,2080.0,-0.12309,0.28634,nan,nan,nan,nan,-0.03864,0.08905
NGC5633,2100.0,0.08483,0.28634,nan,nan,nan,nan,-0.02792,0.08904
NGC5633,2120.0,-0.15580,0.28628,nan,nan,-0.00279,0.02333,-0.06772,0.08904
NGC5633,2140.0,-0.17276,0.28628,nan,nan,-0.01212,0.04251,-0.07724,0.08904
NGC5633,2160.0,-0.00351,0.28629,0.01657,0.02746,0.06393,0.05790,0.02153,0.08904
NGC5633,2180.0,0.27447,0.28629,0.16319,0.04059,0.09984,0.06121,0.07123,0.08904
NGC5633,2200.0,0.12828,0.28629,0.55305,0.04587,0.47487,0.06546,0.44313,0.08903
NGC5633,2220.0,0.51857,0.28630,0.52710,0.04956,0.42381,0.06851,0.31961,0.08903
NGC5633,2240.0,0.36028,0.28630,0.43636,0.04497,0.38228,0.07052,0.32930,0.08903
NGC5633,2260.0,0.63077,0.28630,0.56589,0.04158,0.47576,0.06717,0.34015,0.08903
NGC5633,2280.0,0.49885,0.28627,0.46239,0.04430,0.41102,0.06492,0.23295,0.08903
NGC5633,2300.0,0.28384,0.28624,0.38812,0.04482,0.30467,0.06411,0.15886,0.08902
NGC5633,2320.0,0.19196,0.28625,0.39516,0.04352,0.30934,0.06538,0.16698,0.08902
NGC5633,2340.0,0.38401,0.28625,0.35875,0.04166,0.24284,0.06450,0.14164,0.08902
NGC5633,2360.0,0.26182,0.28625,0.45337,0.04317,0.41299,0.06398,0.29515,0.08902
NGC5633,2380.0,0.46032,0.28622,0.44471,0.04412,0.36434,0.06229,0.28378,0.08902
NGC5633,2400.0,0.42822,0.28623,0.53698,0.04342,0.46825,0.06538,0.47896,0.08901
NGC5633,2420.0,0.24002,0.28620,0.58398,0.04224,0.51989,0.06324,0.48469,0.08901
NGC5633,2440.0,0.31568,0.28620,0.53944,0.04001,0.47989,0.06024,0.43543,0.08901
NGC5633,2460.0,0.21760,0.28620,0.26945,0.03670,0.27125,0.05893,0.12656,0.08901
NGC5633,2480.0,-0.07963,0.28618,0.01843,0.03105,-0.02331,0.05344,-0.05281,0.08901
NGC5633,2500.0,0.08722,0.28615,nan,nan,-0.04453,0.04677,-0.12934,0.08900
NGC5633,2520.0,0.19349,0.28615,nan,nan,nan,nan,-0.00207,0.08900
NGC5633,2540.0,0.09113,0.28615,nan,nan,nan,nan,-0.04938,0.08900
NGC5633,2560.0,0.13357,0.28613,nan,nan,nan,nan,0.00118,0.08900
NGC5633,2580.0,-0.08021,0.28613,nan,nan,nan,nan,0.05184,0.08900
NGC5633,2600.0,0.25153,0.28610,nan,nan,nan,nan,-0.05995,0.08900
NGC5633,2620.0,0.00521,0.28610,nan,nan,nan,nan,-0.04660,0.08899
NGC5633,2640.0,-0.09114,0.28611,nan,nan,nan,nan,0.02472,0.08899
NGC5633,2660.0,-0.09679,0.28611,nan,nan,nan,nan,0.04437,0.08899
NGC5633,2680.0,0.20109,0.28608,nan,nan,nan,nan,-0.03985,0.08899
NGC5633,2700.0,0.10465,0.28608,nan,nan,nan,nan,-0.08325,0.08899
NGC5633,2720.0,-0.01819,0.28605,nan,nan,nan,nan,0.01457,0.08898
NGC5633,2740.0,0.01712,0.28606,nan,nan,nan,nan,-0.05348,0.08898
NGC5657,3440.0,0.06487,0.27341,nan,nan,nan,nan,-0.01364,0.04932
NGC5657,3460.0,-0.05268,0.27338,nan,nan,nan,nan,0.00804,0.04932
NGC5657,3480.0,-0.14707,0.27338,nan,nan,nan,nan,0.04730,0.04932
NGC5657,3500.0,0.36085,0.27339,nan,nan,nan,nan,0.08992,0.04932
NGC5657,3520.0,-0.07048,0.27339,nan,nan,nan,nan,-0.04292,0.04932
NGC5657,3540.0,-0.16814,0.27339,nan,nan,nan,nan,-0.00408,0.04932
NGC5657,3560.0,0.25356,0.27336,nan,nan,nan,nan,0.06280,0.04931
NGC5657,3580.0,0.13702,0.27337,nan,nan,nan,nan,-0.03751,0.04931
NGC5657,3600.0,0.19398,0.27337,nan,nan,nan,nan,-0.03957,0.04931
NGC5657,3620.0,-0.10680,0.27337,nan,nan,nan,nan,0.00702,0.04931
NGC5657,3640.0,0.09331,0.27335,nan,nan,nan,nan,0.05465,0.04931
NGC5657,3660.0,0.19473,0.27335,-0.00068,0.00856,0.01566,0.03219,0.04642,0.04931
NGC5657,3680.0,-0.09482,0.27335,0.01447,0.01375,0.01910,0.03273,0.08390,0.04931
NGC5657,3700.0,0.12781,0.27335,0.03957,0.01753,0.09868,0.03450,0.11604,0.04930
NGC5657,3720.0,-0.05554,0.27336,0.06500,0.01932,0.05768,0.04153,0.05771,0.04930
NGC5657,3740.0,0.18552,0.27336,0.06563,0.02144,0.05604,0.04480,0.04554,0.04930
NGC5657,3760.0,0.19589,0.27336,0.09224,0.02950,0.14006,0.04643,0.13197,0.04930
NGC5657,3780.0,-0.02252,0.27337,0.17766,0.03132,0.18266,0.04731,0.17981,0.04930
NGC5657,3800.0,-0.00940,0.27337,0.10023,0.03242,0.09731,0.04751,0.08422,0.04930
NGC5657,3820.0,0.15565,0.27337,0.10232,0.02618,0.07686,0.04485,0.06026,0.04930
NGC5657,3840.0,0.04646,0.27335,0.10191,0.02512,0.14082,0.04193,0.13636,0.04929
NGC5657,3860.0,0.22680,0.27335,0.11556,0.02314,0.16371,0.04088,0.14967,0.04929
NGC5657,3880.0,-0.10440,0.27329,0.11646,0.02518,0.14789,0.04177,0.14412,0.04929
NGC5657,3900.0,-0.14337,0.27329,0.12352,0.02607,0.11906,0.04150,0.12904,0.04929
NGC5657,3920.0,0.09864,0.27330,0.13176,0.02543,0.14380,0.04295,0.13280,0.04929
NGC5657,3940.0,0.10261,0.27327,0.09832,0.02606,0.11226,0.04084,0.11672,0.04929
NGC5657,3960.0,0.34067,0.27327,0.07663,0.02474,0.07677,0.04036,0.05061,0.04929
NGC5657,3980.0,0.17972,0.27328,0.04358,0.02142,0.08587,0.03834,0.05438,0.04928
NGC5657,4000.0,-0.26664,0.27328,0.02369,0.01406,0.04337,0.03535,0.05216,0.04928
NGC5657,4020.0,-0.23735,0.27328,0.00927,0.01074,0.04321,0.03015,0.02534,0.04928
NGC5657,4040.0,-0.11550,0.27328,nan,nan,0.03375,0.01963,0.09467,0.04928
NGC5657,4060.0,-0.03124,0.27329,nan,nan,nan,nan,-0.03988,0.04928
NGC5657,4080.0,-0.10611,0.27329,nan,nan,nan,nan,0.02451,0.04928
NGC5657,4100.0,-0.12699,0.27329,nan,nan,nan,nan,0.02485,0.04928
NGC5657,4120.0,0.15297,0.27330,nan,nan,nan,nan,0.04759,0.04927
NGC5657,4140.0,-0.09313,0.27321,nan,nan,nan,nan,0.01060,0.04927
NGC5657,4160.0,0.10716,0.27318,nan,nan,nan,nan,-0.00906,0.04927
NGC5657,4180.0,-0.03932,0.27316,nan,nan,nan,nan,-0.00470,0.04927
NGC5657,4200.0,-0.21866,0.27316,nan,nan,nan,nan,0.00726,0.04927
NGC5657,4220.0,-0.17047,0.27316,nan,nan,nan,nan,0.06034,0.04927
NGC5657,4240.0,0.08084,0.27316,nan,nan,nan,nan,-0.03175,0.04926
NGC5657,4260.0,0.04120,0.27317,nan,nan,nan,nan,0.00467,0.04926
NGC5682,1820.0,0.15829,0.30135,nan,nan,nan,nan,,
NGC5682,1840.0,-0.00226,0.30135,nan,nan,nan,nan,,
NGC5682,1860.0,-0.09536,0.30132,nan,nan,nan,nan,,
NGC5682,1880.0,-0.47538,0.30132,nan,nan,nan,nan,,
NGC5682,1900.0,-0.41459,0.30133,nan,nan,nan,nan,,
NGC5682,1920.0,-0.08630,0.30133,nan,nan,nan,nan,,
NGC5682,1940.0,-0.06681,0.30133,nan,nan,nan,nan,,
NGC5682,1960.0,0.12532,0.30134,nan,nan,nan,nan,,
NGC5682,1980.0,-0.23170,0.30131,nan,nan,nan,nan,,
NGC5682,2000.0,0.08358,0.30131,nan,nan,nan,nan,,
NGC5682,2020.0,0.10176,0.30131,nan,nan,nan,nan,,
NGC5682,2040.0,0.07967,0.30132,nan,nan,nan,nan,,
NGC5682,2060.0,-0.29215,0.30132,nan,nan,nan,nan,,
NGC5682,2080.0,-0.15863,0.30132,nan,nan,nan,nan,,
NGC5682,2100.0,0.18553,0.30132,nan,nan,nan,nan,,
NGC5682,2120.0,-0.08962,0.30130,nan,nan,nan,nan,,
NGC5682,2140.0,-0.37173,0.30130,nan,nan,nan,nan,,
NGC5682,2160.0,0.06680,0.30127,nan,nan,nan,nan,,
NGC5682,2180.0,0.04155,0.30127,nan,nan,nan,nan,,
NGC5682,2200.0,0.19216,0.30127,nan,nan,nan,nan,,
NGC5682,2220.0,-0.14007,0.30128,nan,nan,nan,nan,,
NGC5682,2240.0,0.15817,0.30128,nan,nan,nan,nan,,
NGC5682,2260.0,0.00918,0.30128,nan,nan,nan,nan,,
NGC5682,2280.0,0.09969,0.30129,nan,nan,nan,nan,,
NGC5682,2300.0,-0.00568,0.30129,nan,nan,nan,nan,,
NGC5682,2320.0,-0.01835,0.30123,nan,nan,nan,nan,,
NGC5682,2340.0,0.07233,0.30116,nan,nan,nan,nan,,
NGC5682,2360.0,0.10705,0.30113,nan,nan,nan,nan,,
NGC5682,2380.0,0.06887,0.30114,nan,nan,nan,nan,,
NGC5682,2400.0,0.05760,0.30111,nan,nan,nan,nan,,
NGC5682,2420.0,-0.05151,0.30111,nan,nan,nan,nan,,
