# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Galaxy Name}
# - {name: coVlsr_smo7, unit: km / s, datatype: float64}
# - {name: coNomaskSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coNomaskUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# - {name: coDilatedSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coDilatedUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# - {name: coSmoothSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coSmoothUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# - {name: coMask2dSpec_smo7, unit: Jy, datatype: float64, format: .5f, description: channel-averaged flux}
# - {name: coMask2dUnc_smo7, unit: Jy, datatype: float64, format: .5f, description: formal uncertainty}
# delimiter: ','
# schema: astropy-2.0
Name,coVlsr_smo7,coNomaskSpec_smo7,coNomaskUnc_smo7,coDilatedSpec_smo7,coDilatedUnc_smo7,coSmoothSpec_smo7,coSmoothUnc_smo7,coMask2dSpec_smo7,coMask2dUnc_smo7
NGC2623,5240.0,0.06488,0.15913,0.11506,0.01576,0.13820,0.02843,0.12449,0.04191
NGC2623,5260.0,0.13972,0.15912,0.13792,0.01628,0.11567,0.02918,0.13275,0.04191
NGC2623,5280.0,0.22836,0.15912,0.22148,0.01564,0.22608,0.02946,0.22030,0.04191
NGC2623,5300.0,0.27869,0.15910,0.27286,0.01698,0.28013,0.03255,0.27798,0.04191
NGC2623,5320.0,0.58133,0.15907,0.34305,0.01770,0.30486,0.03367,0.31592,0.04191
NGC2623,5340.0,0.26907,0.15906,0.36769,0.01869,0.39032,0.03513,0.38203,0.04191
NGC2623,5360.0,0.42548,0.15906,0.40773,0.01911,0.44405,0.03854,0.42300,0.04191
NGC2623,5380.0,0.24883,0.15906,0.41568,0.01935,0.44765,0.03874,0.44730,0.04190
NGC2623,5400.0,0.49495,0.15904,0.37445,0.02020,0.41853,0.03950,0.41441,0.04190
NGC2623,5420.0,0.35643,0.15904,0.39417,0.01886,0.36906,0.03980,0.35999,0.04190
NGC2623,5440.0,0.33319,0.15905,0.37508,0.01838,0.38956,0.03671,0.35777,0.04190
NGC2623,5460.0,0.54328,0.15905,0.37368,0.01787,0.40206,0.03573,0.37527,0.04190
NGC2623,5480.0,0.32245,0.15903,0.33598,0.01662,0.30699,0.03539,0.28153,0.04190
NGC2623,5500.0,0.26440,0.15903,0.29207,0.01546,0.28048,0.03645,0.27145,0.04190
NGC2623,5520.0,0.51426,0.15904,0.28544,0.01630,0.27461,0.03120,0.24629,0.04190
NGC2623,5540.0,0.21351,0.15904,0.28976,0.01633,0.32650,0.03134,0.30543,0.04190
NGC2623,5560.0,0.22170,0.15904,0.22894,0.01628,0.20899,0.03126,0.17404,0.04189
NGC2623,5580.0,0.24581,0.15904,0.21081,0.01514,0.23151,0.03071,0.20921,0.04189
NGC2623,5600.0,0.08398,0.15904,0.20124,0.01505,0.18529,0.02675,0.18759,0.04189
NGC2623,5620.0,0.01269,0.15904,0.12822,0.01481,0.12126,0.02662,0.13268,0.04189
NGC2623,5640.0,0.05216,0.15905,0.07161,0.01282,0.05408,0.02469,0.07598,0.04189
NGC2623,5660.0,0.10339,0.15903,0.02431,0.01132,0.00377,0.02313,-0.01913,0.04189
NGC2623,5680.0,-0.01266,0.15903,0.01353,0.00831,0.01622,0.01875,0.02388,0.04189
NGC2623,5700.0,-0.06231,0.15902,0.00167,0.00552,0.00111,0.00730,-0.01366,0.04189
NGC2623,5720.0,-0.03403,0.15900,nan,nan,nan,nan,0.03355,0.04189
NGC2623,5740.0,0.07952,0.15900,nan,nan,nan,nan,-0.04031,0.04189
NGC2623,5760.0,0.11507,0.15901,nan,nan,nan,nan,-0.03233,0.04188
NGC2623,5780.0,0.07467,0.15899,nan,nan,nan,nan,-0.00593,0.04188
NGC2623,5800.0,0.04022,0.15896,nan,nan,nan,nan,-0.00122,0.04188
NGC2623,5820.0,0.04510,0.15896,nan,nan,nan,nan,-0.05403,0.04188
NGC2623,5840.0,0.08662,0.15896,nan,nan,nan,nan,0.01003,0.04188
NGC2623,5860.0,0.03121,0.15896,nan,nan,nan,nan,-0.02593,0.04188
NGC2639,2720.0,0.06679,0.26781,nan,nan,nan,nan,-0.05266,0.08208
NGC2639,2740.0,0.22091,0.26778,nan,nan,nan,nan,0.04746,0.08208
NGC2639,2760.0,0.04811,0.26779,nan,nan,nan,nan,0.00821,0.08208
NGC2639,2780.0,0.24446,0.26779,-0.00341,0.00492,nan,nan,-0.02950,0.08207
NGC2639,2800.0,0.03162,0.26779,0.00562,0.02017,nan,nan,0.09380,0.08207
NGC2639,2820.0,-0.00185,0.26780,0.07366,0.02031,0.03122,0.03371,-0.06733,0.08207
NGC2639,2840.0,0.04639,0.26777,0.03582,0.02681,0.05161,0.04716,0.01633,0.08207
NGC2639,2860.0,0.10868,0.26777,0.10747,0.03068,0.09585,0.04806,0.00073,0.08207
NGC2639,2880.0,0.19537,0.26769,0.27772,0.03389,0.26932,0.05064,0.21295,0.08206
NGC2639,2900.0,0.28805,0.26769,0.25303,0.03519,0.22624,0.05139,0.19737,0.08206
NGC2639,2920.0,0.15557,0.26769,0.21484,0.03087,0.22131,0.05166,0.10027,0.08206
NGC2639,2940.0,-0.08778,0.26767,0.19163,0.03003,0.16342,0.04756,0.17246,0.08206
NGC2639,2960.0,0.09745,0.26767,0.15461,0.03078,0.13458,0.04769,0.15822,0.08206
NGC2639,2980.0,0.16862,0.26767,0.13763,0.03293,0.15203,0.05373,0.13398,0.08206
NGC2639,3000.0,0.11650,0.26767,0.15540,0.03416,0.12606,0.05216,0.06914,0.08205
NGC2639,3020.0,0.26436,0.26768,0.13131,0.03250,0.18436,0.05361,0.10363,0.08205
NGC2639,3040.0,-0.01095,0.26768,0.09842,0.03330,0.09511,0.05063,0.00820,0.08205
NGC2639,3060.0,0.06876,0.26765,0.19445,0.03264,0.20836,0.05047,0.10821,0.08205
NGC2639,3080.0,-0.11740,0.26766,0.12153,0.03309,0.13938,0.04660,0.09409,0.08205
NGC2639,3100.0,-0.02483,0.26763,0.13080,0.03276,0.13878,0.04563,0.04893,0.08205
NGC2639,3120.0,-0.09503,0.26763,0.13880,0.03007,0.10586,0.04210,0.08524,0.08204
NGC2639,3140.0,-0.03786,0.26761,0.06556,0.03007,0.06341,0.04253,0.08542,0.08204
NGC2639,3160.0,-0.29547,0.26761,0.12080,0.02703,0.13266,0.04084,0.09761,0.08204
NGC2639,3180.0,0.01280,0.26761,0.12614,0.02868,0.11545,0.03954,0.05435,0.08204
NGC2639,3200.0,-0.23827,0.26762,0.14116,0.02965,0.13182,0.04036,0.17326,0.08204
NGC2639,3220.0,0.11003,0.26762,0.08958,0.03081,0.08711,0.03915,-0.01869,0.08204
NGC2639,3240.0,0.10214,0.26762,0.08779,0.02469,0.10115,0.03972,0.02500,0.08203
NGC2639,3260.0,0.06764,0.26762,0.07739,0.02487,0.07831,0.04096,-0.02736,0.08203
NGC2639,3280.0,-0.09114,0.26763,0.10442,0.02827,0.10486,0.04392,0.05403,0.08203
NGC2639,3300.0,-0.12916,0.26763,0.15312,0.03183,0.17735,0.04723,0.17438,0.08203
NGC2639,3320.0,0.10977,0.26763,0.13433,0.03289,0.12823,0.04800,0.10058,0.08203
NGC2639,3340.0,-0.07003,0.26763,0.12930,0.03378,0.12150,0.05077,0.10151,0.08203
NGC2639,3360.0,0.32805,0.26764,0.19597,0.03028,0.16020,0.04963,0.09687,0.08202
NGC2639,3380.0,0.07299,0.26764,0.22546,0.03151,0.23566,0.04977,0.19356,0.08202
NGC2639,3400.0,0.31670,0.26764,0.29415,0.03584,0.28921,0.05457,0.29289,0.08202
NGC2639,3420.0,0.37144,0.26762,0.33176,0.03731,0.23795,0.05360,0.22107,0.08202
NGC2639,3440.0,0.11588,0.26762,0.31216,0.03524,0.28341,0.05266,0.22595,0.08202
NGC2639,3460.0,0.21682,0.26759,0.03915,0.03155,0.02035,0.05053,0.04573,0.08202
NGC2639,3480.0,0.01051,0.26760,0.00032,0.01383,0.04863,0.04788,0.03530,0.08201
NGC2639,3500.0,0.14800,0.26760,nan,nan,nan,nan,-0.06372,0.08201
NGC2639,3520.0,-0.26880,0.26754,nan,nan,nan,nan,0.03573,0.08201
NGC2639,3540.0,0.00435,0.26755,nan,nan,nan,nan,0.03726,0.08201
NGC2639,3560.0,0.03482,0.26749,nan,nan,nan,nan,-0.08876,0.08201
NGC2639,3580.0,0.09639,0.26749,nan,nan,nan,nan,0.03677,0.08201
NGC2730,3360.0,0.02471,0.24956,nan,nan,nan,nan,0.07344,0.09812
NGC2730,3380.0,-0.16027,0.24957,nan,nan,nan,nan,-0.02173,0.09812
NGC2730,3400.0,-0.17270,0.24957,nan,nan,nan,nan,0.08233,0.09811
NGC2730,3420.0,0.02582,0.24957,nan,nan,nan,nan,0.04371,0.09811
NGC2730,3440.0,0.09499,0.24960,nan,nan,nan,nan,-0.01026,0.09811
NGC2730,3460.0,-0.21806,0.24960,nan,nan,nan,nan,-0.02845,0.09811
NGC2730,3480.0,-0.07574,0.24961,nan,nan,nan,nan,-0.02983,0.09811
NGC2730,3500.0,0.10120,0.24961,nan,nan,nan,nan,0.01211,0.09811
NGC2730,3520.0,0.40934,0.24961,nan,nan,nan,nan,0.00556,0.09811
NGC2730,3540.0,0.17810,0.24961,nan,nan,nan,nan,-0.02819,0.09810
NGC2730,3560.0,-0.08312,0.24959,nan,nan,nan,nan,-0.00796,0.09810
NGC2730,3580.0,-0.22534,0.24959,nan,nan,nan,nan,0.04751,0.09810
NGC2730,3600.0,0.09981,0.24959,nan,nan,nan,nan,0.04462,0.09810
NGC2730,3620.0,0.09301,0.24957,nan,nan,nan,nan,0.08489,0.09810
NGC2730,3640.0,0.00664,0.24955,nan,nan,-0.01746,0.02113,-0.03633,0.09810
NGC2730,3660.0,-0.01290,0.24955,nan,nan,0.00063,0.05592,0.02295,0.09810
NGC2730,3680.0,0.06105,0.24955,0.00591,0.02353,0.06450,0.06374,0.02161,0.09809
NGC2730,3700.0,0.01245,0.24955,0.12810,0.03768,0.24188,0.06758,0.09393,0.09809
NGC2730,3720.0,0.15123,0.24956,0.25180,0.04085,0.14877,0.07537,0.07139,0.09809
NGC2730,3740.0,0.02074,0.24956,0.14364,0.04241,0.03150,0.07553,-0.04385,0.09809
NGC2730,3760.0,-0.12729,0.24953,0.16034,0.03351,0.17419,0.06657,0.02597,0.09809
NGC2730,3780.0,-0.27140,0.24954,0.11458,0.03712,0.13182,0.06795,0.07389,0.09809
NGC2730,3800.0,0.06847,0.24954,0.22312,0.04494,0.21763,0.07186,0.08192,0.09809
NGC2730,3820.0,-0.25694,0.24954,0.22374,0.04823,0.13161,0.07433,0.08009,0.09808
NGC2730,3840.0,-0.36764,0.24955,0.26038,0.04671,0.29604,0.06942,0.22926,0.09808
NGC2730,3860.0,0.09412,0.24955,0.10201,0.03959,0.16354,0.06424,0.14814,0.09808
NGC2730,3880.0,-0.06973,0.24955,-0.02102,0.02488,0.00601,0.05987,-0.00172,0.09808
NGC2730,3900.0,-0.17416,0.24955,nan,nan,0.00872,0.04257,0.02573,0.09808
NGC2730,3920.0,-0.29233,0.24953,nan,nan,nan,nan,-0.04682,0.09808
NGC2730,3940.0,-0.11966,0.24950,nan,nan,nan,nan,0.16615,0.09808
NGC2730,3960.0,0.05808,0.24951,nan,nan,nan,nan,-0.01990,0.09807
NGC2730,3980.0,-0.26185,0.24948,nan,nan,nan,nan,-0.06554,0.09807
NGC2730,4000.0,-0.18962,0.24949,nan,nan,nan,nan,-0.05921,0.09807
NGC2730,4020.0,-0.05601,0.24946,nan,nan,nan,nan,0.04604,0.09807
NGC2730,4040.0,-0.10436,0.24946,nan,nan,nan,nan,-0.05497,0.09807
NGC2730,4060.0,-0.06102,0.24944,nan,nan,nan,nan,0.06948,0.09807
NGC2730,4080.0,0.12773,0.24944,nan,nan,nan,nan,-0.02435,0.09807
NGC2730,4100.0,-0.10807,0.24942,nan,nan,nan,nan,0.00360,0.09806
NGC2730,4120.0,-0.06196,0.24942,nan,nan,nan,nan,0.01519,0.09806
NGC2730,4140.0,-0.00382,0.24942,nan,nan,nan,nan,0.04261,0.09806
NGC2730,4160.0,0.19192,0.24943,nan,nan,nan,nan,0.04238,0.09806
NGC2730,4180.0,0.02294,0.24943,nan,nan,nan,nan,-0.01964,0.09806
NGC2730,4200.0,0.07479,0.24940,nan,nan,nan,nan,0.01238,0.09806
NGC2730,4220.0,-0.07532,0.24938,nan,nan,nan,nan,0.05402,0.09806
NGC2880,1240.0,-0.30419,0.29076,nan,nan,nan,nan,,
NGC2880,1260.0,0.06742,0.29073,nan,nan,nan,nan,,
NGC2880,1280.0,0.30702,0.29073,nan,nan,nan,nan,,
NGC2880,1300.0,0.21583,0.29073,nan,nan,nan,nan,,
NGC2880,1320.0,0.09412,0.29074,nan,nan,nan,nan,,
NGC2880,1340.0,-0.39197,0.29074,nan,nan,nan,nan,,
NGC2880,1360.0,-0.15294,0.29074,nan,nan,nan,nan,,
NGC2880,1380.0,-0.20063,0.29071,nan,nan,nan,nan,,
NGC2880,1400.0,0.25494,0.29068,nan,nan,nan,nan,,
NGC2880,1420.0,-0.12933,0.29069,nan,nan,nan,nan,,
NGC2880,1440.0,0.34593,0.29066,nan,nan,nan,nan,,
NGC2880,1460.0,0.30399,0.29066,nan,nan,nan,nan,,
NGC2880,1480.0,0.10889,0.29066,nan,nan,nan,nan,,
NGC2880,1500.0,0.11138,0.29067,nan,nan,nan,nan,,
NGC2880,1520.0,-0.04201,0.29067,nan,nan,nan,nan,,
NGC2880,1540.0,0.09232,0.29067,nan,nan,nan,nan,,
NGC2880,1560.0,0.02800,0.29067,nan,nan,nan,nan,,
NGC2880,1580.0,0.09646,0.29068,nan,nan,nan,nan,,
NGC2880,1600.0,0.08727,0.29068,nan,nan,nan,nan,,
NGC2880,1620.0,0.25416,0.29068,nan,nan,nan,nan,,
NGC2880,1640.0,-0.19595,0.29065,nan,nan,nan,nan,,
NGC2880,1660.0,-0.02946,0.29066,nan,nan,nan,nan,,
NGC2880,1680.0,0.16803,0.29066,nan,nan,nan,nan,,
NGC2880,1700.0,0.10828,0.29063,nan,nan,nan,nan,,
NGC2880,1720.0,-0.35285,0.29063,nan,nan,nan,nan,,
NGC2880,1740.0,-0.17758,0.29057,nan,nan,nan,nan,,
NGC2880,1760.0,-0.07753,0.29057,nan,nan,nan,nan,,
NGC2880,1780.0,0.15831,0.29057,nan,nan,nan,nan,,
NGC2880,1800.0,-0.02517,0.29058,nan,nan,nan,nan,,
NGC2880,1820.0,0.16942,0.29058,nan,nan,nan,nan,,
NGC2880,1840.0,0.01838,0.29058,nan,nan,nan,nan,,
NGC2880,1860.0,-0.09600,0.29059,nan,nan,nan,nan,,
NGC2880,1880.0,0.12087,0.29059,nan,nan,nan,nan,,
NGC2880,1900.0,0.03065,0.29059,nan,nan,nan,nan,,
NGC2880,1920.0,0.35761,0.29056,nan,nan,nan,nan,,
NGC2880,1940.0,0.16914,0.29056,nan,nan,nan,nan,,
NGC2880,1960.0,-0.02775,0.29057,nan,nan,nan,nan,,
NGC2906,1700.0,0.29557,0.28329,nan,nan,nan,nan,-0.09736,0.09532
NGC2906,1720.0,-0.22714,0.28329,nan,nan,nan,nan,-0.05272,0.09532
NGC2906,1740.0,0.29651,0.28329,nan,nan,nan,nan,-0.12423,0.09531
NGC2906,1760.0,-0.44657,0.28330,nan,nan,nan,nan,0.06879,0.09531
NGC2906,1780.0,-0.07445,0.28330,nan,nan,nan,nan,0.05753,0.09531
NGC2906,1800.0,-0.06222,0.28327,nan,nan,nan,nan,0.04327,0.09531
NGC2906,1820.0,-0.18131,0.28324,nan,nan,nan,nan,-0.03677,0.09531
NGC2906,1840.0,-0.33270,0.28325,nan,nan,nan,nan,-0.07292,0.09530
NGC2906,1860.0,0.16185,0.28325,nan,nan,nan,nan,0.03008,0.09530
NGC2906,1880.0,-0.06189,0.28322,nan,nan,nan,nan,-0.02651,0.09530
NGC2906,1900.0,0.27467,0.28316,nan,nan,-0.03571,0.02785,-0.06700,0.09530
NGC2906,1920.0,-0.29273,0.28317,0.02263,0.02183,0.01766,0.05114,-0.04256,0.09530
NGC2906,1940.0,0.03223,0.28314,0.02989,0.03476,0.02822,0.05845,-0.06802,0.09530
NGC2906,1960.0,0.28039,0.28311,0.27431,0.04205,0.24382,0.06010,0.14507,0.09529
NGC2906,1980.0,-0.14340,0.28311,0.46168,0.04275,0.43270,0.06110,0.43489,0.09529
NGC2906,2000.0,-0.28226,0.28308,0.28645,0.04217,0.23231,0.06299,0.18007,0.09529
NGC2906,2020.0,0.04942,0.28309,0.26424,0.04146,0.20384,0.06103,0.14441,0.09529
NGC2906,2040.0,-0.03323,0.28309,0.30404,0.04215,0.25094,0.05870,0.23243,0.09529
NGC2906,2060.0,-0.03916,0.28306,0.28948,0.04076,0.26569,0.05520,0.12278,0.09528
NGC2906,2080.0,0.22155,0.28307,0.23662,0.03893,0.23408,0.05643,0.15621,0.09528
NGC2906,2100.0,0.24127,0.28307,0.20398,0.04087,0.13330,0.05692,0.04126,0.09528
NGC2906,2120.0,0.19407,0.28307,0.26661,0.03908,0.18382,0.05562,0.06731,0.09528
NGC2906,2140.0,-0.12394,0.28307,0.18393,0.03792,0.13103,0.05896,0.00801,0.09528
NGC2906,2160.0,-0.08748,0.28308,0.14028,0.04184,0.12149,0.05833,0.07102,0.09527
NGC2906,2180.0,-0.05596,0.28308,0.25949,0.04169,0.25261,0.05526,0.10700,0.09527
NGC2906,2200.0,0.17037,0.28305,0.18537,0.04140,0.15063,0.05955,0.09677,0.09527
NGC2906,2220.0,-0.23866,0.28306,0.17785,0.03979,0.08974,0.07086,0.05241,0.09527
NGC2906,2240.0,0.08471,0.28303,0.23683,0.04749,0.17103,0.06767,0.06309,0.09527
NGC2906,2260.0,-0.30589,0.28303,0.46365,0.04601,0.48834,0.06906,0.44497,0.09527
NGC2906,2280.0,0.14089,0.28303,0.30514,0.04520,0.31336,0.06628,0.20084,0.09526
NGC2906,2300.0,-0.09157,0.28304,0.03596,0.03768,0.06991,0.06512,0.03348,0.09526
NGC2906,2320.0,0.29090,0.28301,0.01522,0.01849,0.00275,0.05626,-0.05810,0.09526
NGC2906,2340.0,-0.00542,0.28301,nan,nan,0.01259,0.03295,-0.05339,0.09526
NGC2906,2360.0,-0.28517,0.28298,nan,nan,nan,nan,0.09703,0.09526
NGC2906,2380.0,0.06226,0.28299,nan,nan,nan,nan,0.09212,0.09525
NGC2906,2400.0,-0.25381,0.28299,nan,nan,nan,nan,-0.03766,0.09525
NGC2906,2420.0,-0.18204,0.28299,nan,nan,nan,nan,0.06503,0.09525
NGC2906,2440.0,0.02805,0.28300,nan,nan,nan,nan,-0.02567,0.09525
NGC2906,2460.0,-0.02676,0.28300,nan,nan,nan,nan,-0.00292,0.09525
NGC2906,2480.0,0.15422,0.28300,nan,nan,nan,nan,0.03525,0.09525
NGC2906,2500.0,-0.06016,0.28300,nan,nan,nan,nan,0.05089,0.09524
NGC2906,2520.0,0.17803,0.28301,nan,nan,nan,nan,0.05138,0.09524
NGC2906,2540.0,0.07757,0.28298,nan,nan,nan,nan,-0.06957,0.09524
NGC2906,2560.0,0.14874,0.28298,nan,nan,nan,nan,-0.07042,0.09524
NGC2916,3260.0,0.42101,0.25406,nan,nan,nan,nan,0.08339,0.08425
NGC2916,3280.0,-0.01919,0.25406,nan,nan,nan,nan,-0.03424,0.08425
NGC2916,3300.0,0.03563,0.25403,nan,nan,nan,nan,0.10300,0.08425
NGC2916,3320.0,-0.03217,0.25401,nan,nan,nan,nan,-0.03197,0.08425
NGC2916,3340.0,-0.11995,0.25401,nan,nan,nan,nan,0.00681,0.08425
NGC2916,3360.0,-0.03360,0.25399,nan,nan,nan,nan,0.04355,0.08425
NGC2916,3380.0,0.15395,0.25399,nan,nan,nan,nan,0.04025,0.08425
NGC2916,3400.0,-0.14771,0.25399,nan,nan,nan,nan,-0.03420,0.08425
NGC2916,3420.0,0.18849,0.25400,nan,nan,nan,nan,0.09934,0.08424
NGC2916,3440.0,0.10505,0.25397,nan,nan,0.04318,0.04412,0.07294,0.08424
NGC2916,3460.0,-0.24976,0.25397,-0.02359,0.02529,-0.05087,0.05178,-0.05499,0.08424
NGC2916,3480.0,0.18221,0.25398,0.13319,0.03613,0.13849,0.05394,0.16211,0.08424
NGC2916,3500.0,0.06271,0.25398,0.22567,0.03945,0.14189,0.05605,0.17924,0.08424
NGC2916,3520.0,0.06564,0.25398,0.17936,0.04160,0.17948,0.05627,0.17855,0.08424
NGC2916,3540.0,-0.05858,0.25398,0.09732,0.03447,0.13244,0.04847,0.12207,0.08424
NGC2916,3560.0,-0.09187,0.25396,0.05056,0.02572,0.06245,0.04270,0.02886,0.08424
NGC2916,3580.0,0.03527,0.25393,0.02700,0.02684,-0.01329,0.02592,-0.00297,0.08423
NGC2916,3600.0,0.32609,0.25394,0.11357,0.02659,0.00153,0.01456,-0.24070,0.08423
NGC2916,3620.0,0.29524,0.25394,0.07371,0.02553,nan,nan,-0.13515,0.08423
NGC2916,3640.0,0.24002,0.25397,0.00216,0.01919,nan,nan,-0.09479,0.08423
NGC2916,3660.0,0.09530,0.25397,nan,nan,nan,nan,-0.08328,0.08423
NGC2916,3680.0,-0.07982,0.25397,nan,nan,nan,nan,0.00273,0.08423
NGC2916,3700.0,-0.16844,0.25395,nan,nan,0.06685,0.02911,-0.04863,0.08423
NGC2916,3720.0,-0.06908,0.25392,0.01595,0.01796,0.02231,0.03446,-0.10761,0.08423
NGC2916,3740.0,0.11901,0.25393,0.07381,0.02245,0.09628,0.03924,-0.06305,0.08422
NGC2916,3760.0,-0.07357,0.25393,0.08349,0.02478,0.08490,0.04563,0.00137,0.08422
NGC2916,3780.0,0.17035,0.25393,0.06558,0.03144,0.06210,0.05632,-0.05243,0.08422
NGC2916,3800.0,0.10412,0.25394,0.13629,0.03788,0.08602,0.06013,0.07581,0.08422
NGC2916,3820.0,-0.25240,0.25394,0.22512,0.04140,0.24248,0.05681,0.26005,0.08422
NGC2916,3840.0,-0.05986,0.25391,0.27534,0.03799,0.29293,0.05677,0.31612,0.08422
NGC2916,3860.0,-0.02811,0.25392,0.06404,0.03116,0.02684,0.05647,-0.03678,0.08422
NGC2916,3880.0,0.08345,0.25392,0.00500,0.01867,-0.04154,0.04947,-0.07150,0.08422
NGC2916,3900.0,-0.17442,0.25392,nan,nan,0.02546,0.02285,0.06538,0.08421
NGC2916,3920.0,-0.09936,0.25390,nan,nan,nan,nan,0.01089,0.08421
NGC2916,3940.0,-0.03912,0.25390,nan,nan,nan,nan,-0.09013,0.08421
NGC2916,3960.0,-0.20214,0.25387,nan,nan,nan,nan,0.07909,0.08421
NGC2916,3980.0,0.29840,0.25385,nan,nan,nan,nan,-0.07345,0.08421
NGC2916,4000.0,-0.07357,0.25385,nan,nan,nan,nan,0.01885,0.08421
NGC2916,4020.0,0.14486,0.25385,nan,nan,nan,nan,-0.00868,0.08421
NGC2916,4040.0,0.17378,0.25386,nan,nan,nan,nan,-0.01382,0.08421
NGC2916,4060.0,-0.04774,0.25386,nan,nan,nan,nan,-0.04699,0.08420
NGC2916,4080.0,0.13703,0.25381,nan,nan,nan,nan,-0.08308,0.08420
NGC2916,4100.0,0.17854,0.25381,nan,nan,nan,nan,0.01688,0.08420
NGC2916,4120.0,-0.14972,0.25381,nan,nan,nan,nan,-0.02542,0.08420
NGC2918,6220.0,-0.05321,0.26997,nan,nan,nan,nan,,
NGC2918,6240.0,0.05189,0.26998,nan,nan,nan,nan,,
NGC2918,6260.0,0.21642,0.26998,nan,nan,nan,nan,,
NGC2918,6280.0,0.02648,0.26995,nan,nan,nan,nan,,
NGC2918,6300.0,0.15261,0.26995,nan,nan,nan,nan,,
NGC2918,6320.0,0.12966,0.26996,nan,nan,nan,nan,,
NGC2918,6340.0,0.21455,0.26996,nan,nan,nan,nan,,
NGC2918,6360.0,0.09401,0.26993,nan,nan,nan,nan,,
NGC2918,6380.0,0.05746,0.26994,nan,nan,nan,nan,,
NGC2918,6400.0,-0.39483,0.26991,nan,nan,nan,nan,,
NGC2918,6420.0,-0.00678,0.26991,nan,nan,nan,nan,,
NGC2918,6440.0,-0.07072,0.26992,nan,nan,nan,nan,,
NGC2918,6460.0,-0.19716,0.26992,nan,nan,nan,nan,,
NGC2918,6480.0,-0.09058,0.26992,nan,nan,nan,nan,,
NGC2918,6500.0,0.19373,0.26993,nan,nan,nan,nan,,
NGC2918,6520.0,0.02887,0.26987,nan,nan,nan,nan,,
NGC2918,6540.0,-0.13429,0.26984,nan,nan,nan,nan,,
NGC2918,6560.0,-0.04767,0.26985,nan,nan,nan,nan,,
NGC2918,6580.0,-0.19622,0.26985,nan,nan,nan,nan,,
NGC2918,6600.0,0.06349,0.26985,nan,nan,nan,nan,,
NGC2918,6620.0,-0.24372,0.26986,nan,nan,nan,nan,,
NGC2918,6640.0,0.49015,0.26986,nan,nan,nan,nan,,
NGC2918,6660.0,0.19401,0.26986,nan,nan,nan,nan,,
NGC2918,6680.0,-0.12723,0.26984,nan,nan,nan,nan,,
NGC2918,6700.0,0.01431,0.26984,nan,nan,nan,nan,,
NGC2918,6720.0,-0.02361,0.26984,nan,nan,nan,nan,,
NGC2918,6740.0,-0.19547,0.26982,nan,nan,nan,nan,,
NGC2918,6760.0,-0.18448,0.26979,nan,nan,nan,nan,,
NGC2918,6780.0,-0.01339,0.26979,nan,nan,nan,nan,,
NGC2918,6800.0,0.10533,0.26980,nan,nan,nan,nan,,
NGC2918,6820.0,-0.07409,0.26977,nan,nan,nan,nan,,
NGC2918,6840.0,-0.21182,0.26977,nan,nan,nan,nan,,
NGC2918,6860.0,0.03521,0.26975,nan,nan,nan,nan,,
NGC2918,6880.0,0.05720,0.26975,nan,nan,nan,nan,,
NGC2918,6900.0,0.05621,0.26975,nan,nan,nan,nan,,
NGC2918,6920.0,0.07435,0.26976,nan,nan,nan,nan,,
NGC2918,6940.0,0.02484,0.26976,nan,nan,nan,nan,,
NGC2918,6960.0,-0.16783,0.26973,nan,nan,nan,nan,,
NGC2918,6980.0,-0.09648,0.26973,nan,nan,nan,nan,,
NGC2918,7000.0,0.05728,0.26968,nan,nan,nan,nan,,
NGC2918,7020.0,0.08743,0.26968,nan,nan,nan,nan,,
NGC2918,7040.0,0.11283,0.26969,nan,nan,nan,nan,,
NGC3303,5720.0,0.04212,0.24837,nan,nan,nan,nan,-0.00578,0.04941
NGC3303,5740.0,0.05940,0.24837,nan,nan,nan,nan,0.00528,0.04941
NGC3303,5760.0,0.08278,0.24837,nan,nan,nan,nan,-0.06681,0.04941
NGC3303,5780.0,0.06947,0.24835,nan,nan,nan,nan,0.04256,0.04941
NGC3303,5800.0,-0.05851,0.24835,nan,nan,nan,nan,0.01400,0.04941
NGC3303,5820.0,0.00022,0.24835,nan,nan,nan,nan,-0.02225,0.04941
NGC3303,5840.0,0.31265,0.24830,nan,nan,nan,nan,0.02042,0.04941
NGC3303,5860.0,0.23796,0.24831,nan,nan,nan,nan,0.03109,0.04940
NGC3303,5880.0,0.12996,0.24831,nan,nan,nan,nan,0.01804,0.04940
NGC3303,5900.0,-0.11201,0.24831,0.00678,0.01126,nan,nan,0.04656,0.04940
NGC3303,5920.0,-0.05907,0.24829,0.02426,0.01216,nan,nan,-0.01065,0.04940
NGC3303,5940.0,0.20736,0.24826,0.02990,0.01513,nan,nan,0.00794,0.04940
